<doc id="bv_doc_id__19" attrs="word lemma type">
Entwurf	bv_doc_id__19_d9e308
Das	bv_doc_id__19_d9e6827
Verhältnis	bv_doc_id__19_d9e6829
der	bv_doc_id__19_d9e6831
Gesamtheit	bv_doc_id__19_d9e6833
zu	bv_doc_id__19_d9e6835
den	bv_doc_id__19_d9e6838
Wirtschaftsverhättnissen	bv_doc_id__19_d9e6840
<g/>
.	
Die	bv_doc_id__19_d9e6847
Ordnung	bv_doc_id__19_d9e6849
des	bv_doc_id__19_d9e6851
Wirtschaftslebens	bv_doc_id__19_d9e6853
muß	bv_doc_id__19_d9e6855
den	bv_doc_id__19_d9e6858
Grundsätzen	bv_doc_id__19_d9e6860
der	bv_doc_id__19_d9e6862
Gerechtigkeit	bv_doc_id__19_d9e6864
mit	bv_doc_id__19_d9e6866
dem	bv_doc_id__19_d9e6868
Ziele	bv_doc_id__19_d9e6871
der	bv_doc_id__19_d9e6873
angemessenen	bv_doc_id__19_d9e6875
Anteilnahme	bv_doc_id__19_d9e6877
aller	bv_doc_id__19_d9e6879
Schaffenden	bv_doc_id__19_d9e6881
an	bv_doc_id__19_d9e6884
dem	bv_doc_id__19_d9e6886
Ertrag	bv_doc_id__19_d9e6888
der	bv_doc_id__19_d9e6890
Volkswirtschaft	bv_doc_id__19_d9e6892
entsprechen	bv_doc_id__19_d9e6894
<g/>
.	
Aufgabe	bv_doc_id__19_d9e6904
des	bv_doc_id__19_d9e6906
Staates	bv_doc_id__19_d9e6908
ist	bv_doc_id__19_d9e6910
es	bv_doc_id__19_d9e6913
<g/>
,	
alle	bv_doc_id__19_d9e6917
wirtschaftlichen	bv_doc_id__19_d9e6919
Kräfte	bv_doc_id__19_d9e6921
zur	bv_doc_id__19_d9e6923
größtmöglichen	bv_doc_id__19_d9e6926
Leistung	bv_doc_id__19_d9e6928
im	bv_doc_id__19_d9e6930
Dienste	bv_doc_id__19_d9e6932
der	bv_doc_id__19_d9e6934
Gesamtheit	bv_doc_id__19_d9e6936
zu	bv_doc_id__19_d9e6939
entwickeln	bv_doc_id__19_d9e6941
<g/>
.	
Durch	bv_doc_id__19_d9e6948
Bundesgesetz	bv_doc_id__19_d9e6950
kann	bv_doc_id__19_d9e6952
festgestellt	bv_doc_id__19_d9e6954
werden	bv_doc_id__19_d9e6956
<g/>
,	
inwieweit	bv_doc_id__19_d9e6961
zu	bv_doc_id__19_d9e6963
diesem	bv_doc_id__19_d9e6965
Zwecke	bv_doc_id__19_d9e6967
für	bv_doc_id__19_d9e6969
gewisse	bv_doc_id__19_d9e6972
wirtschaftliche	bv_doc_id__19_d9e6974
Zweige	bv_doc_id__19_d9e6976
die	bv_doc_id__19_d9e6978
Vereinigung	bv_doc_id__19_d9e6980
von	bv_doc_id__19_d9e6982
Betrieben	bv_doc_id__19_d9e6985
oder	bv_doc_id__19_d9e6987
eine	bv_doc_id__19_d9e6989
gemeinsame	bv_doc_id__19_d9e6991
Planwirtschaft	bv_doc_id__19_d9e6993
vorzusehen	bv_doc_id__19_d9e6995
ist	bv_doc_id__19_d9e6998
<g/>
,	
durch	bv_doc_id__19_d9e7002
welche	bv_doc_id__19_d9e7004
gesellschaftlichen	bv_doc_id__19_d9e7006
Organe	bv_doc_id__19_d9e7008
unter	bv_doc_id__19_d9e7011
Mitwirkung	bv_doc_id__19_d9e7013
und	bv_doc_id__19_d9e7015
Mitbeteiligung	bv_doc_id__19_d9e7017
des	bv_doc_id__19_d9e7019
Staates	bv_doc_id__19_d9e7021
diese	bv_doc_id__19_d9e7024
Planwirtschaft	bv_doc_id__19_d9e7026
durchzuführen	bv_doc_id__19_d9e7028
ist	bv_doc_id__19_d9e7030
<g/>
.	
Innerhalb	bv_doc_id__19_d9e7038
dieser	bv_doc_id__19_d9e7040
Grenzen	bv_doc_id__19_d9e7042
ist	bv_doc_id__19_d9e7044
die	bv_doc_id__19_d9e7046
Freiheit	bv_doc_id__19_d9e7049
der	bv_doc_id__19_d9e7051
Arbeitskraft	bv_doc_id__19_d9e7053
und	bv_doc_id__19_d9e7055
des	bv_doc_id__19_d9e7057
Eigentums	bv_doc_id__19_d9e7059
gewährleistet	bv_doc_id__19_d9e7062
<g/>
.	
Art.	bv_doc_id__19_d9e7072
33.	bv_doc_id__19_d9e7074
Freiheit	bv_doc_id__19_d9e7079
der	bv_doc_id__19_d9e7081
Berufswahl	bv_doc_id__19_d9e7083
<g/>
.	
Jedem	bv_doc_id__19_d9e7090
Staatsbürger	bv_doc_id__19_d9e7092
steht	bv_doc_id__19_d9e7094
es	bv_doc_id__19_d9e7096
frei	bv_doc_id__19_d9e7098
<g/>
,	
einen	bv_doc_id__19_d9e7103
Beruf	bv_doc_id__19_d9e7105
zu	bv_doc_id__19_d9e7107
wählen	bv_doc_id__19_d9e7109
und	bv_doc_id__19_d9e7111
sich	bv_doc_id__19_d9e7114
darin	bv_doc_id__19_d9e7116
auszubilden	bv_doc_id__19_d9e7118
<g/>
.	
Alle	bv_doc_id__19_d9e7125
Staatsbürger	bv_doc_id__19_d9e7127
sind	bv_doc_id__19_d9e7129
nach	bv_doc_id__19_d9e7131
Maßgabe	bv_doc_id__19_d9e7133
der	bv_doc_id__19_d9e7136
Gesetze	bv_doc_id__19_d9e7138
und	bv_doc_id__19_d9e7140
entsprechend	bv_doc_id__19_d9e7142
ihrer	bv_doc_id__19_d9e7144
Befähigung	bv_doc_id__19_d9e7146
und	bv_doc_id__19_d9e7149
Ihrer	bv_doc_id__19_d9e7151
Leistung	bv_doc_id__19_d9e7153
zu	bv_doc_id__19_d9e7155
den	bv_doc_id__19_d9e7157
öffentlichen	bv_doc_id__19_d9e7159
Ämtern	bv_doc_id__19_d9e7162
zuzulassen	bv_doc_id__19_d9e7164
<g/>
.	
Die	bv_doc_id__19_d9e7171
weiblichen	bv_doc_id__19_d9e7173
Angestellten	bv_doc_id__19_d9e7175
sind	bv_doc_id__19_d9e7177
den	bv_doc_id__19_d9e7179
männlichen	bv_doc_id__19_d9e7182
gleichgestellt	bv_doc_id__19_d9e7184
<g/>
.	
Nationalen	bv_doc_id__19_d9e7192
Minderheiten	bv_doc_id__19_d9e7194
gebührt	bv_doc_id__19_d9e7196
dieser	bv_doc_id__19_d9e7198
Anteil	bv_doc_id__19_d9e7200
nur	bv_doc_id__19_d9e7203
im	bv_doc_id__19_d9e7205
Verhältnis	bv_doc_id__19_d9e7207
ihrer	bv_doc_id__19_d9e7209
Zahl	bv_doc_id__19_d9e7211
zur	bv_doc_id__19_d9e7213
Gesamtbevölkerung	bv_doc_id__19_d9e7216
<g/>
.	
Art.	bv_doc_id__19_d9e7226
34.	bv_doc_id__19_d9e7228
Die	bv_doc_id__19_d9e7233
Freiheit	bv_doc_id__19_d9e7235
des	bv_doc_id__19_d9e7237
Eigentums	bv_doc_id__19_d9e7239
<g/>
.	
Das	bv_doc_id__19_d9e7246
Eigentum	bv_doc_id__19_d9e7248
wird	bv_doc_id__19_d9e7250
gewährleistet	bv_doc_id__19_d9e7252
<g/>
.	
Eine	bv_doc_id__19_d9e7257
Enteignung	bv_doc_id__19_d9e7259
darf	bv_doc_id__19_d9e7261
nur	bv_doc_id__19_d9e7263
auf	bv_doc_id__19_d9e7265
Grund	bv_doc_id__19_d9e7267
der	bv_doc_id__19_d9e7270
Gesetze	bv_doc_id__19_d9e7272
zum	bv_doc_id__19_d9e7274
gemeinsamen	bv_doc_id__19_d9e7276
Besten	bv_doc_id__19_d9e7278
gegen	bv_doc_id__19_d9e7280
angemessene	bv_doc_id__19_d9e7283
Entschädigung	bv_doc_id__19_d9e7285
erfolgen	bv_doc_id__19_d9e7287
<g/>
.	
Über	bv_doc_id__19_d9e7294
die	bv_doc_id__19_d9e7296
Höhe	bv_doc_id__19_d9e7298
der	bv_doc_id__19_d9e7300
Entschädigung	bv_doc_id__19_d9e7302
entscheidet	bv_doc_id__19_d9e7305
im	bv_doc_id__19_d9e7307
Streitfall	bv_doc_id__19_d9e7309
das	bv_doc_id__19_d9e7311
ordentliche	bv_doc_id__19_d9e7313
Gericht	bv_doc_id__19_d9e7315
<g/>
.	
Art.	bv_doc_id__19_d9e7326
35.	bv_doc_id__19_d9e7328
Freiheit	bv_doc_id__19_d9e7333
der	bv_doc_id__19_d9e7335
Arbeitskraft	bv_doc_id__19_d9e7337
<g/>
.	
Die	bv_doc_id__19_d9e7344
Arbeitskraft	bv_doc_id__19_d9e7346
<g/>
,	
körperliche	bv_doc_id__19_d9e7350
und	bv_doc_id__19_d9e7352
geistige	bv_doc_id__19_d9e7355
<g/>
,	
steht	bv_doc_id__19_d9e7359
unter	bv_doc_id__19_d9e7361
dem	bv_doc_id__19_d9e7363
Schutze	bv_doc_id__19_d9e7365
der	bv_doc_id__19_d9e7368
Gesetze	bv_doc_id__19_d9e7370
<g/>
.	
Jeder	bv_doc_id__19_d9e7377
Staatsbürger	bv_doc_id__19_d9e7379
<g/>
,	
der	bv_doc_id__19_d9e7383
zur	bv_doc_id__19_d9e7385
körperlichen	bv_doc_id__19_d9e7388
oder	bv_doc_id__19_d9e7390
geistigen	bv_doc_id__19_d9e7392
Arbeit	bv_doc_id__19_d9e7394
fähig	bv_doc_id__19_d9e7396
ist	bv_doc_id__19_d9e7398
<g/>
,	
ist	bv_doc_id__19_d9e7403
ohne	bv_doc_id__19_d9e7405
Rücksicht	bv_doc_id__19_d9e7407
auf	bv_doc_id__19_d9e7409
seinen	bv_doc_id__19_d9e7411
Besitz	bv_doc_id__19_d9e7414
zur	bv_doc_id__19_d9e7416
Arbeit	bv_doc_id__19_d9e7418
verpflichtet	bv_doc_id__19_d9e7420
<g/>
.	
In	bv_doc_id__19_d9e7424
welcher	bv_doc_id__19_d9e7427
Weise	bv_doc_id__19_d9e7429
unbenützte	bv_doc_id__19_d9e7431
Arbeitskräfte	bv_doc_id__19_d9e7433
im	bv_doc_id__19_d9e7435
Interesse	bv_doc_id__19_d9e7437
der	bv_doc_id__19_d9e7440
Gesamtheit	bv_doc_id__19_d9e7442
nutzbar	bv_doc_id__19_d9e7444
zu	bv_doc_id__19_d9e7446
machen	bv_doc_id__19_d9e7448
sind	bv_doc_id__19_d9e7450
<g/>
,	
ist	bv_doc_id__19_d9e7455
durch	bv_doc_id__19_d9e7457
besonderes	bv_doc_id__19_d9e7459
Gesetz	bv_doc_id__19_d9e7461
zu	bv_doc_id__19_d9e7463
bestimmen	bv_doc_id__19_d9e7466
<g/>
.	
Die	bv_doc_id__19_d9e7473
Arbeitsnachweisung	bv_doc_id__19_d9e7475
und	bv_doc_id__19_d9e7477
die	bv_doc_id__19_d9e7479
gesellschaftliche	bv_doc_id__19_d9e7481
Versicherung	bv_doc_id__19_d9e7484
für	bv_doc_id__19_d9e7486
den	bv_doc_id__19_d9e7488
Fall	bv_doc_id__19_d9e7490
unverschuldeter	bv_doc_id__19_d9e7492
Arbeitslosigkeit	bv_doc_id__19_d9e7494
ist	bv_doc_id__19_d9e7497
durch	bv_doc_id__19_d9e7499
Gesetz	bv_doc_id__19_d9e7501
zu	bv_doc_id__19_d9e7503
regeln	bv_doc_id__19_d9e7505
<g/>
.	
Art.	bv_doc_id__19_d9e7516
36.	bv_doc_id__19_d9e7518
Schutz	bv_doc_id__19_d9e7523
der	bv_doc_id__19_d9e7525
Arbeitskraft	bv_doc_id__19_d9e7527
<g/>
.	
Für	bv_doc_id__19_d9e7534
den	bv_doc_id__19_d9e7536
Fall	bv_doc_id__19_d9e7538
der	bv_doc_id__19_d9e7540
Krankheit	bv_doc_id__19_d9e7542
und	bv_doc_id__19_d9e7545
der	bv_doc_id__19_d9e7547
Arbeitsunfähigkeit	bv_doc_id__19_d9e7549
<g/>
,	
zur	bv_doc_id__19_d9e7553
Fürsorge	bv_doc_id__19_d9e7555
gegen	bv_doc_id__19_d9e7558
die	bv_doc_id__19_d9e7560
wirtschaftlichen	bv_doc_id__19_d9e7562
Folgen	bv_doc_id__19_d9e7564
des	bv_doc_id__19_d9e7566
Alters	bv_doc_id__19_d9e7568
und	bv_doc_id__19_d9e7571
der	bv_doc_id__19_d9e7573
Wechselfälle	bv_doc_id__19_d9e7575
des	bv_doc_id__19_d9e7577
Lebens	bv_doc_id__19_d9e7579
und	bv_doc_id__19_d9e7581
zum	bv_doc_id__19_d9e7584
Schutz	bv_doc_id__19_d9e7586
der	bv_doc_id__19_d9e7588
Mutterschaft	bv_doc_id__19_d9e7590
ist	bv_doc_id__19_d9e7592
ein	bv_doc_id__19_d9e7594
Versicherungswesen	bv_doc_id__19_d9e7597
unter	bv_doc_id__19_d9e7599
Mitwirkung	bv_doc_id__19_d9e7601
der	bv_doc_id__19_d9e7603
Versicherten	bv_doc_id__19_d9e7605
zu	bv_doc_id__19_d9e7607
schaffen	bv_doc_id__19_d9e7610
<g/>
(	
Sozialversicherung	bv_doc_id__19_d9e7614
<g/>
).	
Für	bv_doc_id__19_d9e7621
den	bv_doc_id__19_d9e7623
selbständigen	bv_doc_id__19_d9e7625
Mittelstand	bv_doc_id__19_d9e7627
in	bv_doc_id__19_d9e7629
Landwirtschaft	bv_doc_id__19_d9e7632
<g/>
,	
Handel	bv_doc_id__19_d9e7636
und	bv_doc_id__19_d9e7638
Gewerbe	bv_doc_id__19_d9e7640
ist	bv_doc_id__19_d9e7642
eine	bv_doc_id__19_d9e7645
fakultative	bv_doc_id__19_d9e7647
Versicherung	bv_doc_id__19_d9e7649
gegen	bv_doc_id__19_d9e7651
die	bv_doc_id__19_d9e7653
Folgen	bv_doc_id__19_d9e7655
des	bv_doc_id__19_d9e7658
Alters	bv_doc_id__19_d9e7660
<g/>
,	
der	bv_doc_id__19_d9e7664
Krankheit	bv_doc_id__19_d9e7666
und	bv_doc_id__19_d9e7668
Erwerbsunfähigkeit	bv_doc_id__19_d9e7671
zu	bv_doc_id__19_d9e7673
errichten	bv_doc_id__19_d9e7675
<g/>
.	
Art.	bv_doc_id__19_d9e7685
37.	bv_doc_id__19_d9e7687
Die	bv_doc_id__19_d9e7692
Vertragsfreiheit	bv_doc_id__19_d9e7694
<g/>
.	
Im	bv_doc_id__19_d9e7701
wirtschaftlichen	bv_doc_id__19_d9e7703
Verkehr	bv_doc_id__19_d9e7705
gilt	bv_doc_id__19_d9e7707
Vertragsfreiheit	bv_doc_id__19_d9e7709
<g/>
.	
Wucher	bv_doc_id__19_d9e7714
ist	bv_doc_id__19_d9e7716
verboten	bv_doc_id__19_d9e7718
<g/>
.	
Rechtsgeschäfte	bv_doc_id__19_d9e7725
<g/>
,	
die	bv_doc_id__19_d9e7729
gegen	bv_doc_id__19_d9e7731
die	bv_doc_id__19_d9e7733
guten	bv_doc_id__19_d9e7736
Sitten	bv_doc_id__19_d9e7738
verstoßen	bv_doc_id__19_d9e7740
<g/>
,	
sind	bv_doc_id__19_d9e7744
nichtig	bv_doc_id__19_d9e7746
<g/>
.	
Die	bv_doc_id__19_d9e7754
Arbeitnehmer	bv_doc_id__19_d9e7756
einerseits	bv_doc_id__19_d9e7758
<g/>
,	
die	bv_doc_id__19_d9e7762
Arbeitgeber	bv_doc_id__19_d9e7765
anderseits	bv_doc_id__19_d9e7767
sind	bv_doc_id__19_d9e7769
berufen	bv_doc_id__19_d9e7771
<g/>
,	
sich	bv_doc_id__19_d9e7775
zu	bv_doc_id__19_d9e7778
Verbänden	bv_doc_id__19_d9e7780
zusammenzuschließen	bv_doc_id__19_d9e7782
<g/>
,	
welche	bv_doc_id__19_d9e7786
in	bv_doc_id__19_d9e7788
gemeinsamer	bv_doc_id__19_d9e7791
Arbeit	bv_doc_id__19_d9e7793
an	bv_doc_id__19_d9e7795
der	bv_doc_id__19_d9e7797
Regelung	bv_doc_id__19_d9e7799
der	bv_doc_id__19_d9e7801
Lohn=	bv_doc_id__19_d9e7804
und	bv_doc_id__19_d9e7806
Arbeitsbedingungen	bv_doc_id__19_d9e7808
mitzuwirken	bv_doc_id__19_d9e7810
haben	bv_doc_id__19_d9e7812
<g/>
.	
Diese	bv_doc_id__19_d9e7820
Verbände	bv_doc_id__19_d9e7822
und	bv_doc_id__19_d9e7824
ihre	bv_doc_id__19_d9e7826
Vereinbarungen	bv_doc_id__19_d9e7828
werden	bv_doc_id__19_d9e7831
staatlich	bv_doc_id__19_d9e7833
anerkannt	bv_doc_id__19_d9e7835
<g/>
.	
Art.	bv_doc_id__19_d9e7847
38.	bv_doc_id__19_d9e7849
Vereinigungsfreiheit	bv_doc_id__19_d9e7854
<g/>
.	
Die	bv_doc_id__19_d9e7861
Vereinigungsfreiheit	bv_doc_id__19_d9e7863
zur	bv_doc_id__19_d9e7865
Wahrung	bv_doc_id__19_d9e7867
und	bv_doc_id__19_d9e7870
Förderung	bv_doc_id__19_d9e7872
der	bv_doc_id__19_d9e7874
Arbeits-	bv_doc_id__19_d9e7876
und	bv_doc_id__19_d9e7878
Wirtschaftsbedingungen	bv_doc_id__19_d9e7880
ist	bv_doc_id__19_d9e7883
gewährleistet	bv_doc_id__19_d9e7885
<g/>
.	
Durch	bv_doc_id__19_d9e7892
Bundesgesetz	bv_doc_id__19_d9e7894
kann	bv_doc_id__19_d9e7896
das	bv_doc_id__19_d9e7898
Recht	bv_doc_id__19_d9e7900
der	bv_doc_id__19_d9e7903
Arbeitgeber	bv_doc_id__19_d9e7905
zur	bv_doc_id__19_d9e7907
Stilllegung	bv_doc_id__19_d9e7909
oder	bv_doc_id__19_d9e7911
Beschränkung	bv_doc_id__19_d9e7913
ihrer	bv_doc_id__19_d9e7916
Betriebe	bv_doc_id__19_d9e7918
<g/>
(	
Aussperrung	bv_doc_id__19_d9e7922
<g/>
)	
und	bv_doc_id__19_d9e7926
das	bv_doc_id__19_d9e7929
Recht	bv_doc_id__19_d9e7931
der	bv_doc_id__19_d9e7933
Arbeitnehmer	bv_doc_id__19_d9e7935
auf	bv_doc_id__19_d9e7937
Arbeitsniederlegung	bv_doc_id__19_d9e7939
<g/>
(	
Streik	bv_doc_id__19_d9e7944
<g/>
)	
geregelt	bv_doc_id__19_d9e7948
und	bv_doc_id__19_d9e7950
<g/>
,	
sofern	bv_doc_id__19_d9e7955
eine	bv_doc_id__19_d9e7957
Schädigung	bv_doc_id__19_d9e7959
der	bv_doc_id__19_d9e7961
Gesamtheit	bv_doc_id__19_d9e7963
zu	bv_doc_id__19_d9e7965
befürchten	bv_doc_id__19_d9e7968
ist	bv_doc_id__19_d9e7970
<g/>
,	
eingeschränkt	bv_doc_id__19_d9e7974
werden	bv_doc_id__19_d9e7976
<g/>
.	
Einschränkende	bv_doc_id__19_d9e7984
Abreden	bv_doc_id__19_d9e7986
und	bv_doc_id__19_d9e7988
Maßnahmen	bv_doc_id__19_d9e7990
sind	bv_doc_id__19_d9e7992
rechtswidrig	bv_doc_id__19_d9e7995
<g/>
.	
Art.	bv_doc_id__19_d9e8005
39.	bv_doc_id__19_d9e8007
Pflichten	bv_doc_id__19_d9e8012
der	bv_doc_id__19_d9e8014
Staatsbürger	bv_doc_id__19_d9e8016
<g/>
.	
Jeder	bv_doc_id__19_d9e8023
Staatsbürger	bv_doc_id__19_d9e8025
ist	bv_doc_id__19_d9e8027
zur	bv_doc_id__19_d9e8029
Ausübung	bv_doc_id__19_d9e8031
der	bv_doc_id__19_d9e8034
ihm	bv_doc_id__19_d9e8036
zukommenden	bv_doc_id__19_d9e8038
politischen	bv_doc_id__19_d9e8040
Rechte	bv_doc_id__19_d9e8042
<g/>
,	
zur	bv_doc_id__19_d9e8047
Teilnahme	bv_doc_id__19_d9e8049
an	bv_doc_id__19_d9e8051
der	bv_doc_id__19_d9e8053
Verwaltung	bv_doc_id__19_d9e8055
nach	bv_doc_id__19_d9e8057
Maßgabe	bv_doc_id__19_d9e8060
der	bv_doc_id__19_d9e8062
Gesetze	bv_doc_id__19_d9e8064
verpflichtet	bv_doc_id__19_d9e8066
<g/>
.	
Des	bv_doc_id__19_d9e8073
weiteren	bv_doc_id__19_d9e8075
besteht	bv_doc_id__19_d9e8077
die	bv_doc_id__19_d9e8079
Pflicht	bv_doc_id__19_d9e8081
zur	bv_doc_id__19_d9e8084
Arbeit	bv_doc_id__19_d9e8086
<g/>
,	
die	bv_doc_id__19_d9e8090
Pflicht	bv_doc_id__19_d9e8092
zum	bv_doc_id__19_d9e8094
öffentlichen	bv_doc_id__19_d9e8097
Dienst	bv_doc_id__19_d9e8099
<g/>
,	
zur	bv_doc_id__19_d9e8103
Beitragsleistung	bv_doc_id__19_d9e8105
nach	bv_doc_id__19_d9e8107
den	bv_doc_id__19_d9e8110
besonderen	bv_doc_id__19_d9e8112
Gesetzen	bv_doc_id__19_d9e8114
und	bv_doc_id__19_d9e8116
zur	bv_doc_id__19_d9e8118
Beobachtung	bv_doc_id__19_d9e8120
der	bv_doc_id__19_d9e8123
verfassungsmäßig	bv_doc_id__19_d9e8125
zustande	bv_doc_id__19_d9e8127
gekommenen	bv_doc_id__19_d9e8129
Gesetze	bv_doc_id__19_d9e8131
<g/>
.	
Der	bv_doc_id__19_d9e8138
Arbeitnehmer	bv_doc_id__19_d9e8140
und	bv_doc_id__19_d9e8142
der	bv_doc_id__19_d9e8144
öffentliche	bv_doc_id__19_d9e8146
Angestellte	bv_doc_id__19_d9e8149
hat	bv_doc_id__19_d9e8151
das	bv_doc_id__19_d9e8153
Recht	bv_doc_id__19_d9e8155
auf	bv_doc_id__19_d9e8157
die	bv_doc_id__19_d9e8159
freie	bv_doc_id__19_d9e8162
Zeit	bv_doc_id__19_d9e8164
<g/>
,	
die	bv_doc_id__19_d9e8168
zur	bv_doc_id__19_d9e8170
Wahrnehmung	bv_doc_id__19_d9e8172
seiner	bv_doc_id__19_d9e8175
politischen	bv_doc_id__19_d9e8177
Rechte	bv_doc_id__19_d9e8179
und	bv_doc_id__19_d9e8181
zur	bv_doc_id__19_d9e8183
Ausübung	bv_doc_id__19_d9e8185
öffentlicher	bv_doc_id__19_d9e8188
Ämter	bv_doc_id__19_d9e8190
nötig	bv_doc_id__19_d9e8192
ist	bv_doc_id__19_d9e8194
<g/>
,	
eine	bv_doc_id__19_d9e8198
Ausnahme	bv_doc_id__19_d9e8201
ist	bv_doc_id__19_d9e8203
durch	bv_doc_id__19_d9e8205
Gesetz	bv_doc_id__19_d9e8207
so	bv_doc_id__19_d9e8209
weit	bv_doc_id__19_d9e8211
festzulegen	bv_doc_id__19_d9e8214
<g/>
,	
als	bv_doc_id__19_d9e8218
durch	bv_doc_id__19_d9e8220
dieses	bv_doc_id__19_d9e8222
Recht	bv_doc_id__19_d9e8224
der	bv_doc_id__19_d9e8227
Betrieb	bv_doc_id__19_d9e8229
erheblich	bv_doc_id__19_d9e8231
geschädigt	bv_doc_id__19_d9e8233
würde	bv_doc_id__19_d9e8235
<g/>
.	
Art.	bv_doc_id__19_d9e8245
40.	bv_doc_id__19_d9e8247
Ausnahmszustand	bv_doc_id__19_d9e8252
Wird	bv_doc_id__19_d9e8257
die	bv_doc_id__19_d9e8259
öffentliche	bv_doc_id__19_d9e8261
Sicherheit	bv_doc_id__19_d9e8263
und	bv_doc_id__19_d9e8265
Ordnung	bv_doc_id__19_d9e8268
erheblich	bv_doc_id__19_d9e8270
gestört	bv_doc_id__19_d9e8272
oder	bv_doc_id__19_d9e8274
gefährdet	bv_doc_id__19_d9e8276
<g/>
,	
so	bv_doc_id__19_d9e8281
kann	bv_doc_id__19_d9e8283
zu	bv_doc_id__19_d9e8285
ihrer	bv_doc_id__19_d9e8287
Wiederherstellung	bv_doc_id__19_d9e8289
der	bv_doc_id__19_d9e8291
Bundespräsident	bv_doc_id__19_d9e8294
mit	bv_doc_id__19_d9e8296
Zustimmung	bv_doc_id__19_d9e8298
des	bv_doc_id__19_d9e8300
Bundesrates	bv_doc_id__19_d9e8302
für	bv_doc_id__19_d9e8304
das	bv_doc_id__19_d9e8307
Staatsgebiet	bv_doc_id__19_d9e8309
<g/>
,	
bei	bv_doc_id__19_d9e8313
augenblicklicher	bv_doc_id__19_d9e8315
Gefahr	bv_doc_id__19_d9e8317
eine	bv_doc_id__19_d9e8320
Landesregierung	bv_doc_id__19_d9e8322
für	bv_doc_id__19_d9e8324
das	bv_doc_id__19_d9e8326
betreffende	bv_doc_id__19_d9e8328
Land	bv_doc_id__19_d9e8330
die	bv_doc_id__19_d9e8333
Art.	bv_doc_id__19_d9e8335
13	bv_doc_id__19_d9e8337
<g/>
,	
14	bv_doc_id__19_d9e8341
<g/>
,	
15	bv_doc_id__19_d9e8346
<g/>
,	
16	bv_doc_id__19_d9e8350
<g/>
,	
17	bv_doc_id__19_d9e8354
<g/>
,	
19	bv_doc_id__19_d9e8359
<g/>
,	
20	bv_doc_id__19_d9e8363
<g/>
,	
21	bv_doc_id__19_d9e8367
<g/>
,	
23	bv_doc_id__19_d9e8372
<g/>
,	
38	bv_doc_id__19_d9e8376
vorübergehend	bv_doc_id__19_d9e8378
außer	bv_doc_id__19_d9e8380
Kraft	bv_doc_id__19_d9e8382
setzen	bv_doc_id__19_d9e8385
<g/>
.	
Diese	bv_doc_id__19_d9e8392
Maßnahmen	bv_doc_id__19_d9e8394
sind	bv_doc_id__19_d9e8396
aufzuheben	bv_doc_id__19_d9e8398
<g/>
,	
sobald	bv_doc_id__19_d9e8403
es	bv_doc_id__19_d9e8405
der	bv_doc_id__19_d9e8407
Bundestag	bv_doc_id__19_d9e8409
verlangt	bv_doc_id__19_d9e8411
<g/>
.	
Das	bv_doc_id__19_d9e8416
Nähere	bv_doc_id__19_d9e8418
bestimmt	bv_doc_id__19_d9e8420
ein	bv_doc_id__19_d9e8422
besonderes	bv_doc_id__19_d9e8424
Gesetz	bv_doc_id__19_d9e8426
<g/>
.	
Wirtschaftliche	bv_doc_id__19_d9e6809
Rechte	bv_doc_id__19_d9e6811
<g/>
.	
Art.	bv_doc_id__19_d9e6820
32.	bv_doc_id__19_d9e6822
Das	bv_doc_id__19_d9e6827
Verhältnis	bv_doc_id__19_d9e6829
der	bv_doc_id__19_d9e6831
Gesamtheit	bv_doc_id__19_d9e6833
zu	bv_doc_id__19_d9e6835
den	bv_doc_id__19_d9e6838
Wirtschaftsverhättnissen	bv_doc_id__19_d9e6840
<g/>
.	
Die	bv_doc_id__19_d9e6847
Ordnung	bv_doc_id__19_d9e6849
des	bv_doc_id__19_d9e6851
Wirtschaftslebens	bv_doc_id__19_d9e6853
muß	bv_doc_id__19_d9e6855
den	bv_doc_id__19_d9e6858
Grundsätzen	bv_doc_id__19_d9e6860
der	bv_doc_id__19_d9e6862
Gerechtigkeit	bv_doc_id__19_d9e6864
mit	bv_doc_id__19_d9e6866
dem	bv_doc_id__19_d9e6868
Ziele	bv_doc_id__19_d9e6871
der	bv_doc_id__19_d9e6873
angemessenen	bv_doc_id__19_d9e6875
Anteilnahme	bv_doc_id__19_d9e6877
aller	bv_doc_id__19_d9e6879
Schaffenden	bv_doc_id__19_d9e6881
an	bv_doc_id__19_d9e6884
dem	bv_doc_id__19_d9e6886
Ertrag	bv_doc_id__19_d9e6888
der	bv_doc_id__19_d9e6890
Volkswirtschaft	bv_doc_id__19_d9e6892
entsprechen	bv_doc_id__19_d9e6894
<g/>
.	
Aufgabe	bv_doc_id__19_d9e6904
des	bv_doc_id__19_d9e6906
Staates	bv_doc_id__19_d9e6908
ist	bv_doc_id__19_d9e6910
es	bv_doc_id__19_d9e6913
<g/>
,	
alle	bv_doc_id__19_d9e6917
wirtschaftlichen	bv_doc_id__19_d9e6919
Kräfte	bv_doc_id__19_d9e6921
zur	bv_doc_id__19_d9e6923
größtmöglichen	bv_doc_id__19_d9e6926
Leistung	bv_doc_id__19_d9e6928
im	bv_doc_id__19_d9e6930
Dienste	bv_doc_id__19_d9e6932
der	bv_doc_id__19_d9e6934
Gesamtheit	bv_doc_id__19_d9e6936
