<doc id="bv_doc_id__55" attrs="word lemma type">
Stenographische	bv_doc_id__55_d44e555
weit	bv_doc_id__55_d44e16830
sie	bv_doc_id__55_d44e16832
etwas	bv_doc_id__55_d44e16834
klares	bv_doc_id__55_d44e16837
stehen	bv_doc_id__55_d44e16839
lassen	bv_doc_id__55_d44e16841
<g/>
,	
nicht	bv_doc_id__55_d44e16845
annehmbar	bv_doc_id__55_d44e16847
<g/>
.	
Es	bv_doc_id__55_d44e16852
soll	bv_doc_id__55_d44e16854
nach	bv_doc_id__55_d44e16858
dem	bv_doc_id__55_d44e16860
Entwurse	bv_doc_id__55_d44e16863
dem	bv_doc_id__55_d44e16865
Bundesgesetz	bv_doc_id__55_d44e16867
nicht	bv_doc_id__55_d44e16869
nur	bv_doc_id__55_d44e16871
überlassen	bv_doc_id__55_d44e16873
werden	bv_doc_id__55_d44e16876
<g/>
,	
die	bv_doc_id__55_d44e16880
Verfügung	bv_doc_id__55_d44e16882
über	bv_doc_id__55_d44e16884
Einnahmen	bv_doc_id__55_d44e16886
und	bv_doc_id__55_d44e16889
Ausgaben	bv_doc_id__55_d44e16891
<g/>
,	
die	bv_doc_id__55_d44e16895
Bundesausgaben	bv_doc_id__55_d44e16897
und	bv_doc_id__55_d44e16899
einnahmen	bv_doc_id__55_d44e16902
sind	bv_doc_id__55_d44e16904
<g/>
,	
sondern	bv_doc_id__55_d44e16908
auch	bv_doc_id__55_d44e16910
die	bv_doc_id__55_d44e16912
Regelung	bv_doc_id__55_d44e16915
der	bv_doc_id__55_d44e16917
Anteilnahme	bv_doc_id__55_d44e16919
der	bv_doc_id__55_d44e16921
Länder	bv_doc_id__55_d44e16923
an	bv_doc_id__55_d44e16925
den	bv_doc_id__55_d44e16928
Einnahmen	bv_doc_id__55_d44e16930
des	bv_doc_id__55_d44e16932
Bundes	bv_doc_id__55_d44e16934
<g/>
.	
Das	bv_doc_id__55_d44e16938
werden	bv_doc_id__55_d44e16941
wir	bv_doc_id__55_d44e16943
selber	bv_doc_id__55_d44e16945
machen	bv_doc_id__55_d44e16947
<g/>
,	
es	bv_doc_id__55_d44e16951
selben	bv_doc_id__55_d44e16954
bestimmen	bv_doc_id__55_d44e16956
<g/>
,	
welchen	bv_doc_id__55_d44e16960
Anteil	bv_doc_id__55_d44e16962
der	bv_doc_id__55_d44e16964
Bund	bv_doc_id__55_d44e16967
bekommt	bv_doc_id__55_d44e16969
<g/>
.	
Zuerst	bv_doc_id__55_d44e16973
werden	bv_doc_id__55_d44e16975
wir	bv_doc_id__55_d44e16977
leben	bv_doc_id__55_d44e16980
<g/>
,	
und	bv_doc_id__55_d44e16984
wir	bv_doc_id__55_d44e16986
werden	bv_doc_id__55_d44e16988
auch	bv_doc_id__55_d44e16990
den	bv_doc_id__55_d44e16993
Bund	bv_doc_id__55_d44e16995
leben	bv_doc_id__55_d44e16997
lassen	bv_doc_id__55_d44e16999
<g/>
.	
Gewiß	bv_doc_id__55_d44e17003
<g/>
!	
Wir	bv_doc_id__55_d44e17008
treten	bv_doc_id__55_d44e17010
dem	bv_doc_id__55_d44e17012
Staate	bv_doc_id__55_d44e17014
ab	bv_doc_id__55_d44e17016
<g/>
,	
wie	bv_doc_id__55_d44e17021
es	bv_doc_id__55_d44e17023
hier	bv_doc_id__55_d44e17025
im	bv_doc_id__55_d44e17027
Prinzipe	bv_doc_id__55_d44e17029
heißt	bv_doc_id__55_d44e17032
<g/>
,	
das	bv_doc_id__55_d44e17036
ist	bv_doc_id__55_d44e17038
gewiß	bv_doc_id__55_d44e17040
recht	bv_doc_id__55_d44e17042
<g/>
.	
Wir	bv_doc_id__55_d44e17047
treten	bv_doc_id__55_d44e17049
dem	bv_doc_id__55_d44e17051
Staate	bv_doc_id__55_d44e17053
ab	bv_doc_id__55_d44e17055
<g/>
,	
das	bv_doc_id__55_d44e17060
muß	bv_doc_id__55_d44e17062
festgehalten	bv_doc_id__55_d44e17064
werden	bv_doc_id__55_d44e17066
<g/>
.	
Daher	bv_doc_id__55_d44e17071
hat	bv_doc_id__55_d44e17073
der	bv_doc_id__55_d44e17075
Bund	bv_doc_id__55_d44e17077
nicht	bv_doc_id__55_d44e17079
das	bv_doc_id__55_d44e17081
Recht	bv_doc_id__55_d44e17084
zu	bv_doc_id__55_d44e17086
ordnen	bv_doc_id__55_d44e17088
<g/>
,	
was	bv_doc_id__55_d44e17092
gehört	bv_doc_id__55_d44e17094
uns	bv_doc_id__55_d44e17097
und	bv_doc_id__55_d44e17099
was	bv_doc_id__55_d44e17101
geben	bv_doc_id__55_d44e17103
wir	bv_doc_id__55_d44e17105
euch	bv_doc_id__55_d44e17107
<g/>
.	
Dazu	bv_doc_id__55_d44e17112
heißt	bv_doc_id__55_d44e17114
es	bv_doc_id__55_d44e17116
noch	bv_doc_id__55_d44e17118
eine	bv_doc_id__55_d44e17120
Regelung	bv_doc_id__55_d44e17123
von	bv_doc_id__55_d44e17125
Beiträgen	bv_doc_id__55_d44e17127
und	bv_doc_id__55_d44e17129
Zuschüssen	bv_doc_id__55_d44e17131
<g/>
.	
Caisen	bv_doc_id__55_d44e17136
Sie	bv_doc_id__55_d44e17138
mich	bv_doc_id__55_d44e17140
damit	bv_doc_id__55_d44e17142
aus	bv_doc_id__55_d44e17144
<g/>
.	
Ich	bv_doc_id__55_d44e17149
verwerfe	bv_doc_id__55_d44e17151
sie	bv_doc_id__55_d44e17153
grundsätzlich	bv_doc_id__55_d44e17155
<g/>
.	
Nichts	bv_doc_id__55_d44e17159
Schädlicheres	bv_doc_id__55_d44e17162
gibt	bv_doc_id__55_d44e17164
es	bv_doc_id__55_d44e17166
<g/>
,	
als	bv_doc_id__55_d44e17170
das	bv_doc_id__55_d44e17172
System	bv_doc_id__55_d44e17175
der	bv_doc_id__55_d44e17177
Überweisungen	bv_doc_id__55_d44e17179
<g/>
.	
Früher	bv_doc_id__55_d44e17183
<g/>
,	
wo	bv_doc_id__55_d44e17188
sie	bv_doc_id__55_d44e17190
nur	bv_doc_id__55_d44e17192
geringfügig	bv_doc_id__55_d44e17194
waren	bv_doc_id__55_d44e17196
<g/>
,	
konnten	bv_doc_id__55_d44e17201
sie	bv_doc_id__55_d44e17203
keinen	bv_doc_id__55_d44e17205
großen	bv_doc_id__55_d44e17207
Schaden	bv_doc_id__55_d44e17209
anrichten	bv_doc_id__55_d44e17211
<g/>
,	
jetzt	bv_doc_id__55_d44e17216
<g/>
,	
wo	bv_doc_id__55_d44e17220
die	bv_doc_id__55_d44e17222
Überweisungen	bv_doc_id__55_d44e17224
auf	bv_doc_id__55_d44e17227
das	bv_doc_id__55_d44e17229
Fünsfache	bv_doc_id__55_d44e17231
gesteigert	bv_doc_id__55_d44e17233
worden	bv_doc_id__55_d44e17235
sind	bv_doc_id__55_d44e17237
und	bv_doc_id__55_d44e17240
noch	bv_doc_id__55_d44e17242
weiter	bv_doc_id__55_d44e17244
gesteigert	bv_doc_id__55_d44e17246
werden	bv_doc_id__55_d44e17248
<g/>
,	
haben	bv_doc_id__55_d44e17253
sie	bv_doc_id__55_d44e17255
die	bv_doc_id__55_d44e17257
Landesverwaltung	bv_doc_id__55_d44e17259
geradezu	bv_doc_id__55_d44e17261
deroutiert	bv_doc_id__55_d44e17263
<g/>
.	
Jetzt	bv_doc_id__55_d44e17268
wird	bv_doc_id__55_d44e17270
beschlossen	bv_doc_id__55_d44e17272
<g/>
:	
Es	bv_doc_id__55_d44e17276
zahlt	bv_doc_id__55_d44e17279
ja	bv_doc_id__55_d44e17281
der	bv_doc_id__55_d44e17283
Staat	bv_doc_id__55_d44e17285
<g/>
,	
nicht	bv_doc_id__55_d44e17289
wir	bv_doc_id__55_d44e17292
<g/>
.	
Nein	bv_doc_id__55_d44e17296
<g/>
!	
Gespart	bv_doc_id__55_d44e17300
werden	bv_doc_id__55_d44e17302
kann	bv_doc_id__55_d44e17305
nur	bv_doc_id__55_d44e17307
<g/>
,	
wenn	bv_doc_id__55_d44e17311
von	bv_doc_id__55_d44e17313
diesen	bv_doc_id__55_d44e17315
Geschenken	bv_doc_id__55_d44e17318
ganz	bv_doc_id__55_d44e17320
und	bv_doc_id__55_d44e17322
gar	bv_doc_id__55_d44e17324
abgesehen	bv_doc_id__55_d44e17326
wird	bv_doc_id__55_d44e17328
<g/>
.	
Ich	bv_doc_id__55_d44e17333
habe	bv_doc_id__55_d44e17335
nun	bv_doc_id__55_d44e17337
gehört	bv_doc_id__55_d44e17339
und	bv_doc_id__55_d44e17341
auch	bv_doc_id__55_d44e17344
gelesen	bv_doc_id__55_d44e17346
<g/>
,	
eine	bv_doc_id__55_d44e17350
Vorlage	bv_doc_id__55_d44e17352
<g/>
,	
nach	bv_doc_id__55_d44e17357
welcher	bv_doc_id__55_d44e17359
wiederum	bv_doc_id__55_d44e17361
den	bv_doc_id__55_d44e17363
Ländern	bv_doc_id__55_d44e17365
etwas	bv_doc_id__55_d44e17367
geschenkt	bv_doc_id__55_d44e17370
werden	bv_doc_id__55_d44e17372
foll	bv_doc_id__55_d44e17374
und	bv_doc_id__55_d44e17376
zwar	bv_doc_id__55_d44e17378
nicht	bv_doc_id__55_d44e17380
in	bv_doc_id__55_d44e17383
der	bv_doc_id__55_d44e17385
Form	bv_doc_id__55_d44e17387
von	bv_doc_id__55_d44e17389
Überweisungen	bv_doc_id__55_d44e17391
<g/>
,	
sondern	bv_doc_id__55_d44e17396
in	bv_doc_id__55_d44e17398
der	bv_doc_id__55_d44e17400
Form	bv_doc_id__55_d44e17402
<g/>
,	
daß	bv_doc_id__55_d44e17406
der	bv_doc_id__55_d44e17409
Staat	bv_doc_id__55_d44e17411
die	bv_doc_id__55_d44e17413
Hälfte	bv_doc_id__55_d44e17415
der	bv_doc_id__55_d44e17417
Bezüge	bv_doc_id__55_d44e17419
der	bv_doc_id__55_d44e17422
Angestellten	bv_doc_id__55_d44e17424
des	bv_doc_id__55_d44e17426
Landes	bv_doc_id__55_d44e17428
bezahlt	bv_doc_id__55_d44e17430
<g/>
.	
Nein	bv_doc_id__55_d44e17435
<g/>
,	
das	bv_doc_id__55_d44e17439
wollen	bv_doc_id__55_d44e17441
wir	bv_doc_id__55_d44e17443
nicht	bv_doc_id__55_d44e17445
<g/>
!	
Sonst	bv_doc_id__55_d44e17450
foftet	bv_doc_id__55_d44e17452
die	bv_doc_id__55_d44e17454
Hälfte	bv_doc_id__55_d44e17456
mehr	bv_doc_id__55_d44e17458
als	bv_doc_id__55_d44e17461
das	bv_doc_id__55_d44e17463
Ganze	bv_doc_id__55_d44e17465
<g/>
.	
Also	bv_doc_id__55_d44e17469
wir	bv_doc_id__55_d44e17471
müssen	bv_doc_id__55_d44e17474
uns	bv_doc_id__55_d44e17476
ganz	bv_doc_id__55_d44e17478
klar	bv_doc_id__55_d44e17480
sein	bv_doc_id__55_d44e17482
darüber	bv_doc_id__55_d44e17484
<g/>
.	
Wenn	bv_doc_id__55_d44e17489
wir	bv_doc_id__55_d44e17491
Ordnung	bv_doc_id__55_d44e17493
machen	bv_doc_id__55_d44e17495
wollen	bv_doc_id__55_d44e17497
<g/>
,	
müssen	bv_doc_id__55_d44e17502
wir	bv_doc_id__55_d44e17504
Herren	bv_doc_id__55_d44e17506
im	bv_doc_id__55_d44e17508
eigenen	bv_doc_id__55_d44e17510
Haufe	bv_doc_id__55_d44e17513
sein	bv_doc_id__55_d44e17515
<g/>
.	
Wir	bv_doc_id__55_d44e17519
wollen	bv_doc_id__55_d44e17521
leben	bv_doc_id__55_d44e17523
können	bv_doc_id__55_d44e17526
<g/>
.	
3	bv_doc_id__55_d44e17530
ist	bv_doc_id__55_d44e17532
auch	bv_doc_id__55_d44e17534
falsch	bv_doc_id__55_d44e17536
<g/>
,	
wenn	bv_doc_id__55_d44e17541
wir	bv_doc_id__55_d44e17543
bei	bv_doc_id__55_d44e17545
der	bv_doc_id__55_d44e17547
Finanzreform	bv_doc_id__55_d44e17549
sagen	bv_doc_id__55_d44e17552
<g/>
:	
Dem	bv_doc_id__55_d44e17556
Staate	bv_doc_id__55_d44e17558
geht	bv_doc_id__55_d44e17560
es	bv_doc_id__55_d44e17562
schlecht	bv_doc_id__55_d44e17565
<g/>
.	
Es	bv_doc_id__55_d44e17569
ist	bv_doc_id__55_d44e17571
nicht	bv_doc_id__55_d44e17573
wahr	bv_doc_id__55_d44e17575
<g/>
.	
Der	bv_doc_id__55_d44e17580
Staat	bv_doc_id__55_d44e17582
wird	bv_doc_id__55_d44e17584
eben	bv_doc_id__55_d44e17586
nicht	bv_doc_id__55_d44e17588
besonders	bv_doc_id__55_d44e17591
gut	bv_doc_id__55_d44e17593
verwaltet	bv_doc_id__55_d44e17595
<g/>
,	
aber	bv_doc_id__55_d44e17599
man	bv_doc_id__55_d44e17601
darf	bv_doc_id__55_d44e17604
nicht	bv_doc_id__55_d44e17606
viel	bv_doc_id__55_d44e17608
sagen	bv_doc_id__55_d44e17610
<g/>
,	
wenn	bv_doc_id__55_d44e17614
man	bv_doc_id__55_d44e17617
die	bv_doc_id__55_d44e17619
Finanzberwaltung	bv_doc_id__55_d44e17621
tadelt	bv_doc_id__55_d44e17623
<g/>
,	
sind	bv_doc_id__55_d44e17627
die	bv_doc_id__55_d44e17630
Herren	bv_doc_id__55_d44e17632
empfindlich	bv_doc_id__55_d44e17634
<g/>
.	
Aber	bv_doc_id__55_d44e17638
ich	bv_doc_id__55_d44e17640
habe	bv_doc_id__55_d44e17643
einen	bv_doc_id__55_d44e17645
Entwurf	bv_doc_id__55_d44e17647
einem	bv_doc_id__55_d44e17649
Kollegen	bv_doc_id__55_d44e17651
nach	bv_doc_id__55_d44e17653
Salzburg	bv_doc_id__55_d44e17656
mitgegeben	bv_doc_id__55_d44e17658
<g/>
,	
aber	bv_doc_id__55_d44e17662
auch	bv_doc_id__55_d44e17664
der	bv_doc_id__55_d44e17666
war	bv_doc_id__55_d44e17669
nicht	bv_doc_id__55_d44e17671
so	bv_doc_id__55_d44e17673
dumm	bv_doc_id__55_d44e17675
<g/>
,	
wie	bv_doc_id__55_d44e17679
es	bv_doc_id__55_d44e17682
vom	bv_doc_id__55_d44e17684
Finanzamte	bv_doc_id__55_d44e17686
dargestellt	bv_doc_id__55_d44e17688
wurde	bv_doc_id__55_d44e17690
<g/>
.	
Er	bv_doc_id__55_d44e17695
hat	bv_doc_id__55_d44e17697
sich	bv_doc_id__55_d44e17699
bezogen	bv_doc_id__55_d44e17701
und	bv_doc_id__55_d44e17703
gestützt	bv_doc_id__55_d44e17705
auf	bv_doc_id__55_d44e17708
das	bv_doc_id__55_d44e17710
offizielle	bv_doc_id__55_d44e17712
Regierungsmaterial	bv_doc_id__55_d44e17714
und	bv_doc_id__55_d44e17716
auch	bv_doc_id__55_d44e17718
morgen	bv_doc_id__55_d44e17721
werde	bv_doc_id__55_d44e17723
ich	bv_doc_id__55_d44e17725
das	bv_doc_id__55_d44e17727
heute	bv_doc_id__55_d44e17729
vorliegende	bv_doc_id__55_d44e17731
Material	bv_doc_id__55_d44e17734
benüten	bv_doc_id__55_d44e17736
<g/>
.	
Da	bv_doc_id__55_d44e17740
werden	bv_doc_id__55_d44e17742
sie	bv_doc_id__55_d44e17744
sich	bv_doc_id__55_d44e17747
überzeugen	bv_doc_id__55_d44e17749
<g/>
,	
daß	bv_doc_id__55_d44e17753
von	bv_doc_id__55_d44e17755
den	bv_doc_id__55_d44e17757
Auzgaben	bv_doc_id__55_d44e17760
per	bv_doc_id__55_d44e17762
13.279	bv_doc_id__55_d44e17764
Millionen	bv_doc_id__55_d44e17766
nach	bv_doc_id__55_d44e17768
dem	bv_doc_id__55_d44e17770
Systemder	bv_doc_id__55_d44e17773
Regierung	bv_doc_id__55_d44e17775
5726	bv_doc_id__55_d44e17777
Milsionen	bv_doc_id__55_d44e17779
auf	bv_doc_id__55_d44e17781
vorübergehende	bv_doc_id__55_d44e17783
Ausgaben	bv_doc_id__55_d44e17786
entfallen	bv_doc_id__55_d44e17788
<g/>
.	
Gs	bv_doc_id__55_d44e17792
bleiben	bv_doc_id__55_d44e17794
also	bv_doc_id__55_d44e17796
nur	bv_doc_id__55_d44e17799
mehr	bv_doc_id__55_d44e17801
übrig	bv_doc_id__55_d44e17803
7552	bv_doc_id__55_d44e17805
Millionen	bv_doc_id__55_d44e17807
<g/>
.	
Davon	bv_doc_id__55_d44e17812
sind	bv_doc_id__55_d44e17814
die	bv_doc_id__55_d44e17816
Ausgaben	bv_doc_id__55_d44e17818
der	bv_doc_id__55_d44e17820
Staatsbetriebe	bv_doc_id__55_d44e17822
und	bv_doc_id__55_d44e17825
der	bv_doc_id__55_d44e17827
Monopole	bv_doc_id__55_d44e17829
2300	bv_doc_id__55_d44e17831
Millionen	bv_doc_id__55_d44e17833
Kronen	bv_doc_id__55_d44e17835
<g/>
.	
Wenn	bv_doc_id__55_d44e17840
Sie	bv_doc_id__55_d44e17842
das	bv_doc_id__55_d44e17844
abziehen	bv_doc_id__55_d44e17846
<g/>
,	
dann	bv_doc_id__55_d44e17851
bleiben	bv_doc_id__55_d44e17853
beiläufig	bv_doc_id__55_d44e17855
5250	bv_doc_id__55_d44e17857
Millionen	bv_doc_id__55_d44e17859
<g/>
.	
Über	bv_doc_id__55_d44e17864
diese	bv_doc_id__55_d44e17866
5250	bv_doc_id__55_d44e17868
Millionen	bv_doc_id__55_d44e17870
bleiben	bv_doc_id__55_d44e17872
ja	bv_doc_id__55_d44e17874
nicht	bv_doc_id__55_d44e17877
stehen	bv_doc_id__55_d44e17879
<g/>
.	
Die	bv_doc_id__55_d44e17883
Staatsbetriebe	bv_doc_id__55_d44e17885
müssen	bv_doc_id__55_d44e17887
nicht	bv_doc_id__55_d44e17890
nur	bv_doc_id__55_d44e17892
mit	bv_doc_id__55_d44e17894
diesen	bv_doc_id__55_d44e17896
Ausgaben	bv_doc_id__55_d44e17898
aus	bv_doc_id__55_d44e17900
ihrem	bv_doc_id__55_d44e17903
Ertrage	bv_doc_id__55_d44e17905
gedeckt	bv_doc_id__55_d44e17907
werden	bv_doc_id__55_d44e17909
mit	bv_doc_id__55_d44e17911
den	bv_doc_id__55_d44e17913
Kosten	bv_doc_id__55_d44e17916
<g/>
,	
die	bv_doc_id__55_d44e17920
im	bv_doc_id__55_d44e17922
Budaet	bv_doc_id__55_d44e17924
stehen	bv_doc_id__55_d44e17926
<g/>
,	
sondern	bv_doc_id__55_d44e17931
es	bv_doc_id__55_d44e17933
kommen	bv_doc_id__55_d44e17935
15	bv_doc_id__55_d44e17940
noch	bv_doc_id__55_d44e17942
die	bv_doc_id__55_d44e17944
staatlichen	bv_doc_id__55_d44e17946
<g/>
,	
die	bv_doc_id__55_d44e17951
jetzigen	bv_doc_id__55_d44e17953
außerordentlichen	bv_doc_id__55_d44e17955
Zuschüsse	bv_doc_id__55_d44e17957
dazu	bv_doc_id__55_d44e17959
<g/>
.	
Wenn	bv_doc_id__55_d44e17964
Sie	bv_doc_id__55_d44e17966
diese	bv_doc_id__55_d44e17968
ebenfalls	bv_doc_id__55_d44e17970
abziehen	bv_doc_id__55_d44e17972
<g/>
,	
o	bv_doc_id__55_d44e17977
müssen	bv_doc_id__55_d44e17979
Sie	bv_doc_id__55_d44e17981
um	bv_doc_id__55_d44e17983
eine	bv_doc_id__55_d44e17985
ganze	bv_doc_id__55_d44e17987
Milliarde	bv_doc_id__55_d44e17990
zurückauf	bv_doc_id__55_d44e17992
das	bv_doc_id__55_d44e17994
Eraebnis	bv_doc_id__55_d44e17996
von	bv_doc_id__55_d44e17998
4250	bv_doc_id__55_d44e18000
Mislionen	bv_doc_id__55_d44e18003
<g/>
.	
Dafür	bv_doc_id__55_d44e18007
gaben	bv_doc_id__55_d44e18009
Sie	bv_doc_id__55_d44e18011
aus	bv_doc_id__55_d44e18013
den	bv_doc_id__55_d44e18016
Abgaben	bv_doc_id__55_d44e18018
und	bv_doc_id__55_d44e18020
fonitigen	bv_doc_id__55_d44e18022
Einnahmen	bv_doc_id__55_d44e18024
eine	bv_doc_id__55_d44e18026
Deckung	bv_doc_id__55_d44e18029
von	bv_doc_id__55_d44e18031
1634	bv_doc_id__55_d44e18033
Millionen	bv_doc_id__55_d44e18035
<g/>
.	
Bir	bv_doc_id__55_d44e18039
kommen	bv_doc_id__55_d44e18042
dann	bv_doc_id__55_d44e18044
auf	bv_doc_id__55_d44e18046
2620	bv_doc_id__55_d44e18048
Millionen	bv_doc_id__55_d44e18050
<g/>
,	
also	bv_doc_id__55_d44e18055
auf	bv_doc_id__55_d44e18057
Ziffern	bv_doc_id__55_d44e18059
<g/>
,	
die	bv_doc_id__55_d44e18063
errreichbar	bv_doc_id__55_d44e18065
sind	bv_doc_id__55_d44e18068
<g/>
,	
wenn	bv_doc_id__55_d44e18072
durch	bv_doc_id__55_d44e18074
die	bv_doc_id__55_d44e18076
Vermögensabgabe	bv_doc_id__55_d44e18078
ein	bv_doc_id__55_d44e18081
Teil	bv_doc_id__55_d44e18083
der	bv_doc_id__55_d44e18085
Staatsschulden	bv_doc_id__55_d44e18087
beseitigt	bv_doc_id__55_d44e18089
wird	bv_doc_id__55_d44e18091
<g/>
.	
Natürlich	bv_doc_id__55_d44e18096
muß	bv_doc_id__55_d44e18098
die	bv_doc_id__55_d44e18100
Vermögensabgabe	bv_doc_id__55_d44e18102
dazu	bv_doc_id__55_d44e18104
verwendet	bv_doc_id__55_d44e18107
werden	bv_doc_id__55_d44e18109
<g/>
.	
Wenn	bv_doc_id__55_d44e18113
sie	bv_doc_id__55_d44e18115
anders	bv_doc_id__55_d44e18117
verwendet	bv_doc_id__55_d44e18120
wird	bv_doc_id__55_d44e18122
<g/>
,	
ist	bv_doc_id__55_d44e18126
sie	bv_doc_id__55_d44e18128
überhaupt	bv_doc_id__55_d44e18130
verloren	bv_doc_id__55_d44e18133
<g/>
.	
Ferner	bv_doc_id__55_d44e18137
wird	bv_doc_id__55_d44e18139
etwas	bv_doc_id__55_d44e18141
geschehen	bv_doc_id__55_d44e18143
müssen	bv_doc_id__55_d44e18146
in	bv_doc_id__55_d44e18148
Bezug	bv_doc_id__55_d44e18150
auf	bv_doc_id__55_d44e18152
die	bv_doc_id__55_d44e18154
Beamtengehalte	bv_doc_id__55_d44e18156
<g/>
.	
Entweder	bv_doc_id__55_d44e18161
sie	bv_doc_id__55_d44e18163
bleiben	bv_doc_id__55_d44e18165
<g/>
,	
dann	bv_doc_id__55_d44e18169
aber	bv_doc_id__55_d44e18172
nur	bv_doc_id__55_d44e18174
in	bv_doc_id__55_d44e18176
dem	bv_doc_id__55_d44e18178
Fall	bv_doc_id__55_d44e18180
<g/>
,	
wenn	bv_doc_id__55_d44e18185
der	bv_doc_id__55_d44e18187
Geldwert	bv_doc_id__55_d44e18189
unten	bv_doc_id__55_d44e18191
bleibt	bv_doc_id__55_d44e18193
<g/>
.	
Dann	bv_doc_id__55_d44e18198
werden	bv_doc_id__55_d44e18200
aber	bv_doc_id__55_d44e18202
auch	bv_doc_id__55_d44e18204
die	bv_doc_id__55_d44e18206
Ginnahnen	bv_doc_id__55_d44e18208
höher	bv_doc_id__55_d44e18211
fein	bv_doc_id__55_d44e18213
müssen	bv_doc_id__55_d44e18215
<g/>
.	
Oder	bv_doc_id__55_d44e18219
der	bv_doc_id__55_d44e18221
Geldwert	bv_doc_id__55_d44e18224
bessert	bv_doc_id__55_d44e18226
sich	bv_doc_id__55_d44e18228
<g/>
,	
dann	bv_doc_id__55_d44e18232
werden	bv_doc_id__55_d44e18234
die	bv_doc_id__55_d44e18237
Zuchüsse	bv_doc_id__55_d44e18239
für	bv_doc_id__55_d44e18241
die	bv_doc_id__55_d44e18243
Beamten	bv_doc_id__55_d44e18245
wieder	bv_doc_id__55_d44e18247
herabgesetzt	bv_doc_id__55_d44e18250
<g/>
.	
Ferner	bv_doc_id__55_d44e18254
haben	bv_doc_id__55_d44e18256
wir	bv_doc_id__55_d44e18258
eine	bv_doc_id__55_d44e18260
Menge	bv_doc_id__55_d44e18263
von	bv_doc_id__55_d44e18265
Grsparnissen	bv_doc_id__55_d44e18267
<g/>
,	
die	bv_doc_id__55_d44e18271
auf	bv_doc_id__55_d44e18273
allen	bv_doc_id__55_d44e18276
Gebieten	bv_doc_id__55_d44e18278
möglich	bv_doc_id__55_d44e18280
find	bv_doc_id__55_d44e18282
<g/>
.	
Endlich	bv_doc_id__55_d44e18286
wird	bv_doc_id__55_d44e18289
man	bv_doc_id__55_d44e18291
ich	bv_doc_id__55_d44e18293
anstrengen	bv_doc_id__55_d44e18295
müssen	bv_doc_id__55_d44e18297
<g/>
,	
einige	bv_doc_id__55_d44e18302
neue	bv_doc_id__55_d44e18304
Einnahmen	bv_doc_id__55_d44e18306
zu	bv_doc_id__55_d44e18308
chaffen	bv_doc_id__55_d44e18310
<g/>
,	
obwohl	bv_doc_id__55_d44e18315
die	bv_doc_id__55_d44e18317
zuletzt	bv_doc_id__55_d44e18319
geschaffenen	bv_doc_id__55_d44e18321
Einnahmsquellen	bv_doc_id__55_d44e18323
durch	bv_doc_id__55_d44e18325
die	bv_doc_id__55_d44e18328
nicht	bv_doc_id__55_d44e18330
glückliche	bv_doc_id__55_d44e18332
Zusammenstellung	bv_doc_id__55_d44e18334
die	bv_doc_id__55_d44e18336
Tragfähigkeit	bv_doc_id__55_d44e18338
unserer	bv_doc_id__55_d44e18341
Bebölkerung	bv_doc_id__55_d44e18343
in	bv_doc_id__55_d44e18345
vielen	bv_doc_id__55_d44e18347
Schichten	bv_doc_id__55_d44e18349
übersteigen	bv_doc_id__55_d44e18351
<g/>
.	
Wir	bv_doc_id__55_d44e18356
haben	bv_doc_id__55_d44e18358
also	bv_doc_id__55_d44e18360
erreichbare	bv_doc_id__55_d44e18362
Ziffern	bv_doc_id__55_d44e18364
da	bv_doc_id__55_d44e18367
<g/>
.	
Wenn	bv_doc_id__55_d44e18371
die	bv_doc_id__55_d44e18373
Länder	bv_doc_id__55_d44e18375
gewisse	bv_doc_id__55_d44e18377
Agenden	bv_doc_id__55_d44e18380
vom	bv_doc_id__55_d44e18382
Staate	bv_doc_id__55_d44e18384
übernehmen	bv_doc_id__55_d44e18386
<g/>
,	
übernehmen	bv_doc_id__55_d44e18390
sie	bv_doc_id__55_d44e18393
natürlich	bv_doc_id__55_d44e18395
auch	bv_doc_id__55_d44e18397
die	bv_doc_id__55_d44e18399
Ausgaben	bv_doc_id__55_d44e18401
<g/>
,	
die	bv_doc_id__55_d44e18406
diesen	bv_doc_id__55_d44e18408
Ugenden	bv_doc_id__55_d44e18410
zufallen	bv_doc_id__55_d44e18412
<g/>
,	
nicht	bv_doc_id__55_d44e18416
als	bv_doc_id__55_d44e18419
Zuweisung	bv_doc_id__55_d44e18421
<g/>
,	
sondern	bv_doc_id__55_d44e18425
als	bv_doc_id__55_d44e18427
Unteil	bv_doc_id__55_d44e18429
des	bv_doc_id__55_d44e18432
Staates	bv_doc_id__55_d44e18434
<g/>
.	
Wie	bv_doc_id__55_d44e18438
ich	bv_doc_id__55_d44e18440
meine	bv_doc_id__55_d44e18442
<g/>
,	
müssen	bv_doc_id__55_d44e18447
wir	bv_doc_id__55_d44e18449
die	bv_doc_id__55_d44e18451
Stelle	bv_doc_id__55_d44e18453
über	bv_doc_id__55_d44e18455
die	bv_doc_id__55_d44e18458
Ffinanzen	bv_doc_id__55_d44e18460
wefentlich	bv_doc_id__55_d44e18462
anders	bv_doc_id__55_d44e18464
gestalten	bv_doc_id__55_d44e18466
und	bv_doc_id__55_d44e18468
wir	bv_doc_id__55_d44e18471
agen	bv_doc_id__55_d44e18473
<g/>
,	
das	bv_doc_id__55_d44e18477
und	bv_doc_id__55_d44e18479
das	bv_doc_id__55_d44e18481
wird	bv_doc_id__55_d44e18484
