<doc id="bv_doc_id__36" attrs="word lemma type">
Protokoll	bv_doc_id__36_d27e271
anfchrt	bv_doc_id__36_d27e3612
<g/>
.	
<g/>
(	
Megelung	bv_doc_id__36_d27e3619
<g/>
,	
welche	bv_doc_id__36_d27e3623
<g/>
)	
abgeben	bv_doc_id__36_d27e3628
den	bv_doc_id__36_d27e3630
bunde	bv_doc_id__36_d27e3632
<g/>
,	
den	bv_doc_id__36_d27e3636
fändern	bv_doc_id__36_d27e3638
und	bv_doc_id__36_d27e3641
ben	bv_doc_id__36_d27e3643
Senginden	bv_doc_id__36_d27e3645
<g/>
.	
zustehen	bv_doc_id__36_d27e3649
<g/>
;	
legelung	bv_doc_id__36_d27e3654
der	bv_doc_id__36_d27e3656
Antellnahne	bv_doc_id__36_d27e3658
der	bv_doc_id__36_d27e3660
lönder	bv_doc_id__36_d27e3662
und	bv_doc_id__36_d27e3664
ceneinden	bv_doc_id__36_d27e3667
dasen	bv_doc_id__36_d27e3669
Einnahnen	bv_doc_id__36_d27e3671
des	bv_doc_id__36_d27e3673
Fundes	bv_doc_id__36_d27e3675
und	bv_doc_id__36_d27e3677
Regelung	bv_doc_id__36_d27e3680
der	bv_doc_id__36_d27e3682
Beiträge	bv_doc_id__36_d27e3684
und	bv_doc_id__36_d27e3686
Zuschüsse	bv_doc_id__36_d27e3688
aus	bv_doc_id__36_d27e3690
Bundeenifteln	bv_doc_id__36_d27e3693
zu	bv_doc_id__36_d27e3695
den	bv_doc_id__36_d27e3697
usgeben	bv_doc_id__36_d27e3699
der	bv_doc_id__36_d27e3701
Länder	bv_doc_id__36_d27e3703
und	bv_doc_id__36_d27e3706
Sangioden	bv_doc_id__36_d27e3708
<g/>
,.	
Dr	bv_doc_id__36_d27e3712
<g/>
.	
Tanneberg	bv_doc_id__36_d27e3716
schließt	bv_doc_id__36_d27e3719
eien	bv_doc_id__36_d27e3721
der	bv_doc_id__36_d27e3723
Anschauung	bv_doc_id__36_d27e3725
Dr	bv_doc_id__36_d27e3727
<g/>
.	
Lenner's	bv_doc_id__36_d27e3732
an	bv_doc_id__36_d27e3734
<g/>
,	
da	bv_doc_id__36_d27e3738
die	bv_doc_id__36_d27e3740
Sorge	bv_doc_id__36_d27e3742
un	bv_doc_id__36_d27e3745
die	bv_doc_id__36_d27e3747
Finanzen	bv_doc_id__36_d27e3749
der	bv_doc_id__36_d27e3751
Länder	bv_doc_id__36_d27e3753
und	bv_doc_id__36_d27e3755
der	bv_doc_id__36_d27e3758
Chnfinden	bv_doc_id__36_d27e3760
gleieh	bv_doc_id__36_d27e3762
brennend	bv_doc_id__36_d27e3764
sel	bv_doc_id__36_d27e3766
<g/>
.	
Sollte	bv_doc_id__36_d27e3771
dis	bv_doc_id__36_d27e3773
Angelung	bv_doc_id__36_d27e3775
der	bv_doc_id__36_d27e3777
Semeindefinanzen	bv_doc_id__36_d27e3779
den	bv_doc_id__36_d27e3781
Jändern	bv_doc_id__36_d27e3784
überlassen	bv_doc_id__36_d27e3786
bleiben	bv_doc_id__36_d27e3788
<g/>
,	
dann	bv_doc_id__36_d27e3792
iet	bv_doc_id__36_d27e3794
<g/>
(	
zu	bv_doc_id__36_d27e3799
fürchten	bv_doc_id__36_d27e3801
<g/>
,	
daf	bv_doc_id__36_d27e3805
die	bv_doc_id__36_d27e3807
großen	bv_doc_id__36_d27e3810
Aussinanderpetzung	bv_doc_id__36_d27e3812
gen	bv_doc_id__36_d27e3814
zwischen	bv_doc_id__36_d27e3816
sund	bv_doc_id__36_d27e3818
und	bv_doc_id__36_d27e3820
ändern	bv_doc_id__36_d27e3823
dahn	bv_doc_id__36_d27e3825
eret	bv_doc_id__36_d27e3827
noch	bv_doc_id__36_d27e3829
zwischen	bv_doc_id__36_d27e3831
Geneinden	bv_doc_id__36_d27e3833
und	bv_doc_id__36_d27e3836
Ländsen	bv_doc_id__36_d27e3838
durchgekämptt	bv_doc_id__36_d27e3840
werden	bv_doc_id__36_d27e3842
müssen	bv_doc_id__36_d27e3844
<g/>
,	
wünrend	bv_doc_id__36_d27e3849
so	bv_doc_id__36_d27e3851
eine	bv_doc_id__36_d27e3853
einmeitliche	bv_doc_id__36_d27e3855
Regelung	bv_doc_id__36_d27e3857
möglich	bv_doc_id__36_d27e3859
wäre	bv_doc_id__36_d27e3862
<g/>
.	
Grof	bv_doc_id__36_d27e3866
<g/>
.	
Nr	bv_doc_id__36_d27e3870
<g/>
.	
lelsen	bv_doc_id__36_d27e3875
weint	bv_doc_id__36_d27e3877
in	bv_doc_id__36_d27e3879
verfas	bv_doc_id__36_d27e3881
-10-	bv_doc_id__36_d27e3885
sungstechnischer	bv_doc_id__36_d27e3888
Ninsicht	bv_doc_id__36_d27e3890
die	bv_doc_id__36_d27e3892
Einsigung	bv_doc_id__36_d27e3894
davon	bv_doc_id__36_d27e3896
ablängig	bv_doc_id__36_d27e3898
machen	bv_doc_id__36_d27e3901
zu	bv_doc_id__36_d27e3903
müssen	bv_doc_id__36_d27e3905
<g/>
,	
nie	bv_doc_id__36_d27e3909
die	bv_doc_id__36_d27e3911
bemeinden	bv_doc_id__36_d27e3914
in	bv_doc_id__36_d27e3916
die	bv_doc_id__36_d27e3918
Verfassung	bv_doc_id__36_d27e3920
eingegliedert	bv_doc_id__36_d27e3922
werden	bv_doc_id__36_d27e3924
<g/>
,	
denn	bv_doc_id__36_d27e3929
Fr	bv_doc_id__36_d27e3931
<g/>
.	
kenner	bv_doc_id__36_d27e3935
habs	bv_doc_id__36_d27e3937
die	bv_doc_id__36_d27e3940
bemeinden	bv_doc_id__36_d27e3942
den	bv_doc_id__36_d27e3944
Ländern	bv_doc_id__36_d27e3946
selbständig	bv_doc_id__36_d27e3948
gegenübergestellt	bv_doc_id__36_d27e3950
<g/>
.	
Den	bv_doc_id__36_d27e3955
gegentiber	bv_doc_id__36_d27e3957
verweist	bv_doc_id__36_d27e3959
der	bv_doc_id__36_d27e3961
Vorsitzende	bv_doc_id__36_d27e3963
auf	bv_doc_id__36_d27e3966
die	bv_doc_id__36_d27e3968
etete	bv_doc_id__36_d27e3970
Forderung	bv_doc_id__36_d27e3972
der	bv_doc_id__36_d27e3974
Geweinden	bv_doc_id__36_d27e3976
nach	bv_doc_id__36_d27e3979
Zuneisungen	bv_doc_id__36_d27e3981
seitens	bv_doc_id__36_d27e3983
des	bv_doc_id__36_d27e3985
Staates	bv_doc_id__36_d27e3987
<g/>
,	
deren	bv_doc_id__36_d27e3992
löhe	bv_doc_id__36_d27e3994
dieser	bv_doc_id__36_d27e3996
selpst	bv_doc_id__36_d27e3998
regeln	bv_doc_id__36_d27e4000
solle	bv_doc_id__36_d27e4002
und	bv_doc_id__36_d27e4005
erwühnt	bv_doc_id__36_d27e4007
einen	bv_doc_id__36_d27e4009
Gesetzentwurf	bv_doc_id__36_d27e4011
der	bv_doc_id__36_d27e4013
Regierung	bv_doc_id__36_d27e4015
<g/>
,	
in	bv_doc_id__36_d27e4020
den	bv_doc_id__36_d27e4022
den	bv_doc_id__36_d27e4024
Gemeinden	bv_doc_id__36_d27e4026
verschiedene	bv_doc_id__36_d27e4028
Steuern	bv_doc_id__36_d27e4031
zugenlesen	bv_doc_id__36_d27e4033
werden	bv_doc_id__36_d27e4035
<g/>
(	
Insatzsteuer	bv_doc_id__36_d27e4039
<g/>
,	
Hauszinsstener	bv_doc_id__36_d27e4044
<g/>
,	
Meischsteuer	bv_doc_id__36_d27e4048
<g/>
,	
stz	bv_doc_id__36_d27e4052
<g/>
.).	
Ein	bv_doc_id__36_d27e4057
Sonnen	bv_doc_id__36_d27e4059
werde	bv_doc_id__36_d27e4061
immer	bv_doc_id__36_d27e4063
bestehen	bv_doc_id__36_d27e4065
und	bv_doc_id__36_d27e4067
es	bv_doc_id__36_d27e4070
sei	bv_doc_id__36_d27e4072
nicht	bv_doc_id__36_d27e4074
ungefährlieh	bv_doc_id__36_d27e4076
<g/>
,	
die	bv_doc_id__36_d27e4080
Frage	bv_doc_id__36_d27e4083
nur	bv_doc_id__36_d27e4085
voh	bv_doc_id__36_d27e4087
staatss	bv_doc_id__36_d27e4089
rechtlichen	bv_doc_id__36_d27e4091
Standpunkt	bv_doc_id__36_d27e4093
zu	bv_doc_id__36_d27e4096
behandeln	bv_doc_id__36_d27e4098
<g/>
.	
Staatssekretär	bv_doc_id__36_d27e4102
Dr	bv_doc_id__36_d27e4104
<g/>
.	
Marr	bv_doc_id__36_d27e4109
würde	bv_doc_id__36_d27e4111
es	bv_doc_id__36_d27e4113
für	bv_doc_id__36_d27e4115
praktischer	bv_doc_id__36_d27e4117
halten	bv_doc_id__36_d27e4119
<g/>
,	
das	bv_doc_id__36_d27e4124
Vorbild	bv_doc_id__36_d27e4126
der	bv_doc_id__36_d27e4128
deutschen	bv_doc_id__36_d27e4130
Reichsverfassung	bv_doc_id__36_d27e4132
zu	bv_doc_id__36_d27e4135
nehmen	bv_doc_id__36_d27e4137
<g/>
;	
man	bv_doc_id__36_d27e4141
müste	bv_doc_id__36_d27e4143
dann	bv_doc_id__36_d27e4145
aueh	bv_doc_id__36_d27e4148
auf	bv_doc_id__36_d27e4150
dim	bv_doc_id__36_d27e4152
zu	bv_doc_id__36_d27e4154
schaffende	bv_doc_id__36_d27e4156
Gemeindevertände	bv_doc_id__36_d27e4158
Rücksicht	bv_doc_id__36_d27e4161
nehnen	bv_doc_id__36_d27e4163
<g/>
.	
In	bv_doc_id__36_d27e4167
keiner	bv_doc_id__36_d27e4169
anderen	bv_doc_id__36_d27e4171
Verfaseung	bv_doc_id__36_d27e4174
sei	bv_doc_id__36_d27e4176
eine	bv_doc_id__36_d27e4178
solche	bv_doc_id__36_d27e4180
Heranziehung	bv_doc_id__36_d27e4182
der	bv_doc_id__36_d27e4184
Geneinden	bv_doc_id__36_d27e4187
festgelegt	bv_doc_id__36_d27e4189
<g/>
.	
enn	bv_doc_id__36_d27e4193
wir	bv_doc_id__36_d27e4195
dies	bv_doc_id__36_d27e4197
als	bv_doc_id__36_d27e4200
Bundessache	bv_doc_id__36_d27e4202
einfügen	bv_doc_id__36_d27e4204
<g/>
,	
so	bv_doc_id__36_d27e4208
werden	bv_doc_id__36_d27e4210
die	bv_doc_id__36_d27e4213
Gemeinden	bv_doc_id__36_d27e4215
in	bv_doc_id__36_d27e4217
einer	bv_doc_id__36_d27e4219
ihrer	bv_doc_id__36_d27e4221
wichtigsten	bv_doc_id__36_d27e4223
Ingelegenheiten	bv_doc_id__36_d27e4226
von	bv_doc_id__36_d27e4228
den	bv_doc_id__36_d27e4230
Findern	bv_doc_id__36_d27e4232
losgelöst	bv_doc_id__36_d27e4234
<g/>
.	
Die	bv_doc_id__36_d27e4239
Länder	bv_doc_id__36_d27e4241
würden	bv_doc_id__36_d27e4243
dageren	bv_doc_id__36_d27e4245
so	bv_doc_id__36_d27e4247
heftig	bv_doc_id__36_d27e4249
Widerspruch	bv_doc_id__36_d27e4252
erheben	bv_doc_id__36_d27e4254
<g/>
,	
daß	bv_doc_id__36_d27e4258
das	bv_doc_id__36_d27e4260
ganze	bv_doc_id__36_d27e4262
Verfassungswerk	bv_doc_id__36_d27e4265
in	bv_doc_id__36_d27e4267
Frage	bv_doc_id__36_d27e4269
käne	bv_doc_id__36_d27e4271
<g/>
,	
denn	bv_doc_id__36_d27e4275
nach	bv_doc_id__36_d27e4278
deren	bv_doc_id__36_d27e4280
Anschauung	bv_doc_id__36_d27e4282
gäbe	bv_doc_id__36_d27e4284
es	bv_doc_id__36_d27e4286
übernaupt	bv_doc_id__36_d27e4288
<g/>
.	
11	bv_doc_id__36_d27e4295
keine	bv_doc_id__36_d27e4300
Fundermittel	bv_doc_id__36_d27e4302
<g/>
,	
sondern	bv_doc_id__36_d27e4306
fur	bv_doc_id__36_d27e4308
landesmittel	bv_doc_id__36_d27e4311
über	bv_doc_id__36_d27e4313
die	bv_doc_id__36_d27e4315
der	bv_doc_id__36_d27e4317
Fund	bv_doc_id__36_d27e4319
verfügt	bv_doc_id__36_d27e4321
<g/>
.	
N	bv_doc_id__36_d27e4326
der	bv_doc_id__36_d27e4328
Versitzende	bv_doc_id__36_d27e4330
widerspricht	bv_doc_id__36_d27e4332
dieser	bv_doc_id__36_d27e4334
Auffassung	bv_doc_id__36_d27e4337
<g/>
,	
da	bv_doc_id__36_d27e4341
man	bv_doc_id__36_d27e4343
in	bv_doc_id__36_d27e4345
Kinblick	bv_doc_id__36_d27e4347
auf	bv_doc_id__36_d27e4350
die	bv_doc_id__36_d27e4352
staatlichen	bv_doc_id__36_d27e4354
Ueberweisungen	bv_doc_id__36_d27e4356
mit	bv_doc_id__36_d27e4358
mehr	bv_doc_id__36_d27e4360
Lecht	bv_doc_id__36_d27e4363
sagen	bv_doc_id__36_d27e4365
könne	bv_doc_id__36_d27e4367
<g/>
,	
daß	bv_doc_id__36_d27e4371
der	bv_doc_id__36_d27e4373
Kund	bv_doc_id__36_d27e4376
die	bv_doc_id__36_d27e4378
Redürfniese	bv_doc_id__36_d27e4380
der	bv_doc_id__36_d27e4382
Händer	bv_doc_id__36_d27e4384
bestreiteft	bv_doc_id__36_d27e4386
<g/>
.	
Innerhin	bv_doc_id__36_d27e4391
müser	bv_doc_id__36_d27e4393
dem	bv_doc_id__36_d27e4395
Bunde	bv_doc_id__36_d27e4397
das	bv_doc_id__36_d27e4399
Recat	bv_doc_id__36_d27e4402
gewährt	bv_doc_id__36_d27e4404
werden	bv_doc_id__36_d27e4406
<g/>
,	
über	bv_doc_id__36_d27e4410
Soneindesinanzen	bv_doc_id__36_d27e4412
abzusprechen	bv_doc_id__36_d27e4415
<g/>
,	
wenn	bv_doc_id__36_d27e4419
er	bv_doc_id__36_d27e4421
über	bv_doc_id__36_d27e4423
Geneindeangelegenheiten	bv_doc_id__36_d27e4425
<g/>
,	
wie	bv_doc_id__36_d27e4430
z	bv_doc_id__36_d27e4432
<g/>
.	
F	bv_doc_id__36_d27e4436
<g/>
.	
die	bv_doc_id__36_d27e4441
lakale	bv_doc_id__36_d27e4443
Polizei	bv_doc_id__36_d27e4445
entscheiden	bv_doc_id__36_d27e4447
darf	bv_doc_id__36_d27e4449
<g/>
;	
in	bv_doc_id__36_d27e4454
diesen	bv_doc_id__36_d27e4456
Falle	bv_doc_id__36_d27e4458
entscheidet	bv_doc_id__36_d27e4460
der	bv_doc_id__36_d27e4462
Bund	bv_doc_id__36_d27e4464
<g/>
,	
ob	bv_doc_id__36_d27e4469
er	bv_doc_id__36_d27e4471
für	bv_doc_id__36_d27e4473
die	bv_doc_id__36_d27e4475
Ausfünrung	bv_doc_id__36_d27e4477
des	bv_doc_id__36_d27e4480
übertragenen	bv_doc_id__36_d27e4482
Virkungskreises	bv_doc_id__36_d27e4484
eine	bv_doc_id__36_d27e4486
Entschädigung	bv_doc_id__36_d27e4488
gewänrt	bv_doc_id__36_d27e4490
<g/>
.	
M	bv_doc_id__36_d27e4495
<g/>
.	
I1-	bv_doc_id__36_d27e4499
dersch	bv_doc_id__36_d27e4501
fügt	bv_doc_id__36_d27e4503
hinzu	bv_doc_id__36_d27e4506
<g/>
,	
das	bv_doc_id__36_d27e4510
senließlich	bv_doc_id__36_d27e4512
aus	bv_doc_id__36_d27e4514
den	bv_doc_id__36_d27e4516
Steuerquellen	bv_doc_id__36_d27e4519
diens	bv_doc_id__36_d27e4521
sowohl	bv_doc_id__36_d27e4523
die	bv_doc_id__36_d27e4525
fänder	bv_doc_id__36_d27e4527
wie	bv_doc_id__36_d27e4529
die	bv_doc_id__36_d27e4532
Sensinden	bv_doc_id__36_d27e4534
dotiert	bv_doc_id__36_d27e4536
werden	bv_doc_id__36_d27e4538
müesen	bv_doc_id__36_d27e4540
<g/>
.	
Maenden	bv_doc_id__36_d27e4545
Staatesckretär	bv_doc_id__36_d27e4547
Pr	bv_doc_id__36_d27e4549
<g/>
.	
X	bv_doc_id__36_d27e4553
ernähnt	bv_doc_id__36_d27e4555
<g/>
,	
daß	bv_doc_id__36_d27e4560
die	bv_doc_id__36_d27e4562
Gemeinden	bv_doc_id__36_d27e4564
erst	bv_doc_id__36_d27e4566
seit	bv_doc_id__36_d27e4568
Errichtung	bv_doc_id__36_d27e4571
der	bv_doc_id__36_d27e4573
Republik	bv_doc_id__36_d27e4575
aus	bv_doc_id__36_d27e4577
Not	bv_doc_id__36_d27e4579
staatliche	bv_doc_id__36_d27e4581
Milfe	bv_doc_id__36_d27e4584
in	bv_doc_id__36_d27e4586
Anspruch	bv_doc_id__36_d27e4588
nennen	bv_doc_id__36_d27e4590
müssen	bv_doc_id__36_d27e4592
<g/>
,	
der	bv_doc_id__36_d27e4597
Foraitzende	bv_doc_id__36_d27e4599
die	bv_doc_id__36_d27e4601
Trage	bv_doc_id__36_d27e4603
meritorisch	bv_doc_id__36_d27e4605
derzeit	bv_doc_id__36_d27e4607
als	bv_doc_id__36_d27e4610
unlösbar	bv_doc_id__36_d27e4612
bezeich	bv_doc_id__36_d27e4614
net	bv_doc_id__36_d27e4616
und	bv_doc_id__36_d27e4618
die	bv_doc_id__36_d27e4620
vom	bv_doc_id__36_d27e4623
Staatesckretär	bv_doc_id__36_d27e4625
Br	bv_doc_id__36_d27e4627
<g/>
.	
1err	bv_doc_id__36_d27e4631
angekündigte	bv_doc_id__36_d27e4633
Vorlage	bv_doc_id__36_d27e4636
geeigneten	bv_doc_id__36_d27e4638
Studiermaterials	bv_doc_id__36_d27e4640
begrüst	bv_doc_id__36_d27e4642
<g/>
;	
beantragt	bv_doc_id__36_d27e4646
Dr	bv_doc_id__36_d27e4649
<g/>
.	
seipel	bv_doc_id__36_d27e4653
in	bv_doc_id__36_d27e4655
Sinne	bv_doc_id__36_d27e4657
einer	bv_doc_id__36_d27e4659
Anregune	bv_doc_id__36_d27e4662
Lel	bv_doc_id__36_d27e4664
pincks	bv_doc_id__36_d27e4666
den	bv_doc_id__36_d27e4668
Antrag	bv_doc_id__36_d27e4670
Fr	bv_doc_id__36_d27e4672
<g/>
.	
Danneberge	bv_doc_id__36_d27e4677
zu	bv_doc_id__36_d27e4679
vertagen	bv_doc_id__36_d27e4681
<g/>
,	
welcher	bv_doc_id__36_d27e4685
Ertrag	bv_doc_id__36_d27e4688
angenormen	bv_doc_id__36_d27e4690
wird	bv_doc_id__36_d27e4692
<g/>
.	
In	bv_doc_id__36_d27e4696
übrigen	bv_doc_id__36_d27e4698
wird	bv_doc_id__36_d27e4701
der	bv_doc_id__36_d27e4703
ikt	bv_doc_id__36_d27e4705
<g/>
.	
1	bv_doc_id__36_d27e4709
im	bv_doc_id__36_d27e4711
vortlant	bv_doc_id__36_d27e4714
angenonnen	bv_doc_id__36_d27e4716
<g/>
.	
Phense	bv_doc_id__36_d27e4720
auch	bv_doc_id__36_d27e4722
7Nt	bv_doc_id__36_d27e4724
<g/>
.	
3.	bv_doc_id__36_d27e4729
12	bv_doc_id__36_d27e4737
meenden	bv_doc_id__36_d27e4742
ein	bv_doc_id__36_d27e4744
entrag	bv_doc_id__36_d27e4746
bleseine	bv_doc_id__36_d27e4748
aus	bv_doc_id__36_d27e4750
Winschaltung	bv_doc_id__36_d27e4753
der	bv_doc_id__36_d27e4755
Torte	bv_doc_id__36_d27e4757
mit	bv_doc_id__36_d27e4759
Ausnahne	bv_doc_id__36_d27e4761
der	bv_doc_id__36_d27e4763
ändertanken	bv_doc_id__36_d27e4766
und	bv_doc_id__36_d27e4768
generblichen	bv_doc_id__36_d27e4770
Kreditanstalten	bv_doc_id__36_d27e4772
<g/>
)	
nach	bv_doc_id__36_d27e4776
den	bv_doc_id__36_d27e4779
ort	bv_doc_id__36_d27e4781
„lankwesen	bv_doc_id__36_d27e4783
<g/>
?	
in	bv_doc_id__36_d27e4787
Verlauf	bv_doc_id__36_d27e4789
einer	bv_doc_id__36_d27e4792
Detatte	bv_doc_id__36_d27e4794
<g/>
,	
an	bv_doc_id__36_d27e4798
der	bv_doc_id__36_d27e4800
sich	bv_doc_id__36_d27e4802
der	bv_doc_id__36_d27e4805
Versitzende	bv_doc_id__36_d27e4807
<g/>
,	
Fetsk	bv_doc_id__36_d27e4811
Winck	bv_doc_id__36_d27e4813
<g/>
,	
Nr	bv_doc_id__36_d27e4818
<g/>
.	
Ie1-	bv_doc_id__36_d27e4822
sel	bv_doc_id__36_d27e4824
<g/>
,	
K	bv_doc_id__36_d27e4828
<g/>
.	
Eldergen	bv_doc_id__36_d27e4833
<g/>
,	
S	bv_doc_id__36_d27e4837
<g/>
.	
R	bv_doc_id__36_d27e4841
<g/>
.	
Dr	bv_doc_id__36_d27e4846
<g/>
.	
Hannliener	bv_doc_id__36_d27e4850
und	bv_doc_id__36_d27e4852
MrrE	bv_doc_id__36_d27e4854
<g/>
.	
Nr	bv_doc_id__36_d27e4859
<g/>
.	
Heleen	bv_doc_id__36_d27e4863
Ueteiligen	bv_doc_id__36_d27e4865
<g/>
,	
abgelchat	bv_doc_id__36_d27e4870
beiden	bv_doc_id__36_d27e4872
wird	bv_doc_id__36_d27e4874
<g/>
.	
Insbesondere	bv_doc_id__36_d27e4878
dieNetzteren	bv_doc_id__36_d27e4880
machen	bv_doc_id__36_d27e4883
dagegen	bv_doc_id__36_d27e4885
gelfend	bv_doc_id__36_d27e4887
<g/>
,	
daß	bv_doc_id__36_d27e4891
die	bv_doc_id__36_d27e4893
Steliung	bv_doc_id__36_d27e4896
der	bv_doc_id__36_d27e4898
fänder	bv_doc_id__36_d27e4900
ebensd	bv_doc_id__36_d27e4902
wie	bv_doc_id__36_d27e4904
die	bv_doc_id__36_d27e4906
des	bv_doc_id__36_d27e4909
Bundes	bv_doc_id__36_d27e4911
<g/>
,	
soweit	bv_doc_id__36_d27e4915
sie	bv_doc_id__36_d27e4917
sind	bv_doc_id__36_d27e4919
<g/>
,	
strüger	bv_doc_id__36_d27e4924
von	bv_doc_id__36_d27e4926
Trivatrechten	bv_doc_id__36_d27e4928
duren	bv_doc_id__36_d27e4930
die	bv_doc_id__36_d27e4932
Bestinmungen	bv_doc_id__36_d27e4935
des	bv_doc_id__36_d27e4937
Irtiksle	bv_doc_id__36_d27e4939
unberünrt	bv_doc_id__36_d27e4941
bleiben	bv_doc_id__36_d27e4943
und	bv_doc_id__36_d27e4945
sich	bv_doc_id__36_d27e4948
der	bv_doc_id__36_d27e4950
Ausdruck	bv_doc_id__36_d27e4952
<g/>
,	
Vollzishung	bv_doc_id__36_d27e4956
ausschlieblide	bv_doc_id__36_d27e4958
auf	bv_doc_id__36_d27e4961
die	bv_doc_id__36_d27e4963
hoheibliche	bv_doc_id__36_d27e4965
<g/>
,	
nicht	bv_doc_id__36_d27e4969
auf	bv_doc_id__36_d27e4971
dief	bv_doc_id__36_d27e4974
mirtschaftliche	bv_doc_id__36_d27e4976
Rereiung	bv_doc_id__36_d27e4978
bezicht	bv_doc_id__36_d27e4980
<g/>
;	
auch	bv_doc_id__36_d27e4984
bei	bv_doc_id__36_d27e4987
der	bv_doc_id__36_d27e4989
Unteretellung	bv_doc_id__36_d27e4991
des	bv_doc_id__36_d27e4993
Verksnranfsens	bv_doc_id__36_d27e4995
unter	bv_doc_id__36_d27e4997
die	bv_doc_id__36_d27e5000
Gesetzgebung	bv_doc_id__36_d27e5002
und	bv_doc_id__36_d27e5004
Tolfziehung	bv_doc_id__36_d27e5006
des	bv_doc_id__36_d27e5008
Sundes	bv_doc_id__36_d27e5010
sel	bv_doc_id__36_d27e5013
nicht	bv_doc_id__36_d27e5015
gemeint	bv_doc_id__36_d27e5017
<g/>
,(	
das	bv_doc_id__36_d27e5021
alle	bv_doc_id__36_d27e5023
Landesbahnen	bv_doc_id__36_d27e5026
fundeshannen	bv_doc_id__36_d27e5028
wörden	bv_doc_id__36_d27e5030
müssen	bv_doc_id__36_d27e5032
<g/>
.	
rkl	bv_doc_id__36_d27e5036
<g/>
.	
6	bv_doc_id__36_d27e5041
wird	bv_doc_id__36_d27e5043
in	bv_doc_id__36_d27e5045
sportlant	bv_doc_id__36_d27e5047
angenon	bv_doc_id__36_d27e5049
deegleichen	bv_doc_id__36_d27e5052
ikt	bv_doc_id__36_d27e5054
<g/>
.	
2	bv_doc_id__36_d27e5058
<g/>
,	
in	bv_doc_id__36_d27e5062
den	bv_doc_id__36_d27e5065
Dr	bv_doc_id__36_d27e5067
<g/>
.	
Narnebere	bv_doc_id__36_d27e5071
das	bv_doc_id__36_d27e5073
Kraftfaarnesen	bv_doc_id__36_d27e5075
aufgenonnen	bv_doc_id__36_d27e5078
schen	bv_doc_id__36_d27e5080
<g/>
.	
möchts	bv_doc_id__36_d27e5084
<g/>
.	
Zu	bv_doc_id__36_d27e5088
dieser	bv_doc_id__36_d27e5091
Frage	bv_doc_id__36_d27e5093
bemerkt	bv_doc_id__36_d27e5095
Stadte	bv_doc_id__36_d27e5097
sekretür	bv_doc_id__36_d27e5099
dr	bv_doc_id__36_d27e5101
<g/>
.	
Ma	bv_doc_id__36_d27e5106
yr	bv_doc_id__36_d27e5108
<g/>
,	
daß	bv_doc_id__36_d27e5112
mit	bv_doc_id__36_d27e5114
der	bv_doc_id__36_d27e5117
Regelung	bv_doc_id__36_d27e5119
des	bv_doc_id__36_d27e5121
Turchzugssperkehres	bv_doc_id__36_d27e5123
die	bv_doc_id__36_d27e5125
Bundeekompetenz	bv_doc_id__36_d27e5127
auf	bv_doc_id__36_d27e5130
diesen	bv_doc_id__36_d27e5132
Lebiet	bv_doc_id__36_d27e5134
genügend	bv_doc_id__36_d27e5136
genahrt	bv_doc_id__36_d27e5138
sei	bv_doc_id__36_d27e5140
<g/>
;	
so	bv_doc_id__36_d27e5145
ifbeauch	bv_doc_id__36_d27e5147
die	bv_doc_id__36_d27e5149
Scnnetz	bv_doc_id__36_d27e5151
eine	bv_doc_id__36_d27e5153
Leihe	bv_doc_id__36_d27e5156
von	bv_doc_id__36_d27e5158
Straßen	bv_doc_id__36_d27e5160
als	bv_doc_id__36_d27e5162
Durchzuesstrafen	bv_doc_id__36_d27e5164
erklärt	bv_doc_id__36_d27e5166
<g/>
,	
wie	bv_doc_id__36_d27e5171
es	bv_doc_id__36_d27e5173
bei	bv_doc_id__36_d27e5175
uns	bv_doc_id__36_d27e5177
mit	bv_doc_id__36_d27e5179
des	bv_doc_id__36_d27e5182
lauptlinten	bv_doc_id__36_d27e5184
der	bv_doc_id__36_d27e5186
leicnestraden	bv_doc_id__36_d27e5188
dereegescnchen	bv_doc_id__36_d27e5190
missen	bv_doc_id__36_d27e5192
<g/>
.	
Segen	bv_doc_id__36_d27e5197
<g/>
(	
die	bv_doc_id__36_d27e5201
Einterichung	bv_doc_id__36_d27e5203
13	bv_doc_id__36_d27e5210
spricht	bv_doc_id__36_d27e5215
auch	bv_doc_id__36_d27e5217
<g/>
,	
daß	bv_doc_id__36_d27e5221
es	bv_doc_id__36_d27e5223
sich	bv_doc_id__36_d27e5226
nicht	bv_doc_id__36_d27e5228
un	bv_doc_id__36_d27e5230
ein	bv_doc_id__36_d27e5232
gegenlosscnes	bv_doc_id__36_d27e5234
Tanzes	bv_doc_id__36_d27e5236
handelt	bv_doc_id__36_d27e5239
<g/>
,	
sordern	bv_doc_id__36_d27e5243
nur	bv_doc_id__36_d27e5245
um	bv_doc_id__36_d27e5247
eihen	bv_doc_id__36_d27e5249
feil	bv_doc_id__36_d27e5252
der	bv_doc_id__36_d27e5254
Betätigung	bv_doc_id__36_d27e5256
das	bv_doc_id__36_d27e5258
Kraftfahrwesen	bv_doc_id__36_d27e5260
gut	bv_doc_id__36_d27e5262
den	bv_doc_id__36_d27e5265
Straßen	bv_doc_id__36_d27e5267
<g/>
,	
weshalt	bv_doc_id__36_d27e5271
—Vn	bv_doc_id__36_d27e5273
sinvernehnen	bv_doc_id__36_d27e5275
