<doc id="bv_doc_id__46" attrs="word lemma type">
erovototl	bv_doc_id__46_d35e307
Verfassungsentnurfes	bv_doc_id__46_d35e11690
<g/>
,	
daß	bv_doc_id__46_d35e11694
der	bv_doc_id__46_d35e11697
Oberste	bv_doc_id__46_d35e11699
Rechnungshof	bv_doc_id__46_d35e11701
diesen	bv_doc_id__46_d35e11703
Artiksl	bv_doc_id__46_d35e11705
formuliert	bv_doc_id__46_d35e11707
habe	bv_doc_id__46_d35e11710
<g/>
,	
die	bv_doc_id__46_d35e11714
in	bv_doc_id__46_d35e11716
den	bv_doc_id__46_d35e11718
Lnderkonfsrenzen	bv_doc_id__46_d35e11720
wegen	bv_doc_id__46_d35e11723
Zeitnangels	bv_doc_id__46_d35e11725
nicht	bv_doc_id__46_d35e11727
mehr	bv_doc_id__46_d35e11729
durchgesprochen	bv_doc_id__46_d35e11731
werden	bv_doc_id__46_d35e11733
konnten	bv_doc_id__46_d35e11736
<g/>
.	
Der	bv_doc_id__46_d35e11740
Tareftzande	bv_doc_id__46_d35e11742
halt	bv_doc_id__46_d35e11744
es	bv_doc_id__46_d35e11746
für	bv_doc_id__46_d35e11749
undurchführbar	bv_doc_id__46_d35e11751
<g/>
,	
dad	bv_doc_id__46_d35e11755
der	bv_doc_id__46_d35e11757
Bund	bv_doc_id__46_d35e11759
die	bv_doc_id__46_d35e11762
Gebarung	bv_doc_id__46_d35e11764
stna	bv_doc_id__46_d35e11766
in	bv_doc_id__46_d35e11768
Einverständnte	bv_doc_id__46_d35e11770
mit	bv_doc_id__46_d35e11772
einen	bv_doc_id__46_d35e11775
der	bv_doc_id__46_d35e11777
Zürder	bv_doc_id__46_d35e11779
dort	bv_doc_id__46_d35e11781
übergröft	bv_doc_id__46_d35e11783
und	bv_doc_id__46_d35e11785
die	bv_doc_id__46_d35e11788
Fosten	bv_doc_id__46_d35e11790
tragt	bv_doc_id__46_d35e11792
<g/>
,	
in	bv_doc_id__46_d35e11796
anderen	bv_doc_id__46_d35e11798
Lindern	bv_doc_id__46_d35e11801
aber	bv_doc_id__46_d35e11803
nseht	bv_doc_id__46_d35e11805
Forf	bv_doc_id__46_d35e11807
<g/>
.	
Dr	bv_doc_id__46_d35e11811
<g/>
.	
k	bv_doc_id__46_d35e11816
el	bv_doc_id__46_d35e11818
se	bv_doc_id__46_d35e11820
n	bv_doc_id__46_d35e11822
neint	bv_doc_id__46_d35e11824
<g/>
,	
daß	bv_doc_id__46_d35e11829
die	bv_doc_id__46_d35e11831
Itsilung	bv_doc_id__46_d35e11833
des	bv_doc_id__46_d35e11835
Prestdenten	bv_doc_id__46_d35e11837
in	bv_doc_id__46_d35e11840
allgeneinen	bv_doc_id__46_d35e11842
feil	bv_doc_id__46_d35e11844
zu	bv_doc_id__46_d35e11846
srnehnen	bv_doc_id__46_d35e11848
näre	bv_doc_id__46_d35e11850
und	bv_doc_id__46_d35e11853
die	bv_doc_id__46_d35e11855
übrigen	bv_doc_id__46_d35e11857
trtitsl	bv_doc_id__46_d35e11859
entfellen	bv_doc_id__46_d35e11861
könnten	bv_doc_id__46_d35e11863
<g/>
.	
Der	bv_doc_id__46_d35e11868
Verettzande	bv_doc_id__46_d35e11870
iat	bv_doc_id__46_d35e11872
fadoch	bv_doc_id__46_d35e11874
der	bv_doc_id__46_d35e11876
Anschauung	bv_doc_id__46_d35e11879
<g/>
,	
das	bv_doc_id__46_d35e11883
nan	bv_doc_id__46_d35e11885
bet	bv_doc_id__46_d35e11887
Behandlung	bv_doc_id__46_d35e11889
der	bv_doc_id__46_d35e11892
Zusernendstzung	bv_doc_id__46_d35e11894
und	bv_doc_id__46_d35e11896
Stellung	bv_doc_id__46_d35e11898
des	bv_doc_id__46_d35e11900
Rechrungehofes	bv_doc_id__46_d35e11902
fast	bv_doc_id__46_d35e11905
alle	bv_doc_id__46_d35e11907
vorgelegten	bv_doc_id__46_d35e11909
Artiksl	bv_doc_id__46_d35e11911
aufnehmen	bv_doc_id__46_d35e11913
misse	bv_doc_id__46_d35e11915
<g/>
.	
In	bv_doc_id__46_d35e11920
Artiket	bv_doc_id__46_d35e11922
es	bv_doc_id__46_d35e11924
müste	bv_doc_id__46_d35e11926
sie	bv_doc_id__46_d35e11928
Frage	bv_doc_id__46_d35e11931
<g/>
,	
ob	bv_doc_id__46_d35e11935
die	bv_doc_id__46_d35e11937
Forts	bv_doc_id__46_d35e11939
<g/>
,	
und	bv_doc_id__46_d35e11944
der	bv_doc_id__46_d35e11946
Lender	bv_doc_id__46_d35e11948
sonie	bv_doc_id__46_d35e11950
oder	bv_doc_id__46_d35e11952
der	bv_doc_id__46_d35e11954
Länder"	bv_doc_id__46_d35e11957
zu	bv_doc_id__46_d35e11959
zu	bv_doc_id__46_d35e11961
belassenesten	bv_doc_id__46_d35e11963
<g/>
,	
offen	bv_doc_id__46_d35e11967
bleiben	bv_doc_id__46_d35e11970
<g/>
,	
Dr	bv_doc_id__46_d35e11974
<g/>
.	
Danaebtg	bv_doc_id__46_d35e11978
wirdeingeladen	bv_doc_id__46_d35e11980
<g/>
,	
mit	bv_doc_id__46_d35e11985
kien	bv_doc_id__46_d35e11987
<g/>
,	
die	bv_doc_id__46_d35e11991
anderen	bv_doc_id__46_d35e11993
Herren	bv_doc_id__46_d35e11996
mit	bv_doc_id__46_d35e11998
den	bv_doc_id__46_d35e12000
Ländern	bv_doc_id__46_d35e12002
über	bv_doc_id__46_d35e12004
dießs	bv_doc_id__46_d35e12006
Frege	bv_doc_id__46_d35e12009
Fühlung	bv_doc_id__46_d35e12011
zu	bv_doc_id__46_d35e12013
nehner	bv_doc_id__46_d35e12015
<g/>
.	
Der	bv_doc_id__46_d35e12019
2.detz	bv_doc_id__46_d35e12022
er	bv_doc_id__46_d35e12024
kann	bv_doc_id__46_d35e12026
auch	bv_doc_id__46_d35e12028
die	bv_doc_id__46_d35e12030
Geberung	bv_doc_id__46_d35e12032
von	bv_doc_id__46_d35e12035
Unternehaungen	bv_doc_id__46_d35e12037
überpröfen	bv_doc_id__46_d35e12039
<g/>
,	
an	bv_doc_id__46_d35e12043
denen	bv_doc_id__46_d35e12045
der	bv_doc_id__46_d35e12048
Bund	bv_doc_id__46_d35e12050
oder	bv_doc_id__46_d35e12052
die	bv_doc_id__46_d35e12054
Lander	bv_doc_id__46_d35e12056
finanztell	bv_doc_id__46_d35e12058
beteiligt	bv_doc_id__46_d35e12061
sind"ist	bv_doc_id__46_d35e12063
zu	bv_doc_id__46_d35e12065
allgewein	bv_doc_id__46_d35e12067
gehalten	bv_doc_id__46_d35e12069
<g/>
?	
Dr	bv_doc_id__46_d35e12074
<g/>
.	
se	bv_doc_id__46_d35e12078
ipsl	bv_doc_id__46_d35e12080
meint	bv_doc_id__46_d35e12082
<g/>
,	
das	bv_doc_id__46_d35e12087
den	bv_doc_id__46_d35e12089
Obersten	bv_doc_id__46_d35e12091
Rechnungehef	bv_doc_id__46_d35e12093
diese	bv_doc_id__46_d35e12095
Ueberprüfung	bv_doc_id__46_d35e12097
fallweiss	bv_doc_id__46_d35e12100
durch	bv_doc_id__46_d35e12102
basetz	bv_doc_id__46_d35e12104
übertragen	bv_doc_id__46_d35e12106
werden	bv_doc_id__46_d35e12108
könne	bv_doc_id__46_d35e12110
<g/>
,	
daß	bv_doc_id__46_d35e12115
aber	bv_doc_id__46_d35e12117
nicht	bv_doc_id__46_d35e12119
nach	bv_doc_id__46_d35e12121
Relisben	bv_doc_id__46_d35e12123
überpruft	bv_doc_id__46_d35e12126
werden	bv_doc_id__46_d35e12128
könnte	bv_doc_id__46_d35e12130
<g/>
.	
artikel	bv_doc_id__46_d35e12134
sd	bv_doc_id__46_d35e12136
erhelt	bv_doc_id__46_d35e12139
die	bv_doc_id__46_d35e12141
Fassungi	bv_doc_id__46_d35e12143
111	bv_doc_id__46_d35e12145
Der	bv_doc_id__46_d35e12147
Rechnungehof	bv_doc_id__46_d35e12149
untersteht	bv_doc_id__46_d35e12152
unnittslbar	bv_doc_id__46_d35e12154
dem	bv_doc_id__46_d35e12156
Nationalrate	bv_doc_id__46_d35e12158
<g/>
.	
<g/>
(	
2	bv_doc_id__46_d35e12165
<g/>
)	
Der	bv_doc_id__46_d35e12169
Rechnungshof	bv_doc_id__46_d35e12171
besteht	bv_doc_id__46_d35e12173
aus	bv_doc_id__46_d35e12175
dinen	bv_doc_id__46_d35e12178
Prasidenten	bv_doc_id__46_d35e12180
und	bv_doc_id__46_d35e12182
den	bv_doc_id__46_d35e12184
erforderlichen	bv_doc_id__46_d35e12186
Roanten	bv_doc_id__46_d35e12188
und	bv_doc_id__46_d35e12191
Hilfskräften	bv_doc_id__46_d35e12193
<g/>
.	
<g/>
(	
3	bv_doc_id__46_d35e12199
<g/>
)	
Der	bv_doc_id__46_d35e12204
frästdent	bv_doc_id__46_d35e12206
des	bv_doc_id__46_d35e12208
Rechnungshofss	bv_doc_id__46_d35e12210
wird	bv_doc_id__46_d35e12212
auf	bv_doc_id__46_d35e12214
Vorschlag	bv_doc_id__46_d35e12217
des	bv_doc_id__46_d35e12219
Hauptaueschuszes	bv_doc_id__46_d35e12221
von	bv_doc_id__46_d35e12223
Nationalrat	bv_doc_id__46_d35e12225
genählt	bv_doc_id__46_d35e12227
<g/>
.	
14	bv_doc_id__46_d35e12232
<g/>
)	
Der	bv_doc_id__46_d35e12236
Prästdent	bv_doc_id__46_d35e12238
des	bv_doc_id__46_d35e12240
Rechnungehofee	bv_doc_id__46_d35e12243
darf	bv_doc_id__46_d35e12245
keiner	bv_doc_id__46_d35e12247
politischen	bv_doc_id__46_d35e12249
20.	bv_doc_id__46_d35e12253
Körperschaft	bv_doc_id__46_d35e12256
angehören	bv_doc_id__46_d35e12258
und	bv_doc_id__46_d35e12260
in	bv_doc_id__46_d35e12262
den	bv_doc_id__46_d35e12264
letzten	bv_doc_id__46_d35e12266
finf	bv_doc_id__46_d35e12269
Jahren	bv_doc_id__46_d35e12271
nicht	bv_doc_id__46_d35e12273
Uitglied	bv_doc_id__46_d35e12275
der	bv_doc_id__46_d35e12277
Bundesreglerung	bv_doc_id__46_d35e12279
genssen	bv_doc_id__46_d35e12282
sein	bv_doc_id__46_d35e12284
<g/>
.	
In	bv_doc_id__46_d35e12288
Artiksl	bv_doc_id__46_d35e12290
1as	bv_doc_id__46_d35e12292
wird	bv_doc_id__46_d35e12295
nur	bv_doc_id__46_d35e12297
der	bv_doc_id__46_d35e12299
2.tbsatz	bv_doc_id__46_d35e12301
geändert	bv_doc_id__46_d35e12303
<g/>
,	
er	bv_doc_id__46_d35e12308
hat	bv_doc_id__46_d35e12310
zu	bv_doc_id__46_d35e12312
lautens	bv_doc_id__46_d35e12314
„	bv_doc_id__46_d35e12316
<g/>
(	
21ör	bv_doc_id__46_d35e12321
kann	bv_doc_id__46_d35e12323
duren	bv_doc_id__46_d35e12325
Beschlut	bv_doc_id__46_d35e12327
des	bv_doc_id__46_d35e12329
Mattonalratss	bv_doc_id__46_d35e12331
abgerufen	bv_doc_id__46_d35e12334
werden	bv_doc_id__46_d35e12336
<g/>
.	
Irtiket	bv_doc_id__46_d35e12340
101	bv_doc_id__46_d35e12342
gelangt	bv_doc_id__46_d35e12344
unverändert	bv_doc_id__46_d35e12347
<g/>
,	
zur	bv_doc_id__46_d35e12351
fnahae	bv_doc_id__46_d35e12353
<g/>
.	
en	bv_doc_id__46_d35e12357
feit	bv_doc_id__46_d35e12360
E	bv_doc_id__46_d35e12362
In	bv_doc_id__46_d35e12364
Artiksl1d2	bv_doc_id__46_d35e12366
virdauf	bv_doc_id__46_d35e12368
intrag	bv_doc_id__46_d35e12370
fr	bv_doc_id__46_d35e12373
<g/>
.	
sbiifeil'e	bv_doc_id__46_d35e12377
nach	bv_doc_id__46_d35e12379
inhörung	bv_doc_id__46_d35e12381
das	bv_doc_id__46_d35e12383
Oreniung“	bv_doc_id__46_d35e12386
gestrichen	bv_doc_id__46_d35e12388
und	bv_doc_id__46_d35e12390
das	bv_doc_id__46_d35e12392
Fort	bv_doc_id__46_d35e12394
Mangeklassen"	bv_doc_id__46_d35e12396
ait	bv_doc_id__46_d35e12399
Rücksicht	bv_doc_id__46_d35e12401
auf	bv_doc_id__46_d35e12403
die	bv_doc_id__46_d35e12405
in	bv_doc_id__46_d35e12407
Aussicht	bv_doc_id__46_d35e12409
gerohnene	bv_doc_id__46_d35e12412
Abschaffung	bv_doc_id__46_d35e12414
des	bv_doc_id__46_d35e12416
Rangehlassenssysteus	bv_doc_id__46_d35e12418
durch	bv_doc_id__46_d35e12420
<g/>
,	
Katsgorienerestrt	bv_doc_id__46_d35e12425
<g/>
.	
In	bv_doc_id__46_d35e12429
Artikel	bv_doc_id__46_d35e12431
3	bv_doc_id__46_d35e12433
rird	bv_doc_id__46_d35e12435
iad	bv_doc_id__46_d35e12438
Vogt	bv_doc_id__46_d35e12440
hunsher"	bv_doc_id__46_d35e12442
durch	bv_doc_id__46_d35e12444
<g/>
,	
luacnstärer"	bv_doc_id__46_d35e12448
ersetzt	bv_doc_id__46_d35e12451
<g/>
,	
sodann	bv_doc_id__46_d35e12455
wird	bv_doc_id__46_d35e12457
der	bv_doc_id__46_d35e12459
Artikel	bv_doc_id__46_d35e12461
unverändert	bv_doc_id__46_d35e12464
angenonnet	bv_doc_id__46_d35e12466
<g/>
.	
Astikel	bv_doc_id__46_d35e12470
104	bv_doc_id__46_d35e12472
wird	bv_doc_id__46_d35e12474
als	bv_doc_id__46_d35e12477
drittef	bv_doc_id__46_d35e12479
Absatz	bv_doc_id__46_d35e12481
an	bv_doc_id__46_d35e12483
den	bv_doc_id__46_d35e12485
Artikel	bv_doc_id__46_d35e12487
98	bv_doc_id__46_d35e12490
angeschlossen	bv_doc_id__46_d35e12492
<g/>
,	
sodas	bv_doc_id__46_d35e12496
er	bv_doc_id__46_d35e12498
entfallt	bv_doc_id__46_d35e12500
<g/>
.	
Artikel	bv_doc_id__46_d35e12505
1d5	bv_doc_id__46_d35e12507
wird	bv_doc_id__46_d35e12509
auf	bv_doc_id__46_d35e12511
Antragstr	bv_doc_id__46_d35e12513
<g/>
.	
Dannebergle	bv_doc_id__46_d35e12518
gestrichen	bv_doc_id__46_d35e12520
<g/>
,	
Artikel	bv_doc_id__46_d35e12524
1ds	bv_doc_id__46_d35e12526
auf	bv_doc_id__46_d35e12529
Antrag	bv_doc_id__46_d35e12531
des	bv_doc_id__46_d35e12533
Versifgenden	bv_doc_id__46_d35e12535
gekürzt	bv_doc_id__46_d35e12537
<g/>
,	
als	bv_doc_id__46_d35e12542
2.1bsatz	bv_doc_id__46_d35e12544
in	bv_doc_id__46_d35e12546
den	bv_doc_id__46_d35e12548
Artikel	bv_doc_id__46_d35e12550
3s	bv_doc_id__46_d35e12552
übernommen	bv_doc_id__46_d35e12555
<g/>
,	
spdaß	bv_doc_id__46_d35e12559
ieser	bv_doc_id__46_d35e12561
Artikel	bv_doc_id__46_d35e12563
folgenden	bv_doc_id__46_d35e12565
Vortlaut	bv_doc_id__46_d35e12568
erzelt	bv_doc_id__46_d35e12570
<g/>
.	
<g/>
)	
zur	bv_doc_id__46_d35e12576
Ueberprüfung	bv_doc_id__46_d35e12578
der	bv_doc_id__46_d35e12581
Gebarung	bv_doc_id__46_d35e12583
der	bv_doc_id__46_d35e12585
gesaaten	bv_doc_id__46_d35e12587
Staatenirtschaft	bv_doc_id__46_d35e12589
des	bv_doc_id__46_d35e12591
Bundss	bv_doc_id__46_d35e12594
<g/>
,	
ferner	bv_doc_id__46_d35e12598
der	bv_doc_id__46_d35e12600
Gebarung	bv_doc_id__46_d35e12602
der	bv_doc_id__46_d35e12604
von	bv_doc_id__46_d35e12607
Arganen	bv_doc_id__46_d35e12609
des	bv_doc_id__46_d35e12611
Bundes	bv_doc_id__46_d35e12613
verwalteten	bv_doc_id__46_d35e12615
Stiftungen	bv_doc_id__46_d35e12617
<g/>
,	
Fonds	bv_doc_id__46_d35e12622
und	bv_doc_id__46_d35e12624
anstalten	bv_doc_id__46_d35e12626
ist	bv_doc_id__46_d35e12628
der	bv_doc_id__46_d35e12630
Rechnungsbof	bv_doc_id__46_d35e12633
berufen	bv_doc_id__46_d35e12635
<g/>
.	
Thnsenen	bv_doc_id__46_d35e12639
dach	bv_doc_id__46_d35e12641
die	bv_doc_id__46_d35e12643
Veberprämunf	bv_doc_id__46_d35e12646
der	bv_doc_id__46_d35e12648
Gebarung	bv_doc_id__46_d35e12650
von	bv_doc_id__46_d35e12652
Unternennungen	bv_doc_id__46_d35e12654
<g/>
,	
an	bv_doc_id__46_d35e12659
denen	bv_doc_id__46_d35e12661
der	bv_doc_id__46_d35e12663
Kund	bv_doc_id__46_d35e12665
finanziell	bv_doc_id__46_d35e12667
betefligt	bv_doc_id__46_d35e12669
ist	bv_doc_id__46_d35e12672
<g/>
,	
übertragen	bv_doc_id__46_d35e12676
werden	bv_doc_id__46_d35e12678
<g/>
.	
<g/>
(	
2	bv_doc_id__46_d35e12685
<g/>
)	
der	bv_doc_id__46_d35e12689
Rechnungehof	bv_doc_id__46_d35e12691
verfust	bv_doc_id__46_d35e12693
den	bv_doc_id__46_d35e12695
Bundssrechnungsabschluß	bv_doc_id__46_d35e12698
und	bv_doc_id__46_d35e12700
legt	bv_doc_id__46_d35e12702
lin	bv_doc_id__46_d35e12704
den	bv_doc_id__46_d35e12706
Nationalrat	bv_doc_id__46_d35e12708
vor	bv_doc_id__46_d35e12711
<g/>
.	
151	bv_doc_id__46_d35e12715
alle	bv_doc_id__46_d35e12717
Vrkunden	bv_doc_id__46_d35e12719
aber	bv_doc_id__46_d35e12721
Stuftsschalden	bv_doc_id__46_d35e12724
<g/>
(	
Fiaarz-und	bv_doc_id__46_d35e12728
Verweltungsschulden	bv_doc_id__46_d35e12730
<g/>
),	
insoweit	bv_doc_id__46_d35e12734
sie	bv_doc_id__46_d35e12737
eine	bv_doc_id__46_d35e12739
Vefpflichtung	bv_doc_id__46_d35e12741
der	bv_doc_id__46_d35e12743
Bundes	bv_doc_id__46_d35e12745
beinhalten	bv_doc_id__46_d35e12747
<g/>
,	
siad	bv_doc_id__46_d35e12752
von	bv_doc_id__46_d35e12754
Präsidenten	bv_doc_id__46_d35e12756
des	bv_doc_id__46_d35e12758
Rechnuhgehofes	bv_doc_id__46_d35e12760
gegeneuzsichnen	bv_doc_id__46_d35e12763
<g/>
;	
durch	bv_doc_id__46_d35e12767
dises	bv_doc_id__46_d35e12769
Segenzeichnung	bv_doc_id__46_d35e12771
wird	bv_doc_id__46_d35e12773
lediglich	bv_doc_id__46_d35e12776
die	bv_doc_id__46_d35e12778
Gesstznfsigkett	bv_doc_id__46_d35e12780
und	bv_doc_id__46_d35e12782
rechnungsmäsige	bv_doc_id__46_d35e12784
Richtigkeit	bv_doc_id__46_d35e12786
der	bv_doc_id__46_d35e12789
Gebarungbekräftigt	bv_doc_id__46_d35e12791
<g/>
.	
Der	bv_doc_id__46_d35e12795
Votsrausschus	bv_doc_id__46_d35e12797
beschliert	bv_doc_id__46_d35e12799
<g/>
,	
<g/>
(	
des	bv_doc_id__46_d35e12806
die	bv_doc_id__46_d35e12808
Verfasnung	bv_doc_id__46_d35e12810
folgendernessen	bv_doc_id__46_d35e12812
eingeleitet	bv_doc_id__46_d35e12815
werden	bv_doc_id__46_d35e12817
soll	bv_doc_id__46_d35e12819
<g/>
.	
Asestz	bv_doc_id__46_d35e12823
über	bv_doc_id__46_d35e12825
die	bv_doc_id__46_d35e12828
Verfangung	bv_doc_id__46_d35e12830
der	bv_doc_id__46_d35e12832
Regublik	bv_doc_id__46_d35e12834
desterrsich	bv_doc_id__46_d35e12836
<g/>
?	
Dis	bv_doc_id__46_d35e12841
Natlokalversannlung	bv_doc_id__46_d35e12843
hat	bv_doc_id__46_d35e12845
pnschlossent	bv_doc_id__46_d35e12847
1.	bv_doc_id__46_d35e12849
22.	bv_doc_id__46_d35e12854
Die	bv_doc_id__46_d35e12856
Durchführung	bv_doc_id__46_d35e12858
der	bv_doc_id__46_d35e12860
Verfassung	bv_doc_id__46_d35e12862
wird	bv_doc_id__46_d35e12864
nach	bv_doc_id__46_d35e12867
Ansicht	bv_doc_id__46_d35e12869
des	bv_doc_id__46_d35e12871
Vorastzenden	bv_doc_id__46_d35e12873
<g/>
,	
da	bv_doc_id__46_d35e12877
auch	bv_doc_id__46_d35e12880
Winisterielrat	bv_doc_id__46_d35e12882
Dr	bv_doc_id__46_d35e12884
<g/>
.	
Froshlich	bv_doc_id__46_d35e12888
bstont	bv_doc_id__46_d35e12890
<g/>
,	
das	bv_doc_id__46_d35e12895
die	bv_doc_id__46_d35e12897
Uebergangsbestinmungen	bv_doc_id__46_d35e12899
sin	bv_doc_id__46_d35e12901
längeres	bv_doc_id__46_d35e12903
Studium	bv_doc_id__46_d35e12906
erfordern	bv_doc_id__46_d35e12908
<g/>
,	
neichs	bv_doc_id__46_d35e12912
der	bv_doc_id__46_d35e12914
nächsten	bv_doc_id__46_d35e12916
Natfonalversannlung	bv_doc_id__46_d35e12919
übertragen	bv_doc_id__46_d35e12921
werden	bv_doc_id__46_d35e12923
abssen	bv_doc_id__46_d35e12925
<g/>
.	
Znnsrhin	bv_doc_id__46_d35e12929
aults	bv_doc_id__46_d35e12932
nach	bv_doc_id__46_d35e12934
Anschauung	bv_doc_id__46_d35e12936
Prof	bv_doc_id__46_d35e12938
<g/>
.	
Dr	bv_doc_id__46_d35e12942
<g/>
.	
I	bv_doc_id__46_d35e12947
el	bv_doc_id__46_d35e12949
ss	bv_doc_id__46_d35e12951
n's	bv_doc_id__46_d35e12953
sin	bv_doc_id__46_d35e12955
besstz	bv_doc_id__46_d35e12958
über	bv_doc_id__46_d35e12960
die	bv_doc_id__46_d35e12962
Einrichtung	bv_doc_id__46_d35e12964
der	bv_doc_id__46_d35e12966
Eundeszentralverwaltung	bv_doc_id__46_d35e12968
vorgesehen	bv_doc_id__46_d35e12971
werden	bv_doc_id__46_d35e12973
<g/>
.	
Diesen	bv_doc_id__46_d35e12977
kann	bv_doc_id__46_d35e12979
wie	bv_doc_id__46_d35e12981
der	bv_doc_id__46_d35e12984
Forsitzends	bv_doc_id__46_d35e12986
seint	bv_doc_id__46_d35e12988
<g/>
,	
bestimmen	bv_doc_id__46_d35e12992
<g/>
,	
das	bv_doc_id__46_d35e12997
bis	bv_doc_id__46_d35e12999
zur	bv_doc_id__46_d35e13001
endgiltigen	bv_doc_id__46_d35e13003
Zsgelung	bv_doc_id__46_d35e13005
die	bv_doc_id__46_d35e13007
gegenwärtigen	bv_doc_id__46_d35e13010
Stauttenter	bv_doc_id__46_d35e13012
als	bv_doc_id__46_d35e13014
Bundesninisterten	bv_doc_id__46_d35e13016
fortzurirEst	bv_doc_id__46_d35e13018
haben	bv_doc_id__46_d35e13020
<g/>
;	
der	bv_doc_id__46_d35e13025
weitere	bv_doc_id__46_d35e13027
Arbeitsplan	bv_doc_id__46_d35e13029
rete	bv_doc_id__46_d35e13031
<g/>
,	
für	bv_doc_id__46_d35e13036
Mittnoch	bv_doc_id__46_d35e13038
hat	bv_doc_id__46_d35e13040
der	bv_doc_id__46_d35e13042
Frasident	bv_doc_id__46_d35e13044
der	bv_doc_id__46_d35e13046
Nationalversaamlung	bv_doc_id__46_d35e13049
die	bv_doc_id__46_d35e13051
Vertreter	bv_doc_id__46_d35e13053
der	bv_doc_id__46_d35e13055
Partsien	bv_doc_id__46_d35e13057
einberufen	bv_doc_id__46_d35e13059
<g/>
.	
etwa	bv_doc_id__46_d35e13064
Ense	bv_doc_id__46_d35e13066
der	bv_doc_id__46_d35e13068
nächsten	bv_doc_id__46_d35e13070
Tochs	bv_doc_id__46_d35e13072
odsr	bv_doc_id__46_d35e13075
infang	bv_doc_id__46_d35e13077
der	bv_doc_id__46_d35e13079
ruchstnuchsten	bv_doc_id__46_d35e13081
dürfts	bv_doc_id__46_d35e13083
irgendeine	bv_doc_id__46_d35e13085
Partsirereinbarung	bv_doc_id__46_d35e13088
zustande	bv_doc_id__46_d35e13090
konnen	bv_doc_id__46_d35e13092
<g/>
,	
sodas	bv_doc_id__46_d35e13096
Ende	bv_doc_id__46_d35e13098
der	bv_doc_id__46_d35e13101
zueit	bv_doc_id__46_d35e13103
nachsten	bv_doc_id__46_d35e13105
Soche	bv_doc_id__46_d35e13107
der	bv_doc_id__46_d35e13109
Ausschud	bv_doc_id__46_d35e13111
zusanmentrsten	bv_doc_id__46_d35e13114
könnte	bv_doc_id__46_d35e13116
und	bv_doc_id__46_d35e13118
der	bv_doc_id__46_d35e13120
Entnurf	bv_doc_id__46_d35e13122
Witte	bv_doc_id__46_d35e13124
Septenber	bv_doc_id__46_d35e13127
vor	bv_doc_id__46_d35e13129
die	bv_doc_id__46_d35e13131
Nettonat	bv_doc_id__46_d35e13133
ersannlung	bv_doc_id__46_d35e13135
käne	bv_doc_id__46_d35e13137
<g/>
.	
Die	bv_doc_id__46_d35e13142
Staatskstzist	bv_doc_id__46_d35e13144
»ird	bv_doc_id__46_d35e13146
sraucht	bv_doc_id__46_d35e13148
<g/>
,	
den	bv_doc_id__46_d35e13153
beschlossenen	bv_doc_id__46_d35e13155
Intnurf	bv_doc_id__46_d35e13157
so	bv_doc_id__46_d35e13159
schnelt	bv_doc_id__46_d35e13161
als	bv_doc_id__46_d35e13163
möglich	bv_doc_id__46_d35e13166
in	bv_doc_id__46_d35e13168
der	bv_doc_id__46_d35e13170
Diener	bv_doc_id__46_d35e13172
Zeitung“	bv_doc_id__46_d35e13174
zu	bv_doc_id__46_d35e13176
veröffentitchen	bv_doc_id__46_d35e13179
<g/>
.	
Abgeordnster	bv_doc_id__46_d35e13183
Fink	bv_doc_id__46_d35e13185
stellt	bv_doc_id__46_d35e13187
die	bv_doc_id__46_d35e13189
Frage	bv_doc_id__46_d35e13192
nach	bv_doc_id__46_d35e13194
der	bv_doc_id__46_d35e13196
Auftstlung	bv_doc_id__46_d35e13198
der	bv_doc_id__46_d35e13200
Finanzen	bv_doc_id__46_d35e13202
<g/>
.	
Der	bv_doc_id__46_d35e13207
Versitzende	bv_doc_id__46_d35e13209
hält	bv_doc_id__46_d35e13211
dies	bv_doc_id__46_d35e13213
für	bv_doc_id__46_d35e13215
überaus	bv_doc_id__46_d35e13218
schwierig	bv_doc_id__46_d35e13220
<g/>
,	
da	bv_doc_id__46_d35e13224
sie	bv_doc_id__46_d35e13226
unzwaifelhaft	bv_doc_id__46_d35e13228
Verhandlungen	bv_doc_id__46_d35e13231
mit	bv_doc_id__46_d35e13233
der	bv_doc_id__46_d35e13235
Regarutlonskommisaion	bv_doc_id__46_d35e13237
erfordere	bv_doc_id__46_d35e13239
<g/>
,	
auch	bv_doc_id__46_d35e13244
sst	bv_doc_id__46_d35e13246
sie	bv_doc_id__46_d35e13248
ohne	bv_doc_id__46_d35e13250
Budgst	bv_doc_id__46_d35e13252
undurehführbar	bv_doc_id__46_d35e13254
<g/>
.	
tr	bv_doc_id__46_d35e13259
<g/>
.	
Dannsberg	bv_doc_id__46_d35e13263
ttiertbei	bv_doc_id__46_d35e13265
diesen	bv_doc_id__46_d35e13267
Ailat	bv_doc_id__46_d35e13270
eine	bv_doc_id__46_d35e13272
Aaussrung	bv_doc_id__46_d35e13274
des	bv_doc_id__46_d35e13276
christlichsozialan	bv_doc_id__46_d35e13278
Abgeordneten	bv_doc_id__46_d35e13280
deguf	bv_doc_id__46_d35e13283
<g/>
,	
der	bv_doc_id__46_d35e13287
bel	bv_doc_id__46_d35e13289
der	bv_doc_id__46_d35e13291
Aupeinandersetzung	bv_doc_id__46_d35e13293
zwischen	bv_doc_id__46_d35e13296
dund	bv_doc_id__46_d35e13298
und	bv_doc_id__46_d35e13300
