<doc id="bv_doc_id__40" attrs="word lemma type">
Pretokel1	bv_doc_id__40_d30e240
christlichgenaler	bv_doc_id__40_d30e3159
als	bv_doc_id__40_d30e3162
auch	bv_doc_id__40_d30e3164
gezialdenskratischer	bv_doc_id__40_d30e3166
Seits	bv_doc_id__40_d30e3168
als	bv_doc_id__40_d30e3170
selöstverständlich	bv_doc_id__40_d30e3172
erklärt	bv_doc_id__40_d30e3175
werden	bv_doc_id__40_d30e3177
<g/>
,	
der	bv_doc_id__40_d30e3181
Z	bv_doc_id__40_d30e3183
<g/>
.	
Msstz	bv_doc_id__40_d30e3188
wird	bv_doc_id__40_d30e3190
angenommen	bv_doc_id__40_d30e3192
<g/>
.	
der	bv_doc_id__40_d30e3196
Versitzende	bv_doc_id__40_d30e3198
erteilt	bv_doc_id__40_d30e3201
hiersur	bv_doc_id__40_d30e3203
den	bv_doc_id__40_d30e3205
Ferichterstatter	bv_doc_id__40_d30e3207
Fink	bv_doc_id__40_d30e3209
das	bv_doc_id__40_d30e3211
Nert	bv_doc_id__40_d30e3214
zur	bv_doc_id__40_d30e3216
Besprechung	bv_doc_id__40_d30e3218
des	bv_doc_id__40_d30e3220
Abschnittes	bv_doc_id__40_d30e3222
<g/>
,	
der	bv_doc_id__40_d30e3227
von	bv_doc_id__40_d30e3229
der	bv_doc_id__40_d30e3231
Gesetzgebung	bv_doc_id__40_d30e3233
des	bv_doc_id__40_d30e3235
Aindes	bv_doc_id__40_d30e3237
hanteit	bv_doc_id__40_d30e3240
<g/>
.	
Abgeerdneter	bv_doc_id__40_d30e3244
Finf	bv_doc_id__40_d30e3246
erklärt	bv_doc_id__40_d30e3248
<g/>
,	
dass	bv_doc_id__40_d30e3253
er	bv_doc_id__40_d30e3255
st3	bv_doc_id__40_d30e3257
Grundiage	bv_doc_id__40_d30e3259
den	bv_doc_id__40_d30e3261
Linzer	bv_doc_id__40_d30e3263
Bntwurf	bv_doc_id__40_d30e3266
<g/>
(	
ses	bv_doc_id__40_d30e3270
der	bv_doc_id__40_d30e3272
Bezlaxen	bv_doc_id__40_d30e3274
<g/>
)	
gemänlt	bv_doc_id__40_d30e3279
hebe	bv_doc_id__40_d30e3281
und	bv_doc_id__40_d30e3283
vergleicht	bv_doc_id__40_d30e3285
die	bv_doc_id__40_d30e3287
einschlägigen	bv_doc_id__40_d30e3289
Bestimmungen	bv_doc_id__40_d30e3292
der	bv_doc_id__40_d30e3294
übrigen	bv_doc_id__40_d30e3296
Entwirfe	bv_doc_id__40_d30e3298
<g/>
.	
Die	bv_doc_id__40_d30e3302
verhandenen	bv_doc_id__40_d30e3305
Unterschiede	bv_doc_id__40_d30e3307
hett	bv_doc_id__40_d30e3309
Dr	bv_doc_id__40_d30e3311
<g/>
.	
Danneberg	bv_doc_id__40_d30e3315
bewnders	bv_doc_id__40_d30e3318
herver	bv_doc_id__40_d30e3320
<g/>
,	
inden	bv_doc_id__40_d30e3324
er	bv_doc_id__40_d30e3326
betrnt	bv_doc_id__40_d30e3328
<g/>
,	
dass	bv_doc_id__40_d30e3333
seine	bv_doc_id__40_d30e3335
farter	bv_doc_id__40_d30e3337
grundsätzlich	bv_doc_id__40_d30e3339
eine	bv_doc_id__40_d30e3341
Landerkenner	bv_doc_id__40_d30e3344
ablehne	bv_doc_id__40_d30e3346
<g/>
:	
soll	bv_doc_id__40_d30e3350
es	bv_doc_id__40_d30e3352
aber	bv_doc_id__40_d30e3354
doch	bv_doc_id__40_d30e3357
eine	bv_doc_id__40_d30e3359
zwerte	bv_doc_id__40_d30e3361
Versannlung	bv_doc_id__40_d30e3363
geben	bv_doc_id__40_d30e3365
<g/>
,	
so	bv_doc_id__40_d30e3370
müsste	bv_doc_id__40_d30e3372
sie	bv_doc_id__40_d30e3374
auf	bv_doc_id__40_d30e3376
Grind	bv_doc_id__40_d30e3378
eines	bv_doc_id__40_d30e3380
Proporz	bv_doc_id__40_d30e3383
zusaunepgesetzt	bv_doc_id__40_d30e3385
sein	bv_doc_id__40_d30e3387
<g/>
,	
wie	bv_doc_id__40_d30e3391
es	bv_doc_id__40_d30e3393
in	bv_doc_id__40_d30e3396
drt	bv_doc_id__40_d30e3398
<g/>
.	
28	bv_doc_id__40_d30e3402
des	bv_doc_id__40_d30e3404
Entwurfes	bv_doc_id__40_d30e3406
dat	bv_doc_id__40_d30e3409
<g/>
(	
der	bv_doc_id__40_d30e3413
Kerlagen	bv_doc_id__40_d30e3415
<g/>
)	
dergestellt	bv_doc_id__40_d30e3419
sei	bv_doc_id__40_d30e3422
<g/>
.	
Nach	bv_doc_id__40_d30e3426
den	bv_doc_id__40_d30e3428
Entrurf	bv_doc_id__40_d30e3430
Dr	bv_doc_id__40_d30e3432
<g/>
.	
Mafr	bv_doc_id__40_d30e3437
»jeder	bv_doc_id__40_d30e3439
Greetzesbeschluss	bv_doc_id__40_d30e3441
bedarf	bv_doc_id__40_d30e3443
grundsätzlich	bv_doc_id__40_d30e3445
der	bv_doc_id__40_d30e3448
Zustinnung	bv_doc_id__40_d30e3450
des	bv_doc_id__40_d30e3452
Fundesratese	bv_doc_id__40_d30e3454
wird	bv_doc_id__40_d30e3456
dieser	bv_doc_id__40_d30e3458
vellende	bv_doc_id__40_d30e3461
zu	bv_doc_id__40_d30e3463
einer	bv_doc_id__40_d30e3465
ersten	bv_doc_id__40_d30e3467
Kanner	bv_doc_id__40_d30e3469
<g/>
.	
Ag	bv_doc_id__40_d30e3474
<g/>
.	
C1+ss	bv_doc_id__40_d30e3478
in	bv_doc_id__40_d30e3480
bringt	bv_doc_id__40_d30e3482
den	bv_doc_id__40_d30e3484
eres-deutschen	bv_doc_id__40_d30e3487
Steatrunkt	bv_doc_id__40_d30e3489
zur	bv_doc_id__40_d30e3491
Kenninis	bv_doc_id__40_d30e3493
<g/>
,	
die	bv_doc_id__40_d30e3497
eine	bv_doc_id__40_d30e3500
forderalistische	bv_doc_id__40_d30e3502
Verfassung	bv_doc_id__40_d30e3504
münsche	bv_doc_id__40_d30e3506
<g/>
;	
seine	bv_doc_id__40_d30e3510
Fartei	bv_doc_id__40_d30e3513
nähert	bv_doc_id__40_d30e3515
sich	bv_doc_id__40_d30e3517
hirsichtlich	bv_doc_id__40_d30e3519
der	bv_doc_id__40_d30e3521
Zussanensetzung	bv_doc_id__40_d30e3523
des	bv_doc_id__40_d30e3526
Bunsesrstes	bv_doc_id__40_d30e3528
dem	bv_doc_id__40_d30e3530
Stankunkt	bv_doc_id__40_d30e3532
der	bv_doc_id__40_d30e3534
Christlichsczialen	bv_doc_id__40_d30e3536
<g/>
:	
im	bv_doc_id__40_d30e3541
Gegensatz	bv_doc_id__40_d30e3543
zu	bv_doc_id__40_d30e3545
den	bv_doc_id__40_d30e3547
Srziallenckreten	bv_doc_id__40_d30e3549
munscht	bv_doc_id__40_d30e3552
er	bv_doc_id__40_d30e3554
Oeffentlichkeit	bv_doc_id__40_d30e3556
der	bv_doc_id__40_d30e3558
Sitzungen	bv_doc_id__40_d30e3560
des	bv_doc_id__40_d30e3562
Bundesrates	bv_doc_id__40_d30e3565
<g/>
.	
642	bv_doc_id__40_d30e3573
7	bv_doc_id__40_d30e3577
Staatssstretär	bv_doc_id__40_d30e3582
dr	bv_doc_id__40_d30e3584
<g/>
.	
Ma	bv_doc_id__40_d30e3588
yr	bv_doc_id__40_d30e3590
teilt	bv_doc_id__40_d30e3593
mit	bv_doc_id__40_d30e3595
<g/>
,	
lass	bv_doc_id__40_d30e3599
bei	bv_doc_id__40_d30e3601
den	bv_doc_id__40_d30e3603
linzer	bv_doc_id__40_d30e3606
Verhandlungen	bv_doc_id__40_d30e3608
besraders	bv_doc_id__40_d30e3610
der	bv_doc_id__40_d30e3612
Gedanke	bv_doc_id__40_d30e3614
zum	bv_doc_id__40_d30e3616
Ausdruck	bv_doc_id__40_d30e3619
gebracht	bv_doc_id__40_d30e3621
wurde	bv_doc_id__40_d30e3623
<g/>
,	
dass	bv_doc_id__40_d30e3627
die	bv_doc_id__40_d30e3629
linder	bv_doc_id__40_d30e3632
in	bv_doc_id__40_d30e3634
anderen	bv_doc_id__40_d30e3636
Bundesstasten	bv_doc_id__40_d30e3638
gleichberechtikt	bv_doc_id__40_d30e3640
seien	bv_doc_id__40_d30e3642
<g/>
,	
daher	bv_doc_id__40_d30e3647
sollte	bv_doc_id__40_d30e3649
auch	bv_doc_id__40_d30e3651
bei	bv_doc_id__40_d30e3653
uns	bv_doc_id__40_d30e3655
jedes	bv_doc_id__40_d30e3658
Land	bv_doc_id__40_d30e3660
eigentlich	bv_doc_id__40_d30e3662
die	bv_doc_id__40_d30e3664
gleiche	bv_doc_id__40_d30e3666
Anzanl	bv_doc_id__40_d30e3668
Vertreter	bv_doc_id__40_d30e3671
winlen	bv_doc_id__40_d30e3673
<g/>
.	
Hieber	bv_doc_id__40_d30e3677
ser	bv_doc_id__40_d30e3679
das	bv_doc_id__40_d30e3681
luster	bv_doc_id__40_d30e3684
der	bv_doc_id__40_d30e3686
deutschen	bv_doc_id__40_d30e3688
verfassung	bv_doc_id__40_d30e3690
befolgt	bv_doc_id__40_d30e3692
werden	bv_doc_id__40_d30e3694
<g/>
.	
Im	bv_doc_id__40_d30e3699
ealgegiet	bv_doc_id__40_d30e3701
Ageerineter	bv_doc_id__40_d30e3703
Abram	bv_doc_id__40_d30e3705
mit	bv_doc_id__40_d30e3707
dem	bv_doc_id__40_d30e3710
Hinreis	bv_doc_id__40_d30e3712
auf	bv_doc_id__40_d30e3714
die	bv_doc_id__40_d30e3716
Anschauungen	bv_doc_id__40_d30e3718
der	bv_doc_id__40_d30e3720
Erbeiterklasse	bv_doc_id__40_d30e3723
und	bv_doc_id__40_d30e3725
lehnt	bv_doc_id__40_d30e3727
sercht	bv_doc_id__40_d30e3729
das	bv_doc_id__40_d30e3731
Schweizer	bv_doc_id__40_d30e3733
als	bv_doc_id__40_d30e3736
das	bv_doc_id__40_d30e3738
deutsche	bv_doc_id__40_d30e3740
Reispiel	bv_doc_id__40_d30e3742
aw	bv_doc_id__40_d30e3744
<g/>
.	
In	bv_doc_id__40_d30e3749
ämnlichen	bv_doc_id__40_d30e3751
Sinne	bv_doc_id__40_d30e3753
äussert	bv_doc_id__40_d30e3755
sich	bv_doc_id__40_d30e3757
Mg	bv_doc_id__40_d30e3759
<g/>
.	
beuthner	bv_doc_id__40_d30e3764
<g/>
.	
den	bv_doc_id__40_d30e3768
der	bv_doc_id__40_d30e3770
Verertznade	bv_doc_id__40_d30e3772
verpflichtet	bv_doc_id__40_d30e3775
<g/>
,	
der	bv_doc_id__40_d30e3779
zunächst	bv_doc_id__40_d30e3781
nicht	bv_doc_id__40_d30e3783
die	bv_doc_id__40_d30e3785
Frage	bv_doc_id__40_d30e3788
der	bv_doc_id__40_d30e3790
Zusannensetzung	bv_doc_id__40_d30e3792
<g/>
,	
sondern	bv_doc_id__40_d30e3796
die	bv_doc_id__40_d30e3798
der	bv_doc_id__40_d30e3801
Krapetenz	bv_doc_id__40_d30e3803
besprechen	bv_doc_id__40_d30e3805
will	bv_doc_id__40_d30e3807
und	bv_doc_id__40_d30e3809
nach	bv_doc_id__40_d30e3811
einer	bv_doc_id__40_d30e3814
längeren	bv_doc_id__40_d30e3816
Auseinandersetzung	bv_doc_id__40_d30e3818
mit	bv_doc_id__40_d30e3820
dr	bv_doc_id__40_d30e3822
<g/>
.	
Seipel	bv_doc_id__40_d30e3827
feststellt	bv_doc_id__40_d30e3829
<g/>
,	
dass	bv_doc_id__40_d30e3833
nach	bv_doc_id__40_d30e3835
dem	bv_doc_id__40_d30e3837
Entwrfe	bv_doc_id__40_d30e3840
Nr	bv_doc_id__40_d30e3842
<g/>
.	
dub	bv_doc_id__40_d30e3846
der	bv_doc_id__40_d30e3848
Berl	bv_doc_id__40_d30e3850
<g/>
.	
<g/>
(	
rinziniell	bv_doc_id__40_d30e3857
jeder	bv_doc_id__40_d30e3859
Gesetzesbeschlues	bv_doc_id__40_d30e3861
die	bv_doc_id__40_d30e3863
Zustinnung	bv_doc_id__40_d30e3866
des	bv_doc_id__40_d30e3868
Fundesrates	bv_doc_id__40_d30e3870
erhalten	bv_doc_id__40_d30e3872
auss	bv_doc_id__40_d30e3874
(frt.14.	bv_doc_id__40_d30e3876
Ns	bv_doc_id__40_d30e3879
<g/>
.	
I	bv_doc_id__40_d30e3883
<g/>
).	
dass	bv_doc_id__40_d30e3887
skarch	bv_doc_id__40_d30e3889
genäss	bv_doc_id__40_d30e3892
eines	bv_doc_id__40_d30e3894
Antreges	bv_doc_id__40_d30e3896
des	bv_doc_id__40_d30e3898
Arg	bv_doc_id__40_d30e3900
<g/>
.	
Abram	bv_doc_id__40_d30e3905
diese	bv_doc_id__40_d30e3907
Zustimnung	bv_doc_id__40_d30e3909
befristet	bv_doc_id__40_d30e3911
werden	bv_doc_id__40_d30e3913
<g/>
.	
müsse	bv_doc_id__40_d30e3918
<g/>
.	
Der	bv_doc_id__40_d30e3922
Ausschuss	bv_doc_id__40_d30e3924
stimmt	bv_doc_id__40_d30e3926
dannn	bv_doc_id__40_d30e3928
überein	bv_doc_id__40_d30e3931
<g/>
,	
dass	bv_doc_id__40_d30e3935
eine	bv_doc_id__40_d30e3937
Frist	bv_doc_id__40_d30e3939
für	bv_doc_id__40_d30e3941
den	bv_doc_id__40_d30e3944
eiuaigen	bv_doc_id__40_d30e3946
Einspruen	bv_doc_id__40_d30e3948
des	bv_doc_id__40_d30e3950
bundesreies	bv_doc_id__40_d30e3952
festzuseizen	bv_doc_id__40_d30e3954
ser	bv_doc_id__40_d30e3957
<g/>
.	
Dehält	bv_doc_id__40_d30e3961
sich	bv_doc_id__40_d30e3963
ster	bv_doc_id__40_d30e3965
die	bv_doc_id__40_d30e3967
Bestinnung	bv_doc_id__40_d30e3970
der	bv_doc_id__40_d30e3972
lange	bv_doc_id__40_d30e3974
dieser	bv_doc_id__40_d30e3976
Frist	bv_doc_id__40_d30e3978
ver	bv_doc_id__40_d30e3980
<g/>
.	
Bri	bv_doc_id__40_d30e3985
Beratung	bv_doc_id__40_d30e3987
des	bv_doc_id__40_d30e3989
Abs	bv_doc_id__40_d30e3991
<g/>
.	
2	bv_doc_id__40_d30e3996
des	bv_doc_id__40_d30e3998
Art.	bv_doc_id__40_d30e4000
14	bv_doc_id__40_d30e4002
<g/>
(	
6s5	bv_doc_id__40_d30e4006
der	bv_doc_id__40_d30e4009
Beilagen	bv_doc_id__40_d30e4011
<g/>
)	
wird	bv_doc_id__40_d30e4015
die	bv_doc_id__40_d30e4017
Zverdrittelusjerität	bv_doc_id__40_d30e4019
bei	bv_doc_id__40_d30e4022
Niederhelung	bv_doc_id__40_d30e4024
des	bv_doc_id__40_d30e4026
Bundestagsbeschlässes	bv_doc_id__40_d30e4028
abgelenst	bv_doc_id__40_d30e4030
<g/>
.	
die	bv_doc_id__40_d30e4035
einfache	bv_doc_id__40_d30e4037
lehrueit	bv_doc_id__40_d30e4039
genügt	bv_doc_id__40_d30e4041
<g/>
(	
angenemmen	bv_doc_id__40_d30e4045
<g/>
).	
Im	bv_doc_id__40_d30e4050
3.	bv_doc_id__40_d30e4052
Abs	bv_doc_id__40_d30e4054
<g/>
.	
ist	bv_doc_id__40_d30e4058
eine	bv_doc_id__40_d30e4061
Hinigung	bv_doc_id__40_d30e4063
hinsichtlich	bv_doc_id__40_d30e4065
der	bv_doc_id__40_d30e4067
Staatsverträge	bv_doc_id__40_d30e4069
siaht	bv_doc_id__40_d30e4071
zu	bv_doc_id__40_d30e4074
erzielen	bv_doc_id__40_d30e4076
<g/>
:	
dog	bv_doc_id__40_d30e4080
<g/>
.	
Fi1k	bv_doc_id__40_d30e4084
will	bv_doc_id__40_d30e4087
für	bv_doc_id__40_d30e4089
Stastsverträge	bv_doc_id__40_d30e4091
eine	bv_doc_id__40_d30e4093
Vrlksatstimmung	bv_doc_id__40_d30e4095
zulassen	bv_doc_id__40_d30e4097
<g/>
,	
wenn	bv_doc_id__40_d30e4102
durch	bv_doc_id__40_d30e4104
den	bv_doc_id__40_d30e4106
Vertrag	bv_doc_id__40_d30e4108
de	bv_doc_id__40_d30e4110
Verfassung	bv_doc_id__40_d30e4113
geändert	bv_doc_id__40_d30e4115
wird	bv_doc_id__40_d30e4117
<g/>
.	
Nach	bv_doc_id__40_d30e4121
längerer	bv_doc_id__40_d30e4123
Debatte	bv_doc_id__40_d30e4126
über	bv_doc_id__40_d30e4128
die	bv_doc_id__40_d30e4130
Frage	bv_doc_id__40_d30e4132
<g/>
.	
inwefern	bv_doc_id__40_d30e4136
Staatsvertrüge	bv_doc_id__40_d30e4139
der	bv_doc_id__40_d30e4141
Velksabstimnung	bv_doc_id__40_d30e4143
zu	bv_doc_id__40_d30e4145
unterziehen	bv_doc_id__40_d30e4147
seien	bv_doc_id__40_d30e4149
<g/>
,	
an	bv_doc_id__40_d30e4154
der	bv_doc_id__40_d30e4156
sich	bv_doc_id__40_d30e4158
Min	bv_doc_id__40_d30e4160
<g/>
.	
Rat	bv_doc_id__40_d30e4165
Dr	bv_doc_id__40_d30e4167
<g/>
.	
Froehlicn	bv_doc_id__40_d30e4171
<g/>
,	
Sekt	bv_doc_id__40_d30e4175
<g/>
.	
Rat	bv_doc_id__40_d30e4180
Dr	bv_doc_id__40_d30e4182
<g/>
.	
Manalicher	bv_doc_id__40_d30e4186
<g/>
.	
Fr	bv_doc_id__40_d30e4191
<g/>
.	
Danneberg	bv_doc_id__40_d30e4195
<g/>
.	
Prof	bv_doc_id__40_d30e4199
<g/>
.	
Kelsen	bv_doc_id__40_d30e4204
und	bv_doc_id__40_d30e4206
Dr	bv_doc_id__40_d30e4208
<g/>
.	
Se	bv_doc_id__40_d30e4212
ipel	bv_doc_id__40_d30e4214
veterligen	bv_doc_id__40_d30e4217
<g/>
,	
werden	bv_doc_id__40_d30e4221
der	bv_doc_id__40_d30e4223
3.	bv_doc_id__40_d30e4225
und	bv_doc_id__40_d30e4227
4.	bv_doc_id__40_d30e4230
Ab647	bv_doc_id__40_d30e4232
8	bv_doc_id__40_d30e4236
setz	bv_doc_id__40_d30e4241
abgelehnt	bv_doc_id__40_d30e4243
und	bv_doc_id__40_d30e4245
von	bv_doc_id__40_d30e4247
tr	bv_doc_id__40_d30e4249
<g/>
.	
Se	bv_doc_id__40_d30e4254
i	bv_doc_id__40_d30e4256
p	bv_doc_id__40_d30e4258
el	bv_doc_id__40_d30e4260
sls	bv_doc_id__40_d30e4262
Mineritätsuetun	bv_doc_id__40_d30e4265
der	bv_doc_id__40_d30e4267
christlichsozialen	bv_doc_id__40_d30e4269
Partei	bv_doc_id__40_d30e4271
angemeldet	bv_doc_id__40_d30e4273
<g/>
.	
Aagehen	bv_doc_id__40_d30e4278
gelehnt	bv_doc_id__40_d30e4280
<g/>
,	
thagegen	bv_doc_id__40_d30e4284
wird	bv_doc_id__40_d30e4286
der	bv_doc_id__40_d30e4288
Absatz	bv_doc_id__40_d30e4291
5	bv_doc_id__40_d30e4293
des	bv_doc_id__40_d30e4295
Art.14	bv_doc_id__40_d30e4297
<g/>
(	
888	bv_doc_id__40_d30e4301
der	bv_doc_id__40_d30e4304
Beilage	bv_doc_id__40_d30e4306
<g/>
)	
»Die	bv_doc_id__40_d30e4310
jährliche	bv_doc_id__40_d30e4312
Berzl1igung	bv_doc_id__40_d30e4314
des	bv_doc_id__40_d30e4317
Bundesbudzets	bv_doc_id__40_d30e4319
und	bv_doc_id__40_d30e4321
die	bv_doc_id__40_d30e4323
jährliche	bv_doc_id__40_d30e4325
Genehrigung	bv_doc_id__40_d30e4327
der	bv_doc_id__40_d30e4330
Rechnunggabschlüsse	bv_doc_id__40_d30e4332
<g/>
,	
die	bv_doc_id__40_d30e4336
Aufnahme	bv_doc_id__40_d30e4338
und	bv_doc_id__40_d30e4340
Konvertierung	bv_doc_id__40_d30e4343
von	bv_doc_id__40_d30e4345
Bundesanleihen	bv_doc_id__40_d30e4347
und	bv_doc_id__40_d30e4349
die	bv_doc_id__40_d30e4351
Verfügung	bv_doc_id__40_d30e4353
über	bv_doc_id__40_d30e4356
des	bv_doc_id__40_d30e4358
Fundesverwogen	bv_doc_id__40_d30e4360
sind	bv_doc_id__40_d30e4362
ausschliedtien	bv_doc_id__40_d30e4364
Sache	bv_doc_id__40_d30e4366
des	bv_doc_id__40_d30e4369
Fundestogenangenomnen	bv_doc_id__40_d30e4371
<g/>
.	
Ueber	bv_doc_id__40_d30e4375
Antrag	bv_doc_id__40_d30e4377
Drs	bv_doc_id__40_d30e4379
<g/>
.	
Dannebergsind	bv_doc_id__40_d30e4384
auch	bv_doc_id__40_d30e4386
die	bv_doc_id__40_d30e4388
Bezeichnungen	bv_doc_id__40_d30e4390
aBundegrete	bv_doc_id__40_d30e4392
undrkundestage	bv_doc_id__40_d30e4395
durch	bv_doc_id__40_d30e4397
andere	bv_doc_id__40_d30e4399
leichter	bv_doc_id__40_d30e4401
<g/>
.	
unterscheidbare	bv_doc_id__40_d30e4405
Ausdrückg	bv_doc_id__40_d30e4408
zu	bv_doc_id__40_d30e4410
ersetzen	bv_doc_id__40_d30e4412
<g/>
(	
angenommen	bv_doc_id__40_d30e4416
<g/>
).	
Der	bv_doc_id__40_d30e4421
Versitzende	bv_doc_id__40_d30e4423
weniet	bv_doc_id__40_d30e4425
sich	bv_doc_id__40_d30e4427
hierauf	bv_doc_id__40_d30e4429
an	bv_doc_id__40_d30e4431
die	bv_doc_id__40_d30e4434
Vertreter	bv_doc_id__40_d30e4436
der	bv_doc_id__40_d30e4438
Stastskenzlei	bv_doc_id__40_d30e4440
mit	bv_doc_id__40_d30e4442
dem	bv_doc_id__40_d30e4444
Krauchen	bv_doc_id__40_d30e4447
<g/>
,	
die	bv_doc_id__40_d30e4451
heute	bv_doc_id__40_d30e4453
gefaßten	bv_doc_id__40_d30e4455
Beschlüsse	bv_doc_id__40_d30e4457
bis	bv_doc_id__40_d30e4460
zu	bv_doc_id__40_d30e4462
einer	bv_doc_id__40_d30e4464
der	bv_doc_id__40_d30e4466
nächsten	bv_doc_id__40_d30e4468
Sitzungen	bv_doc_id__40_d30e4470
entsprechend	bv_doc_id__40_d30e4473
zu	bv_doc_id__40_d30e4475
formulieren	bv_doc_id__40_d30e4477
<g/>
:	
Ministerialret	bv_doc_id__40_d30e4481
Dr	bv_doc_id__40_d30e4483
<g/>
.	
Freehlich	bv_doc_id__40_d30e4488
wird	bv_doc_id__40_d30e4490
als	bv_doc_id__40_d30e4492
Grundlage	bv_doc_id__40_d30e4494
die	bv_doc_id__40_d30e4496
Artikel	bv_doc_id__40_d30e4499
14	bv_doc_id__40_d30e4501
der	bv_doc_id__40_d30e4503
Brilage	bv_doc_id__40_d30e4505
56ß	bv_doc_id__40_d30e4507
und	bv_doc_id__40_d30e4509
38	bv_doc_id__40_d30e4512
der	bv_doc_id__40_d30e4514
Berlage	bv_doc_id__40_d30e4516
904	bv_doc_id__40_d30e4518
verwerted	bv_doc_id__40_d30e4520
<g/>
.	
Hierauf	bv_doc_id__40_d30e4525
wird	bv_doc_id__40_d30e4527
um	bv_doc_id__40_d30e4529
5	bv_doc_id__40_d30e4531
Uhr	bv_doc_id__40_d30e4533
abends	bv_doc_id__40_d30e4535
die	bv_doc_id__40_d30e4538
Sitzung	bv_doc_id__40_d30e4540
geschlossen	bv_doc_id__40_d30e4542
<g/>
.	
und	bv_doc_id__40_d30e4546
die	bv_doc_id__40_d30e4548
nächste	bv_doc_id__40_d30e4551
Beratung	bv_doc_id__40_d30e4553
für	bv_doc_id__40_d30e4555
Mittwach	bv_doc_id__40_d30e4557
den	bv_doc_id__40_d30e4559
18.August	bv_doc_id__40_d30e4561
2	bv_doc_id__40_d30e4564
Uhr	bv_doc_id__40_d30e4566
nachmittags	bv_doc_id__40_d30e4568
anbersumt	bv_doc_id__40_d30e4570
<g/>
.	
-cO-644	bv_doc_id__40_d30e4574
Pretokel1	bv_doc_id__40_d30e240
der	bv_doc_id__40_d30e242
5.Sitzung	bv_doc_id__40_d30e244
des	bv_doc_id__40_d30e246
Unterausschusses	bv_doc_id__40_d30e248
des	bv_doc_id__40_d30e251
Verfassungsausschusses	bv_doc_id__40_d30e253
vom	bv_doc_id__40_d30e255
17.1I11.1520.	bv_doc_id__40_d30e257
Beginn	bv_doc_id__40_d30e259
3	bv_doc_id__40_d30e261
Uhr	bv_doc_id__40_d30e264
Nachnittsg	bv_doc_id__40_d30e266
<g/>
.	
Anwesend	bv_doc_id__40_d30e270
<g/>
:	
Dr	bv_doc_id__40_d30e274
<g/>
.	
Otto	bv_doc_id__40_d30e279
Bauer	bv_doc_id__40_d30e281
als	bv_doc_id__40_d30e283
Versitzender	bv_doc_id__40_d30e285
Heinrich	bv_doc_id__40_d30e287
Clessin	bv_doc_id__40_d30e290
Jedok	bv_doc_id__40_d30e292
Fiak	bv_doc_id__40_d30e294
als	bv_doc_id__40_d30e296
Berichterstatter	bv_doc_id__40_d30e298
Abx8M	bv_doc_id__40_d30e300
Dr	bv_doc_id__40_d30e303
<g/>
.	
Aebert	bv_doc_id__40_d30e307
Danaebers	bv_doc_id__40_d30e309
Karl	bv_doc_id__40_d30e311
Leuthner	bv_doc_id__40_d30e313
1r	bv_doc_id__40_d30e316
<g/>
.	
181a	bv_doc_id__40_d30e320
Seipel	bv_doc_id__40_d30e322
Steatssekretär	bv_doc_id__40_d30e324
Prof	bv_doc_id__40_d30e326
<g/>
.	
Dr	bv_doc_id__40_d30e331
<g/>
.	
Michsel	bv_doc_id__40_d30e335
Keyr	bv_doc_id__40_d30e337
Von	bv_doc_id__40_d30e339
der	bv_doc_id__40_d30e342
Stastskanzlei	bv_doc_id__40_d30e344
<g/>
:	
Kinisterzalret	bv_doc_id__40_d30e348
dr	bv_doc_id__40_d30e350
<g/>
.	
Gerrg	bv_doc_id__40_d30e355
Freehlich	bv_doc_id__40_d30e357
Sektionerst	bv_doc_id__40_d30e359
Dr	bv_doc_id__40_d30e361
<g/>
.	
Eebert	bv_doc_id__40_d30e365
Mannlicher	bv_doc_id__40_d30e368
Hinisterialvzesekretär	bv_doc_id__40_d30e370
dr	bv_doc_id__40_d30e372
<g/>
.	
Kurt	bv_doc_id__40_d30e376
Frieberger	bv_doc_id__40_d30e378
als	bv_doc_id__40_d30e381
Schriftfuhrer	bv_doc_id__40_d30e383
Prof	bv_doc_id__40_d30e385
<g/>
.	
Dr	bv_doc_id__40_d30e389
<g/>
.	
Hans	bv_doc_id__40_d30e394
Kel	bv_doc_id__40_d30e396
sen	bv_doc_id__40_d30e398
als	bv_doc_id__40_d30e400
Erperte	bv_doc_id__40_d30e402
des	bv_doc_id__40_d30e404
Verfassungsausschusses	bv_doc_id__40_d30e407
<g/>
.	
637	bv_doc_id__40_d30e414
2	bv_doc_id__40_d30e418
Noch	bv_doc_id__40_d30e420
Eroffnung	bv_doc_id__40_d30e422
der	bv_doc_id__40_d30e425
Sitzung	bv_doc_id__40_d30e427
stellt	bv_doc_id__40_d30e429
Berichterstetter	bv_doc_id__40_d30e431
Cles	bv_doc_id__40_d30e433
s	bv_doc_id__40_d30e435
i'’n	bv_doc_id__40_d30e438
fest	bv_doc_id__40_d30e440
<g/>
,	
daß	bv_doc_id__40_d30e444
es	bv_doc_id__40_d30e446
in	bv_doc_id__40_d30e448
der	bv_doc_id__40_d30e451
Zusannenstellung	bv_doc_id__40_d30e453
der	bv_doc_id__40_d30e455
bishe	bv_doc_id__40_d30e457
rigen	bv_doc_id__40_d30e459
Beschlüsse	bv_doc_id__40_d30e461
Art.	bv_doc_id__40_d30e464
10.	bv_doc_id__40_d30e466
Ekt	bv_doc_id__40_d30e468
<g/>
.	
5	bv_doc_id__40_d30e472
