<doc id="bv_doc_id__43" attrs="word lemma type">
Protokoll	bv_doc_id__43_d32e281
fest	bv_doc_id__43_d32e2220
<g/>
,	
daß	bv_doc_id__43_d32e2224
auch	bv_doc_id__43_d32e2226
er	bv_doc_id__43_d32e2229
den	bv_doc_id__43_d32e2231
lendeeentsdirekter	bv_doc_id__43_d32e2233
als	bv_doc_id__43_d32e2235
Reenten	bv_doc_id__43_d32e2237
gedacht	bv_doc_id__43_d32e2239
habe	bv_doc_id__43_d32e2242
<g/>
,	
der	bv_doc_id__43_d32e2246
der	bv_doc_id__43_d32e2248
Lendesregierung	bv_doc_id__43_d32e2250
verantwortlich	bv_doc_id__43_d32e2252
sei	bv_doc_id__43_d32e2255
<g/>
.	
bezuglich	bv_doc_id__43_d32e2259
der	bv_doc_id__43_d32e2261
Frage	bv_doc_id__43_d32e2263
der	bv_doc_id__43_d32e2265
Starsankeit	bv_doc_id__43_d32e2268
benerkt	bv_doc_id__43_d32e2270
Abg	bv_doc_id__43_d32e2272
<g/>
.	
Leuth	bv_doc_id__43_d32e2276
<g/>
.	
ne	bv_doc_id__43_d32e2281
r	bv_doc_id__43_d32e2283
<g/>
,	
daß	bv_doc_id__43_d32e2287
sich	bv_doc_id__43_d32e2289
Gelegenhert	bv_doc_id__43_d32e2291
zu	bv_doc_id__43_d32e2294
deren	bv_doc_id__43_d32e2296
Frörterung	bv_doc_id__43_d32e2298
bei	bv_doc_id__43_d32e2300
Besprechung	bv_doc_id__43_d32e2302
der	bv_doc_id__43_d32e2304
Anzahl	bv_doc_id__43_d32e2307
der	bv_doc_id__43_d32e2309
Landeshauptmannstellvertreter	bv_doc_id__43_d32e2311
ergeben	bv_doc_id__43_d32e2313
werde	bv_doc_id__43_d32e2315
<g/>
.	
Fr	bv_doc_id__43_d32e2320
<g/>
.	
Ai	bv_doc_id__43_d32e2324
Gaer	bv_doc_id__43_d32e2326
zählt	bv_doc_id__43_d32e2328
hingegen	bv_doc_id__43_d32e2330
eine	bv_doc_id__43_d32e2333
Reihe	bv_doc_id__43_d32e2335
von	bv_doc_id__43_d32e2337
Verteilen	bv_doc_id__43_d32e2339
auf	bv_doc_id__43_d32e2341
<g/>
,	
wenn	bv_doc_id__43_d32e2346
der	bv_doc_id__43_d32e2348
Chef	bv_doc_id__43_d32e2350
der	bv_doc_id__43_d32e2352
Londesregierung	bv_doc_id__43_d32e2354
zugleich	bv_doc_id__43_d32e2356
such	bv_doc_id__43_d32e2359
Vereit	bv_doc_id__43_d32e2361
5-	bv_doc_id__43_d32e2365
zender	bv_doc_id__43_d32e2367
des	bv_doc_id__43_d32e2369
landtages	bv_doc_id__43_d32e2372
sei	bv_doc_id__43_d32e2374
<g/>
,	
die	bv_doc_id__43_d32e2378
Kinberufung	bv_doc_id__43_d32e2380
des	bv_doc_id__43_d32e2382
Landtages	bv_doc_id__43_d32e2385
<g/>
,	
die	bv_doc_id__43_d32e2389
Festsetzung	bv_doc_id__43_d32e2391
der	bv_doc_id__43_d32e2393
Tagesordnung	bv_doc_id__43_d32e2395
<g/>
,	
die	bv_doc_id__43_d32e2400
Verbereitung	bv_doc_id__43_d32e2402
der	bv_doc_id__43_d32e2404
Geschäfte	bv_doc_id__43_d32e2406
mit	bv_doc_id__43_d32e2408
dem	bv_doc_id__43_d32e2411
Apparat	bv_doc_id__43_d32e2413
der	bv_doc_id__43_d32e2415
Landesregierung	bv_doc_id__43_d32e2417
<g/>
.	
Dazu	bv_doc_id__43_d32e2421
bedarf	bv_doc_id__43_d32e2424
es	bv_doc_id__43_d32e2426
keiner	bv_doc_id__43_d32e2428
weiteren	bv_doc_id__43_d32e2430
Uerstellung	bv_doc_id__43_d32e2432
des	bv_doc_id__43_d32e2434
Einvernehmens	bv_doc_id__43_d32e2437
aoch	bv_doc_id__43_d32e2439
auch	bv_doc_id__43_d32e2441
eigener	bv_doc_id__43_d32e2443
Verhandlungen	bv_doc_id__43_d32e2445
<g/>
.	
Bei	bv_doc_id__43_d32e2450
der	bv_doc_id__43_d32e2452
folgenden	bv_doc_id__43_d32e2454
Aestimmung	bv_doc_id__43_d32e2456
wurde	bv_doc_id__43_d32e2458
abgelehnt	bv_doc_id__43_d32e2460
in	bv_doc_id__43_d32e2463
der	bv_doc_id__43_d32e2465
Verfassung	bv_doc_id__43_d32e2467
auszusprechen	bv_doc_id__43_d32e2469
<g/>
,	
daß	bv_doc_id__43_d32e2473
der	bv_doc_id__43_d32e2476
Prasident	bv_doc_id__43_d32e2478
des	bv_doc_id__43_d32e2480
Landteges	bv_doc_id__43_d32e2482
Hingegen	bv_doc_id__43_d32e2484
wurde	bv_doc_id__43_d32e2486
der	bv_doc_id__43_d32e2489
Antrag	bv_doc_id__43_d32e2491
Cless	bv_doc_id__43_d32e2493
in	bv_doc_id__43_d32e2495
angencumen	bv_doc_id__43_d32e2497
<g/>
,	
daß	bv_doc_id__43_d32e2502
der	bv_doc_id__43_d32e2504
Landesamtsdirekter	bv_doc_id__43_d32e2506
vorzuschreiben	bv_doc_id__43_d32e2508
sei	bv_doc_id__43_d32e2510
als	bv_doc_id__43_d32e2512
ein	bv_doc_id__43_d32e2515
Orgen	bv_doc_id__43_d32e2517
<g/>
.	
das	bv_doc_id__43_d32e2521
des	bv_doc_id__43_d32e2523
Land	bv_doc_id__43_d32e2525
haben	bv_doc_id__43_d32e2528
muß	bv_doc_id__43_d32e2530
und	bv_doc_id__43_d32e2532
das	bv_doc_id__43_d32e2534
fur	bv_doc_id__43_d32e2536
die	bv_doc_id__43_d32e2538
Vollziehung	bv_doc_id__43_d32e2541
der	bv_doc_id__43_d32e2543
Bundesgesetze	bv_doc_id__43_d32e2545
in	bv_doc_id__43_d32e2547
einer	bv_doc_id__43_d32e2549
durch	bv_doc_id__43_d32e2551
Gesetz	bv_doc_id__43_d32e2554
besonders	bv_doc_id__43_d32e2556
zu	bv_doc_id__43_d32e2558
regelnden	bv_doc_id__43_d32e2560
Keise	bv_doc_id__43_d32e2562
der	bv_doc_id__43_d32e2564
Bundesregierung	bv_doc_id__43_d32e2567
verantwortlich	bv_doc_id__43_d32e2569
ist	bv_doc_id__43_d32e2571
<g/>
.	
Der	bv_doc_id__43_d32e2575
Vorsitzende	bv_doc_id__43_d32e2577
erklärt	bv_doc_id__43_d32e2580
daraufhin	bv_doc_id__43_d32e2582
<g/>
,	
daß	bv_doc_id__43_d32e2586
man	bv_doc_id__43_d32e2588
an	bv_doc_id__43_d32e2590
geeigneter	bv_doc_id__43_d32e2593
Stelle	bv_doc_id__43_d32e2595
einen	bv_doc_id__43_d32e2597
Landesamtsdirekter	bv_doc_id__43_d32e2599
vorsehen	bv_doc_id__43_d32e2601
müsse	bv_doc_id__43_d32e2603
<g/>
,	
der	bv_doc_id__43_d32e2608
für	bv_doc_id__43_d32e2610
die	bv_doc_id__43_d32e2612
Vollziehung	bv_doc_id__43_d32e2614
der	bv_doc_id__43_d32e2616
Bundesgesetze	bv_doc_id__43_d32e2619
der	bv_doc_id__43_d32e2621
Bundesregierung	bv_doc_id__43_d32e2623
verantwortlich	bv_doc_id__43_d32e2625
ist	bv_doc_id__43_d32e2627
<g/>
.	
Bei	bv_doc_id__43_d32e2632
Erörterung	bv_doc_id__43_d32e2634
des	bv_doc_id__43_d32e2636
Art.	bv_doc_id__43_d32e2638
87.	bv_doc_id__43_d32e2640
Abs	bv_doc_id__43_d32e2642
<g/>
.	
1	bv_doc_id__43_d32e2647
Linzer	bv_doc_id__43_d32e2649
Fassung	bv_doc_id__43_d32e2651
wird	bv_doc_id__43_d32e2653
Absetz	bv_doc_id__43_d32e2655
auf	bv_doc_id__43_d32e2658
Grund	bv_doc_id__43_d32e2660
eines	bv_doc_id__43_d32e2662
Antrages	bv_doc_id__43_d32e2664
Dr	bv_doc_id__43_d32e2666
<g/>
.	
Seipel	bv_doc_id__43_d32e2671
s	bv_doc_id__43_d32e2673
festgesetzt	bv_doc_id__43_d32e2675
<g/>
,	
daß	bv_doc_id__43_d32e2679
bei	bv_doc_id__43_d32e2681
Landesgesetz	bv_doc_id__43_d32e2684
die	bv_doc_id__43_d32e2686
Beurkundung	bv_doc_id__43_d32e2688
und	bv_doc_id__43_d32e2690
die	bv_doc_id__43_d32e2692
Gegenzeichnung	bv_doc_id__43_d32e2694
nach	bv_doc_id__43_d32e2697
den	bv_doc_id__43_d32e2699
Bestimmungen	bv_doc_id__43_d32e2701
der	bv_doc_id__43_d32e2703
Landesverfassung	bv_doc_id__43_d32e2705
und	bv_doc_id__43_d32e2707
die	bv_doc_id__43_d32e2710
Kundmachung	bv_doc_id__43_d32e2712
durch	bv_doc_id__43_d32e2714
die	bv_doc_id__43_d32e2716
Landesregierung	bv_doc_id__43_d32e2718
im	bv_doc_id__43_d32e2720
Landesgesetzblatte	bv_doc_id__43_d32e2723
zu	bv_doc_id__43_d32e2725
erfolgen	bv_doc_id__43_d32e2727
hat	bv_doc_id__43_d32e2729
<g/>
.	
Der	bv_doc_id__43_d32e2733
zweite	bv_doc_id__43_d32e2736
Absatz	bv_doc_id__43_d32e2738
wird	bv_doc_id__43_d32e2740
ohne	bv_doc_id__43_d32e2742
Aenderung	bv_doc_id__43_d32e2744
angeacamen	bv_doc_id__43_d32e2746
<g/>
.	
"Art.	bv_doc_id__43_d32e2751
87.	bv_doc_id__43_d32e2753
<g/>
(	
1	bv_doc_id__43_d32e2757
<g/>
)	
Zu	bv_doc_id__43_d32e2762
einem	bv_doc_id__43_d32e2764
Landesgesetz	bv_doc_id__43_d32e2766
ist	bv_doc_id__43_d32e2768
der	bv_doc_id__43_d32e2770
Beschluß	bv_doc_id__43_d32e2772
des	bv_doc_id__43_d32e2775
Landtages	bv_doc_id__43_d32e2777
<g/>
.	
die	bv_doc_id__43_d32e2781
Beurkundung	bv_doc_id__43_d32e2783
und	bv_doc_id__43_d32e2785
Gegenzeichnung	bv_doc_id__43_d32e2788
nach	bv_doc_id__43_d32e2790
den	bv_doc_id__43_d32e2792
Bestimmungen	bv_doc_id__43_d32e2794
der	bv_doc_id__43_d32e2796
Landesverfassung	bv_doc_id__43_d32e2798
und	bv_doc_id__43_d32e2801
die	bv_doc_id__43_d32e2803
Kundmachung	bv_doc_id__43_d32e2805
durch	bv_doc_id__43_d32e2807
die	bv_doc_id__43_d32e2809
Landesregierung	bv_doc_id__43_d32e2811
in	bv_doc_id__43_d32e2814
Landesgesetztlatt	bv_doc_id__43_d32e2816
erforderlich	bv_doc_id__43_d32e2818
<g/>
.	
<g/>
(	
2	bv_doc_id__43_d32e2824
<g/>
)	
Ioseweit	bv_doc_id__43_d32e2829
ein	bv_doc_id__43_d32e2831
Lendesgesetz	bv_doc_id__43_d32e2833
bei	bv_doc_id__43_d32e2835
der	bv_doc_id__43_d32e2837
Vollziehung	bv_doc_id__43_d32e2840
die	bv_doc_id__43_d32e2842
Mitwirkung	bv_doc_id__43_d32e2844
von	bv_doc_id__43_d32e2846
Bundesbehorden	bv_doc_id__43_d32e2848
versieht	bv_doc_id__43_d32e2850
<g/>
,	
muß	bv_doc_id__43_d32e2855
zu	bv_doc_id__43_d32e2857
dieser	bv_doc_id__43_d32e2859
Uitwirkung	bv_doc_id__43_d32e2861
die	bv_doc_id__43_d32e2863
Zustimmung	bv_doc_id__43_d32e2866
der	bv_doc_id__43_d32e2868
Bundesbehorden	bv_doc_id__43_d32e2870
eingehelt	bv_doc_id__43_d32e2872
werden	bv_doc_id__43_d32e2874
<g/>
.	
VerErteilung	bv_doc_id__43_d32e2879
der	bv_doc_id__43_d32e2881
Zustimmung	bv_doc_id__43_d32e2883
kann	bv_doc_id__43_d32e2885
ein	bv_doc_id__43_d32e2887
solches	bv_doc_id__43_d32e2889
Landesgegetz	bv_doc_id__43_d32e2892
nicht	bv_doc_id__43_d32e2894
kundgemacht	bv_doc_id__43_d32e2896
werden	bv_doc_id__43_d32e2898
<g/>
.	
Bei	bv_doc_id__43_d32e2902
Besprechung	bv_doc_id__43_d32e2905
des	bv_doc_id__43_d32e2907
Art.	bv_doc_id__43_d32e2909
88	bv_doc_id__43_d32e2911
verweist	bv_doc_id__43_d32e2913
der	bv_doc_id__43_d32e2915
Vereitzehde	bv_doc_id__43_d32e2918
<g/>
,	
als	bv_doc_id__43_d32e2922
6	bv_doc_id__43_d32e2926
von	bv_doc_id__43_d32e2928
christlichsozialer	bv_doc_id__43_d32e2931
Seite	bv_doc_id__43_d32e2933
eine	bv_doc_id__43_d32e2935
Verkürzung	bv_doc_id__43_d32e2937
der	bv_doc_id__43_d32e2939
Frist	bv_doc_id__43_d32e2941
gewünscht	bv_doc_id__43_d32e2944
wird	bv_doc_id__43_d32e2946
<g/>
,	
auf	bv_doc_id__43_d32e2950
die	bv_doc_id__43_d32e2952
Fassung	bv_doc_id__43_d32e2954
des	bv_doc_id__43_d32e2957
Art.	bv_doc_id__43_d32e2959
84	bv_doc_id__43_d32e2961
<g/>
(	
904	bv_doc_id__43_d32e2965
d	bv_doc_id__43_d32e2967
<g/>
.	
B	bv_doc_id__43_d32e2972
<g/>
.):	
hier	bv_doc_id__43_d32e2976
sei	bv_doc_id__43_d32e2978
ein	bv_doc_id__43_d32e2980
besonderer	bv_doc_id__43_d32e2983
Fall	bv_doc_id__43_d32e2985
vorgesehen	bv_doc_id__43_d32e2987
<g/>
,	
in	bv_doc_id__43_d32e2991
dem	bv_doc_id__43_d32e2993
die	bv_doc_id__43_d32e2996
Zustimmung	bv_doc_id__43_d32e2998
des	bv_doc_id__43_d32e3000
Bundeerstes	bv_doc_id__43_d32e3002
als	bv_doc_id__43_d32e3004
des	bv_doc_id__43_d32e3006
geneinsanen	bv_doc_id__43_d32e3009
Organes	bv_doc_id__43_d32e3011
der	bv_doc_id__43_d32e3013
Länder	bv_doc_id__43_d32e3015
erforderlich	bv_doc_id__43_d32e3017
ist	bv_doc_id__43_d32e3019
<g/>
.	
Dr	bv_doc_id__43_d32e3024
<g/>
.	
Seipel	bv_doc_id__43_d32e3028
spracht	bv_doc_id__43_d32e3030
sich	bv_doc_id__43_d32e3032
im	bv_doc_id__43_d32e3035
Interesse	bv_doc_id__43_d32e3037
der	bv_doc_id__43_d32e3039
Selbständigkert	bv_doc_id__43_d32e3041
der	bv_doc_id__43_d32e3043
Länder	bv_doc_id__43_d32e3045
dagegen	bv_doc_id__43_d32e3048
aus	bv_doc_id__43_d32e3050
<g/>
,	
daß	bv_doc_id__43_d32e3054
ihre	bv_doc_id__43_d32e3056
eigene	bv_doc_id__43_d32e3058
Gesetzgebung	bv_doc_id__43_d32e3061
durch	bv_doc_id__43_d32e3063
die	bv_doc_id__43_d32e3065
mit	bv_doc_id__43_d32e3067
Beschlußfasgung	bv_doc_id__43_d32e3069
der	bv_doc_id__43_d32e3071
anderen	bv_doc_id__43_d32e3074
Länder	bv_doc_id__43_d32e3076
eingeschränkt	bv_doc_id__43_d32e3078
werde	bv_doc_id__43_d32e3080
<g/>
,	
eher	bv_doc_id__43_d32e3084
ließe	bv_doc_id__43_d32e3087
sich	bv_doc_id__43_d32e3089
eine	bv_doc_id__43_d32e3091
Remedur	bv_doc_id__43_d32e3093
durch	bv_doc_id__43_d32e3095
Volksabstinnung	bv_doc_id__43_d32e3097
denken	bv_doc_id__43_d32e3100
<g/>
.	
Mg	bv_doc_id__43_d32e3104
<g/>
.	
Cless	bv_doc_id__43_d32e3108
in	bv_doc_id__43_d32e3110
sieht	bv_doc_id__43_d32e3113
eine	bv_doc_id__43_d32e3115
grossere	bv_doc_id__43_d32e3117
Einschränkung	bv_doc_id__43_d32e3119
der	bv_doc_id__43_d32e3121
Länderselbständigkeit	bv_doc_id__43_d32e3123
darin	bv_doc_id__43_d32e3126
<g/>
,	
daß	bv_doc_id__43_d32e3130
bei	bv_doc_id__43_d32e3132
möglicher	bv_doc_id__43_d32e3134
Befähriung	bv_doc_id__43_d32e3136
der	bv_doc_id__43_d32e3139
Bundesinteressen	bv_doc_id__43_d32e3141
die	bv_doc_id__43_d32e3143
Bundesbevölkerung	bv_doc_id__43_d32e3145
zu	bv_doc_id__43_d32e3147
entscheiden	bv_doc_id__43_d32e3149
hätte	bv_doc_id__43_d32e3152
<g/>
.	
Nichtiger	bv_doc_id__43_d32e3156
erscheint	bv_doc_id__43_d32e3158
ihm	bv_doc_id__43_d32e3160
<g/>
,	
daß	bv_doc_id__43_d32e3165
je	bv_doc_id__43_d32e3167
der	bv_doc_id__43_d32e3169
Gesetzesbeschluß	bv_doc_id__43_d32e3171
der	bv_doc_id__43_d32e3173
Fundesregierung	bv_doc_id__43_d32e3175
vorgelegt	bv_doc_id__43_d32e3178
werde	bv_doc_id__43_d32e3180
<g/>
.	
damit	bv_doc_id__43_d32e3184
diese	bv_doc_id__43_d32e3186
noch	bv_doc_id__43_d32e3188
ver	bv_doc_id__43_d32e3191
Inkrafttreten	bv_doc_id__43_d32e3193
in	bv_doc_id__43_d32e3195
der	bv_doc_id__43_d32e3197
Lage	bv_doc_id__43_d32e3199
ist	bv_doc_id__43_d32e3201
eine	bv_doc_id__43_d32e3204
Klage	bv_doc_id__43_d32e3206
beim	bv_doc_id__43_d32e3208
Verfossungsgerichtshof	bv_doc_id__43_d32e3210
einzubringen	bv_doc_id__43_d32e3212
und	bv_doc_id__43_d32e3214
stellt	bv_doc_id__43_d32e3217
den	bv_doc_id__43_d32e3219
Antrag	bv_doc_id__43_d32e3221
<g/>
,	
den	bv_doc_id__43_d32e3225
2.	bv_doc_id__43_d32e3227
Absatz	bv_doc_id__43_d32e3230
in	bv_doc_id__43_d32e3232
diesem	bv_doc_id__43_d32e3234
Sinne	bv_doc_id__43_d32e3236
abzuändern	bv_doc_id__43_d32e3238
<g/>
.	
Abg	bv_doc_id__43_d32e3243
<g/>
.	
Leuthner	bv_doc_id__43_d32e3247
findet	bv_doc_id__43_d32e3249
es	bv_doc_id__43_d32e3251
dagegen	bv_doc_id__43_d32e3253
unerträglich	bv_doc_id__43_d32e3256
<g/>
,	
daß	bv_doc_id__43_d32e3260
die	bv_doc_id__43_d32e3262
Länder	bv_doc_id__43_d32e3264
wohl	bv_doc_id__43_d32e3266
ein	bv_doc_id__43_d32e3269
aufschiebendes	bv_doc_id__43_d32e3271
Veto	bv_doc_id__43_d32e3273
gegenüber	bv_doc_id__43_d32e3275
Beschlussen	bv_doc_id__43_d32e3277
des	bv_doc_id__43_d32e3279
Aatienalretes	bv_doc_id__43_d32e3282
haben	bv_doc_id__43_d32e3284
<g/>
,	
die	bv_doc_id__43_d32e3288
Bundesregierung	bv_doc_id__43_d32e3290
sich	bv_doc_id__43_d32e3292
ster	bv_doc_id__43_d32e3295
erst	bv_doc_id__43_d32e3297
an	bv_doc_id__43_d32e3299
den	bv_doc_id__43_d32e3301
Verfassungsgerichtshof	bv_doc_id__43_d32e3303
wenden	bv_doc_id__43_d32e3305
müsse	bv_doc_id__43_d32e3308
<g/>
.	
Prof	bv_doc_id__43_d32e3312
<g/>
.	
Dr	bv_doc_id__43_d32e3316
<g/>
.	
Kelsen	bv_doc_id__43_d32e3321
meint	bv_doc_id__43_d32e3323
<g/>
,	
daß	bv_doc_id__43_d32e3327
man	bv_doc_id__43_d32e3329
einen	bv_doc_id__43_d32e3331
eklatanten	bv_doc_id__43_d32e3334
<g/>
.	
Verfessungskenflikt	bv_doc_id__43_d32e3338
doch	bv_doc_id__43_d32e3340
verher	bv_doc_id__43_d32e3342
zu	bv_doc_id__43_d32e3344
vermeiden	bv_doc_id__43_d32e3347
trachten	bv_doc_id__43_d32e3349
soll	bv_doc_id__43_d32e3351
<g/>
.	
ene	bv_doc_id__43_d32e3355
man	bv_doc_id__43_d32e3357
den	bv_doc_id__43_d32e3360
Verfassungsgerichtstrf	bv_doc_id__43_d32e3362
anruft	bv_doc_id__43_d32e3364
<g/>
.	
Daher	bv_doc_id__43_d32e3368
sollte	bv_doc_id__43_d32e3370
das	bv_doc_id__43_d32e3373
Land	bv_doc_id__43_d32e3375
nach	bv_doc_id__43_d32e3377
dem	bv_doc_id__43_d32e3379
Katwurf	bv_doc_id__43_d32e3381
erst	bv_doc_id__43_d32e3383
gewarnt	bv_doc_id__43_d32e3386
werden	bv_doc_id__43_d32e3388
<g/>
.	
AbB	bv_doc_id__43_d32e3392
<g/>
.	
Fi	bv_doc_id__43_d32e3396
n	bv_doc_id__43_d32e3399
k	bv_doc_id__43_d32e3401
hält	bv_doc_id__43_d32e3403
es	bv_doc_id__43_d32e3405
für	bv_doc_id__43_d32e3407
zwecknässiger	bv_doc_id__43_d32e3409
<g/>
,	
wenn	bv_doc_id__43_d32e3414
der	bv_doc_id__43_d32e3416
Neg	bv_doc_id__43_d32e3418
gut	bv_doc_id__43_d32e3420
liche	bv_doc_id__43_d32e3422
Vereinberung	bv_doc_id__43_d32e3425
vergesehen	bv_doc_id__43_d32e3427
<g/>
,	
munscht	bv_doc_id__43_d32e3431
aber	bv_doc_id__43_d32e3433
statt	bv_doc_id__43_d32e3435
»Bekanntmächung-	bv_doc_id__43_d32e3438
»Eintreffen	bv_doc_id__43_d32e3440
des	bv_doc_id__43_d32e3442
Beschlusses	bv_doc_id__43_d32e3444
beim	bv_doc_id__43_d32e3446
betreffenden	bv_doc_id__43_d32e3448
Staatsant-	bv_doc_id__43_d32e3451
<g/>
,	
von	bv_doc_id__43_d32e3455
weschen	bv_doc_id__43_d32e3457
Tag	bv_doc_id__43_d32e3459
an	bv_doc_id__43_d32e3461
die	bv_doc_id__43_d32e3464
Frist	bv_doc_id__43_d32e3466
mit	bv_doc_id__43_d32e3468
vier	bv_doc_id__43_d32e3470
Wechen	bv_doc_id__43_d32e3472
zu	bv_doc_id__43_d32e3474
geeseir	bv_doc_id__43_d32e3477
bemessen	bv_doc_id__43_d32e3479
wäre	bv_doc_id__43_d32e3481
<g/>
.	
Sekt	bv_doc_id__43_d32e3485
<g/>
.	
Rat	bv_doc_id__43_d32e3490
Dr	bv_doc_id__43_d32e3492
<g/>
.	
Mannlicher	bv_doc_id__43_d32e3496
regtan	bv_doc_id__43_d32e3498
<g/>
.	
oo	bv_doc_id__43_d32e3503
nicht	bv_doc_id__43_d32e3505
znechs	bv_doc_id__43_d32e3507
raschen	bv_doc_id__43_d32e3509
Vollzuges	bv_doc_id__43_d32e3511
die	bv_doc_id__43_d32e3513
Bundesregierung	bv_doc_id__43_d32e3516
auch	bv_doc_id__43_d32e3518
erklären	bv_doc_id__43_d32e3520
könne	bv_doc_id__43_d32e3522
<g/>
,	
dass	bv_doc_id__43_d32e3526
sie	bv_doc_id__43_d32e3529
keinen	bv_doc_id__43_d32e3531
Einspruch	bv_doc_id__43_d32e3533
erhebt	bv_doc_id__43_d32e3535
<g/>
,	
wrrauthin	bv_doc_id__43_d32e3539
das	bv_doc_id__43_d32e3542
Gesetz	bv_doc_id__43_d32e3544
sefort	bv_doc_id__43_d32e3546
kundgemacht	bv_doc_id__43_d32e3548
werden	bv_doc_id__43_d32e3550
könnte	bv_doc_id__43_d32e3552
<g/>
.	
Prof	bv_doc_id__43_d32e3557
<g/>
.	
Dr	bv_doc_id__43_d32e3561
<g/>
.	
kel	bv_doc_id__43_d32e3565
sen	bv_doc_id__43_d32e3568
fintet	bv_doc_id__43_d32e3570
den	bv_doc_id__43_d32e3572
Verzug	bv_doc_id__43_d32e3574
gegen	bv_doc_id__43_d32e3576
den	bv_doc_id__43_d32e3578
gegenwirtigen	bv_doc_id__43_d32e3581
Zu-	bv_doc_id__43_d32e3583
-7-	bv_doc_id__43_d32e3587
stand	bv_doc_id__43_d32e3589
darin	bv_doc_id__43_d32e3591
<g/>
,	
dass	bv_doc_id__43_d32e3596
jetzt	bv_doc_id__43_d32e3598
eine	bv_doc_id__43_d32e3600
Klage	bv_doc_id__43_d32e3602
erst	bv_doc_id__43_d32e3604
nach	bv_doc_id__43_d32e3607
Kundmachung	bv_doc_id__43_d32e3609
nöglich	bv_doc_id__43_d32e3611
ist	bv_doc_id__43_d32e3613
<g/>
,	
während	bv_doc_id__43_d32e3617
die	bv_doc_id__43_d32e3620
künftig	bv_doc_id__43_d32e3622
im	bv_doc_id__43_d32e3624
fateresse	bv_doc_id__43_d32e3626
der	bv_doc_id__43_d32e3628
formalen	bv_doc_id__43_d32e3630
Selbständigkeit	bv_doc_id__43_d32e3633
schen	bv_doc_id__43_d32e3635
vorher	bv_doc_id__43_d32e3637
geltend	bv_doc_id__43_d32e3639
gemacht	bv_doc_id__43_d32e3641
werden	bv_doc_id__43_d32e3643
kann	bv_doc_id__43_d32e3646
<g/>
.	
Der	bv_doc_id__43_d32e3650
Antrag	bv_doc_id__43_d32e3652
Dr	bv_doc_id__43_d32e3654
<g/>
.	
Seipel	bv_doc_id__43_d32e3659
s	bv_doc_id__43_d32e3661
<g/>
.	
dass	bv_doc_id__43_d32e3665
der	bv_doc_id__43_d32e3667
Einspruch	bv_doc_id__43_d32e3669
mit	bv_doc_id__43_d32e3672
Begründung	bv_doc_id__43_d32e3674
versehen	bv_doc_id__43_d32e3676
sein	bv_doc_id__43_d32e3678
müsse	bv_doc_id__43_d32e3680
<g/>
,	
und	bv_doc_id__43_d32e3685
dass	bv_doc_id__43_d32e3687
die	bv_doc_id__43_d32e3689
Frist	bv_doc_id__43_d32e3691
mit	bv_doc_id__43_d32e3693
vier	bv_doc_id__43_d32e3695
kochen	bv_doc_id__43_d32e3698
festzusetzen	bv_doc_id__43_d32e3700
ser	bv_doc_id__43_d32e3702
<g/>
,	
wird	bv_doc_id__43_d32e3706
angenommen	bv_doc_id__43_d32e3708
<g/>
,	
während	bv_doc_id__43_d32e3713
die	bv_doc_id__43_d32e3715
Bestimmung	bv_doc_id__43_d32e3717
des	bv_doc_id__43_d32e3719
Linzer	bv_doc_id__43_d32e3721
Eatwurfes	bv_doc_id__43_d32e3724
<g/>
(	
6	bv_doc_id__43_d32e3728
Wochen	bv_doc_id__43_d32e3730
<g/>
)	
und	bv_doc_id__43_d32e3734
ein	bv_doc_id__43_d32e3737
Antrag	bv_doc_id__43_d32e3739
des	bv_doc_id__43_d32e3741
Abg	bv_doc_id__43_d32e3743
<g/>
.	
Leuthner	bv_doc_id__43_d32e3747
auf	bv_doc_id__43_d32e3750
8	bv_doc_id__43_d32e3752
Wochen	bv_doc_id__43_d32e3754
abgelehnt	bv_doc_id__43_d32e3756
werden	bv_doc_id__43_d32e3758
<g/>
.	
Angenommen	bv_doc_id__43_d32e3763
wird	bv_doc_id__43_d32e3765
ferner	bv_doc_id__43_d32e3767
ein	bv_doc_id__43_d32e3769
Antrag	bv_doc_id__43_d32e3771
des	bv_doc_id__43_d32e3773
Abg	bv_doc_id__43_d32e3776
<g/>
.	
Fi	bv_doc_id__43_d32e3780
a	bv_doc_id__43_d32e3782
k	bv_doc_id__43_d32e3784
<g/>
.	
"vom	bv_doc_id__43_d32e3789
Tage	bv_doc_id__43_d32e3791
des	bv_doc_id__43_d32e3793
Einlangens	bv_doc_id__43_d32e3795
des	bv_doc_id__43_d32e3797
Gesetzesbeschlusges	bv_doc_id__43_d32e3799
bei	bv_doc_id__43_d32e3802
der	bv_doc_id__43_d32e3804
Steatsregierungr	bv_doc_id__43_d32e3806
<g/>
.	
Die	bv_doc_id__43_d32e3810
Staststanzler	bv_doc_id__43_d32e3812
wird	bv_doc_id__43_d32e3815
um	bv_doc_id__43_d32e3817
Feraulierung	bv_doc_id__43_d32e3819
des	bv_doc_id__43_d32e3821
Gedankens	bv_doc_id__43_d32e3823
ersucht	bv_doc_id__43_d32e3825
<g/>
,	
da	bv_doc_id__43_d32e3830
analeg	bv_doc_id__43_d32e3832
den	bv_doc_id__43_d32e3834
Einspruchsverfahren	bv_doc_id__43_d32e3836
beim	bv_doc_id__43_d32e3838
Buadesrat	bv_doc_id__43_d32e3841
