<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
dürfen	bv_doc_id__68_d52e3731
nur	bv_doc_id__68_d52e3734
auf	bv_doc_id__68_d52e3736
Grund	bv_doc_id__68_d52e3738
von	bv_doc_id__68_d52e3740
Gesetzen	bv_doc_id__68_d52e3742
verliehen	bv_doc_id__68_d52e3744
werden	bv_doc_id__68_d52e3747
<g/>
.	
Ausländische	bv_doc_id__68_d52e3751
Titel	bv_doc_id__68_d52e3753
und	bv_doc_id__68_d52e3755
Ehrenzeichen	bv_doc_id__68_d52e3757
dürfen	bv_doc_id__68_d52e3760
nur	bv_doc_id__68_d52e3762
mit	bv_doc_id__68_d52e3764
Zustimmung	bv_doc_id__68_d52e3766
der	bv_doc_id__68_d52e3768
Bundesregierung	bv_doc_id__68_d52e3770
angenommen	bv_doc_id__68_d52e3773
werden	bv_doc_id__68_d52e3775
<g/>
.	
Art.	bv_doc_id__68_d52e3785
13.	bv_doc_id__68_d52e3787
Freiheit	bv_doc_id__68_d52e3794
der	bv_doc_id__68_d52e3796
Person	bv_doc_id__68_d52e3798
<g/>
.	
Die	bv_doc_id__68_d52e3803
Freiheit	bv_doc_id__68_d52e3805
der	bv_doc_id__68_d52e3807
Person	bv_doc_id__68_d52e3809
ist	bv_doc_id__68_d52e3812
unverletzlich	bv_doc_id__68_d52e3814
<g/>
.	
Außer	bv_doc_id__68_d52e3818
im	bv_doc_id__68_d52e3820
Falle	bv_doc_id__68_d52e3822
der	bv_doc_id__68_d52e3825
Ergreifung	bv_doc_id__68_d52e3827
auf	bv_doc_id__68_d52e3829
frischer	bv_doc_id__68_d52e3831
Tat	bv_doc_id__68_d52e3833
kann	bv_doc_id__68_d52e3835
eine	bv_doc_id__68_d52e3838
Verhaftung	bv_doc_id__68_d52e3840
nur	bv_doc_id__68_d52e3842
auf	bv_doc_id__68_d52e3844
Grund	bv_doc_id__68_d52e3846
eines	bv_doc_id__68_d52e3848
Befehles	bv_doc_id__68_d52e3851
erfolgen	bv_doc_id__68_d52e3853
<g/>
,	
der	bv_doc_id__68_d52e3857
von	bv_doc_id__68_d52e3859
einem	bv_doc_id__68_d52e3861
Strafgericht	bv_doc_id__68_d52e3864
oder	bv_doc_id__68_d52e3866
Gefällsstrafgericht	bv_doc_id__68_d52e3868
erlassen	bv_doc_id__68_d52e3870
ist	bv_doc_id__68_d52e3872
<g/>
.	
Der	bv_doc_id__68_d52e3877
Verhaftete	bv_doc_id__68_d52e3879
ist	bv_doc_id__68_d52e3881
im	bv_doc_id__68_d52e3883
Laufe	bv_doc_id__68_d52e3885
des	bv_doc_id__68_d52e3887
folgenden	bv_doc_id__68_d52e3890
Tages	bv_doc_id__68_d52e3892
dem	bv_doc_id__68_d52e3894
Gerichte	bv_doc_id__68_d52e3896
zu	bv_doc_id__68_d52e3898
übergeben	bv_doc_id__68_d52e3900
oder	bv_doc_id__68_d52e3903
freizulassen	bv_doc_id__68_d52e3905
<g/>
.	
Widerrechtlich	bv_doc_id__68_d52e3909
verfügte	bv_doc_id__68_d52e3911
oder	bv_doc_id__68_d52e3913
verlängerte	bv_doc_id__68_d52e3916
Gefangenschaft	bv_doc_id__68_d52e3918
gewährt	bv_doc_id__68_d52e3920
Anspruch	bv_doc_id__68_d52e3922
auf	bv_doc_id__68_d52e3924
Genugtuung	bv_doc_id__68_d52e3926
und	bv_doc_id__68_d52e3929
Schadenersatz	bv_doc_id__68_d52e3931
<g/>
.	
Dieser	bv_doc_id__68_d52e3935
Anspruch	bv_doc_id__68_d52e3937
besteht	bv_doc_id__68_d52e3939
gegen	bv_doc_id__68_d52e3942
den	bv_doc_id__68_d52e3944
Staat	bv_doc_id__68_d52e3946
und	bv_doc_id__68_d52e3948
ist	bv_doc_id__68_d52e3950
im	bv_doc_id__68_d52e3952
ordentlichen	bv_doc_id__68_d52e3955
Rechtswege	bv_doc_id__68_d52e3957
geltend	bv_doc_id__68_d52e3959
zu	bv_doc_id__68_d52e3961
machen	bv_doc_id__68_d52e3963
<g/>
.	
Art.	bv_doc_id__68_d52e3785
13.	bv_doc_id__68_d52e3787
Freiheit	bv_doc_id__68_d52e3794
der	bv_doc_id__68_d52e3796
Person	bv_doc_id__68_d52e3798
<g/>
.	
Die	bv_doc_id__68_d52e3803
Freiheit	bv_doc_id__68_d52e3805
der	bv_doc_id__68_d52e3807
Person	bv_doc_id__68_d52e3809
ist	bv_doc_id__68_d52e3812
unverletzlich	bv_doc_id__68_d52e3814
<g/>
.	
Außer	bv_doc_id__68_d52e3818
im	bv_doc_id__68_d52e3820
Falle	bv_doc_id__68_d52e3822
der	bv_doc_id__68_d52e3825
Ergreifung	bv_doc_id__68_d52e3827
auf	bv_doc_id__68_d52e3829
frischer	bv_doc_id__68_d52e3831
Tat	bv_doc_id__68_d52e3833
kann	bv_doc_id__68_d52e3835
eine	bv_doc_id__68_d52e3838
Verhaftung	bv_doc_id__68_d52e3840
nur	bv_doc_id__68_d52e3842
auf	bv_doc_id__68_d52e3844
Grund	bv_doc_id__68_d52e3846
eines	bv_doc_id__68_d52e3848
Befehles	bv_doc_id__68_d52e3851
erfolgen	bv_doc_id__68_d52e3853
<g/>
,	
der	bv_doc_id__68_d52e3857
von	bv_doc_id__68_d52e3859
einem	bv_doc_id__68_d52e3861
Strafgericht	bv_doc_id__68_d52e3864
oder	bv_doc_id__68_d52e3866
Gefällsstrafgericht	bv_doc_id__68_d52e3868
erlassen	bv_doc_id__68_d52e3870
ist	bv_doc_id__68_d52e3872
<g/>
.	
Der	bv_doc_id__68_d52e3877
Verhaftete	bv_doc_id__68_d52e3879
ist	bv_doc_id__68_d52e3881
im	bv_doc_id__68_d52e3883
Laufe	bv_doc_id__68_d52e3885
des	bv_doc_id__68_d52e3887
folgenden	bv_doc_id__68_d52e3890
Tages	bv_doc_id__68_d52e3892
dem	bv_doc_id__68_d52e3894
Gerichte	bv_doc_id__68_d52e3896
zu	bv_doc_id__68_d52e3898
übergeben	bv_doc_id__68_d52e3900
oder	bv_doc_id__68_d52e3903
freizulassen	bv_doc_id__68_d52e3905
<g/>
.	
Widerrechtlich	bv_doc_id__68_d52e3909
verfügte	bv_doc_id__68_d52e3911
oder	bv_doc_id__68_d52e3913
verlängerte	bv_doc_id__68_d52e3916
Gefangenschaft	bv_doc_id__68_d52e3918
gewährt	bv_doc_id__68_d52e3920
Anspruch	bv_doc_id__68_d52e3922
auf	bv_doc_id__68_d52e3924
Genugtuung	bv_doc_id__68_d52e3926
und	bv_doc_id__68_d52e3929
Schadenersatz	bv_doc_id__68_d52e3931
<g/>
.	
Dieser	bv_doc_id__68_d52e3935
Anspruch	bv_doc_id__68_d52e3937
besteht	bv_doc_id__68_d52e3939
gegen	bv_doc_id__68_d52e3942
den	bv_doc_id__68_d52e3944
Staat	bv_doc_id__68_d52e3946
und	bv_doc_id__68_d52e3948
ist	bv_doc_id__68_d52e3950
im	bv_doc_id__68_d52e3952
ordentlichen	bv_doc_id__68_d52e3955
Rechtswege	bv_doc_id__68_d52e3957
geltend	bv_doc_id__68_d52e3959
zu	bv_doc_id__68_d52e3961
machen	bv_doc_id__68_d52e3963
<g/>
.	
Art.	bv_doc_id__68_d52e3973
14.	bv_doc_id__68_d52e3975
Freiheit	bv_doc_id__68_d52e3982
der	bv_doc_id__68_d52e3984
Wohnung	bv_doc_id__68_d52e3986
<g/>
.	
Die	bv_doc_id__68_d52e3991
Wohnung	bv_doc_id__68_d52e3993
jedes	bv_doc_id__68_d52e3995
Staatsbürgers	bv_doc_id__68_d52e3997
ist	bv_doc_id__68_d52e4000
für	bv_doc_id__68_d52e4002
ihn	bv_doc_id__68_d52e4004
eine	bv_doc_id__68_d52e4006
unverletzliche	bv_doc_id__68_d52e4008
Freistätte	bv_doc_id__68_d52e4010
<g/>
.	
Eine	bv_doc_id__68_d52e4015
Hausdurchsuchung	bv_doc_id__68_d52e4017
ist	bv_doc_id__68_d52e4019
nur	bv_doc_id__68_d52e4021
zulässig	bv_doc_id__68_d52e4023
auf	bv_doc_id__68_d52e4026
Grund	bv_doc_id__68_d52e4028
eines	bv_doc_id__68_d52e4030
richterlichen	bv_doc_id__68_d52e4032
Befehles	bv_doc_id__68_d52e4034
(Art.	bv_doc_id__68_d52e4036
13	bv_doc_id__68_d52e4039
<g/>
),	
im	bv_doc_id__68_d52e4043
Falle	bv_doc_id__68_d52e4045
der	bv_doc_id__68_d52e4047
Verfolgung	bv_doc_id__68_d52e4049
auf	bv_doc_id__68_d52e4052
frischer	bv_doc_id__68_d52e4054
Tat	bv_doc_id__68_d52e4056
auch	bv_doc_id__68_d52e4058
durch	bv_doc_id__68_d52e4060
den	bv_doc_id__68_d52e4062
gesetzlich	bv_doc_id__68_d52e4065
berechtigten	bv_doc_id__68_d52e4067
Beamten	bv_doc_id__68_d52e4069
<g/>
.	
<g/>
-	
4	bv_doc_id__68_d52e4078
<g/>
-	
Die	bv_doc_id__68_d52e4084
Unverletzlichkeit	bv_doc_id__68_d52e4087
der	bv_doc_id__68_d52e4089
Wohnung	bv_doc_id__68_d52e4091
verhindert	bv_doc_id__68_d52e4093
nicht	bv_doc_id__68_d52e4095
die	bv_doc_id__68_d52e4097
Verhaftung	bv_doc_id__68_d52e4100
eines	bv_doc_id__68_d52e4102
gerichtlich	bv_doc_id__68_d52e4104
Verfolgten	bv_doc_id__68_d52e4106
<g/>
.	
Gegen	bv_doc_id__68_d52e4110
das	bv_doc_id__68_d52e4113
Eindringen	bv_doc_id__68_d52e4115
von	bv_doc_id__68_d52e4117
Privatpersonen	bv_doc_id__68_d52e4119
wird	bv_doc_id__68_d52e4121
das	bv_doc_id__68_d52e4123
Recht	bv_doc_id__68_d52e4126
der	bv_doc_id__68_d52e4128
Selbsthilfe	bv_doc_id__68_d52e4130
anerkannt	bv_doc_id__68_d52e4132
<g/>
.	
Art.	bv_doc_id__68_d52e3973
14.	bv_doc_id__68_d52e3975
Freiheit	bv_doc_id__68_d52e3982
der	bv_doc_id__68_d52e3984
Wohnung	bv_doc_id__68_d52e3986
<g/>
.	
Die	bv_doc_id__68_d52e3991
Wohnung	bv_doc_id__68_d52e3993
jedes	bv_doc_id__68_d52e3995
Staatsbürgers	bv_doc_id__68_d52e3997
ist	bv_doc_id__68_d52e4000
für	bv_doc_id__68_d52e4002
ihn	bv_doc_id__68_d52e4004
eine	bv_doc_id__68_d52e4006
unverletzliche	bv_doc_id__68_d52e4008
Freistätte	bv_doc_id__68_d52e4010
<g/>
.	
Eine	bv_doc_id__68_d52e4015
Hausdurchsuchung	bv_doc_id__68_d52e4017
ist	bv_doc_id__68_d52e4019
nur	bv_doc_id__68_d52e4021
zulässig	bv_doc_id__68_d52e4023
auf	bv_doc_id__68_d52e4026
Grund	bv_doc_id__68_d52e4028
eines	bv_doc_id__68_d52e4030
richterlichen	bv_doc_id__68_d52e4032
Befehles	bv_doc_id__68_d52e4034
(Art.	bv_doc_id__68_d52e4036
13	bv_doc_id__68_d52e4039
<g/>
),	
im	bv_doc_id__68_d52e4043
Falle	bv_doc_id__68_d52e4045
der	bv_doc_id__68_d52e4047
Verfolgung	bv_doc_id__68_d52e4049
auf	bv_doc_id__68_d52e4052
frischer	bv_doc_id__68_d52e4054
Tat	bv_doc_id__68_d52e4056
auch	bv_doc_id__68_d52e4058
durch	bv_doc_id__68_d52e4060
den	bv_doc_id__68_d52e4062
gesetzlich	bv_doc_id__68_d52e4065
berechtigten	bv_doc_id__68_d52e4067
Beamten	bv_doc_id__68_d52e4069
<g/>
.	
<g/>
-	
4	bv_doc_id__68_d52e4078
<g/>
-	
Die	bv_doc_id__68_d52e4084
Unverletzlichkeit	bv_doc_id__68_d52e4087
der	bv_doc_id__68_d52e4089
Wohnung	bv_doc_id__68_d52e4091
verhindert	bv_doc_id__68_d52e4093
nicht	bv_doc_id__68_d52e4095
die	bv_doc_id__68_d52e4097
Verhaftung	bv_doc_id__68_d52e4100
eines	bv_doc_id__68_d52e4102
gerichtlich	bv_doc_id__68_d52e4104
Verfolgten	bv_doc_id__68_d52e4106
<g/>
.	
Gegen	bv_doc_id__68_d52e4110
das	bv_doc_id__68_d52e4113
Eindringen	bv_doc_id__68_d52e4115
von	bv_doc_id__68_d52e4117
Privatpersonen	bv_doc_id__68_d52e4119
wird	bv_doc_id__68_d52e4121
das	bv_doc_id__68_d52e4123
Recht	bv_doc_id__68_d52e4126
der	bv_doc_id__68_d52e4128
Selbsthilfe	bv_doc_id__68_d52e4130
anerkannt	bv_doc_id__68_d52e4132
<g/>
.	
Art.	bv_doc_id__68_d52e4143
15.	bv_doc_id__68_d52e4145
Freiheit	bv_doc_id__68_d52e4152
der	bv_doc_id__68_d52e4154
Mitteilung	bv_doc_id__68_d52e4156
<g/>
.	
Das	bv_doc_id__68_d52e4161
Briefgeheimnis	bv_doc_id__68_d52e4163
<g/>
,	
das	bv_doc_id__68_d52e4167
Post=	bv_doc_id__68_d52e4170
<g/>
,	
Telegraphen=	bv_doc_id__68_d52e4174
und	bv_doc_id__68_d52e4176
Fernsprechgeheimnis	bv_doc_id__68_d52e4178
ist	bv_doc_id__68_d52e4180
unverletzlich	bv_doc_id__68_d52e4183
<g/>
.	
Eingriffe	bv_doc_id__68_d52e4187
können	bv_doc_id__68_d52e4189
durch	bv_doc_id__68_d52e4191
Gesetz	bv_doc_id__68_d52e4193
für	bv_doc_id__68_d52e4196
zulässig	bv_doc_id__68_d52e4198
erklärt	bv_doc_id__68_d52e4200
werden	bv_doc_id__68_d52e4202
<g/>
.	
Art.	bv_doc_id__68_d52e4143
15.	bv_doc_id__68_d52e4145
Freiheit	bv_doc_id__68_d52e4152
der	bv_doc_id__68_d52e4154
Mitteilung	bv_doc_id__68_d52e4156
<g/>
.	
Das	bv_doc_id__68_d52e4161
Briefgeheimnis	bv_doc_id__68_d52e4163
<g/>
,	
das	bv_doc_id__68_d52e4167
Post=	bv_doc_id__68_d52e4170
<g/>
,	
Telegraphen=	bv_doc_id__68_d52e4174
und	bv_doc_id__68_d52e4176
Fernsprechgeheimnis	bv_doc_id__68_d52e4178
ist	bv_doc_id__68_d52e4180
unverletzlich	bv_doc_id__68_d52e4183
<g/>
.	
Eingriffe	bv_doc_id__68_d52e4187
können	bv_doc_id__68_d52e4189
durch	bv_doc_id__68_d52e4191
Gesetz	bv_doc_id__68_d52e4193
für	bv_doc_id__68_d52e4196
zulässig	bv_doc_id__68_d52e4198
erklärt	bv_doc_id__68_d52e4200
werden	bv_doc_id__68_d52e4202
<g/>
.	
Art.	bv_doc_id__68_d52e4212
16.	bv_doc_id__68_d52e4214
Freizügigkeit	bv_doc_id__68_d52e4221
<g/>
.	
Jeder	bv_doc_id__68_d52e4226
Staatsbürger	bv_doc_id__68_d52e4228
hat	bv_doc_id__68_d52e4230
das	bv_doc_id__68_d52e4232
Recht	bv_doc_id__68_d52e4235
der	bv_doc_id__68_d52e4237
Freizügigkeit	bv_doc_id__68_d52e4239
der	bv_doc_id__68_d52e4241
Person	bv_doc_id__68_d52e4243
und	bv_doc_id__68_d52e4245
des	bv_doc_id__68_d52e4248
Vermögens	bv_doc_id__68_d52e4250
in	bv_doc_id__68_d52e4252
allen	bv_doc_id__68_d52e4254
zum	bv_doc_id__68_d52e4256
Bunde	bv_doc_id__68_d52e4258
gehorigen	bv_doc_id__68_d52e4261
Ländern	bv_doc_id__68_d52e4263
<g/>
.	
Als	bv_doc_id__68_d52e4267
Folge	bv_doc_id__68_d52e4269
strafgerichtlicher	bv_doc_id__68_d52e4271
Verurteilung	bv_doc_id__68_d52e4274
kann	bv_doc_id__68_d52e4276
die	bv_doc_id__68_d52e4278
Freizügigkeit	bv_doc_id__68_d52e4280
beschränkt	bv_doc_id__68_d52e4282
werden	bv_doc_id__68_d52e4284
<g/>
.	
Im	bv_doc_id__68_d52e4289
Falle	bv_doc_id__68_d52e4291
der	bv_doc_id__68_d52e4293
Beschränkung	bv_doc_id__68_d52e4295
kann	bv_doc_id__68_d52e4297
der	bv_doc_id__68_d52e4300
Staatsbürger	bv_doc_id__68_d52e4302
zum	bv_doc_id__68_d52e4304
Aufenthalt	bv_doc_id__68_d52e4306
in	bv_doc_id__68_d52e4308
bestimmtem	bv_doc_id__68_d52e4310
Ort	bv_doc_id__68_d52e4313
oder	bv_doc_id__68_d52e4315
Gebiet	bv_doc_id__68_d52e4317
verhalten	bv_doc_id__68_d52e4319
oder	bv_doc_id__68_d52e4321
aus	bv_doc_id__68_d52e4323
einem	bv_doc_id__68_d52e4326
bestimmten	bv_doc_id__68_d52e4328
Ort	bv_doc_id__68_d52e4330
und	bv_doc_id__68_d52e4332
Gebiet	bv_doc_id__68_d52e4334
ausgewiesen	bv_doc_id__68_d52e4336
werden	bv_doc_id__68_d52e4339
<g/>
.	
Außer	bv_doc_id__68_d52e4343
dem	bv_doc_id__68_d52e4345
Fall	bv_doc_id__68_d52e4347
der	bv_doc_id__68_d52e4349
Anweisung	bv_doc_id__68_d52e4352
eines	bv_doc_id__68_d52e4354
bestimmten	bv_doc_id__68_d52e4356
Aufenthaltes	bv_doc_id__68_d52e4358
im	bv_doc_id__68_d52e4360
Bundesgebiet	bv_doc_id__68_d52e4362
kann	bv_doc_id__68_d52e4365
kein	bv_doc_id__68_d52e4367
Staatsbürger	bv_doc_id__68_d52e4369
aus	bv_doc_id__68_d52e4371
dem	bv_doc_id__68_d52e4373
Heimatlande	bv_doc_id__68_d52e4375
und	bv_doc_id__68_d52e4378
der	bv_doc_id__68_d52e4380
Heimatsgemeinde	bv_doc_id__68_d52e4382
ausgewiesen	bv_doc_id__68_d52e4384
werden	bv_doc_id__68_d52e4386
<g/>
.	
Art.	bv_doc_id__68_d52e4212
16.	bv_doc_id__68_d52e4214
Freizügigkeit	bv_doc_id__68_d52e4221
<g/>
.	
Jeder	bv_doc_id__68_d52e4226
Staatsbürger	bv_doc_id__68_d52e4228
hat	bv_doc_id__68_d52e4230
das	bv_doc_id__68_d52e4232
Recht	bv_doc_id__68_d52e4235
der	bv_doc_id__68_d52e4237
Freizügigkeit	bv_doc_id__68_d52e4239
der	bv_doc_id__68_d52e4241
Person	bv_doc_id__68_d52e4243
und	bv_doc_id__68_d52e4245
des	bv_doc_id__68_d52e4248
Vermögens	bv_doc_id__68_d52e4250
in	bv_doc_id__68_d52e4252
allen	bv_doc_id__68_d52e4254
zum	bv_doc_id__68_d52e4256
Bunde	bv_doc_id__68_d52e4258
gehorigen	bv_doc_id__68_d52e4261
Ländern	bv_doc_id__68_d52e4263
<g/>
.	
Als	bv_doc_id__68_d52e4267
Folge	bv_doc_id__68_d52e4269
strafgerichtlicher	bv_doc_id__68_d52e4271
Verurteilung	bv_doc_id__68_d52e4274
kann	bv_doc_id__68_d52e4276
die	bv_doc_id__68_d52e4278
Freizügigkeit	bv_doc_id__68_d52e4280
beschränkt	bv_doc_id__68_d52e4282
werden	bv_doc_id__68_d52e4284
<g/>
.	
Im	bv_doc_id__68_d52e4289
Falle	bv_doc_id__68_d52e4291
der	bv_doc_id__68_d52e4293
Beschränkung	bv_doc_id__68_d52e4295
kann	bv_doc_id__68_d52e4297
der	bv_doc_id__68_d52e4300
Staatsbürger	bv_doc_id__68_d52e4302
zum	bv_doc_id__68_d52e4304
Aufenthalt	bv_doc_id__68_d52e4306
in	bv_doc_id__68_d52e4308
bestimmtem	bv_doc_id__68_d52e4310
Ort	bv_doc_id__68_d52e4313
oder	bv_doc_id__68_d52e4315
Gebiet	bv_doc_id__68_d52e4317
verhalten	bv_doc_id__68_d52e4319
oder	bv_doc_id__68_d52e4321
aus	bv_doc_id__68_d52e4323
einem	bv_doc_id__68_d52e4326
bestimmten	bv_doc_id__68_d52e4328
Ort	bv_doc_id__68_d52e4330
und	bv_doc_id__68_d52e4332
Gebiet	bv_doc_id__68_d52e4334
ausgewiesen	bv_doc_id__68_d52e4336
werden	bv_doc_id__68_d52e4339
<g/>
.	
Außer	bv_doc_id__68_d52e4343
dem	bv_doc_id__68_d52e4345
Fall	bv_doc_id__68_d52e4347
der	bv_doc_id__68_d52e4349
Anweisung	bv_doc_id__68_d52e4352
eines	bv_doc_id__68_d52e4354
bestimmten	bv_doc_id__68_d52e4356
Aufenthaltes	bv_doc_id__68_d52e4358
im	bv_doc_id__68_d52e4360
Bundesgebiet	bv_doc_id__68_d52e4362
kann	bv_doc_id__68_d52e4365
kein	bv_doc_id__68_d52e4367
Staatsbürger	bv_doc_id__68_d52e4369
aus	bv_doc_id__68_d52e4371
dem	bv_doc_id__68_d52e4373
Heimatlande	bv_doc_id__68_d52e4375
und	bv_doc_id__68_d52e4378
der	bv_doc_id__68_d52e4380
Heimatsgemeinde	bv_doc_id__68_d52e4382
ausgewiesen	bv_doc_id__68_d52e4384
werden	bv_doc_id__68_d52e4386
<g/>
.	
Art.	bv_doc_id__68_d52e4396
17.	bv_doc_id__68_d52e4398
Freiheit	bv_doc_id__68_d52e4405
der	bv_doc_id__68_d52e4407
Auswanderung	bv_doc_id__68_d52e4409
<g/>
.	
Jeder	bv_doc_id__68_d52e4414
Staatsbürger	bv_doc_id__68_d52e4416
ist	bv_doc_id__68_d52e4418
berechtigt	bv_doc_id__68_d52e4420
<g/>
,	
auszuwandern	bv_doc_id__68_d52e4425
<g/>
.	
Durch	bv_doc_id__68_d52e4429
Bundesgesetz	bv_doc_id__68_d52e4431
kann	bv_doc_id__68_d52e4433
die	bv_doc_id__68_d52e4436
Freiheit	bv_doc_id__68_d52e4438
der	bv_doc_id__68_d52e4440
Auswanderung	bv_doc_id__68_d52e4442
von	bv_doc_id__68_d52e4444
der	bv_doc_id__68_d52e4446
Erfüllung	bv_doc_id__68_d52e4449
der	bv_doc_id__68_d52e4451
staatsbürgerlichen	bv_doc_id__68_d52e4453
Pflichten	bv_doc_id__68_d52e4455
abhängig	bv_doc_id__68_d52e4457
gemacht	bv_doc_id__68_d52e4459
werden	bv_doc_id__68_d52e4462
<g/>
.	
Art.	bv_doc_id__68_d52e4396
17.	bv_doc_id__68_d52e4398
Freiheit	bv_doc_id__68_d52e4405
der	bv_doc_id__68_d52e4407
Auswanderung	bv_doc_id__68_d52e4409
<g/>
.	
Jeder	bv_doc_id__68_d52e4414
Staatsbürger	bv_doc_id__68_d52e4416
ist	bv_doc_id__68_d52e4418
berechtigt	bv_doc_id__68_d52e4420
<g/>
,	
auszuwandern	bv_doc_id__68_d52e4425
<g/>
.	
Durch	bv_doc_id__68_d52e4429
Bundesgesetz	bv_doc_id__68_d52e4431
kann	bv_doc_id__68_d52e4433
die	bv_doc_id__68_d52e4436
Freiheit	bv_doc_id__68_d52e4438
der	bv_doc_id__68_d52e4440
Auswanderung	bv_doc_id__68_d52e4442
von	bv_doc_id__68_d52e4444
der	bv_doc_id__68_d52e4446
Erfüllung	bv_doc_id__68_d52e4449
der	bv_doc_id__68_d52e4451
staatsbürgerlichen	bv_doc_id__68_d52e4453
Pflichten	bv_doc_id__68_d52e4455
abhängig	bv_doc_id__68_d52e4457
gemacht	bv_doc_id__68_d52e4459
werden	bv_doc_id__68_d52e4462
<g/>
.	
Art.	bv_doc_id__68_d52e4472
18.	bv_doc_id__68_d52e4474
Rechtsschutz	bv_doc_id__68_d52e4481
<g/>
.	
Jeder	bv_doc_id__68_d52e4486
Staatsbürger	bv_doc_id__68_d52e4488
hat	bv_doc_id__68_d52e4490
Anspruch	bv_doc_id__68_d52e4492
auf	bv_doc_id__68_d52e4495
Schutz	bv_doc_id__68_d52e4497
der	bv_doc_id__68_d52e4499
Gesetze	bv_doc_id__68_d52e4501
<g/>
.	
Niemand	bv_doc_id__68_d52e4505
darf	bv_doc_id__68_d52e4508
seinem	bv_doc_id__68_d52e4510
gesetzlichen	bv_doc_id__68_d52e4512
Richter	bv_doc_id__68_d52e4514
entzogen	bv_doc_id__68_d52e4516
werden	bv_doc_id__68_d52e4518
<g/>
.	
Kein	bv_doc_id__68_d52e4523
Bundesbürger	bv_doc_id__68_d52e4525
darf	bv_doc_id__68_d52e4527
einer	bv_doc_id__68_d52e4529
ausländischen	bv_doc_id__68_d52e4531
Macht	bv_doc_id__68_d52e4534
ausgeliefert	bv_doc_id__68_d52e4536
werden	bv_doc_id__68_d52e4538
<g/>
.	
Eine	bv_doc_id__68_d52e4542
Handlung	bv_doc_id__68_d52e4544
darf	bv_doc_id__68_d52e4547
nur	bv_doc_id__68_d52e4549
dann	bv_doc_id__68_d52e4551
bestraft	bv_doc_id__68_d52e4553
werden	bv_doc_id__68_d52e4555
<g/>
,	
wenn	bv_doc_id__68_d52e4560
die	bv_doc_id__68_d52e4562
Strafbarkeit	bv_doc_id__68_d52e4564
gesetzlich	bv_doc_id__68_d52e4566
bestimmt	bv_doc_id__68_d52e4568
war	bv_doc_id__68_d52e4570
<g/>
,	
bevor	bv_doc_id__68_d52e4575
die	bv_doc_id__68_d52e4577
Handlung	bv_doc_id__68_d52e4579
begangen	bv_doc_id__68_d52e4581
worden	bv_doc_id__68_d52e4583
ist	bv_doc_id__68_d52e4586
<g/>
.	
Verletzt	bv_doc_id__68_d52e4590
ein	bv_doc_id__68_d52e4592
Richter	bv_doc_id__68_d52e4594
<g/>
,	
ein	bv_doc_id__68_d52e4599
öffentlich	bv_doc_id__68_d52e4601
Angestellter	bv_doc_id__68_d52e4603
oder	bv_doc_id__68_d52e4605
<g/>
,	
wer	bv_doc_id__68_d52e4609
sonst	bv_doc_id__68_d52e4612
auf	bv_doc_id__68_d52e4614
Grund	bv_doc_id__68_d52e4616
der	bv_doc_id__68_d52e4618
Gesetze	bv_doc_id__68_d52e4620
öffentlichrechtliche	bv_doc_id__68_d52e4622
Aufgaben	bv_doc_id__68_d52e4625
besorgt	bv_doc_id__68_d52e4627
<g/>
,	
das	bv_doc_id__68_d52e4631
Recht	bv_doc_id__68_d52e4633
oder	bv_doc_id__68_d52e4635
seine	bv_doc_id__68_d52e4638
Amtspflicht	bv_doc_id__68_d52e4640
<g/>
,	
so	bv_doc_id__68_d52e4644
haftet	bv_doc_id__68_d52e4646
der	bv_doc_id__68_d52e4648
Bund	bv_doc_id__68_d52e4651
oder	bv_doc_id__68_d52e4653
die	bv_doc_id__68_d52e4655
Körperschaft	bv_doc_id__68_d52e4657
<g/>
,	
in	bv_doc_id__68_d52e4661
deren	bv_doc_id__68_d52e4664
Auftrag	bv_doc_id__68_d52e4666
der	bv_doc_id__68_d52e4668
Betreffende	bv_doc_id__68_d52e4670
handelt	bv_doc_id__68_d52e4672
<g/>
,	
für	bv_doc_id__68_d52e4677
den	bv_doc_id__68_d52e4679
Schaden	bv_doc_id__68_d52e4681
<g/>
.	
Der	bv_doc_id__68_d52e4685
Ersatzanspruch	bv_doc_id__68_d52e4687
ist	bv_doc_id__68_d52e4690
im	bv_doc_id__68_d52e4692
ordentlichen	bv_doc_id__68_d52e4694
Rechtswege	bv_doc_id__68_d52e4696
geltend	bv_doc_id__68_d52e4698
zu	bv_doc_id__68_d52e4700
machen	bv_doc_id__68_d52e4703
<g/>
.	
Art.	bv_doc_id__68_d52e4472
18.	bv_doc_id__68_d52e4474
Rechtsschutz	bv_doc_id__68_d52e4481
<g/>
.	
Jeder	bv_doc_id__68_d52e4486
Staatsbürger	bv_doc_id__68_d52e4488
hat	bv_doc_id__68_d52e4490
Anspruch	bv_doc_id__68_d52e4492
auf	bv_doc_id__68_d52e4495
Schutz	bv_doc_id__68_d52e4497
der	bv_doc_id__68_d52e4499
Gesetze	bv_doc_id__68_d52e4501
<g/>
.	
Niemand	bv_doc_id__68_d52e4505
darf	bv_doc_id__68_d52e4508
seinem	bv_doc_id__68_d52e4510
gesetzlichen	bv_doc_id__68_d52e4512
Richter	bv_doc_id__68_d52e4514
entzogen	bv_doc_id__68_d52e4516
