<doc id="bv_doc_id__69" attrs="word lemma type">
Deutscher	bv_doc_id__69_d53e299
wirtschaftliche	bv_doc_id__69_d53e6171
Zweige	bv_doc_id__69_d53e6173
die	bv_doc_id__69_d53e6175
Vereinigung	bv_doc_id__69_d53e6178
von	bv_doc_id__69_d53e6180
Betrieben	bv_doc_id__69_d53e6182
oder	bv_doc_id__69_d53e6184
eine	bv_doc_id__69_d53e6186
gemeinsame	bv_doc_id__69_d53e6188
Planwirtschaft	bv_doc_id__69_d53e6191
vorzusehen	bv_doc_id__69_d53e6193
ist	bv_doc_id__69_d53e6195
<g/>
,	
durch	bv_doc_id__69_d53e6199
welche	bv_doc_id__69_d53e6201
gesellschaftlichen	bv_doc_id__69_d53e6204
Organe	bv_doc_id__69_d53e6206
unter	bv_doc_id__69_d53e6208
Mitwirkung	bv_doc_id__69_d53e6210
und	bv_doc_id__69_d53e6212
Mitbeteiligung	bv_doc_id__69_d53e6214
des	bv_doc_id__69_d53e6217
Staates	bv_doc_id__69_d53e6219
diese	bv_doc_id__69_d53e6221
Planwirtschaft	bv_doc_id__69_d53e6223
durchzuführen	bv_doc_id__69_d53e6225
ist	bv_doc_id__69_d53e6227
<g/>
.	
Durch	bv_doc_id__69_d53e6232
Bundesgesetz	bv_doc_id__69_d53e6234
kann	bv_doc_id__69_d53e6236
das	bv_doc_id__69_d53e6238
Recht	bv_doc_id__69_d53e6240
der	bv_doc_id__69_d53e6243
Arbeitgeber	bv_doc_id__69_d53e6245
zur	bv_doc_id__69_d53e6247
Stilllegung	bv_doc_id__69_d53e6249
oder	bv_doc_id__69_d53e6251
Beschränkung	bv_doc_id__69_d53e6253
ihrer	bv_doc_id__69_d53e6256
Betriebe	bv_doc_id__69_d53e6258
<g/>
(	
Aussperrung	bv_doc_id__69_d53e6262
<g/>
)	
und	bv_doc_id__69_d53e6266
das	bv_doc_id__69_d53e6269
Recht	bv_doc_id__69_d53e6271
der	bv_doc_id__69_d53e6273
Arbeitnehmer	bv_doc_id__69_d53e6275
auf	bv_doc_id__69_d53e6277
Arbeitsniederlegung	bv_doc_id__69_d53e6279
<g/>
(	
Streik	bv_doc_id__69_d53e6284
<g/>
)	
geregelt	bv_doc_id__69_d53e6288
und	bv_doc_id__69_d53e6290
<g/>
,	
sofern	bv_doc_id__69_d53e6295
eine	bv_doc_id__69_d53e6297
Schädigung	bv_doc_id__69_d53e6299
der	bv_doc_id__69_d53e6301
Gesamtheit	bv_doc_id__69_d53e6303
zu	bv_doc_id__69_d53e6305
befürchten	bv_doc_id__69_d53e6308
ist	bv_doc_id__69_d53e6310
<g/>
,	
eingeschränkt	bv_doc_id__69_d53e6314
werden	bv_doc_id__69_d53e6316
<g/>
.	
Innerhalb	bv_doc_id__69_d53e6321
dieser	bv_doc_id__69_d53e6323
Grenzen	bv_doc_id__69_d53e6325
ist	bv_doc_id__69_d53e6327
die	bv_doc_id__69_d53e6329
Freiheit	bv_doc_id__69_d53e6331
der	bv_doc_id__69_d53e6334
Arbeitskraft	bv_doc_id__69_d53e6336
und	bv_doc_id__69_d53e6338
des	bv_doc_id__69_d53e6340
Eigentums	bv_doc_id__69_d53e6342
gewährleistet	bv_doc_id__69_d53e6344
<g/>
.	
Art.	bv_doc_id__69_d53e6082
32.	bv_doc_id__69_d53e6084
Das	bv_doc_id__69_d53e6089
Verhältnis	bv_doc_id__69_d53e6091
der	bv_doc_id__69_d53e6093
Gesamtheit	bv_doc_id__69_d53e6095
zu	bv_doc_id__69_d53e6097
den	bv_doc_id__69_d53e6100
Wirtschaftsverhäftnissen	bv_doc_id__69_d53e6102
<g/>
.	
Aufgabe	bv_doc_id__69_d53e6106
des	bv_doc_id__69_d53e6108
Staates	bv_doc_id__69_d53e6110
ist	bv_doc_id__69_d53e6113
es	bv_doc_id__69_d53e6115
<g/>
,	
alle	bv_doc_id__69_d53e6119
wirtschaftlichen	bv_doc_id__69_d53e6121
Kräfte	bv_doc_id__69_d53e6123
zur	bv_doc_id__69_d53e6126
größtmöglichen	bv_doc_id__69_d53e6128
Leistung	bv_doc_id__69_d53e6130
im	bv_doc_id__69_d53e6132
Dienste	bv_doc_id__69_d53e6134
der	bv_doc_id__69_d53e6136
Gesamtheit	bv_doc_id__69_d53e6139
zu	bv_doc_id__69_d53e6141
entwickeln	bv_doc_id__69_d53e6143
Durch	bv_doc_id__69_d53e6145
Bundesgesetz	bv_doc_id__69_d53e6147
kann	bv_doc_id__69_d53e6149
festgestellt	bv_doc_id__69_d53e6152
werden	bv_doc_id__69_d53e6154
<g/>
,	
inwieweit	bv_doc_id__69_d53e6158
zu	bv_doc_id__69_d53e6160
diesem	bv_doc_id__69_d53e6162
Zwecke	bv_doc_id__69_d53e6165
für	bv_doc_id__69_d53e6167
gewisse	bv_doc_id__69_d53e6169
wirtschaftliche	bv_doc_id__69_d53e6171
Zweige	bv_doc_id__69_d53e6173
die	bv_doc_id__69_d53e6175
Vereinigung	bv_doc_id__69_d53e6178
von	bv_doc_id__69_d53e6180
Betrieben	bv_doc_id__69_d53e6182
oder	bv_doc_id__69_d53e6184
eine	bv_doc_id__69_d53e6186
gemeinsame	bv_doc_id__69_d53e6188
Planwirtschaft	bv_doc_id__69_d53e6191
vorzusehen	bv_doc_id__69_d53e6193
ist	bv_doc_id__69_d53e6195
<g/>
,	
durch	bv_doc_id__69_d53e6199
welche	bv_doc_id__69_d53e6201
gesellschaftlichen	bv_doc_id__69_d53e6204
Organe	bv_doc_id__69_d53e6206
unter	bv_doc_id__69_d53e6208
Mitwirkung	bv_doc_id__69_d53e6210
und	bv_doc_id__69_d53e6212
Mitbeteiligung	bv_doc_id__69_d53e6214
des	bv_doc_id__69_d53e6217
Staates	bv_doc_id__69_d53e6219
diese	bv_doc_id__69_d53e6221
Planwirtschaft	bv_doc_id__69_d53e6223
durchzuführen	bv_doc_id__69_d53e6225
ist	bv_doc_id__69_d53e6227
<g/>
.	
Durch	bv_doc_id__69_d53e6232
Bundesgesetz	bv_doc_id__69_d53e6234
kann	bv_doc_id__69_d53e6236
das	bv_doc_id__69_d53e6238
Recht	bv_doc_id__69_d53e6240
der	bv_doc_id__69_d53e6243
Arbeitgeber	bv_doc_id__69_d53e6245
zur	bv_doc_id__69_d53e6247
Stilllegung	bv_doc_id__69_d53e6249
oder	bv_doc_id__69_d53e6251
Beschränkung	bv_doc_id__69_d53e6253
ihrer	bv_doc_id__69_d53e6256
Betriebe	bv_doc_id__69_d53e6258
<g/>
(	
Aussperrung	bv_doc_id__69_d53e6262
<g/>
)	
und	bv_doc_id__69_d53e6266
das	bv_doc_id__69_d53e6269
Recht	bv_doc_id__69_d53e6271
der	bv_doc_id__69_d53e6273
Arbeitnehmer	bv_doc_id__69_d53e6275
auf	bv_doc_id__69_d53e6277
Arbeitsniederlegung	bv_doc_id__69_d53e6279
<g/>
(	
Streik	bv_doc_id__69_d53e6284
<g/>
)	
geregelt	bv_doc_id__69_d53e6288
und	bv_doc_id__69_d53e6290
<g/>
,	
sofern	bv_doc_id__69_d53e6295
eine	bv_doc_id__69_d53e6297
Schädigung	bv_doc_id__69_d53e6299
der	bv_doc_id__69_d53e6301
Gesamtheit	bv_doc_id__69_d53e6303
zu	bv_doc_id__69_d53e6305
befürchten	bv_doc_id__69_d53e6308
ist	bv_doc_id__69_d53e6310
<g/>
,	
eingeschränkt	bv_doc_id__69_d53e6314
werden	bv_doc_id__69_d53e6316
<g/>
.	
Innerhalb	bv_doc_id__69_d53e6321
dieser	bv_doc_id__69_d53e6323
Grenzen	bv_doc_id__69_d53e6325
ist	bv_doc_id__69_d53e6327
die	bv_doc_id__69_d53e6329
Freiheit	bv_doc_id__69_d53e6331
der	bv_doc_id__69_d53e6334
Arbeitskraft	bv_doc_id__69_d53e6336
und	bv_doc_id__69_d53e6338
des	bv_doc_id__69_d53e6340
Eigentums	bv_doc_id__69_d53e6342
gewährleistet	bv_doc_id__69_d53e6344
<g/>
.	
Art.	bv_doc_id__69_d53e6355
33.	bv_doc_id__69_d53e6357
Freiheit	bv_doc_id__69_d53e6364
der	bv_doc_id__69_d53e6366
Berufswahl	bv_doc_id__69_d53e6368
<g/>
.	
Jedem	bv_doc_id__69_d53e6373
Staatsbürger	bv_doc_id__69_d53e6375
steht	bv_doc_id__69_d53e6377
es	bv_doc_id__69_d53e6379
frei	bv_doc_id__69_d53e6382
<g/>
,	
einen	bv_doc_id__69_d53e6386
Beruf	bv_doc_id__69_d53e6388
zu	bv_doc_id__69_d53e6390
wählen	bv_doc_id__69_d53e6392
und	bv_doc_id__69_d53e6395
sich	bv_doc_id__69_d53e6397
darin	bv_doc_id__69_d53e6399
auszubilden	bv_doc_id__69_d53e6401
<g/>
.	
Alle	bv_doc_id__69_d53e6405
Staatsbürger	bv_doc_id__69_d53e6408
sind	bv_doc_id__69_d53e6410
nach	bv_doc_id__69_d53e6412
Maßgabe	bv_doc_id__69_d53e6414
der	bv_doc_id__69_d53e6416
Gesetze	bv_doc_id__69_d53e6418
und	bv_doc_id__69_d53e6421
entsprechend	bv_doc_id__69_d53e6423
ihrer	bv_doc_id__69_d53e6425
Befähigung	bv_doc_id__69_d53e6427
und	bv_doc_id__69_d53e6429
Ihrer	bv_doc_id__69_d53e6431
Leistung	bv_doc_id__69_d53e6434
zu	bv_doc_id__69_d53e6436
den	bv_doc_id__69_d53e6438
öffentlichen	bv_doc_id__69_d53e6440
Ämtern	bv_doc_id__69_d53e6442
zuzulassen	bv_doc_id__69_d53e6444
<g/>
.	
Die	bv_doc_id__69_d53e6449
weiblichen	bv_doc_id__69_d53e6451
Angestellten	bv_doc_id__69_d53e6453
sind	bv_doc_id__69_d53e6455
den	bv_doc_id__69_d53e6457
männlichen	bv_doc_id__69_d53e6460
gleichgestellt	bv_doc_id__69_d53e6462
<g/>
.	
Art.	bv_doc_id__69_d53e6355
33.	bv_doc_id__69_d53e6357
Freiheit	bv_doc_id__69_d53e6364
der	bv_doc_id__69_d53e6366
Berufswahl	bv_doc_id__69_d53e6368
<g/>
.	
Jedem	bv_doc_id__69_d53e6373
Staatsbürger	bv_doc_id__69_d53e6375
steht	bv_doc_id__69_d53e6377
es	bv_doc_id__69_d53e6379
frei	bv_doc_id__69_d53e6382
<g/>
,	
einen	bv_doc_id__69_d53e6386
Beruf	bv_doc_id__69_d53e6388
zu	bv_doc_id__69_d53e6390
wählen	bv_doc_id__69_d53e6392
und	bv_doc_id__69_d53e6395
sich	bv_doc_id__69_d53e6397
darin	bv_doc_id__69_d53e6399
auszubilden	bv_doc_id__69_d53e6401
<g/>
.	
Alle	bv_doc_id__69_d53e6405
Staatsbürger	bv_doc_id__69_d53e6408
sind	bv_doc_id__69_d53e6410
nach	bv_doc_id__69_d53e6412
Maßgabe	bv_doc_id__69_d53e6414
der	bv_doc_id__69_d53e6416
Gesetze	bv_doc_id__69_d53e6418
und	bv_doc_id__69_d53e6421
entsprechend	bv_doc_id__69_d53e6423
ihrer	bv_doc_id__69_d53e6425
Befähigung	bv_doc_id__69_d53e6427
und	bv_doc_id__69_d53e6429
Ihrer	bv_doc_id__69_d53e6431
Leistung	bv_doc_id__69_d53e6434
zu	bv_doc_id__69_d53e6436
den	bv_doc_id__69_d53e6438
öffentlichen	bv_doc_id__69_d53e6440
Ämtern	bv_doc_id__69_d53e6442
zuzulassen	bv_doc_id__69_d53e6444
<g/>
.	
Die	bv_doc_id__69_d53e6449
weiblichen	bv_doc_id__69_d53e6451
Angestellten	bv_doc_id__69_d53e6453
sind	bv_doc_id__69_d53e6455
den	bv_doc_id__69_d53e6457
männlichen	bv_doc_id__69_d53e6460
gleichgestellt	bv_doc_id__69_d53e6462
<g/>
.	
Art.	bv_doc_id__69_d53e6473
34.	bv_doc_id__69_d53e6475
Die	bv_doc_id__69_d53e6482
Freiheit	bv_doc_id__69_d53e6484
des	bv_doc_id__69_d53e6486
Eigentums	bv_doc_id__69_d53e6488
<g/>
.	
Das	bv_doc_id__69_d53e6493
Eigentum	bv_doc_id__69_d53e6495
wird	bv_doc_id__69_d53e6497
gewährleistet	bv_doc_id__69_d53e6499
<g/>
.	
Eine	bv_doc_id__69_d53e6504
Enteignung	bv_doc_id__69_d53e6506
kann	bv_doc_id__69_d53e6508
nur	bv_doc_id__69_d53e6510
auf	bv_doc_id__69_d53e6512
Grund	bv_doc_id__69_d53e6515
der	bv_doc_id__69_d53e6517
Gesetze	bv_doc_id__69_d53e6519
zum	bv_doc_id__69_d53e6521
gemeinsamen	bv_doc_id__69_d53e6523
Besten	bv_doc_id__69_d53e6525
gegen	bv_doc_id__69_d53e6528
Entschädigung	bv_doc_id__69_d53e6530
erfolgen	bv_doc_id__69_d53e6532
<g/>
.	
Die	bv_doc_id__69_d53e6536
Enteignung	bv_doc_id__69_d53e6538
kann	bv_doc_id__69_d53e6541
für	bv_doc_id__69_d53e6543
zulässig	bv_doc_id__69_d53e6545
erklärt	bv_doc_id__69_d53e6547
werden	bv_doc_id__69_d53e6549
<g/>
,	
wenn	bv_doc_id__69_d53e6554
Grund	bv_doc_id__69_d53e6556
und	bv_doc_id__69_d53e6558
Boden	bv_doc_id__69_d53e6560
zur	bv_doc_id__69_d53e6562
Befriedigung	bv_doc_id__69_d53e6564
des	bv_doc_id__69_d53e6567
Wohnungsbedürfnisses	bv_doc_id__69_d53e6569
<g/>
,	
zur	bv_doc_id__69_d53e6573
Siedlung	bv_doc_id__69_d53e6575
und	bv_doc_id__69_d53e6577
Urbarmachung	bv_doc_id__69_d53e6580
<g/>
,	
zur	bv_doc_id__69_d53e6584
Hebung	bv_doc_id__69_d53e6586
der	bv_doc_id__69_d53e6588
Landwirtschaft	bv_doc_id__69_d53e6590
nötig	bv_doc_id__69_d53e6593
ist	bv_doc_id__69_d53e6595
<g/>
,	
wenn	bv_doc_id__69_d53e6599
Grund	bv_doc_id__69_d53e6601
und	bv_doc_id__69_d53e6603
Boden	bv_doc_id__69_d53e6606
<g/>
,	
Bodenschätze	bv_doc_id__69_d53e6610
<g/>
,	
wirtschaftlich	bv_doc_id__69_d53e6614
nutzbare	bv_doc_id__69_d53e6616
Naturkräfte	bv_doc_id__69_d53e6619
oder	bv_doc_id__69_d53e6621
Betriebsmittel	bv_doc_id__69_d53e6623
in	bv_doc_id__69_d53e6625
das	bv_doc_id__69_d53e6627
Eigentum	bv_doc_id__69_d53e6629
der	bv_doc_id__69_d53e6632
Gesamtheit	bv_doc_id__69_d53e6634
überführt	bv_doc_id__69_d53e6636
oder	bv_doc_id__69_d53e6638
einer	bv_doc_id__69_d53e6640
Planwirtschaft	bv_doc_id__69_d53e6642
angegliedert	bv_doc_id__69_d53e6645
werden	bv_doc_id__69_d53e6647
sollen	bv_doc_id__69_d53e6649
<g/>
.	
über	bv_doc_id__69_d53e6653
die	bv_doc_id__69_d53e6655
Entschädigung	bv_doc_id__69_d53e6658
entscheidet	bv_doc_id__69_d53e6660
im	bv_doc_id__69_d53e6662
Streitfall	bv_doc_id__69_d53e6664
das	bv_doc_id__69_d53e6666
ordentliche	bv_doc_id__69_d53e6668
Gericht	bv_doc_id__69_d53e6671
<g/>
.	
<g/>
-	
7	bv_doc_id__69_d53e6680
<g/>
-	
Art.	bv_doc_id__69_d53e6473
34.	bv_doc_id__69_d53e6475
Die	bv_doc_id__69_d53e6482
Freiheit	bv_doc_id__69_d53e6484
des	bv_doc_id__69_d53e6486
Eigentums	bv_doc_id__69_d53e6488
<g/>
.	
Das	bv_doc_id__69_d53e6493
Eigentum	bv_doc_id__69_d53e6495
wird	bv_doc_id__69_d53e6497
gewährleistet	bv_doc_id__69_d53e6499
<g/>
.	
Eine	bv_doc_id__69_d53e6504
Enteignung	bv_doc_id__69_d53e6506
kann	bv_doc_id__69_d53e6508
nur	bv_doc_id__69_d53e6510
auf	bv_doc_id__69_d53e6512
Grund	bv_doc_id__69_d53e6515
der	bv_doc_id__69_d53e6517
Gesetze	bv_doc_id__69_d53e6519
zum	bv_doc_id__69_d53e6521
gemeinsamen	bv_doc_id__69_d53e6523
Besten	bv_doc_id__69_d53e6525
gegen	bv_doc_id__69_d53e6528
Entschädigung	bv_doc_id__69_d53e6530
erfolgen	bv_doc_id__69_d53e6532
<g/>
.	
Die	bv_doc_id__69_d53e6536
Enteignung	bv_doc_id__69_d53e6538
kann	bv_doc_id__69_d53e6541
für	bv_doc_id__69_d53e6543
zulässig	bv_doc_id__69_d53e6545
erklärt	bv_doc_id__69_d53e6547
werden	bv_doc_id__69_d53e6549
<g/>
,	
wenn	bv_doc_id__69_d53e6554
Grund	bv_doc_id__69_d53e6556
und	bv_doc_id__69_d53e6558
Boden	bv_doc_id__69_d53e6560
zur	bv_doc_id__69_d53e6562
Befriedigung	bv_doc_id__69_d53e6564
des	bv_doc_id__69_d53e6567
Wohnungsbedürfnisses	bv_doc_id__69_d53e6569
<g/>
,	
zur	bv_doc_id__69_d53e6573
Siedlung	bv_doc_id__69_d53e6575
und	bv_doc_id__69_d53e6577
Urbarmachung	bv_doc_id__69_d53e6580
<g/>
,	
zur	bv_doc_id__69_d53e6584
Hebung	bv_doc_id__69_d53e6586
der	bv_doc_id__69_d53e6588
Landwirtschaft	bv_doc_id__69_d53e6590
nötig	bv_doc_id__69_d53e6593
ist	bv_doc_id__69_d53e6595
<g/>
,	
wenn	bv_doc_id__69_d53e6599
Grund	bv_doc_id__69_d53e6601
und	bv_doc_id__69_d53e6603
Boden	bv_doc_id__69_d53e6606
<g/>
,	
Bodenschätze	bv_doc_id__69_d53e6610
<g/>
,	
wirtschaftlich	bv_doc_id__69_d53e6614
nutzbare	bv_doc_id__69_d53e6616
Naturkräfte	bv_doc_id__69_d53e6619
oder	bv_doc_id__69_d53e6621
Betriebsmittel	bv_doc_id__69_d53e6623
in	bv_doc_id__69_d53e6625
das	bv_doc_id__69_d53e6627
Eigentum	bv_doc_id__69_d53e6629
der	bv_doc_id__69_d53e6632
Gesamtheit	bv_doc_id__69_d53e6634
überführt	bv_doc_id__69_d53e6636
oder	bv_doc_id__69_d53e6638
einer	bv_doc_id__69_d53e6640
Planwirtschaft	bv_doc_id__69_d53e6642
angegliedert	bv_doc_id__69_d53e6645
werden	bv_doc_id__69_d53e6647
sollen	bv_doc_id__69_d53e6649
<g/>
.	
über	bv_doc_id__69_d53e6653
die	bv_doc_id__69_d53e6655
Entschädigung	bv_doc_id__69_d53e6658
entscheidet	bv_doc_id__69_d53e6660
im	bv_doc_id__69_d53e6662
Streitfall	bv_doc_id__69_d53e6664
das	bv_doc_id__69_d53e6666
ordentliche	bv_doc_id__69_d53e6668
Gericht	bv_doc_id__69_d53e6671
<g/>
.	
<g/>
-	
7	bv_doc_id__69_d53e6680
<g/>
-	
Art.	bv_doc_id__69_d53e6692
35.	bv_doc_id__69_d53e6694
Freiheit	bv_doc_id__69_d53e6701
der	bv_doc_id__69_d53e6703
Arbeitskraft	bv_doc_id__69_d53e6705
<g/>
.	
Die	bv_doc_id__69_d53e6710
Arbeitskraft	bv_doc_id__69_d53e6712
<g/>
,	
insbesondere	bv_doc_id__69_d53e6716
die	bv_doc_id__69_d53e6719
geistige	bv_doc_id__69_d53e6721
<g/>
,	
steht	bv_doc_id__69_d53e6725
unter	bv_doc_id__69_d53e6727
dem	bv_doc_id__69_d53e6729
Schutze	bv_doc_id__69_d53e6732
der	bv_doc_id__69_d53e6734
Gesetze	bv_doc_id__69_d53e6736
<g/>
.	
Jeder	bv_doc_id__69_d53e6740
Staatsbürger	bv_doc_id__69_d53e6742
<g/>
,	
der	bv_doc_id__69_d53e6747
zur	bv_doc_id__69_d53e6749
körperlichen	bv_doc_id__69_d53e6751
oder	bv_doc_id__69_d53e6753
geistigen	bv_doc_id__69_d53e6755
Arbeit	bv_doc_id__69_d53e6758
fähig	bv_doc_id__69_d53e6760
ist	bv_doc_id__69_d53e6762
<g/>
,	
ist	bv_doc_id__69_d53e6766
ohne	bv_doc_id__69_d53e6768
Rücksicht	bv_doc_id__69_d53e6771
auf	bv_doc_id__69_d53e6773
seinen	bv_doc_id__69_d53e6775
Besitz	bv_doc_id__69_d53e6777
zur	bv_doc_id__69_d53e6779
Arbeit	bv_doc_id__69_d53e6781
verpflichtet	bv_doc_id__69_d53e6784
<g/>
.	
In	bv_doc_id__69_d53e6788
welcher	bv_doc_id__69_d53e6790
Weise	bv_doc_id__69_d53e6792
unbenützte	bv_doc_id__69_d53e6794
Arbeitskräfte	bv_doc_id__69_d53e6797
im	bv_doc_id__69_d53e6799
Interesse	bv_doc_id__69_d53e6801
der	bv_doc_id__69_d53e6803
Gesamtheit	bv_doc_id__69_d53e6805
nutzbar	bv_doc_id__69_d53e6807
zu	bv_doc_id__69_d53e6810
machen	bv_doc_id__69_d53e6812
sind	bv_doc_id__69_d53e6814
<g/>
,	
ist	bv_doc_id__69_d53e6818
durch	bv_doc_id__69_d53e6820
besonderes	bv_doc_id__69_d53e6823
Gesetz	bv_doc_id__69_d53e6825
zu	bv_doc_id__69_d53e6827
bestimmen	bv_doc_id__69_d53e6829
<g/>
.	
Die	bv_doc_id__69_d53e6833
Arbeitsnachweisung	bv_doc_id__69_d53e6836
und	bv_doc_id__69_d53e6838
die	bv_doc_id__69_d53e6840
gesellschaftliche	bv_doc_id__69_d53e6842
Versicherung	bv_doc_id__69_d53e6844
für	bv_doc_id__69_d53e6846
den	bv_doc_id__69_d53e6849
Fall	bv_doc_id__69_d53e6851
unverschuldeter	bv_doc_id__69_d53e6853
Arbeitslosigkeit	bv_doc_id__69_d53e6855
ist	bv_doc_id__69_d53e6857
durch	bv_doc_id__69_d53e6859
Gesetz	bv_doc_id__69_d53e6862
zu	bv_doc_id__69_d53e6864
regeln	bv_doc_id__69_d53e6866
<g/>
.	
Art.	bv_doc_id__69_d53e6692
35.	bv_doc_id__69_d53e6694
Freiheit	bv_doc_id__69_d53e6701
der	bv_doc_id__69_d53e6703
Arbeitskraft	bv_doc_id__69_d53e6705
<g/>
.	
Die	bv_doc_id__69_d53e6710
Arbeitskraft	bv_doc_id__69_d53e6712
<g/>
,	
insbesondere	bv_doc_id__69_d53e6716
die	bv_doc_id__69_d53e6719
geistige	bv_doc_id__69_d53e6721
<g/>
,	
steht	bv_doc_id__69_d53e6725
unter	bv_doc_id__69_d53e6727
dem	bv_doc_id__69_d53e6729
Schutze	bv_doc_id__69_d53e6732
der	bv_doc_id__69_d53e6734
Gesetze	bv_doc_id__69_d53e6736
<g/>
.	
Jeder	bv_doc_id__69_d53e6740
Staatsbürger	bv_doc_id__69_d53e6742
<g/>
,	
der	bv_doc_id__69_d53e6747
zur	bv_doc_id__69_d53e6749
körperlichen	bv_doc_id__69_d53e6751
oder	bv_doc_id__69_d53e6753
geistigen	bv_doc_id__69_d53e6755
Arbeit	bv_doc_id__69_d53e6758
fähig	bv_doc_id__69_d53e6760
ist	bv_doc_id__69_d53e6762
<g/>
,	
ist	bv_doc_id__69_d53e6766
ohne	bv_doc_id__69_d53e6768
Rücksicht	bv_doc_id__69_d53e6771
auf	bv_doc_id__69_d53e6773
seinen	bv_doc_id__69_d53e6775
Besitz	bv_doc_id__69_d53e6777
zur	bv_doc_id__69_d53e6779
Arbeit	bv_doc_id__69_d53e6781
verpflichtet	bv_doc_id__69_d53e6784
<g/>
.	
In	bv_doc_id__69_d53e6788
welcher	bv_doc_id__69_d53e6790
Weise	bv_doc_id__69_d53e6792
unbenützte	bv_doc_id__69_d53e6794
Arbeitskräfte	bv_doc_id__69_d53e6797
im	bv_doc_id__69_d53e6799
Interesse	bv_doc_id__69_d53e6801
der	bv_doc_id__69_d53e6803
Gesamtheit	bv_doc_id__69_d53e6805
nutzbar	bv_doc_id__69_d53e6807
zu	bv_doc_id__69_d53e6810
machen	bv_doc_id__69_d53e6812
sind	bv_doc_id__69_d53e6814
<g/>
,	
ist	bv_doc_id__69_d53e6818
durch	bv_doc_id__69_d53e6820
besonderes	bv_doc_id__69_d53e6823
Gesetz	bv_doc_id__69_d53e6825
zu	bv_doc_id__69_d53e6827
bestimmen	bv_doc_id__69_d53e6829
<g/>
.	
Die	bv_doc_id__69_d53e6833
Arbeitsnachweisung	bv_doc_id__69_d53e6836
und	bv_doc_id__69_d53e6838
die	bv_doc_id__69_d53e6840
gesellschaftliche	bv_doc_id__69_d53e6842
Versicherung	bv_doc_id__69_d53e6844
für	bv_doc_id__69_d53e6846
den	bv_doc_id__69_d53e6849
Fall	bv_doc_id__69_d53e6851
unverschuldeter	bv_doc_id__69_d53e6853
Arbeitslosigkeit	bv_doc_id__69_d53e6855
ist	bv_doc_id__69_d53e6857
durch	bv_doc_id__69_d53e6859
Gesetz	bv_doc_id__69_d53e6862
zu	bv_doc_id__69_d53e6864
regeln	bv_doc_id__69_d53e6866
<g/>
.	
Art.	bv_doc_id__69_d53e6876
36.	bv_doc_id__69_d53e6878
Schutz	bv_doc_id__69_d53e6885
der	bv_doc_id__69_d53e6887
Arbeitskraft	bv_doc_id__69_d53e6889
<g/>
.	
Für	bv_doc_id__69_d53e6894
den	bv_doc_id__69_d53e6896
Fall	bv_doc_id__69_d53e6898
der	bv_doc_id__69_d53e6900
Krankheit	bv_doc_id__69_d53e6903
und	bv_doc_id__69_d53e6905
der	bv_doc_id__69_d53e6907
Arbeitsunfähigkeit	bv_doc_id__69_d53e6909
<g/>
,	
zur	bv_doc_id__69_d53e6913
Fürsorge	bv_doc_id__69_d53e6916
gegen	bv_doc_id__69_d53e6918
die	bv_doc_id__69_d53e6920
wirtschaftlichen	bv_doc_id__69_d53e6922
Folgen	bv_doc_id__69_d53e6924
des	bv_doc_id__69_d53e6926
Alters	bv_doc_id__69_d53e6929
ist	bv_doc_id__69_d53e6931
ein	bv_doc_id__69_d53e6933
Versicherungswesen	bv_doc_id__69_d53e6935
unter	bv_doc_id__69_d53e6937
Mitwirkung	bv_doc_id__69_d53e6939
der	bv_doc_id__69_d53e6942
Versicherten	bv_doc_id__69_d53e6944
zu	bv_doc_id__69_d53e6946
schaffen	bv_doc_id__69_d53e6948
<g/>
(	
Sozialversicherung	bv_doc_id__69_d53e6952
<g/>
).	
Für	bv_doc_id__69_d53e6957
den	bv_doc_id__69_d53e6959
selbständigen	bv_doc_id__69_d53e6961
Mittelstand	bv_doc_id__69_d53e6963
in	bv_doc_id__69_d53e6965
Landwirtschaft	bv_doc_id__69_d53e6968
<g/>
,	
Handel	bv_doc_id__69_d53e6972
und	bv_doc_id__69_d53e6974
Gewerbe	bv_doc_id__69_d53e6976
ist	bv_doc_id__69_d53e6978
eine	bv_doc_id__69_d53e6981
fakultative	bv_doc_id__69_d53e6983
Versicherung	bv_doc_id__69_d53e6985
gegen	bv_doc_id__69_d53e6987
die	bv_doc_id__69_d53e6989
Folgen	bv_doc_id__69_d53e6991
des	bv_doc_id__69_d53e6994
Alters	bv_doc_id__69_d53e6996
<g/>
,	
der	bv_doc_id__69_d53e7000
Krankheit	bv_doc_id__69_d53e7002
und	bv_doc_id__69_d53e7004
Erwerbsunfähigkeit	bv_doc_id__69_d53e7007
zu	bv_doc_id__69_d53e7009
errichten	bv_doc_id__69_d53e7011
Art.	bv_doc_id__69_d53e6876
36.	bv_doc_id__69_d53e6878
Schutz	bv_doc_id__69_d53e6885
der	bv_doc_id__69_d53e6887
Arbeitskraft	bv_doc_id__69_d53e6889
<g/>
.	
Für	bv_doc_id__69_d53e6894
den	bv_doc_id__69_d53e6896
Fall	bv_doc_id__69_d53e6898
der	bv_doc_id__69_d53e6900
Krankheit	bv_doc_id__69_d53e6903
und	bv_doc_id__69_d53e6905
der	bv_doc_id__69_d53e6907
Arbeitsunfähigkeit	bv_doc_id__69_d53e6909
<g/>
,	
zur	bv_doc_id__69_d53e6913
Fürsorge	bv_doc_id__69_d53e6916
gegen	bv_doc_id__69_d53e6918
