<doc id="bv_doc_id__50" attrs="word lemma type">
Protokollder	bv_doc_id__50_d39e271
orhält	bv_doc_id__50_d39e513
<g/>
,	
die	bv_doc_id__50_d39e518
säntlich	bv_doc_id__50_d39e520
den	bv_doc_id__50_d39e522
Beschluß	bv_doc_id__50_d39e524
mitteilen	bv_doc_id__50_d39e526
es	bv_doc_id__50_d39e529
wolle	bv_doc_id__50_d39e531
ihnen	bv_doc_id__50_d39e533
in	bv_doc_id__50_d39e535
der	bv_doc_id__50_d39e537
neuen	bv_doc_id__50_d39e539
Verfassung	bv_doc_id__50_d39e542
das	bv_doc_id__50_d39e544
Recht	bv_doc_id__50_d39e546
gewahrt	bv_doc_id__50_d39e548
werden	bv_doc_id__50_d39e550
<g/>
,	
Steuern	bv_doc_id__50_d39e555
auszuschreiben	bv_doc_id__50_d39e557
und	bv_doc_id__50_d39e559
einzuheben	bv_doc_id__50_d39e561
<g/>
.	
Sie	bv_doc_id__50_d39e565
wünschen	bv_doc_id__50_d39e568
offenbar	bv_doc_id__50_d39e570
größere	bv_doc_id__50_d39e572
Uaabhängigkeit	bv_doc_id__50_d39e574
in	bv_doc_id__50_d39e576
der	bv_doc_id__50_d39e578
Steuereinhebung	bv_doc_id__50_d39e581
gegenüber	bv_doc_id__50_d39e583
den	bv_doc_id__50_d39e585
Ländern	bv_doc_id__50_d39e587
<g/>
,	
Ebense	bv_doc_id__50_d39e591
langen	bv_doc_id__50_d39e594
zahlreiche	bv_doc_id__50_d39e596
Zuschriften	bv_doc_id__50_d39e598
von	bv_doc_id__50_d39e600
Lehrerorganisationen	bv_doc_id__50_d39e602
mit	bv_doc_id__50_d39e604
der	bv_doc_id__50_d39e607
Forderung	bv_doc_id__50_d39e609
nach	bv_doc_id__50_d39e611
Verstaatlichung	bv_doc_id__50_d39e613
ein	bv_doc_id__50_d39e615
<g/>
,	
Bei	bv_doc_id__50_d39e620
der	bv_doc_id__50_d39e622
Fortsetzung	bv_doc_id__50_d39e624
der	bv_doc_id__50_d39e626
Durchberatung	bv_doc_id__50_d39e628
des	bv_doc_id__50_d39e630
Verfassungsentwurfes	bv_doc_id__50_d39e633
wird	bv_doc_id__50_d39e635
hierauf	bv_doc_id__50_d39e637
die	bv_doc_id__50_d39e639
Besprechung	bv_doc_id__50_d39e641
des	bv_doc_id__50_d39e643
3.	bv_doc_id__50_d39e646
Hauptstückes	bv_doc_id__50_d39e648
in	bv_doc_id__50_d39e650
Angriff	bv_doc_id__50_d39e652
genommen	bv_doc_id__50_d39e654
und	bv_doc_id__50_d39e656
festgestellt	bv_doc_id__50_d39e659
<g/>
,	
daß	bv_doc_id__50_d39e663
sozialdemakratische	bv_doc_id__50_d39e665
Minderheitsanträge	bv_doc_id__50_d39e667
zu	bv_doc_id__50_d39e669
den	bv_doc_id__50_d39e672
Artikeln	bv_doc_id__50_d39e674
49	bv_doc_id__50_d39e676
und	bv_doc_id__50_d39e678
68	bv_doc_id__50_d39e680
der	bv_doc_id__50_d39e682
Abstimmung	bv_doc_id__50_d39e685
überlassen	bv_doc_id__50_d39e687
werden	bv_doc_id__50_d39e689
<g/>
.	
Bei	bv_doc_id__50_d39e693
Artikel	bv_doc_id__50_d39e695
73	bv_doc_id__50_d39e698
stellt	bv_doc_id__50_d39e700
der	bv_doc_id__50_d39e702
Vorgitzende	bv_doc_id__50_d39e704
die	bv_doc_id__50_d39e706
Uebereinstimmung	bv_doc_id__50_d39e708
fest	bv_doc_id__50_d39e711
<g/>
,	
daß	bv_doc_id__50_d39e715
der	bv_doc_id__50_d39e717
erste	bv_doc_id__50_d39e719
Satz	bv_doc_id__50_d39e721
des	bv_doc_id__50_d39e724
3.Absatzes	bv_doc_id__50_d39e726
zu	bv_doc_id__50_d39e728
lauten	bv_doc_id__50_d39e730
hat	bv_doc_id__50_d39e732
<g/>
:	
»Ausnahmsgee	bv_doc_id__50_d39e737
richte	bv_doc_id__50_d39e739
sind	bv_doc_id__50_d39e741
nur	bv_doc_id__50_d39e743
in	bv_doc_id__50_d39e745
den	bv_doc_id__50_d39e747
in	bv_doc_id__50_d39e750
der	bv_doc_id__50_d39e752
Strafprozegsordnung	bv_doc_id__50_d39e754
gerefs	bv_doc_id__50_d39e756
e	bv_doc_id__50_d39e758
Fällen	bv_doc_id__50_d39e760
zulässig	bv_doc_id__50_d39e763
<g/>
.	
«	bv_doc_id__50_d39e767
Zu	bv_doc_id__50_d39e769
Artikel	bv_doc_id__50_d39e771
76	bv_doc_id__50_d39e773
liegt	bv_doc_id__50_d39e776
ein	bv_doc_id__50_d39e778
Minderheitsantrag	bv_doc_id__50_d39e780
auf	bv_doc_id__50_d39e782
Annahme	bv_doc_id__50_d39e784
des	bv_doc_id__50_d39e786
Grundsatzes	bv_doc_id__50_d39e789
in	bv_doc_id__50_d39e791
Dr	bv_doc_id__50_d39e793
<g/>
.	
Renners	bv_doc_id__50_d39e797
Entwurf	bv_doc_id__50_d39e799
vor	bv_doc_id__50_d39e802
<g/>
,	
werüber	bv_doc_id__50_d39e806
der	bv_doc_id__50_d39e808
Ausschuß	bv_doc_id__50_d39e810
zu	bv_doc_id__50_d39e812
entscheiden	bv_doc_id__50_d39e815
haben	bv_doc_id__50_d39e817
wird	bv_doc_id__50_d39e819
FfamMinoritäts	bv_doc_id__50_d39e821
votum	bv_doc_id__50_d39e823
zu	bv_doc_id__50_d39e825
Artikel	bv_doc_id__50_d39e828
79	bv_doc_id__50_d39e830
<g/>
,	
betreffend	bv_doc_id__50_d39e834
die	bv_doc_id__50_d39e836
Prüfung	bv_doc_id__50_d39e838
der	bv_doc_id__50_d39e841
Verfassungemässigkeit	bv_doc_id__50_d39e843
von	bv_doc_id__50_d39e845
Landesgesetzen	bv_doc_id__50_d39e847
wird	bv_doc_id__50_d39e849
der	bv_doc_id__50_d39e851
Abstimmung	bv_doc_id__50_d39e854
überlassen	bv_doc_id__50_d39e856
<g/>
.	
Nach	bv_doc_id__50_d39e860
Prof	bv_doc_id__50_d39e862
<g/>
.	
Dr	bv_doc_id__50_d39e867
<g/>
.	
Seipel	bv_doc_id__50_d39e871
handle	bv_doc_id__50_d39e873
es	bv_doc_id__50_d39e875
sich	bv_doc_id__50_d39e877
hier	bv_doc_id__50_d39e880
um	bv_doc_id__50_d39e882
die	bv_doc_id__50_d39e884
prinzipielle	bv_doc_id__50_d39e886
Frage	bv_doc_id__50_d39e888
<g/>
,	
daß	bv_doc_id__50_d39e893
die	bv_doc_id__50_d39e895
Landesgesetze	bv_doc_id__50_d39e897
nicht	bv_doc_id__50_d39e899
anders	bv_doc_id__50_d39e901
als	bv_doc_id__50_d39e903
die	bv_doc_id__50_d39e906
Bundesgesetze	bv_doc_id__50_d39e908
zu	bv_doc_id__50_d39e910
behandeln	bv_doc_id__50_d39e912
sind	bv_doc_id__50_d39e914
<g/>
.	
Der	bv_doc_id__50_d39e919
Vorsitzende	bv_doc_id__50_d39e921
wünscht	bv_doc_id__50_d39e923
auch	bv_doc_id__50_d39e925
eine	bv_doc_id__50_d39e927
neue	bv_doc_id__50_d39e929
Formulierung	bv_doc_id__50_d39e932
des	bv_doc_id__50_d39e934
Satzes	bv_doc_id__50_d39e936
2	bv_doc_id__50_d39e938
in	bv_doc_id__50_d39e940
Artikel	bv_doc_id__50_d39e942
79	bv_doc_id__50_d39e945
und	bv_doc_id__50_d39e947
zwar	bv_doc_id__50_d39e949
aus	bv_doc_id__50_d39e951
rein	bv_doc_id__50_d39e953
technischen	bv_doc_id__50_d39e955
Gründen	bv_doc_id__50_d39e958
<g/>
.	
Weiters	bv_doc_id__50_d39e962
wird	bv_doc_id__50_d39e964
zu	bv_doc_id__50_d39e966
Artikel	bv_doc_id__50_d39e968
82	bv_doc_id__50_d39e971
erwähnt	bv_doc_id__50_d39e973
<g/>
,	
daß	bv_doc_id__50_d39e977
es	bv_doc_id__50_d39e979
sich	bv_doc_id__50_d39e981
hier	bv_doc_id__50_d39e984
um	bv_doc_id__50_d39e986
dieselbe	bv_doc_id__50_d39e988
Frage	bv_doc_id__50_d39e990
handelt	bv_doc_id__50_d39e992
wie	bv_doc_id__50_d39e994
in	bv_doc_id__50_d39e997
Artikel	bv_doc_id__50_d39e999
76.	bv_doc_id__50_d39e1001
Ein	bv_doc_id__50_d39e1003
Mincritätsvotum	bv_doc_id__50_d39e1005
zu	bv_doc_id__50_d39e1007
Artikel	bv_doc_id__50_d39e1010
85	bv_doc_id__50_d39e1012
wurde	bv_doc_id__50_d39e1014
von	bv_doc_id__50_d39e1016
den	bv_doc_id__50_d39e1018
Parteien	bv_doc_id__50_d39e1020
angenommen	bv_doc_id__50_d39e1023
und	bv_doc_id__50_d39e1025
zwar	bv_doc_id__50_d39e1027
hat	bv_doc_id__50_d39e1029
Absatz	bv_doc_id__50_d39e1031
3	bv_doc_id__50_d39e1033
zu	bv_doc_id__50_d39e1036
lauten	bv_doc_id__50_d39e1038
<g/>
,	
»	bv_doc_id__50_d39e1042
<g/>
(	
3	bv_doc_id__50_d39e1046
<g/>
)	
Die	bv_doc_id__50_d39e1051
Wähler	bv_doc_id__50_d39e1053
üben	bv_doc_id__50_d39e1055
ihr	bv_doc_id__50_d39e1057
Mahlrecht	bv_doc_id__50_d39e1059
in	bv_doc_id__50_d39e1062
Mahlbezirken	bv_doc_id__50_d39e1064
aus	bv_doc_id__50_d39e1066
<g/>
,	
unn	bv_doc_id__50_d39e1070
denen	bv_doc_id__50_d39e1072
jeder	bv_doc_id__50_d39e1075
ein	bv_doc_id__50_d39e1077
geschlessenes	bv_doc_id__50_d39e1079
Grhiet	bv_doc_id__50_d39e1081
unfassen	bv_doc_id__50_d39e1083
musDie	bv_doc_id__50_d39e1085
Zahl	bv_doc_id__50_d39e1088
der	bv_doc_id__50_d39e1090
Abgeordneten	bv_doc_id__50_d39e1092
auf	bv_doc_id__50_d39e1094
die	bv_doc_id__50_d39e1096
Wahlbezirke	bv_doc_id__50_d39e1098
im	bv_doc_id__50_d39e1101
Verhältnis	bv_doc_id__50_d39e1103
der	bv_doc_id__50_d39e1105
Zahl	bv_doc_id__50_d39e1107
der	bv_doc_id__50_d39e1109
kundesangehörigen	bv_doc_id__50_d39e1111
<g/>
,	
die	bv_doc_id__50_d39e1116
in	bv_doc_id__50_d39e1118
ihnen	bv_doc_id__50_d39e1120
nach	bv_doc_id__50_d39e1122
den	bv_doc_id__50_d39e1124
Ergebnis	bv_doc_id__50_d39e1127
der	bv_doc_id__50_d39e1129
3	bv_doc_id__50_d39e1133
letzten	bv_doc_id__50_d39e1135
Volkszählung	bv_doc_id__50_d39e1137
ihren	bv_doc_id__50_d39e1140
Rahnsitz	bv_doc_id__50_d39e1142
hatten	bv_doc_id__50_d39e1144
<g/>
,	
zu	bv_doc_id__50_d39e1148
verteilen	bv_doc_id__50_d39e1150
<g/>
,	
Zip2	bv_doc_id__50_d39e1155
Gliederung	bv_doc_id__50_d39e1157
der	bv_doc_id__50_d39e1159
Kählerschaft	bv_doc_id__50_d39e1161
in	bv_doc_id__50_d39e1163
andere	bv_doc_id__50_d39e1166
Hehlkorper	bv_doc_id__50_d39e1168
ist	bv_doc_id__50_d39e1170
nicht	bv_doc_id__50_d39e1172
zulässig	bv_doc_id__50_d39e1174
<g/>
.	
Die	bv_doc_id__50_d39e1179
anderen	bv_doc_id__50_d39e1181
sczialdemokratischen	bv_doc_id__50_d39e1183
Hinderheitsanträge	bv_doc_id__50_d39e1185
zu	bv_doc_id__50_d39e1187
diesem	bv_doc_id__50_d39e1189
Artikel	bv_doc_id__50_d39e1192
sind	bv_doc_id__50_d39e1194
zurückgezogen	bv_doc_id__50_d39e1196
<g/>
.	
Bei	bv_doc_id__50_d39e1200
Artikel	bv_doc_id__50_d39e1202
87	bv_doc_id__50_d39e1205
wird	bv_doc_id__50_d39e1207
die	bv_doc_id__50_d39e1209
Eatscheidung	bv_doc_id__50_d39e1211
über	bv_doc_id__50_d39e1213
die	bv_doc_id__50_d39e1215
Frage	bv_doc_id__50_d39e1218
<g/>
,	
eh	bv_doc_id__50_d39e1222
die	bv_doc_id__50_d39e1224
Funktioen	bv_doc_id__50_d39e1226
des	bv_doc_id__50_d39e1228
Landeshauptmennes	bv_doc_id__50_d39e1231
von	bv_doc_id__50_d39e1233
denen	bv_doc_id__50_d39e1235
des	bv_doc_id__50_d39e1237
Landtagspräsidenten	bv_doc_id__50_d39e1239
abligatorisch	bv_doc_id__50_d39e1241
zu	bv_doc_id__50_d39e1244
trennen	bv_doc_id__50_d39e1246
seien	bv_doc_id__50_d39e1248
<g/>
,	
der	bv_doc_id__50_d39e1252
Abstimmung	bv_doc_id__50_d39e1254
überlassen	bv_doc_id__50_d39e1257
<g/>
.	
Bei	bv_doc_id__50_d39e1261
Artikel	bv_doc_id__50_d39e1263
88	bv_doc_id__50_d39e1265
entscheidet	bv_doc_id__50_d39e1267
der	bv_doc_id__50_d39e1270
Unterausschuß	bv_doc_id__50_d39e1272
<g/>
,	
daß	bv_doc_id__50_d39e1276
die	bv_doc_id__50_d39e1278
Frigt	bv_doc_id__50_d39e1280
für	bv_doc_id__50_d39e1283
Einsprüche	bv_doc_id__50_d39e1285
der	bv_doc_id__50_d39e1287
Bundeszegierung	bv_doc_id__50_d39e1289
gegen	bv_doc_id__50_d39e1291
Gesetzesbeschlüsse	bv_doc_id__50_d39e1293
der	bv_doc_id__50_d39e1296
Landtage	bv_doc_id__50_d39e1298
mit	bv_doc_id__50_d39e1300
B	bv_doc_id__50_d39e1302
Rachen	bv_doc_id__50_d39e1304
festzusetzen	bv_doc_id__50_d39e1306
sei	bv_doc_id__50_d39e1309
<g/>
.	
Der	bv_doc_id__50_d39e1313
Minderheitsantrag	bv_doc_id__50_d39e1315
des	bv_doc_id__50_d39e1317
Abgeordneten	bv_doc_id__50_d39e1319
Leuthner	bv_doc_id__50_d39e1322
zu	bv_doc_id__50_d39e1324
Artikel	bv_doc_id__50_d39e1326
83	bv_doc_id__50_d39e1328
wird	bv_doc_id__50_d39e1330
der	bv_doc_id__50_d39e1332
Abstimmung	bv_doc_id__50_d39e1335
überlassen	bv_doc_id__50_d39e1337
<g/>
,	
desgleichen	bv_doc_id__50_d39e1341
zu	bv_doc_id__50_d39e1343
Artikel	bv_doc_id__50_d39e1345
89.	bv_doc_id__50_d39e1348
Absatzt	bv_doc_id__50_d39e1350
des	bv_doc_id__50_d39e1352
Artikels	bv_doc_id__50_d39e1354
di	bv_doc_id__50_d39e1356
hat	bv_doc_id__50_d39e1358
auf	bv_doc_id__50_d39e1361
Antrag	bv_doc_id__50_d39e1363
des	bv_doc_id__50_d39e1365
Abgeorddeten	bv_doc_id__50_d39e1367
Dr	bv_doc_id__50_d39e1369
<g/>
.	
Seipel	bv_doc_id__50_d39e1374
zu	bv_doc_id__50_d39e1376
lauten	bv_doc_id__50_d39e1378
<g/>
:	
a	bv_doc_id__50_d39e1382
<g/>
(	
4	bv_doc_id__50_d39e1387
<g/>
)	
Der	bv_doc_id__50_d39e1391
Landeshauptmann	bv_doc_id__50_d39e1393
wird	bv_doc_id__50_d39e1395
durch	bv_doc_id__50_d39e1397
den	bv_doc_id__50_d39e1400
Bundespräsidenten	bv_doc_id__50_d39e1402
<g/>
,	
die	bv_doc_id__50_d39e1406
anderen	bv_doc_id__50_d39e1408
Mitglieder	bv_doc_id__50_d39e1410
der	bv_doc_id__50_d39e1413
Landesregierung	bv_doc_id__50_d39e1415
werden	bv_doc_id__50_d39e1417
durch	bv_doc_id__50_d39e1419
den	bv_doc_id__50_d39e1421
Landeshauptmann	bv_doc_id__50_d39e1423
auf	bv_doc_id__50_d39e1426
die	bv_doc_id__50_d39e1428
Verabt«	bv_doc_id__50_d39e1430
<g/>
.	
Auf	bv_doc_id__50_d39e1434
das	bv_doc_id__50_d39e1436
Kinderheitsvotum	bv_doc_id__50_d39e1439
zu	bv_doc_id__50_d39e1441
Artikel	bv_doc_id__50_d39e1443
91	bv_doc_id__50_d39e1445
Eassung	bv_doc_id__50_d39e1447
angr	bv_doc_id__50_d39e1449
<g/>
.	
verzichtet	bv_doc_id__50_d39e1454
Dr	bv_doc_id__50_d39e1456
<g/>
.	
Denaeberg	bv_doc_id__50_d39e1460
<g/>
,	
wenn	bv_doc_id__50_d39e1465
festgestellt	bv_doc_id__50_d39e1467
wird	bv_doc_id__50_d39e1469
<g/>
,	
daß	bv_doc_id__50_d39e1473
die	bv_doc_id__50_d39e1475
Mitglieder	bv_doc_id__50_d39e1478
der	bv_doc_id__50_d39e1480
Landesregierungen	bv_doc_id__50_d39e1482
von	bv_doc_id__50_d39e1484
nun	bv_doc_id__50_d39e1486
an	bv_doc_id__50_d39e1488
von	bv_doc_id__50_d39e1491
den	bv_doc_id__50_d39e1493
Ländern	bv_doc_id__50_d39e1495
bezahlt	bv_doc_id__50_d39e1497
werden	bv_doc_id__50_d39e1499
<g/>
.	
Hierauf	bv_doc_id__50_d39e1504
verliest	bv_doc_id__50_d39e1506
der	bv_doc_id__50_d39e1508
Vargitzende	bv_doc_id__50_d39e1510
eine	bv_doc_id__50_d39e1512
Formulierung	bv_doc_id__50_d39e1514
des	bv_doc_id__50_d39e1517
Artikels	bv_doc_id__50_d39e1519
92	bv_doc_id__50_d39e1521
<g/>
,	
die	bv_doc_id__50_d39e1525
von	bv_doc_id__50_d39e1527
der	bv_doc_id__50_d39e1530
Staatskanzlei	bv_doc_id__50_d39e1532
ausgearbeitet	bv_doc_id__50_d39e1534
wurde	bv_doc_id__50_d39e1536
<g/>
.	
Sekt	bv_doc_id__50_d39e1540
<g/>
.	
Rat	bv_doc_id__50_d39e1545
Dr	bv_doc_id__50_d39e1547
<g/>
.	
Maanli	bv_doc_id__50_d39e1551
ch	bv_doc_id__50_d39e1553
er	bv_doc_id__50_d39e1556
bemerkt	bv_doc_id__50_d39e1558
<g/>
,	
daß	bv_doc_id__50_d39e1562
die	bv_doc_id__50_d39e1564
gleichen	bv_doc_id__50_d39e1566
Ausdrücke	bv_doc_id__50_d39e1569
wie	bv_doc_id__50_d39e1571
in	bv_doc_id__50_d39e1573
Artikel	bv_doc_id__50_d39e1575
10	bv_doc_id__50_d39e1577
gewählt	bv_doc_id__50_d39e1579
worden	bv_doc_id__50_d39e1582
seien	bv_doc_id__50_d39e1584
<g/>
,	
da	bv_doc_id__50_d39e1588
die	bv_doc_id__50_d39e1590
Aufzählung	bv_doc_id__50_d39e1592
sich	bv_doc_id__50_d39e1595
auf	bv_doc_id__50_d39e1597
die	bv_doc_id__50_d39e1599
Angelegenheiten	bv_doc_id__50_d39e1601
und	bv_doc_id__50_d39e1603
nicht	bv_doc_id__50_d39e1605
auf	bv_doc_id__50_d39e1608
die	bv_doc_id__50_d39e1610
einzelnen	bv_doc_id__50_d39e1612
Behörden	bv_doc_id__50_d39e1614
bezieht	bv_doc_id__50_d39e1616
<g/>
.	
Vom	bv_doc_id__50_d39e1621
gegenwärtigen	bv_doc_id__50_d39e1623
Zustand	bv_doc_id__50_d39e1625
reicht	bv_doc_id__50_d39e1627
der	bv_doc_id__50_d39e1629
Vorschlag	bv_doc_id__50_d39e1631
nur	bv_doc_id__50_d39e1634
insofern	bv_doc_id__50_d39e1636
ab	bv_doc_id__50_d39e1638
<g/>
,	
als	bv_doc_id__50_d39e1642
die	bv_doc_id__50_d39e1644
politische	bv_doc_id__50_d39e1647
Behörde	bv_doc_id__50_d39e1649
als	bv_doc_id__50_d39e1651
verländert	bv_doc_id__50_d39e1653
angesehen	bv_doc_id__50_d39e1655
wird	bv_doc_id__50_d39e1657
<g/>
.	
Strittig	bv_doc_id__50_d39e1662
ist	bv_doc_id__50_d39e1664
die	bv_doc_id__50_d39e1666
Eioreihung	bv_doc_id__50_d39e1668
der	bv_doc_id__50_d39e1670
Agrarbehörden	bv_doc_id__50_d39e1673
<g/>
,	
die	bv_doc_id__50_d39e1677
das	bv_doc_id__50_d39e1679
Staatkamt	bv_doc_id__50_d39e1681
für	bv_doc_id__50_d39e1683
Land-	bv_doc_id__50_d39e1686
und	bv_doc_id__50_d39e1688
Forstwirtschaft	bv_doc_id__50_d39e1690
gleichfalls	bv_doc_id__50_d39e1692
hier	bv_doc_id__50_d39e1694
aufgenommen	bv_doc_id__50_d39e1696
wünacht	bv_doc_id__50_d39e1699
<g/>
.	
Sie	bv_doc_id__50_d39e1703
wurde	bv_doc_id__50_d39e1705
jedoch	bv_doc_id__50_d39e1707
mit	bv_doc_id__50_d39e1709
Rücksicht	bv_doc_id__50_d39e1712
auf	bv_doc_id__50_d39e1714
verwaltungsreformatorische	bv_doc_id__50_d39e1716
ldeen	bv_doc_id__50_d39e1718
weggelassen	bv_doc_id__50_d39e1720
<g/>
.	
Es	bv_doc_id__50_d39e1725
sei	bv_doc_id__50_d39e1727
nämlich	bv_doc_id__50_d39e1729
eine	bv_doc_id__50_d39e1731
Ungestaltung	bv_doc_id__50_d39e1733
in	bv_doc_id__50_d39e1735
der	bv_doc_id__50_d39e1738
Richtung	bv_doc_id__50_d39e1740
geplent	bv_doc_id__50_d39e1742
<g/>
,	
das	bv_doc_id__50_d39e1746
diese	bv_doc_id__50_d39e1748
Benörden	bv_doc_id__50_d39e1751
auch	bv_doc_id__50_d39e1753
Gegätig	bv_doc_id__50_d39e1755
der	bv_doc_id__50_d39e1757
jetzigen	bv_doc_id__50_d39e1759
poli13	bv_doc_id__50_d39e1761
4	bv_doc_id__50_d39e1766
tiecher	bv_doc_id__50_d39e1771
Behörden	bv_doc_id__50_d39e1773
zu	bv_doc_id__50_d39e1775
übernehmen	bv_doc_id__50_d39e1777
hätten	bv_doc_id__50_d39e1779
<g/>
.	
Zu	bv_doc_id__50_d39e1784
erwähnen	bv_doc_id__50_d39e1786
wärs	bv_doc_id__50_d39e1788
nach	bv_doc_id__50_d39e1790
<g/>
,	
daß	bv_doc_id__50_d39e1795
die	bv_doc_id__50_d39e1797
Rgenden	bv_doc_id__50_d39e1799
der	bv_doc_id__50_d39e1801
Veiksgesundhait	bv_doc_id__50_d39e1803
so	bv_doc_id__50_d39e1805
eug	bv_doc_id__50_d39e1808
mit	bv_doc_id__50_d39e1810
der	bv_doc_id__50_d39e1812
politischen	bv_doc_id__50_d39e1814
Verwaltung	bv_doc_id__50_d39e1816
zusammenhängen	bv_doc_id__50_d39e1818
<g/>
,	
daß	bv_doc_id__50_d39e1823
sie	bv_doc_id__50_d39e1825
von	bv_doc_id__50_d39e1827
dieser	bv_doc_id__50_d39e1829
nicht	bv_doc_id__50_d39e1831
getrannt	bv_doc_id__50_d39e1834
werden	bv_doc_id__50_d39e1836
kinden	bv_doc_id__50_d39e1838
<g/>
.	
Eine	bv_doc_id__50_d39e1842
weitere	bv_doc_id__50_d39e1844
Ergänzung	bv_doc_id__50_d39e1847
wünscht	bv_doc_id__50_d39e1849
<g/>
,	
wie	bv_doc_id__50_d39e1853
Ministerialret	bv_doc_id__50_d39e1855
Dr	bv_doc_id__50_d39e1857
<g/>
.	
Froehlich	bv_doc_id__50_d39e1862
mitteilt	bv_doc_id__50_d39e1864
<g/>
,	
das	bv_doc_id__50_d39e1868
Staats	bv_doc_id__50_d39e1870
amt	bv_doc_id__50_d39e1873
für	bv_doc_id__50_d39e1875
saziale	bv_doc_id__50_d39e1877
Verwaltung	bv_doc_id__50_d39e1879
<g/>
.	
Das	bv_doc_id__50_d39e1883
Arbeiterrecht	bv_doc_id__50_d39e1886
wurde	bv_doc_id__50_d39e1888
nicht	bv_doc_id__50_d39e1890
aufgenommen	bv_doc_id__50_d39e1892
<g/>
,	
weil	bv_doc_id__50_d39e1896
die	bv_doc_id__50_d39e1899
Staatskanzlei	bv_doc_id__50_d39e1901
von	bv_doc_id__50_d39e1903
der	bv_doc_id__50_d39e1905
Annahme	bv_doc_id__50_d39e1907
ausging	bv_doc_id__50_d39e1909
daß	bv_doc_id__50_d39e1912
die	bv_doc_id__50_d39e1914
Durchführung	bv_doc_id__50_d39e1916
in	bv_doc_id__50_d39e1918
allgemeinen	bv_doc_id__50_d39e1920
Sache	bv_doc_id__50_d39e1922
der	bv_doc_id__50_d39e1925
pelitischen	bv_doc_id__50_d39e1927
Behörde	bv_doc_id__50_d39e1929
sej	bv_doc_id__50_d39e1931
<g/>
.	
Das	bv_doc_id__50_d39e1935
Staatsemt	bv_doc_id__50_d39e1938
hat	bv_doc_id__50_d39e1940
aber	bv_doc_id__50_d39e1942
doch	bv_doc_id__50_d39e1944
um	bv_doc_id__50_d39e1946
Aufnahme	bv_doc_id__50_d39e1948
gebeten	bv_doc_id__50_d39e1951
<g/>
,	
Arbeiterracht	bv_doc_id__50_d39e1955
und	bv_doc_id__50_d39e1957
Arbeiterschutz	bv_doc_id__50_d39e1959
greifen	bv_doc_id__50_d39e1961
ineinander	bv_doc_id__50_d39e1964
und	bv_doc_id__50_d39e1966
es	bv_doc_id__50_d39e1968
könnte	bv_doc_id__50_d39e1970
die	bv_doc_id__50_d39e1972
Frage	bv_doc_id__50_d39e1974
auftauchen	bv_doc_id__50_d39e1977
<g/>
,	
ob	bv_doc_id__50_d39e1981
einzelne	bv_doc_id__50_d39e1983
Angelegenheiten	bv_doc_id__50_d39e1985
eher	bv_doc_id__50_d39e1987
unter	bv_doc_id__50_d39e1990
Arbeiterrecht	bv_doc_id__50_d39e1992
als	bv_doc_id__50_d39e1994
unter	bv_doc_id__50_d39e1996
Arbeiterschutz	bv_doc_id__50_d39e1998
zu	bv_doc_id__50_d39e2000
subsumieren	bv_doc_id__50_d39e2003
wären	bv_doc_id__50_d39e2005
<g/>
.	
Es	bv_doc_id__50_d39e2009
wäre	bv_doc_id__50_d39e2011
daher	bv_doc_id__50_d39e2013
minschenswert	bv_doc_id__50_d39e2016
„Arbezterrecht	bv_doc_id__50_d39e2018
<g/>
,	
Arbeiler-	bv_doc_id__50_d39e2022
und	bv_doc_id__50_d39e2024
Angestelltenschutze	bv_doc_id__50_d39e2026
zu	bv_doc_id__50_d39e2029
sagen	bv_doc_id__50_d39e2031
<g/>
.	
Der	bv_doc_id__50_d39e2035
Vorgitzende	bv_doc_id__50_d39e2037
sicht	bv_doc_id__50_d39e2039
die	bv_doc_id__50_d39e2042
praktische	bv_doc_id__50_d39e2044
Durchführung	bv_doc_id__50_d39e2046
darin	bv_doc_id__50_d39e2048
<g/>
,	
daß	bv_doc_id__50_d39e2052
mar	bv_doc_id__50_d39e2055
die	bv_doc_id__50_d39e2057
Gewerbeinspektormmit	bv_doc_id__50_d39e2059
allen	bv_doc_id__50_d39e2061
einschlägigen	bv_doc_id__50_d39e2063
Agenden	bv_doc_id__50_d39e2065
bebfauen	bv_doc_id__50_d39e2068
kann	bv_doc_id__50_d39e2070
<g/>
.	
Die	bv_doc_id__50_d39e2074
Aufzählung	bv_doc_id__50_d39e2076
hat	bv_doc_id__50_d39e2078
<g/>
,	
wie	bv_doc_id__50_d39e2083
Min	bv_doc_id__50_d39e2085
<g/>
.	
Rat	bv_doc_id__50_d39e2089
Dr	bv_doc_id__50_d39e2091
<g/>
.	
Irsehlih	bv_doc_id__50_d39e2096
betont	bv_doc_id__50_d39e2098
<g/>
,	
außerordentliche	bv_doc_id__50_d39e2102
Schwierigkeiten	bv_doc_id__50_d39e2104
bereilet	bv_doc_id__50_d39e2107
<g/>
,	
Es	bv_doc_id__50_d39e2111
gibt	bv_doc_id__50_d39e2113
eine	bv_doc_id__50_d39e2115
große	bv_doc_id__50_d39e2117
Zahl	bv_doc_id__50_d39e2120
staatlicher	bv_doc_id__50_d39e2122
Aemter	bv_doc_id__50_d39e2124
<g/>
,	
die	bv_doc_id__50_d39e2128
aber	bv_doc_id__50_d39e2130
gezentlich	bv_doc_id__50_d39e2133
Kartschaftsstellen	bv_doc_id__50_d39e2135
