<doc id="bv_doc_id__52" attrs="word lemma type">
4277	bv_doc_id__52_d41e261
öffentlichen	bv_doc_id__52_d41e1564
mittleren	bv_doc_id__52_d41e1566
und	bv_doc_id__52_d41e1569
niederen	bv_doc_id__52_d41e1571
Lehranshalten	bv_doc_id__52_d41e1573
<g/>
.	
Einrichtung	bv_doc_id__52_d41e1577
dar	bv_doc_id__52_d41e1579
mit“	bv_doc_id__52_d41e1582
<g/>
.	
leren	bv_doc_id__52_d41e1586
und	bv_doc_id__52_d41e1588
niederen	bv_doc_id__52_d41e1590
Schulen	bv_doc_id__52_d41e1592
<g/>
,	
insbesondere	bv_doc_id__52_d41e1597
Fantsetzung	bv_doc_id__52_d41e1599
der	bv_doc_id__52_d41e1601
Lehrzleie	bv_doc_id__52_d41e1603
und	bv_doc_id__52_d41e1605
Lährpläne	bv_doc_id__52_d41e1608
<g/>
;	
Schulpflicht	bv_doc_id__52_d41e1612
<g/>
;	
Bestimmungen	bv_doc_id__52_d41e1616
über	bv_doc_id__52_d41e1618
Lehrbücher	bv_doc_id__52_d41e1621
und	bv_doc_id__52_d41e1623
Lehrmittel	bv_doc_id__52_d41e1625
<g/>
.	
Die	bv_doc_id__52_d41e1629
Zuständigkeit	bv_doc_id__52_d41e1631
der	bv_doc_id__52_d41e1634
Länder	bv_doc_id__52_d41e1636
für	bv_doc_id__52_d41e1638
die	bv_doc_id__52_d41e1640
Gesetzgebung	bv_doc_id__52_d41e1642
auf	bv_doc_id__52_d41e1644
dem	bv_doc_id__52_d41e1647
sonstigen	bv_doc_id__52_d41e1649
pädagogisch-didaktischen	bv_doc_id__52_d41e1651
Geblete	bv_doc_id__52_d41e1653
wird	bv_doc_id__52_d41e1655
durch	bv_doc_id__52_d41e1657
BundesVerfassungsgesetze	bv_doc_id__52_d41e1660
geregelt	bv_doc_id__52_d41e1662
<g/>
.	
Diehetrecht	bv_doc_id__52_d41e1666
der	bv_doc_id__52_d41e1668
Lahrer	bv_doc_id__52_d41e1670
<g/>
,	
einschließlich	bv_doc_id__52_d41e1675
des	bv_doc_id__52_d41e1677
Besoldungswesent	bv_doc_id__52_d41e1679
und	bv_doc_id__52_d41e1681
des	bv_doc_id__52_d41e1683
Dlexinlinarrechtes	bv_doc_id__52_d41e1686
<g/>
.	
Privatschulwesen	bv_doc_id__52_d41e1690
<g/>
.	
Volksbildung	bv_doc_id__52_d41e1694
<g/>
.	
Die	bv_doc_id__52_d41e1699
Zusammensetzung	bv_doc_id__52_d41e1701
den	bv_doc_id__52_d41e1703
Schalvermaltungsbe1.	bv_doc_id__52_d41e1705
106	bv_doc_id__52_d41e1707
4	bv_doc_id__52_d41e1712
hörden	bv_doc_id__52_d41e1714
und	bv_doc_id__52_d41e1716
die	bv_doc_id__52_d41e1718
Dienstheheit	bv_doc_id__52_d41e1720
über	bv_doc_id__52_d41e1722
die	bv_doc_id__52_d41e1725
Lehrerschaft	bv_doc_id__52_d41e1727
an	bv_doc_id__52_d41e1729
niederen	bv_doc_id__52_d41e1731
Lehrestalten	bv_doc_id__52_d41e1733
wird	bv_doc_id__52_d41e1735
durch	bv_doc_id__52_d41e1738
besondere	bv_doc_id__52_d41e1740
Bundes-Verfasbungsgesetze	bv_doc_id__52_d41e1742
beakimmt	bv_doc_id__52_d41e1744
<g/>
.	
Ergänzend	bv_doc_id__52_d41e1748
bemerkt	bv_doc_id__52_d41e1751
der	bv_doc_id__52_d41e1753
Veraifgende	bv_doc_id__52_d41e1755
<g/>
,	
daß	bv_doc_id__52_d41e1759
ein	bv_doc_id__52_d41e1761
Hinvernehmen	bv_doc_id__52_d41e1764
der	bv_doc_id__52_d41e1766
Parteienmur	bv_doc_id__52_d41e1768
Matgestellt	bv_doc_id__52_d41e1770
ist	bv_doc_id__52_d41e1772
über	bv_doc_id__52_d41e1774
die	bv_doc_id__52_d41e1777
Punkte	bv_doc_id__52_d41e1779
<g/>
:	
Gesamten	bv_doc_id__52_d41e1783
Hochschulwegen	bv_doc_id__52_d41e1785
<g/>
,	
Lehrerbildung	bv_doc_id__52_d41e1790
<g/>
,	
Staatkerzlehungsenstalten	bv_doc_id__52_d41e1794
und	bv_doc_id__52_d41e1796
Angkalten	bv_doc_id__52_d41e1798
für	bv_doc_id__52_d41e1800
Bergenkinder	bv_doc_id__52_d41e1803
<g/>
.	
Der	bv_doc_id__52_d41e1807
sonstige	bv_doc_id__52_d41e1809
Inhalt	bv_doc_id__52_d41e1811
des	bv_doc_id__52_d41e1813
Vorgeklagen	bv_doc_id__52_d41e1816
weicht	bv_doc_id__52_d41e1818
nach	bv_doc_id__52_d41e1820
Erklärung	bv_doc_id__52_d41e1822
Prof	bv_doc_id__52_d41e1824
<g/>
.	
Dr	bv_doc_id__52_d41e1829
<g/>
.	
Deipele	bv_doc_id__52_d41e1833
von	bv_doc_id__52_d41e1835
den	bv_doc_id__52_d41e1837
Vereinbarungen	bv_doc_id__52_d41e1839
ab	bv_doc_id__52_d41e1842
<g/>
.	
Staatssekretär	bv_doc_id__52_d41e1846
Prof	bv_doc_id__52_d41e1848
<g/>
.	
Dr	bv_doc_id__52_d41e1852
<g/>
.	
Ma	bv_doc_id__52_d41e1857
yr	bv_doc_id__52_d41e1859
stellt	bv_doc_id__52_d41e1861
ausdrücklich	bv_doc_id__52_d41e1863
fgat	bv_doc_id__52_d41e1865
<g/>
,	
daß	bv_doc_id__52_d41e1870
der	bv_doc_id__52_d41e1872
vom	bv_doc_id__52_d41e1874
Unterstaatasekretär	bv_doc_id__52_d41e1876
Oldekel	bv_doc_id__52_d41e1878
verlegene	bv_doc_id__52_d41e1881
Entwarf	bv_doc_id__52_d41e1883
nicht	bv_doc_id__52_d41e1885
von	bv_doc_id__52_d41e1887
der	bv_doc_id__52_d41e1889
Stantskanzlei	bv_doc_id__52_d41e1891
stammt	bv_doc_id__52_d41e1894
<g/>
.	
Prof	bv_doc_id__52_d41e1898
<g/>
.	
Dr	bv_doc_id__52_d41e1902
<g/>
.	
Beipel	bv_doc_id__52_d41e1907
bezeichnet	bv_doc_id__52_d41e1909
es	bv_doc_id__52_d41e1911
als	bv_doc_id__52_d41e1913
Ansinht	bv_doc_id__52_d41e1915
beiner	bv_doc_id__52_d41e1917
Partei	bv_doc_id__52_d41e1920
<g/>
,	
daß	bv_doc_id__52_d41e1924
der	bv_doc_id__52_d41e1926
bieherige	bv_doc_id__52_d41e1928
Zustand	bv_doc_id__52_d41e1930
solange	bv_doc_id__52_d41e1933
aufrecht	bv_doc_id__52_d41e1935
zu	bv_doc_id__52_d41e1937
bleiben	bv_doc_id__52_d41e1939
habn	bv_doc_id__52_d41e1941
<g/>
,	
bin	bv_doc_id__52_d41e1946
das	bv_doc_id__52_d41e1948
neue	bv_doc_id__52_d41e1950
Schulverwaltungegesetz	bv_doc_id__52_d41e1952
die	bv_doc_id__52_d41e1954
einschlägigen	bv_doc_id__52_d41e1956
Angelegenheiten	bv_doc_id__52_d41e1959
neu	bv_doc_id__52_d41e1961
regelt	bv_doc_id__52_d41e1963
<g/>
.	
Einem	bv_doc_id__52_d41e1967
Bunderverfasanngegesete	bv_doc_id__52_d41e1969
<g/>
,	
dan	bv_doc_id__52_d41e1974
dieser	bv_doc_id__52_d41e1976
Regelung	bv_doc_id__52_d41e1978
irgendwie	bv_doc_id__52_d41e1980
präjndiziere	bv_doc_id__52_d41e1982
<g/>
,	
könne	bv_doc_id__52_d41e1987
die	bv_doc_id__52_d41e1989
ohrletlichsoziale	bv_doc_id__52_d41e1991
Partei	bv_doc_id__52_d41e1993
Ihre	bv_doc_id__52_d41e1995
Zustimmung	bv_doc_id__52_d41e1998
nicht	bv_doc_id__52_d41e2000
geben	bv_doc_id__52_d41e2002
<g/>
.	
Er	bv_doc_id__52_d41e2006
verwelst	bv_doc_id__52_d41e2008
auf	bv_doc_id__52_d41e2011
seine	bv_doc_id__52_d41e2013
Aekauf	bv_doc_id__52_d41e2015
beztiglichen	bv_doc_id__52_d41e2017
Erklärungen	bv_doc_id__52_d41e2019
in	bv_doc_id__52_d41e2021
der	bv_doc_id__52_d41e2024
14.	bv_doc_id__52_d41e2026
<g/>
(	
s	bv_doc_id__52_d41e2030
<g/>
.	
Pretokell	bv_doc_id__52_d41e2034
der	bv_doc_id__52_d41e2037
l4.Sitzung,	bv_doc_id__52_d41e2039
Gaite	bv_doc_id__52_d41e2041
10	bv_doc_id__52_d41e2043
f	bv_doc_id__52_d41e2045
<g/>
)	
und	bv_doc_id__52_d41e2050
16.	bv_doc_id__52_d41e2052
Sitzurg	bv_doc_id__52_d41e2054
<g/>
(	
&	bv_doc_id__52_d41e2058
<g/>
.	
Protokoll	bv_doc_id__52_d41e2063
der	bv_doc_id__52_d41e2065
16.Sitzung,	bv_doc_id__52_d41e2067
beite	bv_doc_id__52_d41e2069
2	bv_doc_id__52_d41e2071
<g/>
)	
dee	bv_doc_id__52_d41e2076
Unteransschueger	bv_doc_id__52_d41e2078
<g/>
.	
Abg	bv_doc_id__52_d41e2082
<g/>
.	
Elesein	bv_doc_id__52_d41e2086
weist	bv_doc_id__52_d41e2089
auf	bv_doc_id__52_d41e2091
das	bv_doc_id__52_d41e2093
scheinbare	bv_doc_id__52_d41e2095
Zustandakemmen	bv_doc_id__52_d41e2097
von	bv_doc_id__52_d41e2099
Vereinbarungen	bv_doc_id__52_d41e2102
der	bv_doc_id__52_d41e2104
christlichaozialen	bv_doc_id__52_d41e2106
und	bv_doc_id__52_d41e2108
der	bv_doc_id__52_d41e2110
vozialdemokratlschen	bv_doc_id__52_d41e2112
Partei	bv_doc_id__52_d41e2115
hin	bv_doc_id__52_d41e2117
<g/>
,	
von	bv_doc_id__52_d41e2121
denen	bv_doc_id__52_d41e2123
er	bv_doc_id__52_d41e2125
und	bv_doc_id__52_d41e2128
seine	bv_doc_id__52_d41e2130
Partel	bv_doc_id__52_d41e2132
keine	bv_doc_id__52_d41e2134
Kenntnin	bv_doc_id__52_d41e2136
erlangt	bv_doc_id__52_d41e2138
ha	bv_doc_id__52_d41e2141
wad	bv_doc_id__52_d41e2143
spricht	bv_doc_id__52_d41e2145
den	bv_doc_id__52_d41e2147
Kunach	bv_doc_id__52_d41e2149
aus	bv_doc_id__52_d41e2151
<g/>
,	
man	bv_doc_id__52_d41e2156
möge	bv_doc_id__52_d41e2158
seiner	bv_doc_id__52_d41e2160
Partei	bv_doc_id__52_d41e2162
noch	bv_doc_id__52_d41e2164
ver	bv_doc_id__52_d41e2167
der	bv_doc_id__52_d41e2169
Sitzung	bv_doc_id__52_d41e2171
der	bv_doc_id__52_d41e2173
Nationalversammlung	bv_doc_id__52_d41e2175
das	bv_doc_id__52_d41e2177
Ergehnis	bv_doc_id__52_d41e2180
diener	bv_doc_id__52_d41e2182
Barn	bv_doc_id__52_d41e2184
tungen	bv_doc_id__52_d41e2186
zur	bv_doc_id__52_d41e2188
Kenntnis	bv_doc_id__52_d41e2190
bringen	bv_doc_id__52_d41e2193
<g/>
.	
Eine	bv_doc_id__52_d41e2197
Stellungnahme	bv_doc_id__52_d41e2199
zu	bv_doc_id__52_d41e2201
diesen	bv_doc_id__52_d41e2203
Fraßen	bv_doc_id__52_d41e2206
sei	bv_doc_id__52_d41e2208
ihm	bv_doc_id__52_d41e2210
ohne	bv_doc_id__52_d41e2212
Vorbereitung	bv_doc_id__52_d41e2214
nicht	bv_doc_id__52_d41e2216
möglich	bv_doc_id__52_d41e2219
<g/>
.	
Er	bv_doc_id__52_d41e2223
sei	bv_doc_id__52_d41e2225
auch	bv_doc_id__52_d41e2227
nicht	bv_doc_id__52_d41e2229
in	bv_doc_id__52_d41e2232
der	bv_doc_id__52_d41e2234
tage	bv_doc_id__52_d41e2236
<g/>
,	
die	bv_doc_id__52_d41e2240
heutige	bv_doc_id__52_d41e2242
Behatte	bv_doc_id__52_d41e2245
ad	bv_doc_id__52_d41e2247
referendum	bv_doc_id__52_d41e2249
zu	bv_doc_id__52_d41e2251
nehmen-	bv_doc_id__52_d41e2253
Präeident	bv_doc_id__52_d41e2255
Seitz	bv_doc_id__52_d41e2258
erinnert	bv_doc_id__52_d41e2260
an	bv_doc_id__52_d41e2262
die	bv_doc_id__52_d41e2264
Parteleitzungen	bv_doc_id__52_d41e2266
in	bv_doc_id__52_d41e2268
der	bv_doc_id__52_d41e2271
Präsidentschafbekanzlei	bv_doc_id__52_d41e2273
<g/>
,	
bei	bv_doc_id__52_d41e2277
denen	bv_doc_id__52_d41e2279
die	bv_doc_id__52_d41e2281
sozialdemokratische	bv_doc_id__52_d41e2284
Partei	bv_doc_id__52_d41e2286
dem	bv_doc_id__52_d41e2288
Standpunkt	bv_doc_id__52_d41e2290
der	bv_doc_id__52_d41e2292
christlichsozialen	bv_doc_id__52_d41e2294
Vertreter	bv_doc_id__52_d41e2297
someit	bv_doc_id__52_d41e2299
als	bv_doc_id__52_d41e2301
möglich	bv_doc_id__52_d41e2303
entgegengekommen	bv_doc_id__52_d41e2305
sei	bv_doc_id__52_d41e2307
<g/>
!	
nur	bv_doc_id__52_d41e2312
in	bv_doc_id__52_d41e2314
zwei	bv_doc_id__52_d41e2316
Punkten	bv_doc_id__52_d41e2318
besteht	bv_doc_id__52_d41e2320
ein	bv_doc_id__52_d41e2323
abselater	bv_doc_id__52_d41e2325
Widerspruch	bv_doc_id__52_d41e2327
<g/>
:	
Die	bv_doc_id__52_d41e2331
Christlichsozialen	bv_doc_id__52_d41e2333
fordern	bv_doc_id__52_d41e2336
<g/>
,	
daß	bv_doc_id__52_d41e2340
die	bv_doc_id__52_d41e2342
Lehrer	bv_doc_id__52_d41e2344
Landesbeamte	bv_doc_id__52_d41e2346
sein	bv_doc_id__52_d41e2349
sollen	bv_doc_id__52_d41e2351
<g/>
,	
während	bv_doc_id__52_d41e2355
seine	bv_doc_id__52_d41e2357
Partei	bv_doc_id__52_d41e2359
sie	bv_doc_id__52_d41e2362
nie	bv_doc_id__52_d41e2364
Bundesbeamte	bv_doc_id__52_d41e2366
betrachtet	bv_doc_id__52_d41e2368
<g/>
;	
der	bv_doc_id__52_d41e2372
1.	bv_doc_id__52_d41e2375
5	bv_doc_id__52_d41e2379
zweise	bv_doc_id__52_d41e2381
strittigs	bv_doc_id__52_d41e2383
Pankt	bv_doc_id__52_d41e2385
saten	bv_doc_id__52_d41e2388
die	bv_doc_id__52_d41e2390
Schnlanfeicktebehörden	bv_doc_id__52_d41e2392
<g/>
.	
Nach	bv_doc_id__52_d41e2396
Aeschanung	bv_doc_id__52_d41e2398
seiner	bv_doc_id__52_d41e2401
Partei	bv_doc_id__52_d41e2403
selleh	bv_doc_id__52_d41e2405
Landes-	bv_doc_id__52_d41e2407
und	bv_doc_id__52_d41e2409
Bezirkeschaleäte	bv_doc_id__52_d41e2411
Organe	bv_doc_id__52_d41e2414
des	bv_doc_id__52_d41e2416
Bundes	bv_doc_id__52_d41e2418
sein	bv_doc_id__52_d41e2420
<g/>
,	
während	bv_doc_id__52_d41e2424
die	bv_doc_id__52_d41e2427
Christlichsozialen	bv_doc_id__52_d41e2429
der	bv_doc_id__52_d41e2431
Anrckanung	bv_doc_id__52_d41e2433
sind	bv_doc_id__52_d41e2435
<g/>
,	
daß	bv_doc_id__52_d41e2440
diese	bv_doc_id__52_d41e2442
Behörden	bv_doc_id__52_d41e2444
heute	bv_doc_id__52_d41e2446
landesergans	bv_doc_id__52_d41e2448
sand	bv_doc_id__52_d41e2450
nah	bv_doc_id__52_d41e2453
solien	bv_doc_id__52_d41e2455
<g/>
.	
auch	bv_doc_id__52_d41e2459
weiterhin	bv_doc_id__52_d41e2461
dem	bv_doc_id__52_d41e2463
Lande	bv_doc_id__52_d41e2466
zugehören	bv_doc_id__52_d41e2468
<g/>
/	
Diese	bv_doc_id__52_d41e2472
zweite	bv_doc_id__52_d41e2474
Frage	bv_doc_id__52_d41e2476
sollte	bv_doc_id__52_d41e2479
also	bv_doc_id__52_d41e2481
in	bv_doc_id__52_d41e2483
einem	bv_doc_id__52_d41e2485
Schalveeltungsgesetz	bv_doc_id__52_d41e2487
<g/>
,	
das	bv_doc_id__52_d41e2492
als	bv_doc_id__52_d41e2494
Verlassungsgegets	bv_doc_id__52_d41e2496
mit	bv_doc_id__52_d41e2498
zweidrittel	bv_doc_id__52_d41e2500
Mahrheit	bv_doc_id__52_d41e2502
zustände	bv_doc_id__52_d41e2505
kommen	bv_doc_id__52_d41e2507
müßte	bv_doc_id__52_d41e2509
<g/>
,	
gelöst	bv_doc_id__52_d41e2513
werden	bv_doc_id__52_d41e2515
<g/>
.	
Er	bv_doc_id__52_d41e2520
hatsbei	bv_doc_id__52_d41e2522
den	bv_doc_id__52_d41e2524
Farteibesprechungen	bv_doc_id__52_d41e2526
darauf	bv_doc_id__52_d41e2528
hingewiegen	bv_doc_id__52_d41e2531
<g/>
,	
daß	bv_doc_id__52_d41e2535
von	bv_doc_id__52_d41e2537
der	bv_doc_id__52_d41e2539
Diensthoheit	bv_doc_id__52_d41e2541
über	bv_doc_id__52_d41e2544
die	bv_doc_id__52_d41e2546
Lehrer	bv_doc_id__52_d41e2548
den	bv_doc_id__52_d41e2550
Ländern	bv_doc_id__52_d41e2552
fast	bv_doc_id__52_d41e2554
nichte	bv_doc_id__52_d41e2557
geblieben	bv_doc_id__52_d41e2559
sei	bv_doc_id__52_d41e2561
<g/>
,	
da	bv_doc_id__52_d41e2565
der	bv_doc_id__52_d41e2567
Bund	bv_doc_id__52_d41e2570
die	bv_doc_id__52_d41e2572
Besoldung	bv_doc_id__52_d41e2574
regelt	bv_doc_id__52_d41e2576
<g/>
,	
als	bv_doc_id__52_d41e2580
das	bv_doc_id__52_d41e2583
Zeitavaxcement	bv_doc_id__52_d41e2585
und	bv_doc_id__52_d41e2587
die	bv_doc_id__52_d41e2589
Ernennung	bv_doc_id__52_d41e2591
der	bv_doc_id__52_d41e2593
Diraktoren	bv_doc_id__52_d41e2596
und	bv_doc_id__52_d41e2598
Oberlebrer	bv_doc_id__52_d41e2600
<g/>
.	
Ea	bv_doc_id__52_d41e2604
asi	bv_doc_id__52_d41e2606
unbedingt	bv_doc_id__52_d41e2609
notwendig	bv_doc_id__52_d41e2611
<g/>
,	
die	bv_doc_id__52_d41e2615
einzelnen	bv_doc_id__52_d41e2617
Pankte	bv_doc_id__52_d41e2619
in	bv_doc_id__52_d41e2622
der	bv_doc_id__52_d41e2624
Verfassung	bv_doc_id__52_d41e2626
zenau	bv_doc_id__52_d41e2628
anzuführen	bv_doc_id__52_d41e2630
<g/>
,	
da	bv_doc_id__52_d41e2635
schst	bv_doc_id__52_d41e2637
immer	bv_doc_id__52_d41e2639
wieder	bv_doc_id__52_d41e2641
neue	bv_doc_id__52_d41e2643
Hlßverständnisge	bv_doc_id__52_d41e2645
entstehen	bv_doc_id__52_d41e2648
<g/>
.	
Abgeordneter	bv_doc_id__52_d41e2652
Olesein	bv_doc_id__52_d41e2654
ist	bv_doc_id__52_d41e2656
der	bv_doc_id__52_d41e2658
Anschauung	bv_doc_id__52_d41e2661
<g/>
,	
daß	bv_doc_id__52_d41e2665
der	bv_doc_id__52_d41e2667
geltende	bv_doc_id__52_d41e2669
Rechtszustand	bv_doc_id__52_d41e2671
aufrecht	bv_doc_id__52_d41e2674
zu	bv_doc_id__52_d41e2676
bleiben	bv_doc_id__52_d41e2678
hätte	bv_doc_id__52_d41e2680
<g/>
,	
bie	bv_doc_id__52_d41e2684
das	bv_doc_id__52_d41e2687
Sehulverwaltungegesetz	bv_doc_id__52_d41e2689
zustandekommt	bv_doc_id__52_d41e2691
<g/>
.	
Da	bv_doc_id__52_d41e2695
eine	bv_doc_id__52_d41e2697
einseltige	bv_doc_id__52_d41e2700
Aenderung	bv_doc_id__52_d41e2702
des	bv_doc_id__52_d41e2704
geltenden	bv_doc_id__52_d41e2706
Rechtszustandes	bv_doc_id__52_d41e2708
nicht	bv_doc_id__52_d41e2710
möglich	bv_doc_id__52_d41e2713
ist	bv_doc_id__52_d41e2715
<g/>
,	
fürfte	bv_doc_id__52_d41e2719
er	bv_doc_id__52_d41e2721
auch	bv_doc_id__52_d41e2723
noch	bv_doc_id__52_d41e2726
lange	bv_doc_id__52_d41e2728
unverändert	bv_doc_id__52_d41e2730
fortbestehen	bv_doc_id__52_d41e2732
<g/>
.	
Prof	bv_doc_id__52_d41e2736
<g/>
.	
Dr	bv_doc_id__52_d41e2741
<g/>
.	
Selpel	bv_doc_id__52_d41e2745
erklärt	bv_doc_id__52_d41e2747
inabesanders	bv_doc_id__52_d41e2749
<g/>
,	
daß	bv_doc_id__52_d41e2754
das	bv_doc_id__52_d41e2756
Hert	bv_doc_id__52_d41e2758
„Sohulaufsicht"	bv_doc_id__52_d41e2760
nicht	bv_doc_id__52_d41e2762
in	bv_doc_id__52_d41e2765
die	bv_doc_id__52_d41e2767
Verfanzung	bv_doc_id__52_d41e2769
kommen	bv_doc_id__52_d41e2771
dürfe	bv_doc_id__52_d41e2773
<g/>
.	
Die	bv_doc_id__52_d41e2778
Verfassung	bv_doc_id__52_d41e2780
darf	bv_doc_id__52_d41e2782
in	bv_doc_id__52_d41e2784
keiner	bv_doc_id__52_d41e2786
Einsicht	bv_doc_id__52_d41e2788
präjudizieren	bv_doc_id__52_d41e2791
und	bv_doc_id__52_d41e2793
nur	bv_doc_id__52_d41e2795
enthalten	bv_doc_id__52_d41e2797
<g/>
,	
was	bv_doc_id__52_d41e2801
durchaus	bv_doc_id__52_d41e2804
unbestritten	bv_doc_id__52_d41e2806
ist	bv_doc_id__52_d41e2808
<g/>
.	
Dr	bv_doc_id__52_d41e2812
<g/>
.	
Bauer	bv_doc_id__52_d41e2817
übergibt	bv_doc_id__52_d41e2819
hierauf	bv_doc_id__52_d41e2821
den	bv_doc_id__52_d41e2823
Vorgitz	bv_doc_id__52_d41e2825
Professor	bv_doc_id__52_d41e2827
Dr	bv_doc_id__52_d41e2830
<g/>
.	
Seipel	bv_doc_id__52_d41e2834
<g/>
,	
der	bv_doc_id__52_d41e2838
als	bv_doc_id__52_d41e2840
Grundlage	bv_doc_id__52_d41e2843
der	bv_doc_id__52_d41e2845
meiteren	bv_doc_id__52_d41e2847
Verhandlungen	bv_doc_id__52_d41e2849
den	bv_doc_id__52_d41e2851
Formulierungevorschlag	bv_doc_id__52_d41e2853
der	bv_doc_id__52_d41e2856
Staatskanzlei	bv_doc_id__52_d41e2858
in	bv_doc_id__52_d41e2860
Beratung	bv_doc_id__52_d41e2862
zieht	bv_doc_id__52_d41e2864
<g/>
.	
Ein	bv_doc_id__52_d41e2869
Vermittlungsvorschlag	bv_doc_id__52_d41e2871
Prof	bv_doc_id__52_d41e2873
<g/>
.	
Lr	bv_doc_id__52_d41e2877
<g/>
.	
Kalsena	bv_doc_id__52_d41e2882
<g/>
,	
das	bv_doc_id__52_d41e2886
Schnlwegen	bv_doc_id__52_d41e2888
aus	bv_doc_id__52_d41e2890
der	bv_doc_id__52_d41e2892
Verfassung	bv_doc_id__52_d41e2895
auszuscheiden	bv_doc_id__52_d41e2897
und	bv_doc_id__52_d41e2899
nur	bv_doc_id__52_d41e2901
in	bv_doc_id__52_d41e2903
einem	bv_doc_id__52_d41e2905
eigenen	bv_doc_id__52_d41e2908
Schulparagraphen	bv_doc_id__52_d41e2910
den	bv_doc_id__52_d41e2912
Verauch	bv_doc_id__52_d41e2914
zu	bv_doc_id__52_d41e2916
machen	bv_doc_id__52_d41e2918
<g/>
,	
den	bv_doc_id__52_d41e2923
gegenwärtigen	bv_doc_id__52_d41e2925
Rechtazustand	bv_doc_id__52_d41e2927
mit	bv_doc_id__52_d41e2929
den	bv_doc_id__52_d41e2931
Kategorien	bv_doc_id__52_d41e2934
der	bv_doc_id__52_d41e2936
neuen	bv_doc_id__52_d41e2938
Verfassung	bv_doc_id__52_d41e2940
in	bv_doc_id__52_d41e2942
Einklang	bv_doc_id__52_d41e2944
zu	bv_doc_id__52_d41e2947
bringen	bv_doc_id__52_d41e2949
<g/>
,	
die	bv_doc_id__52_d41e2953
endgültige	bv_doc_id__52_d41e2955
Regelung	bv_doc_id__52_d41e2957
aber	bv_doc_id__52_d41e2960
einer	bv_doc_id__52_d41e2962
späteren	bv_doc_id__52_d41e2964
Regelung	bv_doc_id__52_d41e2966
vorzubehalten	bv_doc_id__52_d41e2968
<g/>
,	
wird	bv_doc_id__52_d41e2973
vom	bv_doc_id__52_d41e2975
Präsidenten	bv_doc_id__52_d41e2977
deitz	bv_doc_id__52_d41e2979
mit	bv_doc_id__52_d41e2981
dem	bv_doc_id__52_d41e2983
Hinweie	bv_doc_id__52_d41e2986
1.	bv_doc_id__52_d41e2988
126	bv_doc_id__52_d41e2994
8	bv_doc_id__52_d41e2998
abgelöhnt	bv_doc_id__52_d41e3000
<g/>
,	
daß	bv_doc_id__52_d41e3005
bereite	bv_doc_id__52_d41e3007
die	bv_doc_id__52_d41e3009
Grund-	bv_doc_id__52_d41e3011
und	bv_doc_id__52_d41e3013
Freiheitsrechte	bv_doc_id__52_d41e3015
in	bv_doc_id__52_d41e3018
der	bv_doc_id__52_d41e3020
Verfassung	bv_doc_id__52_d41e3022
fehlen	bv_doc_id__52_d41e3024
und	bv_doc_id__52_d41e3026
nun	bv_doc_id__52_d41e3028
auch	bv_doc_id__52_d41e3031
noch	bv_doc_id__52_d41e3033
das	bv_doc_id__52_d41e3035
Schulwesen	bv_doc_id__52_d41e3037
nicht	bv_doc_id__52_d41e3039
enthalten	bv_doc_id__52_d41e3041
wäre	bv_doc_id__52_d41e3044
<g/>
.	
Seine	bv_doc_id__52_d41e3048
Partei	bv_doc_id__52_d41e3050
habe	bv_doc_id__52_d41e3052
das	bv_doc_id__52_d41e3054
gräßte	bv_doc_id__52_d41e3057
Entgegenkommen	bv_doc_id__52_d41e3059
gezeigt	bv_doc_id__52_d41e3061
und	bv_doc_id__52_d41e3063
nur	bv_doc_id__52_d41e3065
auf	bv_doc_id__52_d41e3067
dem	bv_doc_id__52_d41e3070
Gebiete	bv_doc_id__52_d41e3072
des	bv_doc_id__52_d41e3074
Schulmenens	bv_doc_id__52_d41e3076
Forderungen	bv_doc_id__52_d41e3078
gestellt	bv_doc_id__52_d41e3080
<g/>
.	
Der	bv_doc_id__52_d41e3085
gegenwärtige	bv_doc_id__52_d41e3087
Rechtszustand	bv_doc_id__52_d41e3089
könne	bv_doc_id__52_d41e3091
nickt	bv_doc_id__52_d41e3093
maßgeband	bv_doc_id__52_d41e3096
sein	bv_doc_id__52_d41e3098
<g/>
,	
da	bv_doc_id__52_d41e3102
er	bv_doc_id__52_d41e3104
auf	bv_doc_id__52_d41e3106
dem	bv_doc_id__52_d41e3109
Sanktiensrecht	bv_doc_id__52_d41e3111
der	bv_doc_id__52_d41e3113
Krane	bv_doc_id__52_d41e3115
beruht	bv_doc_id__52_d41e3117
<g/>
.	
Einfach	bv_doc_id__52_d41e3122
festzustellen	bv_doc_id__52_d41e3124
<g/>
,	
daß	bv_doc_id__52_d41e3128
nichts	bv_doc_id__52_d41e3130
geändert	bv_doc_id__52_d41e3132
wird	bv_doc_id__52_d41e3135
<g/>
,	
wei	bv_doc_id__52_d41e3139
politioch	bv_doc_id__52_d41e3141
nicht	bv_doc_id__52_d41e3143
gentgend	bv_doc_id__52_d41e3145
<g/>
.	
Prof	bv_doc_id__52_d41e3150
<g/>
.	
Dr	bv_doc_id__52_d41e3154
<g/>
.	
Kele	bv_doc_id__52_d41e3158
en	bv_doc_id__52_d41e3161
gibt	bv_doc_id__52_d41e3163
zu	bv_doc_id__52_d41e3165
bedenken	bv_doc_id__52_d41e3167
<g/>
:	
Das	bv_doc_id__52_d41e3171
Nichtzustandekommen	bv_doc_id__52_d41e3174
der	bv_doc_id__52_d41e3176
