<doc id="bv_doc_id__21" attrs="word lemma type">
Fassung	bv_doc_id__21_d12e331
die	bv_doc_id__21_d12e12085
Dauer	bv_doc_id__21_d12e12087
der	bv_doc_id__21_d12e12090
Gesetzgebungsperiode	bv_doc_id__21_d12e12092
aufgeschoben	bv_doc_id__21_d12e12094
werden	bv_doc_id__21_d12e12096
<g/>
.	
<g/>
(	
5	bv_doc_id__21_d12e12108
<g/>
)	
Die	bv_doc_id__21_d12e12113
Immunität	bv_doc_id__21_d12e12115
der	bv_doc_id__21_d12e12117
Organe	bv_doc_id__21_d12e12119
des	bv_doc_id__21_d12e12122
Nationalrates	bv_doc_id__21_d12e12124
deren	bv_doc_id__21_d12e12126
Funktion	bv_doc_id__21_d12e12128
über	bv_doc_id__21_d12e12130
die	bv_doc_id__21_d12e12132
Gesetzgebungsperiode	bv_doc_id__21_d12e12135
hinausgeht	bv_doc_id__21_d12e12137
<g/>
,	
bleibt	bv_doc_id__21_d12e12141
für	bv_doc_id__21_d12e12143
die	bv_doc_id__21_d12e12145
Dauer	bv_doc_id__21_d12e12148
dieser	bv_doc_id__21_d12e12150
Funktion	bv_doc_id__21_d12e12152
bestehen	bv_doc_id__21_d12e12154
<g/>
.	
Artikel	bv_doc_id__21_d12e12164
44.	bv_doc_id__21_d12e12166
Die	bv_doc_id__21_d12e12171
Mitglieder	bv_doc_id__21_d12e12173
des	bv_doc_id__21_d12e12175
Bundesrates	bv_doc_id__21_d12e12177
genießen	bv_doc_id__21_d12e12179
für	bv_doc_id__21_d12e12182
diese	bv_doc_id__21_d12e12184
Funktion	bv_doc_id__21_d12e12186
während	bv_doc_id__21_d12e12188
deren	bv_doc_id__21_d12e12190
ganzen	bv_doc_id__21_d12e12192
Dauer	bv_doc_id__21_d12e12195
die	bv_doc_id__21_d12e12197
Immunität	bv_doc_id__21_d12e12199
von	bv_doc_id__21_d12e12201
Mitgliedern	bv_doc_id__21_d12e12203
des	bv_doc_id__21_d12e12205
Landtages	bv_doc_id__21_d12e12208
<g/>
,	
der	bv_doc_id__21_d12e12212
sie	bv_doc_id__21_d12e12214
entsendet	bv_doc_id__21_d12e12216
hat	bv_doc_id__21_d12e12218
<g/>
.	
11	bv_doc_id__21_d12e12226
Artikel	bv_doc_id__21_d12e12236
45.	bv_doc_id__21_d12e12238
<g/>
(	
1	bv_doc_id__21_d12e12247
<g/>
)	
Niemand	bv_doc_id__21_d12e12252
kann	bv_doc_id__21_d12e12254
gleichzeitig	bv_doc_id__21_d12e12256
dem	bv_doc_id__21_d12e12258
Nationalrat	bv_doc_id__21_d12e12261
und	bv_doc_id__21_d12e12263
dem	bv_doc_id__21_d12e12265
Bundesrat	bv_doc_id__21_d12e12267
angehören	bv_doc_id__21_d12e12269
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e12280
<g/>
)	
Öffentliche	bv_doc_id__21_d12e12285
Angestellte	bv_doc_id__21_d12e12287
und	bv_doc_id__21_d12e12289
Funktionäre	bv_doc_id__21_d12e12291
einschließlich	bv_doc_id__21_d12e12294
der	bv_doc_id__21_d12e12296
Angehörigen	bv_doc_id__21_d12e12298
des	bv_doc_id__21_d12e12300
Bundesheeres	bv_doc_id__21_d12e12302
bedürfen	bv_doc_id__21_d12e12304
zur	bv_doc_id__21_d12e12307
Ausübung	bv_doc_id__21_d12e12309
eines	bv_doc_id__21_d12e12311
Mandates	bv_doc_id__21_d12e12313
im	bv_doc_id__21_d12e12315
Nationalrat	bv_doc_id__21_d12e12317
oder	bv_doc_id__21_d12e12320
im	bv_doc_id__21_d12e12322
Bundesrate	bv_doc_id__21_d12e12324
keines	bv_doc_id__21_d12e12326
Urlaubes	bv_doc_id__21_d12e12328
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e12339
<g/>
)	
Wenn	bv_doc_id__21_d12e12344
sich	bv_doc_id__21_d12e12346
die	bv_doc_id__21_d12e12348
im	bv_doc_id__21_d12e12350
Absatz	bv_doc_id__21_d12e12353
2	bv_doc_id__21_d12e12355
bezeichneten	bv_doc_id__21_d12e12357
Personen	bv_doc_id__21_d12e12359
um	bv_doc_id__21_d12e12361
Mandate	bv_doc_id__21_d12e12363
im	bv_doc_id__21_d12e12366
Nationalrat	bv_doc_id__21_d12e12368
bewerben	bv_doc_id__21_d12e12370
<g/>
,	
ist	bv_doc_id__21_d12e12374
ihnen	bv_doc_id__21_d12e12376
die	bv_doc_id__21_d12e12379
dazu	bv_doc_id__21_d12e12381
erforderliche	bv_doc_id__21_d12e12383
freie	bv_doc_id__21_d12e12385
Zeit	bv_doc_id__21_d12e12387
zu	bv_doc_id__21_d12e12389
gewähren	bv_doc_id__21_d12e12392
<g/>
.	
Das	bv_doc_id__21_d12e12396
Nähere	bv_doc_id__21_d12e12398
bestimmen	bv_doc_id__21_d12e12400
die	bv_doc_id__21_d12e12402
Dienstesvorschristen	bv_doc_id__21_d12e12405
<g/>
.	
G	bv_doc_id__21_d12e12416
<g/>
.	
Stellung	bv_doc_id__21_d12e12420
der	bv_doc_id__21_d12e12422
Bundesregierung	bv_doc_id__21_d12e12424
im	bv_doc_id__21_d12e12427
Nationalrat	bv_doc_id__21_d12e12429
<g/>
,	
im	bv_doc_id__21_d12e12433
Bundesrat	bv_doc_id__21_d12e12435
und	bv_doc_id__21_d12e12437
in	bv_doc_id__21_d12e12440
der	bv_doc_id__21_d12e12442
Bundesversammlung	bv_doc_id__21_d12e12444
<g/>
.	
Artikel	bv_doc_id__21_d12e12453
46.	bv_doc_id__21_d12e12455
Die	bv_doc_id__21_d12e12460
Mitglieder	bv_doc_id__21_d12e12462
der	bv_doc_id__21_d12e12464
Bundesregierung	bv_doc_id__21_d12e12466
sowie	bv_doc_id__21_d12e12468
die	bv_doc_id__21_d12e12471
von	bv_doc_id__21_d12e12473
ihnen	bv_doc_id__21_d12e12475
entsendeten	bv_doc_id__21_d12e12477
Vertreter	bv_doc_id__21_d12e12479
sind	bv_doc_id__21_d12e12481
berechtigt	bv_doc_id__21_d12e12484
<g/>
,	
an	bv_doc_id__21_d12e12488
allen	bv_doc_id__21_d12e12490
Beratungen	bv_doc_id__21_d12e12492
des	bv_doc_id__21_d12e12494
Nationalrates	bv_doc_id__21_d12e12497
<g/>
,	
des	bv_doc_id__21_d12e12501
Bundesrates	bv_doc_id__21_d12e12503
und	bv_doc_id__21_d12e12505
der	bv_doc_id__21_d12e12507
Bundesversammlung	bv_doc_id__21_d12e12510
sowie	bv_doc_id__21_d12e12512
der	bv_doc_id__21_d12e12514
Ausschüsse	bv_doc_id__21_d12e12516
dieser	bv_doc_id__21_d12e12518
Vertretungskörper	bv_doc_id__21_d12e12520
teilzunehmen	bv_doc_id__21_d12e12523
<g/>
,	
an	bv_doc_id__21_d12e12527
den	bv_doc_id__21_d12e12529
Beratungen	bv_doc_id__21_d12e12531
des	bv_doc_id__21_d12e12533
Hauptausschusses	bv_doc_id__21_d12e12536
des	bv_doc_id__21_d12e12538
Nationalrates	bv_doc_id__21_d12e12540
jedoch	bv_doc_id__21_d12e12542
nur	bv_doc_id__21_d12e12544
auf	bv_doc_id__21_d12e12546
besondere	bv_doc_id__21_d12e12549
Einladung	bv_doc_id__21_d12e12551
<g/>
.	
Sie	bv_doc_id__21_d12e12555
müssen	bv_doc_id__21_d12e12557
auf	bv_doc_id__21_d12e12559
ihr	bv_doc_id__21_d12e12562
Verlangen	bv_doc_id__21_d12e12564
jedesmal	bv_doc_id__21_d12e12566
gehört	bv_doc_id__21_d12e12568
werden	bv_doc_id__21_d12e12570
<g/>
.	
Der	bv_doc_id__21_d12e12575
Nationalrat	bv_doc_id__21_d12e12577
<g/>
,	
der	bv_doc_id__21_d12e12581
Bundesrat	bv_doc_id__21_d12e12583
und	bv_doc_id__21_d12e12585
die	bv_doc_id__21_d12e12588
Bundesversammlung	bv_doc_id__21_d12e12590
sowie	bv_doc_id__21_d12e12592
deren	bv_doc_id__21_d12e12594
Ausschüsse	bv_doc_id__21_d12e12596
können	bv_doc_id__21_d12e12598
die	bv_doc_id__21_d12e12601
Anwesenheit	bv_doc_id__21_d12e12603
der	bv_doc_id__21_d12e12605
Mitglieder	bv_doc_id__21_d12e12607
der	bv_doc_id__21_d12e12609
Bundesregierung	bv_doc_id__21_d12e12611
verlangen	bv_doc_id__21_d12e12614
<g/>
.	
Artikel	bv_doc_id__21_d12e12624
47.	bv_doc_id__21_d12e12626
Der	bv_doc_id__21_d12e12631
Nationalrat	bv_doc_id__21_d12e12633
und	bv_doc_id__21_d12e12635
der	bv_doc_id__21_d12e12637
Bundesrat	bv_doc_id__21_d12e12639
sind	bv_doc_id__21_d12e12642
befugt	bv_doc_id__21_d12e12644
<g/>
,	
die	bv_doc_id__21_d12e12648
Geschäftsführung	bv_doc_id__21_d12e12650
der	bv_doc_id__21_d12e12652
Bundesregierung	bv_doc_id__21_d12e12655
zu	bv_doc_id__21_d12e12657
überprüfen	bv_doc_id__21_d12e12659
<g/>
,	
deren	bv_doc_id__21_d12e12663
Mitglieder	bv_doc_id__21_d12e12665
über	bv_doc_id__21_d12e12668
alle	bv_doc_id__21_d12e12670
Gegenstände	bv_doc_id__21_d12e12672
der	bv_doc_id__21_d12e12674
Vollziehung	bv_doc_id__21_d12e12676
zu	bv_doc_id__21_d12e12678
befragen	bv_doc_id__21_d12e12681
und	bv_doc_id__21_d12e12683
alle	bv_doc_id__21_d12e12685
einschlägigen	bv_doc_id__21_d12e12687
Auskünfte	bv_doc_id__21_d12e12689
zu	bv_doc_id__21_d12e12691
verlangen	bv_doc_id__21_d12e12694
sowie	bv_doc_id__21_d12e12696
ihren	bv_doc_id__21_d12e12698
Wünschen	bv_doc_id__21_d12e12700
über	bv_doc_id__21_d12e12702
die	bv_doc_id__21_d12e12704
Ausübung	bv_doc_id__21_d12e12707
der	bv_doc_id__21_d12e12709
Regierungs=	bv_doc_id__21_d12e12711
und	bv_doc_id__21_d12e12713
Vollzugsgewalt	bv_doc_id__21_d12e12715
in	bv_doc_id__21_d12e12717
Entschließungen	bv_doc_id__21_d12e12720
Ausdruck	bv_doc_id__21_d12e12722
zu	bv_doc_id__21_d12e12724
geben	bv_doc_id__21_d12e12726
<g/>
.	
Artikel	bv_doc_id__21_d12e12736
48.	bv_doc_id__21_d12e12738
<g/>
(	
1	bv_doc_id__21_d12e12747
<g/>
)	
Der	bv_doc_id__21_d12e12752
Nationalrat	bv_doc_id__21_d12e12754
kann	bv_doc_id__21_d12e12756
durch	bv_doc_id__21_d12e12758
Beschluß	bv_doc_id__21_d12e12761
Untersuchungsausschüsse	bv_doc_id__21_d12e12763
einsetzen	bv_doc_id__21_d12e12765
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e12776
<g/>
)	
Die	bv_doc_id__21_d12e12781
Gerichte	bv_doc_id__21_d12e12783
und	bv_doc_id__21_d12e12785
alle	bv_doc_id__21_d12e12787
anderen	bv_doc_id__21_d12e12790
Behörden	bv_doc_id__21_d12e12792
sind	bv_doc_id__21_d12e12794
verpflichtet	bv_doc_id__21_d12e12796
<g/>
,	
dem	bv_doc_id__21_d12e12800
Ersuchen	bv_doc_id__21_d12e12803
dieser	bv_doc_id__21_d12e12805
Ausschüsse	bv_doc_id__21_d12e12807
um	bv_doc_id__21_d12e12809
Beweiserhebungen	bv_doc_id__21_d12e12811
Folge	bv_doc_id__21_d12e12813
zu	bv_doc_id__21_d12e12816
leisten	bv_doc_id__21_d12e12818
<g/>
;	
alle	bv_doc_id__21_d12e12822
öffentlichen	bv_doc_id__21_d12e12824
Ämter	bv_doc_id__21_d12e12826
haben	bv_doc_id__21_d12e12829
auf	bv_doc_id__21_d12e12831
Verlangen	bv_doc_id__21_d12e12833
ihre	bv_doc_id__21_d12e12835
Akten	bv_doc_id__21_d12e12837
vorzulegen	bv_doc_id__21_d12e12839
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e12851
<g/>
)	
Das	bv_doc_id__21_d12e12856
Verfahren	bv_doc_id__21_d12e12858
der	bv_doc_id__21_d12e12860
Untersuchungsausschüsse	bv_doc_id__21_d12e12862
wird	bv_doc_id__21_d12e12865
durch	bv_doc_id__21_d12e12867
das	bv_doc_id__21_d12e12869
Geschäftsordnungsgesetz	bv_doc_id__21_d12e12871
geregelt	bv_doc_id__21_d12e12873
<g/>
.	
Zweites	bv_doc_id__21_d12e6842
Hauptstück	bv_doc_id__21_d12e6844
<g/>
.	
Von	bv_doc_id__21_d12e6851
der	bv_doc_id__21_d12e6853
Gesetzgebung	bv_doc_id__21_d12e6855
des	bv_doc_id__21_d12e6857
Bundes	bv_doc_id__21_d12e6859
<g/>
.	
A	bv_doc_id__21_d12e6869
<g/>
.	
Der	bv_doc_id__21_d12e6873
Nationalrat	bv_doc_id__21_d12e6875
<g/>
.	
Artikel	bv_doc_id__21_d12e6884
15.	bv_doc_id__21_d12e6886
Die	bv_doc_id__21_d12e6896
gesetzgebende	bv_doc_id__21_d12e6898
Gewalt	bv_doc_id__21_d12e6900
des	bv_doc_id__21_d12e6902
Bundes	bv_doc_id__21_d12e6905
übt	bv_doc_id__21_d12e6907
der	bv_doc_id__21_d12e6909
vom	bv_doc_id__21_d12e6911
ganzen	bv_doc_id__21_d12e6913
Bundesvolk	bv_doc_id__21_d12e6915
gewählte	bv_doc_id__21_d12e6918
Nationalrat	bv_doc_id__21_d12e6920
gemeinsam	bv_doc_id__21_d12e6922
mit	bv_doc_id__21_d12e6924
dem	bv_doc_id__21_d12e6926
von	bv_doc_id__21_d12e6928
den	bv_doc_id__21_d12e6931
Landtagen	bv_doc_id__21_d12e6933
gewählten	bv_doc_id__21_d12e6935
Bundesrate	bv_doc_id__21_d12e6937
aus	bv_doc_id__21_d12e6939
<g/>
.	
Artikel	bv_doc_id__21_d12e6949
16.	bv_doc_id__21_d12e6951
<g/>
(	
1	bv_doc_id__21_d12e6960
<g/>
)	
Der	bv_doc_id__21_d12e6965
Sitz	bv_doc_id__21_d12e6967
des	bv_doc_id__21_d12e6969
Nationalrates	bv_doc_id__21_d12e6971
ist	bv_doc_id__21_d12e6974
die	bv_doc_id__21_d12e6976
Bundeshauptstadt	bv_doc_id__21_d12e6978
Wien	bv_doc_id__21_d12e6980
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e6991
<g/>
)	
Für	bv_doc_id__21_d12e6996
die	bv_doc_id__21_d12e6998
Dauer	bv_doc_id__21_d12e7000
außerordentlicher	bv_doc_id__21_d12e7002
Verhältnisse	bv_doc_id__21_d12e7005
kann	bv_doc_id__21_d12e7007
der	bv_doc_id__21_d12e7009
Bundespräsident	bv_doc_id__21_d12e7011
auf	bv_doc_id__21_d12e7013
Antrag	bv_doc_id__21_d12e7015
der	bv_doc_id__21_d12e7018
Bundesregierung	bv_doc_id__21_d12e7020
den	bv_doc_id__21_d12e7022
Nationalrat	bv_doc_id__21_d12e7024
in	bv_doc_id__21_d12e7026
einen	bv_doc_id__21_d12e7028
anderen	bv_doc_id__21_d12e7031
Ort	bv_doc_id__21_d12e7033
des	bv_doc_id__21_d12e7035
Bundesgebietes	bv_doc_id__21_d12e7037
berufen	bv_doc_id__21_d12e7039
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e7046
17	bv_doc_id__21_d12e7048
und	bv_doc_id__21_d12e7050
18	bv_doc_id__21_d12e7052
fallen	bv_doc_id__21_d12e7054
aus	bv_doc_id__21_d12e7057
<g/>
.)	
Artikel	bv_doc_id__21_d12e7067
19.	bv_doc_id__21_d12e7069
<g/>
(	
1	bv_doc_id__21_d12e7078
<g/>
)	
Der	bv_doc_id__21_d12e7083
Nationalrat	bv_doc_id__21_d12e7085
wird	bv_doc_id__21_d12e7087
vom	bv_doc_id__21_d12e7089
Bundesvolk	bv_doc_id__21_d12e7092
auf	bv_doc_id__21_d12e7094
Grund	bv_doc_id__21_d12e7096
des	bv_doc_id__21_d12e7098
gleichen	bv_doc_id__21_d12e7100
<g/>
,	
direkten	bv_doc_id__21_d12e7105
<g/>
,	
geheimen	bv_doc_id__21_d12e7109
und	bv_doc_id__21_d12e7111
persönlichen	bv_doc_id__21_d12e7113
Wahlrechtes	bv_doc_id__21_d12e7115
der	bv_doc_id__21_d12e7118
Männer	bv_doc_id__21_d12e7120
und	bv_doc_id__21_d12e7122
Frauen	bv_doc_id__21_d12e7124
<g/>
,	
die	bv_doc_id__21_d12e7128
vor	bv_doc_id__21_d12e7131
dem	bv_doc_id__21_d12e7133
1.	bv_doc_id__21_d12e7135
Jänner	bv_doc_id__21_d12e7137
des	bv_doc_id__21_d12e7139
Jahres	bv_doc_id__21_d12e7141
der	bv_doc_id__21_d12e7144
Wahl	bv_doc_id__21_d12e7146
das	bv_doc_id__21_d12e7148
zwanzigste	bv_doc_id__21_d12e7150
Lebensjahr	bv_doc_id__21_d12e7152
überschritten	bv_doc_id__21_d12e7154
hatten	bv_doc_id__21_d12e7157
<g/>
,	
nach	bv_doc_id__21_d12e7161
den	bv_doc_id__21_d12e7163
Grundsätzen	bv_doc_id__21_d12e7165
der	bv_doc_id__21_d12e7167
Verhältniswahl	bv_doc_id__21_d12e7170
gewählt	bv_doc_id__21_d12e7172
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e7183
<g/>
)	
Die	bv_doc_id__21_d12e7188
Wähler	bv_doc_id__21_d12e7190
üben	bv_doc_id__21_d12e7192
ihr	bv_doc_id__21_d12e7194
Wahlrecht	bv_doc_id__21_d12e7197
in	bv_doc_id__21_d12e7199
Wahlbezirken	bv_doc_id__21_d12e7201
aus	bv_doc_id__21_d12e7203
<g/>
,	
von	bv_doc_id__21_d12e7207
denen	bv_doc_id__21_d12e7210
jeder	bv_doc_id__21_d12e7212
ein	bv_doc_id__21_d12e7214
geschlossenes	bv_doc_id__21_d12e7216
Gebiet	bv_doc_id__21_d12e7218
umfassen	bv_doc_id__21_d12e7220
muß	bv_doc_id__21_d12e7223
<g/>
.	
Die	bv_doc_id__21_d12e7227
Zahl	bv_doc_id__21_d12e7229
der	bv_doc_id__21_d12e7231
Abgeordneten	bv_doc_id__21_d12e7233
ist	bv_doc_id__21_d12e7236
auf	bv_doc_id__21_d12e7238
die	bv_doc_id__21_d12e7240
Wahlbezirke	bv_doc_id__21_d12e7242
im	bv_doc_id__21_d12e7244
Verhältnis	bv_doc_id__21_d12e7246
der	bv_doc_id__21_d12e7249
Zahl	bv_doc_id__21_d12e7251
der	bv_doc_id__21_d12e7253
Bundesangehörigen	bv_doc_id__21_d12e7255
zu	bv_doc_id__21_d12e7257
verteilen	bv_doc_id__21_d12e7259
<g/>
,	
die	bv_doc_id__21_d12e7264
in	bv_doc_id__21_d12e7266
ihnen	bv_doc_id__21_d12e7268
nach	bv_doc_id__21_d12e7270
dem	bv_doc_id__21_d12e7272
Ergebnis	bv_doc_id__21_d12e7275
der	bv_doc_id__21_d12e7277
letzten	bv_doc_id__21_d12e7279
Volkszählung	bv_doc_id__21_d12e7281
ihren	bv_doc_id__21_d12e7283
lezten	bv_doc_id__21_d12e7285
Wohnsitz	bv_doc_id__21_d12e7288
hatten	bv_doc_id__21_d12e7290
<g/>
.	
Eine	bv_doc_id__21_d12e7294
Gliederung	bv_doc_id__21_d12e7296
der	bv_doc_id__21_d12e7298
Wählerschaft	bv_doc_id__21_d12e7301
in	bv_doc_id__21_d12e7303
andere	bv_doc_id__21_d12e7305
Wahlkörper	bv_doc_id__21_d12e7307
ist	bv_doc_id__21_d12e7309
nicht	bv_doc_id__21_d12e7311
zulässig	bv_doc_id__21_d12e7314
<g/>
(	
3	bv_doc_id__21_d12e7323
<g/>
)	
Der	bv_doc_id__21_d12e7328
Wahltag	bv_doc_id__21_d12e7330
muß	bv_doc_id__21_d12e7332
ein	bv_doc_id__21_d12e7334
Sonntag	bv_doc_id__21_d12e7337
oder	bv_doc_id__21_d12e7339
ein	bv_doc_id__21_d12e7341
anderer	bv_doc_id__21_d12e7343
öffentlicher	bv_doc_id__21_d12e7345
Ruhetag	bv_doc_id__21_d12e7347
sein	bv_doc_id__21_d12e7350
<g/>
.	
<g/>
(	
4	bv_doc_id__21_d12e7361
<g/>
)	
Wählbar	bv_doc_id__21_d12e7366
ist	bv_doc_id__21_d12e7368
jeder	bv_doc_id__21_d12e7370
Wahlberechtigte	bv_doc_id__21_d12e7372
<g/>
,	
der	bv_doc_id__21_d12e7377
vor	bv_doc_id__21_d12e7379
dem	bv_doc_id__21_d12e7381
1.	bv_doc_id__21_d12e7383
Jänner	bv_doc_id__21_d12e7385
des	bv_doc_id__21_d12e7388
Jahres	bv_doc_id__21_d12e7390
der	bv_doc_id__21_d12e7392
Wahl	bv_doc_id__21_d12e7394
das	bv_doc_id__21_d12e7396
24.	bv_doc_id__21_d12e7398
Lebensjahr	bv_doc_id__21_d12e7401
überschritten	bv_doc_id__21_d12e7403
hat	bv_doc_id__21_d12e7405
<g/>
.	
<g/>
(	
5	bv_doc_id__21_d12e7417
<g/>
)	
Die	bv_doc_id__21_d12e7422
Ausschließung	bv_doc_id__21_d12e7424
vom	bv_doc_id__21_d12e7426
Wahlrecht	bv_doc_id__21_d12e7428
und	bv_doc_id__21_d12e7431
von	bv_doc_id__21_d12e7433
der	bv_doc_id__21_d12e7435
Wählbarkeit	bv_doc_id__21_d12e7437
kann	bv_doc_id__21_d12e7439
nur	bv_doc_id__21_d12e7441
die	bv_doc_id__21_d12e7444
Folge	bv_doc_id__21_d12e7446
einer	bv_doc_id__21_d12e7448
gerichtlichen	bv_doc_id__21_d12e7450
Verurteilung	bv_doc_id__21_d12e7452
oder	bv_doc_id__21_d12e7454
Verfügung	bv_doc_id__21_d12e7457
sein	bv_doc_id__21_d12e7459
<g/>
.	
Artikel	bv_doc_id__21_d12e7469
20.	bv_doc_id__21_d12e7471
<g/>
(	
1	bv_doc_id__21_d12e7480
<g/>
)	
Die	bv_doc_id__21_d12e7485
Gesetzgebungsperiode	bv_doc_id__21_d12e7487
des	bv_doc_id__21_d12e7489
Nationalrates	bv_doc_id__21_d12e7491
dauert	bv_doc_id__21_d12e7494
vier	bv_doc_id__21_d12e7496
Jahre	bv_doc_id__21_d12e7498
<g/>
,	
vom	bv_doc_id__21_d12e7502
Tage	bv_doc_id__21_d12e7504
seines	bv_doc_id__21_d12e7507
ersten	bv_doc_id__21_d12e7509
Zusammentrittes	bv_doc_id__21_d12e7511
an	bv_doc_id__21_d12e7513
gerechnet	bv_doc_id__21_d12e7515
<g/>
.	
Die	bv_doc_id__21_d12e7520
Neuwahl	bv_doc_id__21_d12e7522
ist	bv_doc_id__21_d12e7524
von	bv_doc_id__21_d12e7526
der	bv_doc_id__21_d12e7528
Bundesregierung	bv_doc_id__21_d12e7530
so	bv_doc_id__21_d12e7533
anzuordnen	bv_doc_id__21_d12e7535
<g/>
,	
daß	bv_doc_id__21_d12e7539
der	bv_doc_id__21_d12e7541
neugewälte	bv_doc_id__21_d12e7543
Nationalrat	bv_doc_id__21_d12e7546
am	bv_doc_id__21_d12e7548
Tage	bv_doc_id__21_d12e7550
nach	bv_doc_id__21_d12e7552
der	bv_doc_id__21_d12e7554
Beendigung	bv_doc_id__21_d12e7556
der	bv_doc_id__21_d12e7559
ablaufenden	bv_doc_id__21_d12e7561
Gesetzgebungsperiode	bv_doc_id__21_d12e7563
zusammentreten	bv_doc_id__21_d12e7565
kann	bv_doc_id__21_d12e7567
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e7578
<g/>
)	
Der	bv_doc_id__21_d12e7583
neugewählte	bv_doc_id__21_d12e7585
Nationalrat	bv_doc_id__21_d12e7587
ist	bv_doc_id__21_d12e7589
vom	bv_doc_id__21_d12e7592
Bundespräsidenten	bv_doc_id__21_d12e7594
innerhalb	bv_doc_id__21_d12e7596
30	bv_doc_id__21_d12e7598
Tage	bv_doc_id__21_d12e7600
nach	bv_doc_id__21_d12e7602
der	bv_doc_id__21_d12e7605
Wahl	bv_doc_id__21_d12e7607
einzuberufen	bv_doc_id__21_d12e7609
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e7620
<g/>
)	
Der	bv_doc_id__21_d12e7625
Nationalrat	bv_doc_id__21_d12e7627
kann	bv_doc_id__21_d12e7629
nur	bv_doc_id__21_d12e7631
durch	bv_doc_id__21_d12e7634
seinen	bv_doc_id__21_d12e7636
Beschluß	bv_doc_id__21_d12e7638
vertagt	bv_doc_id__21_d12e7640
werden	bv_doc_id__21_d12e7642
<g/>
.	
Die	bv_doc_id__21_d12e7647
Wiedereinberufung	bv_doc_id__21_d12e7649
erfolgt	bv_doc_id__21_d12e7651
durch	bv_doc_id__21_d12e7653
seinen	bv_doc_id__21_d12e7655
Präsidenten	bv_doc_id__21_d12e7657
<g/>
.	
Dieser	bv_doc_id__21_d12e7662
ist	bv_doc_id__21_d12e7664
verpflichtet	bv_doc_id__21_d12e7666
<g/>
,	
den	bv_doc_id__21_d12e7670
Nationalrat	bv_doc_id__21_d12e7673
sofort	bv_doc_id__21_d12e7675
einzuberufen	bv_doc_id__21_d12e7677
<g/>
,	
wenn	bv_doc_id__21_d12e7681
wenigstens	bv_doc_id__21_d12e7683
ein	bv_doc_id__21_d12e7686
Viertel	bv_doc_id__21_d12e7688
seiner	bv_doc_id__21_d12e7690
Mitglieder	bv_doc_id__21_d12e7692
oder	bv_doc_id__21_d12e7694
die	bv_doc_id__21_d12e7696
Bundesregierung	bv_doc_id__21_d12e7699
es	bv_doc_id__21_d12e7701
verlangt	bv_doc_id__21_d12e7703
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e7716
21	bv_doc_id__21_d12e7718
fällt	bv_doc_id__21_d12e7720
aus	bv_doc_id__21_d12e7722
<g/>
.)	
Artikel	bv_doc_id__21_d12e7733
22.	bv_doc_id__21_d12e7735
Vor	bv_doc_id__21_d12e7740
Ablauf	bv_doc_id__21_d12e7742
der	bv_doc_id__21_d12e7744
Gesetzgebungsperiode	bv_doc_id__21_d12e7746
kann	bv_doc_id__21_d12e7748
der	bv_doc_id__21_d12e7751
Nationalrat	bv_doc_id__21_d12e7753
durch	bv_doc_id__21_d12e7755
einfaches	bv_doc_id__21_d12e7757
Gesetz	bv_doc_id__21_d12e7759
seine	bv_doc_id__21_d12e7761
Auflösung	bv_doc_id__21_d12e7764
beschließen	bv_doc_id__21_d12e7766
<g/>
.	
Auch	bv_doc_id__21_d12e7770
in	bv_doc_id__21_d12e7772
diesem	bv_doc_id__21_d12e7774
Falle	bv_doc_id__21_d12e7777
dauert	bv_doc_id__21_d12e7779
die	bv_doc_id__21_d12e7781
Gesetzgebungsperiode	bv_doc_id__21_d12e7783
bis	bv_doc_id__21_d12e7785
zum	bv_doc_id__21_d12e7787
Zusammentritte	bv_doc_id__21_d12e7790
des	bv_doc_id__21_d12e7792
neugewählten	bv_doc_id__21_d12e7794
Nationalrates	bv_doc_id__21_d12e7796
<g/>
.	
Artikel	bv_doc_id__21_d12e7806
23.	bv_doc_id__21_d12e7808
<g/>
(	
1	bv_doc_id__21_d12e7817
<g/>
)	
Der	bv_doc_id__21_d12e7822
Nationalrat	bv_doc_id__21_d12e7824
wählt	bv_doc_id__21_d12e7826
aus	bv_doc_id__21_d12e7828
seiner	bv_doc_id__21_d12e7831
Mitte	bv_doc_id__21_d12e7833
einen	bv_doc_id__21_d12e7835
Präsidenten	bv_doc_id__21_d12e7842
und	bv_doc_id__21_d12e7844
zwei	bv_doc_id__21_d12e7847
Vizepräsidenten	bv_doc_id__21_d12e7849
<g/>
.	
7	bv_doc_id__21_d12e7861
178	bv_doc_id__21_d12e7866
<g/>
(	
2	bv_doc_id__21_d12e7872
<g/>
)	
Die	bv_doc_id__21_d12e7877
Geschäftsführung	bv_doc_id__21_d12e7879
des	bv_doc_id__21_d12e7881
