<doc id="bv_doc_id__12" attrs="word lemma type">
991	bv_doc_id__12_d4e409
entzogen	bv_doc_id__12_d4e16670
werden	bv_doc_id__12_d4e16672
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e16683
<g/>
)	
Ausnahmsgerichte	bv_doc_id__12_d4e16688
sind	bv_doc_id__12_d4e16690
nur	bv_doc_id__12_d4e16692
in	bv_doc_id__12_d4e16694
den	bv_doc_id__12_d4e16697
durch	bv_doc_id__12_d4e16699
die	bv_doc_id__12_d4e16701
Gesetze	bv_doc_id__12_d4e16703
über	bv_doc_id__12_d4e16705
das	bv_doc_id__12_d4e16707
Verfahren	bv_doc_id__12_d4e16710
in	bv_doc_id__12_d4e16712
Strafsachen	bv_doc_id__12_d4e16714
geregelten	bv_doc_id__12_d4e16716
Fällen	bv_doc_id__12_d4e16718
zulässig	bv_doc_id__12_d4e16720
<g/>
.	
Artikel	bv_doc_id__12_d4e16731
85.	bv_doc_id__12_d4e16733
Die	bv_doc_id__12_d4e16738
Militärgerichtsbarkeit	bv_doc_id__12_d4e16740
ist	bv_doc_id__12_d4e16742
—	bv_doc_id__12_d4e16744
außer	bv_doc_id__12_d4e16746
für	bv_doc_id__12_d4e16749
Kriegszeiten	bv_doc_id__12_d4e16751
—	bv_doc_id__12_d4e16753
aufgehoben	bv_doc_id__12_d4e16755
<g/>
.	
Artikel	bv_doc_id__12_d4e16765
86.	bv_doc_id__12_d4e16767
Die	bv_doc_id__12_d4e16772
Todesstrafe	bv_doc_id__12_d4e16774
im	bv_doc_id__12_d4e16776
ordentlichen	bv_doc_id__12_d4e16778
Verfahren	bv_doc_id__12_d4e16780
ist	bv_doc_id__12_d4e16783
abgeschafft	bv_doc_id__12_d4e16785
<g/>
.	
Artikel	bv_doc_id__12_d4e16796
87.	bv_doc_id__12_d4e16798
<g/>
(	
1	bv_doc_id__12_d4e16807
<g/>
)	
Die	bv_doc_id__12_d4e16812
Richter	bv_doc_id__12_d4e16814
werden	bv_doc_id__12_d4e16816
<g/>
,	
sofern	bv_doc_id__12_d4e16821
nicht	bv_doc_id__12_d4e16823
in	bv_doc_id__12_d4e16825
diesem	bv_doc_id__12_d4e16827
Gesetz	bv_doc_id__12_d4e16829
anderes	bv_doc_id__12_d4e16831
bestimmt	bv_doc_id__12_d4e16834
ist	bv_doc_id__12_d4e16836
<g/>
,	
gemäß	bv_doc_id__12_d4e16840
dem	bv_doc_id__12_d4e16842
Antrage	bv_doc_id__12_d4e16844
der	bv_doc_id__12_d4e16847
Bundesregierung	bv_doc_id__12_d4e16849
vom	bv_doc_id__12_d4e16851
Bundespräsidenten	bv_doc_id__12_d4e16853
oder	bv_doc_id__12_d4e16855
auf	bv_doc_id__12_d4e16857
Grund	bv_doc_id__12_d4e16860
seiner	bv_doc_id__12_d4e16862
Ermächtigung	bv_doc_id__12_d4e16864
vom	bv_doc_id__12_d4e16866
zuständigen	bv_doc_id__12_d4e16868
Bundesminister	bv_doc_id__12_d4e16870
ernannt	bv_doc_id__12_d4e16873
<g/>
;	
die	bv_doc_id__12_d4e16877
Bundesregierung	bv_doc_id__12_d4e16879
oder	bv_doc_id__12_d4e16881
der	bv_doc_id__12_d4e16883
Bundesminister	bv_doc_id__12_d4e16886
hat	bv_doc_id__12_d4e16888
Besetzungsvorschläge	bv_doc_id__12_d4e16890
der	bv_doc_id__12_d4e16892
durch	bv_doc_id__12_d4e16894
die	bv_doc_id__12_d4e16896
Gerichtsverfassung	bv_doc_id__12_d4e16899
hiezu	bv_doc_id__12_d4e16901
berufenen	bv_doc_id__12_d4e16903
Senate	bv_doc_id__12_d4e16905
einzuholen	bv_doc_id__12_d4e16907
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e16918
<g/>
)	
Der	bv_doc_id__12_d4e16923
dem	bv_doc_id__12_d4e16925
zuständigen	bv_doc_id__12_d4e16927
Bundesminister	bv_doc_id__12_d4e16929
vorzulegende	bv_doc_id__12_d4e16932
und	bv_doc_id__12_d4e16934
der	bv_doc_id__12_d4e16936
von	bv_doc_id__12_d4e16938
ihm	bv_doc_id__12_d4e16940
an	bv_doc_id__12_d4e16942
die	bv_doc_id__12_d4e16945
Bundesregierung	bv_doc_id__12_d4e16947
zu	bv_doc_id__12_d4e16949
leitende	bv_doc_id__12_d4e16951
Besetzungsvorschlag	bv_doc_id__12_d4e16953
hat	bv_doc_id__12_d4e16955
<g/>
,	
wenn	bv_doc_id__12_d4e16960
genügend	bv_doc_id__12_d4e16962
Bewerber	bv_doc_id__12_d4e16964
vorhanden	bv_doc_id__12_d4e16966
sind	bv_doc_id__12_d4e16968
<g/>
,	
mindestens	bv_doc_id__12_d4e16973
drei	bv_doc_id__12_d4e16975
Personen	bv_doc_id__12_d4e16977
<g/>
,	
wenn	bv_doc_id__12_d4e16981
aber	bv_doc_id__12_d4e16984
mehr	bv_doc_id__12_d4e16986
als	bv_doc_id__12_d4e16988
eine	bv_doc_id__12_d4e16990
Stelle	bv_doc_id__12_d4e16992
zu	bv_doc_id__12_d4e16994
besetzen	bv_doc_id__12_d4e16997
ist	bv_doc_id__12_d4e16999
<g/>
,	
mindestens	bv_doc_id__12_d4e17003
doppelt	bv_doc_id__12_d4e17005
so	bv_doc_id__12_d4e17007
viel	bv_doc_id__12_d4e17010
Personen	bv_doc_id__12_d4e17012
zu	bv_doc_id__12_d4e17014
umfassen	bv_doc_id__12_d4e17016
<g/>
,	
als	bv_doc_id__12_d4e17020
Richter	bv_doc_id__12_d4e17023
zu	bv_doc_id__12_d4e17025
ernennen	bv_doc_id__12_d4e17027
sind	bv_doc_id__12_d4e17029
<g/>
.	
Artikel	bv_doc_id__12_d4e17041
88.	bv_doc_id__12_d4e17043
<g/>
(	
1	bv_doc_id__12_d4e17052
<g/>
)	
Die	bv_doc_id__12_d4e17057
Richter	bv_doc_id__12_d4e17059
sind	bv_doc_id__12_d4e17061
in	bv_doc_id__12_d4e17063
Ausübung	bv_doc_id__12_d4e17066
ihres	bv_doc_id__12_d4e17068
richterlichen	bv_doc_id__12_d4e17070
Amtes	bv_doc_id__12_d4e17072
unabhängig	bv_doc_id__12_d4e17074
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17085
<g/>
)	
In	bv_doc_id__12_d4e17090
Ausübung	bv_doc_id__12_d4e17092
seines	bv_doc_id__12_d4e17094
richterlichen	bv_doc_id__12_d4e17096
Amtes	bv_doc_id__12_d4e17099
befindet	bv_doc_id__12_d4e17101
sich	bv_doc_id__12_d4e17103
ein	bv_doc_id__12_d4e17105
Richter	bv_doc_id__12_d4e17107
bei	bv_doc_id__12_d4e17109
Besorgung	bv_doc_id__12_d4e17112
aller	bv_doc_id__12_d4e17114
ihm	bv_doc_id__12_d4e17116
nach	bv_doc_id__12_d4e17118
dem	bv_doc_id__12_d4e17120
Gesetze	bv_doc_id__12_d4e17122
und	bv_doc_id__12_d4e17125
der	bv_doc_id__12_d4e17127
Geschäftsverteilung	bv_doc_id__12_d4e17129
zustehenden	bv_doc_id__12_d4e17131
gerichtlichen	bv_doc_id__12_d4e17133
Geschäfte	bv_doc_id__12_d4e17135
<g/>
,	
mit	bv_doc_id__12_d4e17140
Ausschluß	bv_doc_id__12_d4e17142
der	bv_doc_id__12_d4e17144
Justizverwaltungssachen	bv_doc_id__12_d4e17146
<g/>
,	
die	bv_doc_id__12_d4e17151
nicht	bv_doc_id__12_d4e17153
nach	bv_doc_id__12_d4e17155
Vorschrift	bv_doc_id__12_d4e17157
des	bv_doc_id__12_d4e17159
Gesetzes	bv_doc_id__12_d4e17161
durch	bv_doc_id__12_d4e17164
Senate	bv_doc_id__12_d4e17166
oder	bv_doc_id__12_d4e17168
Kommissionen	bv_doc_id__12_d4e17170
zu	bv_doc_id__12_d4e17172
erledigen	bv_doc_id__12_d4e17174
sind	bv_doc_id__12_d4e17177
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17188
<g/>
)	
Die	bv_doc_id__12_d4e17193
Geschäfte	bv_doc_id__12_d4e17195
sind	bv_doc_id__12_d4e17197
unter	bv_doc_id__12_d4e17199
die	bv_doc_id__12_d4e17202
Richter	bv_doc_id__12_d4e17204
eines	bv_doc_id__12_d4e17206
Gerichtes	bv_doc_id__12_d4e17208
für	bv_doc_id__12_d4e17210
die	bv_doc_id__12_d4e17212
in	bv_doc_id__12_d4e17215
der	bv_doc_id__12_d4e17217
Gerichtsverfassung	bv_doc_id__12_d4e17219
bestimmte	bv_doc_id__12_d4e17221
Zeit	bv_doc_id__12_d4e17223
im	bv_doc_id__12_d4e17225
vorhinein	bv_doc_id__12_d4e17228
zu	bv_doc_id__12_d4e17230
verteilen	bv_doc_id__12_d4e17232
<g/>
.	
Eine	bv_doc_id__12_d4e17236
nach	bv_doc_id__12_d4e17238
dieser	bv_doc_id__12_d4e17241
Einteilung	bv_doc_id__12_d4e17243
einem	bv_doc_id__12_d4e17245
Richter	bv_doc_id__12_d4e17247
zufallende	bv_doc_id__12_d4e17249
Sache	bv_doc_id__12_d4e17251
darf	bv_doc_id__12_d4e17254
ihm	bv_doc_id__12_d4e17256
durch	bv_doc_id__12_d4e17258
Verfügung	bv_doc_id__12_d4e17260
der	bv_doc_id__12_d4e17262
Justizverwaltung	bv_doc_id__12_d4e17264
nur	bv_doc_id__12_d4e17267
im	bv_doc_id__12_d4e17269
Falle	bv_doc_id__12_d4e17271
seiner	bv_doc_id__12_d4e17273
Behinderung	bv_doc_id__12_d4e17275
abgenommen	bv_doc_id__12_d4e17277
werden	bv_doc_id__12_d4e17280
<g/>
.	
Artikel	bv_doc_id__12_d4e17290
89.	bv_doc_id__12_d4e17292
<g/>
(	
1	bv_doc_id__12_d4e17301
<g/>
)	
In	bv_doc_id__12_d4e17306
der	bv_doc_id__12_d4e17308
Gerichtsverfassung	bv_doc_id__12_d4e17310
wird	bv_doc_id__12_d4e17312
eine	bv_doc_id__12_d4e17315
Altersgrenze	bv_doc_id__12_d4e17317
bestimmt	bv_doc_id__12_d4e17319
<g/>
,	
nach	bv_doc_id__12_d4e17323
deren	bv_doc_id__12_d4e17325
Erreichung	bv_doc_id__12_d4e17328
die	bv_doc_id__12_d4e17330
Richter	bv_doc_id__12_d4e17332
in	bv_doc_id__12_d4e17334
den	bv_doc_id__12_d4e17336
dauernden	bv_doc_id__12_d4e17338
Ruhestand	bv_doc_id__12_d4e17341
zu	bv_doc_id__12_d4e17343
versetzen	bv_doc_id__12_d4e17345
sind	bv_doc_id__12_d4e17347
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17358
<g/>
)	
Im	bv_doc_id__12_d4e17363
übrigen	bv_doc_id__12_d4e17365
dürfen	bv_doc_id__12_d4e17367
Richter	bv_doc_id__12_d4e17369
nur	bv_doc_id__12_d4e17372
in	bv_doc_id__12_d4e17374
den	bv_doc_id__12_d4e17376
vom	bv_doc_id__12_d4e17378
Gesetze	bv_doc_id__12_d4e17380
vorgeschriebenen	bv_doc_id__12_d4e17382
Fällen	bv_doc_id__12_d4e17385
und	bv_doc_id__12_d4e17387
Formen	bv_doc_id__12_d4e17389
und	bv_doc_id__12_d4e17391
auf	bv_doc_id__12_d4e17393
Grund	bv_doc_id__12_d4e17395
eines	bv_doc_id__12_d4e17398
förmlichen	bv_doc_id__12_d4e17400
richterlichen	bv_doc_id__12_d4e17402
Erkenntnisses	bv_doc_id__12_d4e17404
ihres	bv_doc_id__12_d4e17406
Amtes	bv_doc_id__12_d4e17408
entsetzt	bv_doc_id__12_d4e17411
oder	bv_doc_id__12_d4e17413
wider	bv_doc_id__12_d4e17415
ihren	bv_doc_id__12_d4e17417
Willen	bv_doc_id__12_d4e17419
an	bv_doc_id__12_d4e17421
eine	bv_doc_id__12_d4e17424
andere	bv_doc_id__12_d4e17426
Stelle	bv_doc_id__12_d4e17428
oder	bv_doc_id__12_d4e17430
in	bv_doc_id__12_d4e17432
den	bv_doc_id__12_d4e17434
Ruhestand	bv_doc_id__12_d4e17437
versetzt	bv_doc_id__12_d4e17439
werden	bv_doc_id__12_d4e17441
<g/>
.	
Diese	bv_doc_id__12_d4e17445
Bestimmungen	bv_doc_id__12_d4e17447
finden	bv_doc_id__12_d4e17450
jedoch	bv_doc_id__12_d4e17452
auf	bv_doc_id__12_d4e17454
Übersetzungen	bv_doc_id__12_d4e17456
und	bv_doc_id__12_d4e17458
Versetzungen	bv_doc_id__12_d4e17460
in	bv_doc_id__12_d4e17463
den	bv_doc_id__12_d4e17465
Ruhestand	bv_doc_id__12_d4e17467
keine	bv_doc_id__12_d4e17469
Anwendung	bv_doc_id__12_d4e17471
<g/>
,	
die	bv_doc_id__12_d4e17476
durch	bv_doc_id__12_d4e17478
Veränderungen	bv_doc_id__12_d4e17480
in	bv_doc_id__12_d4e17482
der	bv_doc_id__12_d4e17484
Verfassung	bv_doc_id__12_d4e17486
der	bv_doc_id__12_d4e17489
Gerichte	bv_doc_id__12_d4e17491
nötig	bv_doc_id__12_d4e17493
werden	bv_doc_id__12_d4e17495
<g/>
.	
In	bv_doc_id__12_d4e17499
einem	bv_doc_id__12_d4e17502
solchen	bv_doc_id__12_d4e17504
Falle	bv_doc_id__12_d4e17506
wird	bv_doc_id__12_d4e17508
durch	bv_doc_id__12_d4e17510
das	bv_doc_id__12_d4e17512
Gesetz	bv_doc_id__12_d4e17515
festgestellt	bv_doc_id__12_d4e17517
<g/>
,	
innerhalb	bv_doc_id__12_d4e17521
welchen	bv_doc_id__12_d4e17523
Zeitraumes	bv_doc_id__12_d4e17525
Richter	bv_doc_id__12_d4e17528
ohne	bv_doc_id__12_d4e17530
die	bv_doc_id__12_d4e17532
sonst	bv_doc_id__12_d4e17534
vorgeschriebenen	bv_doc_id__12_d4e17536
Förmlichkeiten	bv_doc_id__12_d4e17538
übersetzt	bv_doc_id__12_d4e17541
und	bv_doc_id__12_d4e17543
in	bv_doc_id__12_d4e17545
den	bv_doc_id__12_d4e17547
Ruhestand	bv_doc_id__12_d4e17549
versetzt	bv_doc_id__12_d4e17551
werden	bv_doc_id__12_d4e17554
können	bv_doc_id__12_d4e17556
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17567
<g/>
)	
Die	bv_doc_id__12_d4e17572
zeitweise	bv_doc_id__12_d4e17574
Enthebung	bv_doc_id__12_d4e17576
der	bv_doc_id__12_d4e17578
Richter	bv_doc_id__12_d4e17581
vom	bv_doc_id__12_d4e17583
Amte	bv_doc_id__12_d4e17585
darf	bv_doc_id__12_d4e17587
nur	bv_doc_id__12_d4e17589
durch	bv_doc_id__12_d4e17591
Verfügung	bv_doc_id__12_d4e17594
des	bv_doc_id__12_d4e17596
Gerichtsvorstandes	bv_doc_id__12_d4e17598
oder	bv_doc_id__12_d4e17600
der	bv_doc_id__12_d4e17602
höheren	bv_doc_id__12_d4e17604
Gerichtsbehörde	bv_doc_id__12_d4e17607
unter	bv_doc_id__12_d4e17609
gleichzeitiger	bv_doc_id__12_d4e17611
Verweisung	bv_doc_id__12_d4e17613
der	bv_doc_id__12_d4e17615
Sache	bv_doc_id__12_d4e17617
an	bv_doc_id__12_d4e17620
das	bv_doc_id__12_d4e17622
zuständige	bv_doc_id__12_d4e17624
Gericht	bv_doc_id__12_d4e17626
stattfinden	bv_doc_id__12_d4e17628
<g/>
.	
Artikel	bv_doc_id__12_d4e17638
90.	bv_doc_id__12_d4e17640
<g/>
(	
1	bv_doc_id__12_d4e17649
<g/>
)	
Die	bv_doc_id__12_d4e17654
Prüfung	bv_doc_id__12_d4e17656
der	bv_doc_id__12_d4e17658
Gültigkeit	bv_doc_id__12_d4e17660
gehörig	bv_doc_id__12_d4e17663
kundgemachter	bv_doc_id__12_d4e17665
Gesetze	bv_doc_id__12_d4e17667
steht	bv_doc_id__12_d4e17669
den	bv_doc_id__12_d4e17671
Gerichten	bv_doc_id__12_d4e17673
nicht	bv_doc_id__12_d4e17676
zu	bv_doc_id__12_d4e17678
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17689
<g/>
)	
Hat	bv_doc_id__12_d4e17694
ein	bv_doc_id__12_d4e17696
Gericht	bv_doc_id__12_d4e17698
gegen	bv_doc_id__12_d4e17700
die	bv_doc_id__12_d4e17703
Anwendung	bv_doc_id__12_d4e17705
einer	bv_doc_id__12_d4e17707
Verordnung	bv_doc_id__12_d4e17709
aus	bv_doc_id__12_d4e17711
dem	bv_doc_id__12_d4e17713
Grunde	bv_doc_id__12_d4e17716
der	bv_doc_id__12_d4e17718
Gesetzwidrigkeit	bv_doc_id__12_d4e17720
Bedenken	bv_doc_id__12_d4e17722
<g/>
,	
so	bv_doc_id__12_d4e17726
hat	bv_doc_id__12_d4e17729
es	bv_doc_id__12_d4e17731
das	bv_doc_id__12_d4e17733
Verfahren	bv_doc_id__12_d4e17735
zu	bv_doc_id__12_d4e17737
unterbrechen	bv_doc_id__12_d4e17739
und	bv_doc_id__12_d4e17742
den	bv_doc_id__12_d4e17744
Antrag	bv_doc_id__12_d4e17746
auf	bv_doc_id__12_d4e17748
Aufhebung	bv_doc_id__12_d4e17750
dieser	bv_doc_id__12_d4e17752
Verordnung	bv_doc_id__12_d4e17755
beim	bv_doc_id__12_d4e17757
Verfassungsgerichtshof	bv_doc_id__12_d4e17759
zu	bv_doc_id__12_d4e17761
stellen	bv_doc_id__12_d4e17763
<g/>
.	
Artikel	bv_doc_id__12_d4e17773
91.	bv_doc_id__12_d4e17775
<g/>
(	
1	bv_doc_id__12_d4e17784
<g/>
)	
Die	bv_doc_id__12_d4e17789
Verhandlungen	bv_doc_id__12_d4e17791
in	bv_doc_id__12_d4e17793
Zivil-	bv_doc_id__12_d4e17795
und	bv_doc_id__12_d4e17798
Strafrechtssachen	bv_doc_id__12_d4e17800
vor	bv_doc_id__12_d4e17802
dem	bv_doc_id__12_d4e17804
erkennenden	bv_doc_id__12_d4e17806
Gericht	bv_doc_id__12_d4e17808
sind	bv_doc_id__12_d4e17811
mündlich	bv_doc_id__12_d4e17813
und	bv_doc_id__12_d4e17815
öffentlich	bv_doc_id__12_d4e17817
<g/>
.	
Ausnahmen	bv_doc_id__12_d4e17821
bestimmt	bv_doc_id__12_d4e17824
das	bv_doc_id__12_d4e17826
Gesetz	bv_doc_id__12_d4e17828
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17839
<g/>
)	
Im	bv_doc_id__12_d4e17844
Strafverfahren	bv_doc_id__12_d4e17846
gilt	bv_doc_id__12_d4e17848
der	bv_doc_id__12_d4e17850
Anklageprozeß	bv_doc_id__12_d4e17853
<g/>
.	
Artikel	bv_doc_id__12_d4e17865
92.	bv_doc_id__12_d4e17867
<g/>
(	
1	bv_doc_id__12_d4e17876
<g/>
)	
Das	bv_doc_id__12_d4e17881
Volk	bv_doc_id__12_d4e17883
hat	bv_doc_id__12_d4e17885
an	bv_doc_id__12_d4e17887
der	bv_doc_id__12_d4e17890
Rechtssprechung	bv_doc_id__12_d4e17892
mitzuwirken	bv_doc_id__12_d4e17894
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e17905
<g/>
)	
Bei	bv_doc_id__12_d4e17910
den	bv_doc_id__12_d4e17912
mit	bv_doc_id__12_d4e17914
schweren	bv_doc_id__12_d4e17916
Strafen	bv_doc_id__12_d4e17919
bedrohten	bv_doc_id__12_d4e17921
Verbrechen	bv_doc_id__12_d4e17923
<g/>
,	
die	bv_doc_id__12_d4e17927
das	bv_doc_id__12_d4e17929
Gesetz	bv_doc_id__12_d4e17932
zu	bv_doc_id__12_d4e17934
bezeichnen	bv_doc_id__12_d4e17936
hat	bv_doc_id__12_d4e17938
<g/>
,	
sowie	bv_doc_id__12_d4e17942
bei	bv_doc_id__12_d4e17945
allen	bv_doc_id__12_d4e17947
politischen	bv_doc_id__12_d4e17949
Verbrechen	bv_doc_id__12_d4e17951
und	bv_doc_id__12_d4e17953
Vergehen	bv_doc_id__12_d4e17955
entscheiden	bv_doc_id__12_d4e17958
Geschworne	bv_doc_id__12_d4e17960
über	bv_doc_id__12_d4e17962
die	bv_doc_id__12_d4e17964
Schuld	bv_doc_id__12_d4e17966
des	bv_doc_id__12_d4e17968
Angeklagten	bv_doc_id__12_d4e17971
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e17982
<g/>
)	
Im	bv_doc_id__12_d4e17987
Strafverfahren	bv_doc_id__12_d4e17989
wegen	bv_doc_id__12_d4e17991
anderer	bv_doc_id__12_d4e17993
strafbarer	bv_doc_id__12_d4e17996
Handlungen	bv_doc_id__12_d4e17998
nehmen	bv_doc_id__12_d4e18000
Schöffen	bv_doc_id__12_d4e18002
an	bv_doc_id__12_d4e18004
der	bv_doc_id__12_d4e18006
Rechtssprechung	bv_doc_id__12_d4e18009
teil	bv_doc_id__12_d4e18011
<g/>
,	
wenn	bv_doc_id__12_d4e18015
die	bv_doc_id__12_d4e18017
zu	bv_doc_id__12_d4e18019
verhängende	bv_doc_id__12_d4e18022
Strafe	bv_doc_id__12_d4e18024
ein	bv_doc_id__12_d4e18026
vom	bv_doc_id__12_d4e18028
Gesetz	bv_doc_id__12_d4e18030
zu	bv_doc_id__12_d4e18032
bestimmendes	bv_doc_id__12_d4e18035
Maß	bv_doc_id__12_d4e18037
überschreitet	bv_doc_id__12_d4e18039
<g/>
.	
Artikel	bv_doc_id__12_d4e18050
93.	bv_doc_id__12_d4e18052
Oberste	bv_doc_id__12_d4e18057
Instanz	bv_doc_id__12_d4e18059
in	bv_doc_id__12_d4e18061
Zivil-	bv_doc_id__12_d4e18063
und	bv_doc_id__12_d4e18065
Strafrechtssachen	bv_doc_id__12_d4e18068
ist	bv_doc_id__12_d4e18070
der	bv_doc_id__12_d4e18072
Oberste	bv_doc_id__12_d4e18074
Gerichtshof	bv_doc_id__12_d4e18076
in	bv_doc_id__12_d4e18078
Wien	bv_doc_id__12_d4e18081
<g/>
.	
Artikel	bv_doc_id__12_d4e18091
94.	bv_doc_id__12_d4e18093
Amnestien	bv_doc_id__12_d4e18098
wegen	bv_doc_id__12_d4e18100
gerichtlich	bv_doc_id__12_d4e18102
strafbarer	bv_doc_id__12_d4e18104
Handlungen	bv_doc_id__12_d4e18106
werden	bv_doc_id__12_d4e18109
durch	bv_doc_id__12_d4e18111
Bundesgesetz	bv_doc_id__12_d4e18113
erteilt	bv_doc_id__12_d4e18115
<g/>
.	
Artikel	bv_doc_id__12_d4e18125
95.	bv_doc_id__12_d4e18127
<g/>
(	
1	bv_doc_id__12_d4e18136
<g/>
)	
Die	bv_doc_id__12_d4e18141
Justiz	bv_doc_id__12_d4e18143
ist	bv_doc_id__12_d4e18145
von	bv_doc_id__12_d4e18147
der	bv_doc_id__12_d4e18150
Verwaltung	bv_doc_id__12_d4e18152
in	bv_doc_id__12_d4e18154
allen	bv_doc_id__12_d4e18156
Instanzen	bv_doc_id__12_d4e18158
getrennt	bv_doc_id__12_d4e18160
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e18172
<g/>
)	
Wenn	bv_doc_id__12_d4e18177
eine	bv_doc_id__12_d4e18179
Verwaltungsbehörde	bv_doc_id__12_d4e18181
über	bv_doc_id__12_d4e18183
Privatrechtsansprüche	bv_doc_id__12_d4e18186
zu	bv_doc_id__12_d4e18188
entscheiden	bv_doc_id__12_d4e18190
hat	bv_doc_id__12_d4e18192
<g/>
,	
steht	bv_doc_id__12_d4e18196
es	bv_doc_id__12_d4e18199
dem	bv_doc_id__12_d4e18201
durch	bv_doc_id__12_d4e18203
diese	bv_doc_id__12_d4e18205
Entscheidung	bv_doc_id__12_d4e18207
Benachteiligten	bv_doc_id__12_d4e18209
frei	bv_doc_id__12_d4e18212
<g/>
,	
wenn	bv_doc_id__12_d4e18216
nicht	bv_doc_id__12_d4e18218
im	bv_doc_id__12_d4e18220
Gesetze	bv_doc_id__12_d4e18222
etwas	bv_doc_id__12_d4e18225
anderes	bv_doc_id__12_d4e18227
bestimmt	bv_doc_id__12_d4e18229
ist	bv_doc_id__12_d4e18231
<g/>
,	
Abhilfe	bv_doc_id__12_d4e18235
gegen	bv_doc_id__12_d4e18238
die	bv_doc_id__12_d4e18240
andere	bv_doc_id__12_d4e18242
Partei	bv_doc_id__12_d4e18244
im	bv_doc_id__12_d4e18246
Rechtswege	bv_doc_id__12_d4e18248
zu	bv_doc_id__12_d4e18251
suchen	bv_doc_id__12_d4e18253
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e18264
<g/>
)	
In	bv_doc_id__12_d4e18269
den	bv_doc_id__12_d4e18271
Angelegenheiten	bv_doc_id__12_d4e18273
der	bv_doc_id__12_d4e18275
Bodenreform	bv_doc_id__12_d4e18278
<g/>
(	
Artikel	bv_doc_id__12_d4e18282
12	bv_doc_id__12_d4e18284
<g/>
,	
Absatz	bv_doc_id__12_d4e18288
1	bv_doc_id__12_d4e18291
<g/>
,	
Zahl	bv_doc_id__12_d4e18295
5	bv_doc_id__12_d4e18297
<g/>
)	
steht	bv_doc_id__12_d4e18301
den	bv_doc_id__12_d4e18304
aus	bv_doc_id__12_d4e18306
Richtern	bv_doc_id__12_d4e18308
<g/>
,	
Verwaltungsbeamten	bv_doc_id__12_d4e18312
und	bv_doc_id__12_d4e18314
Sachverständigen	bv_doc_id__12_d4e18317
bestehenden	bv_doc_id__12_d4e18319
Kommissionen	bv_doc_id__12_d4e18321
das	bv_doc_id__12_d4e18323
ausschließliche	bv_doc_id__12_d4e18325
Entscheidungsrecht	bv_doc_id__12_d4e18327
zu	bv_doc_id__12_d4e18330
<g/>
.	
Drittes	bv_doc_id__12_d4e12473
Hauptstück	bv_doc_id__12_d4e12475
<g/>
.	
Vollziehung	bv_doc_id__12_d4e12482
des	bv_doc_id__12_d4e12484
Bundes	bv_doc_id__12_d4e12486
<g/>
.	
A	bv_doc_id__12_d4e12495
<g/>
.	
Verwaltung	bv_doc_id__12_d4e12499
<g/>
.	
1.	bv_doc_id__12_d4e12508
Bundespräsident	bv_doc_id__12_d4e12510
<g/>
.	
Artikel	bv_doc_id__12_d4e12519
61.	bv_doc_id__12_d4e12521
<g/>
(	
1	bv_doc_id__12_d4e12530
<g/>
)	
Der	bv_doc_id__12_d4e12535
Bundespräsident	bv_doc_id__12_d4e12537
wird	bv_doc_id__12_d4e12539
von	bv_doc_id__12_d4e12541
der	bv_doc_id__12_d4e12544
Bundesversammlung	bv_doc_id__12_d4e12546
gemäß	bv_doc_id__12_d4e12548
Artikel	bv_doc_id__12_d4e12550
39	bv_doc_id__12_d4e12552
in	bv_doc_id__12_d4e12554
geheimer	bv_doc_id__12_d4e12557
Abstimmung	bv_doc_id__12_d4e12559
gewählt	bv_doc_id__12_d4e12561
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e12572
<g/>
)	
Sein	bv_doc_id__12_d4e12577
Amt	bv_doc_id__12_d4e12579
dauert	bv_doc_id__12_d4e12581
vier	bv_doc_id__12_d4e12583
Jahre	bv_doc_id__12_d4e12586
<g/>
.	
Eine	bv_doc_id__12_d4e12590
Wiederwahl	bv_doc_id__12_d4e12592
für	bv_doc_id__12_d4e12594
die	bv_doc_id__12_d4e12596
unmittelbar	bv_doc_id__12_d4e12599
folgende	bv_doc_id__12_d4e12601
Funktionsperiode	bv_doc_id__12_d4e12603
ist	bv_doc_id__12_d4e12605
nur	bv_doc_id__12_d4e12607
einmal	bv_doc_id__12_d4e12609
zulässig	bv_doc_id__12_d4e12612
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e12623
<g/>
)	
Zum	bv_doc_id__12_d4e12628
Bundespräsidenten	bv_doc_id__12_d4e12630
kann	bv_doc_id__12_d4e12632
nur	bv_doc_id__12_d4e12634
gewählt	bv_doc_id__12_d4e12637
werden	bv_doc_id__12_d4e12639
<g/>
,	
wer	bv_doc_id__12_d4e12643
