<doc id="bv_doc_id__1" attrs="word lemma type">
Entwurf	bv_doc_id__1_d1e468
der	bv_doc_id__1_d1e5660
Regierungsgewalt	bv_doc_id__1_d1e5662
des	bv_doc_id__1_d1e5665
Bundes	bv_doc_id__1_d1e5667
<g/>
.	
Art.	bv_doc_id__1_d1e5676
XL	bv_doc_id__1_d1e5678
Der	bv_doc_id__1_d1e5683
Bundespräsident	bv_doc_id__1_d1e5685
und	bv_doc_id__1_d1e5687
sein	bv_doc_id__1_d1e5689
Stell-	bv_doc_id__1_d1e5691
vertreter	bv_doc_id__1_d1e5694
werden	bv_doc_id__1_d1e5696
unmittelbar	bv_doc_id__1_d1e5698
durch	bv_doc_id__1_d1e5700
das	bv_doc_id__1_d1e5702
Bundesvolk	bv_doc_id__1_d1e5704
gewählt	bv_doc_id__1_d1e5707
<g/>
.	
Die	bv_doc_id__1_d1e5714
Wahl	bv_doc_id__1_d1e5716
erfolgt	bv_doc_id__1_d1e5718
zugleich	bv_doc_id__1_d1e5720
mit	bv_doc_id__1_d1e5722
der	bv_doc_id__1_d1e5725
Hauptwahl	bv_doc_id__1_d1e5727
zur	bv_doc_id__1_d1e5729
Bundesversammlung	bv_doc_id__1_d1e5731
und	bv_doc_id__1_d1e5733
für	bv_doc_id__1_d1e5735
die	bv_doc_id__1_d1e5738
Dauer	bv_doc_id__1_d1e5740
ihrer	bv_doc_id__1_d1e5742
Funktionsperiode	bv_doc_id__1_d1e5744
<g/>
.	
Wird	bv_doc_id__1_d1e5753
die	bv_doc_id__1_d1e5755
Bundesversammlung	bv_doc_id__1_d1e5757
vor	bv_doc_id__1_d1e5759
Ablauf	bv_doc_id__1_d1e5761
der	bv_doc_id__1_d1e5764
<g/>
.	
<g/>
.	
<g/>
.	
jährigen	bv_doc_id__1_d1e5772
Legislativperiode	bv_doc_id__1_d1e5774
aufgelöst	bv_doc_id__1_d1e5777
<g/>
,	
hat	bv_doc_id__1_d1e5781
auch	bv_doc_id__1_d1e5783
eine	bv_doc_id__1_d1e5785
Neuwahl	bv_doc_id__1_d1e5787
des	bv_doc_id__1_d1e5790
Bundespräsidenten	bv_doc_id__1_d1e5792
und	bv_doc_id__1_d1e5794
seines	bv_doc_id__1_d1e5796
Stellvertreters	bv_doc_id__1_d1e5798
zu	bv_doc_id__1_d1e5800
erfolgen	bv_doc_id__1_d1e5803
<g/>
.	
Eine	bv_doc_id__1_d1e5811
Neuwahl	bv_doc_id__1_d1e5813
des	bv_doc_id__1_d1e5815
Bundespräsidenten	bv_doc_id__1_d1e5817
und	bv_doc_id__1_d1e5819
seines	bv_doc_id__1_d1e5822
Stellvertreters	bv_doc_id__1_d1e5824
hat	bv_doc_id__1_d1e5826
auch	bv_doc_id__1_d1e5828
dann	bv_doc_id__1_d1e5830
zu	bv_doc_id__1_d1e5832
erfolgen	bv_doc_id__1_d1e5835
<g/>
,	
wenn	bv_doc_id__1_d1e5839
die	bv_doc_id__1_d1e5841
Stelle	bv_doc_id__1_d1e5843
des	bv_doc_id__1_d1e5845
Bundespräsidenten	bv_doc_id__1_d1e5848
durch	bv_doc_id__1_d1e5850
Tod	bv_doc_id__1_d1e5852
<g/>
,	
Amtsverzicht	bv_doc_id__1_d1e5856
oder	bv_doc_id__1_d1e5858
aus	bv_doc_id__1_d1e5861
anderen	bv_doc_id__1_d1e5863
gesetzlichen	bv_doc_id__1_d1e5865
Gründen	bv_doc_id__1_d1e5867
erledigt	bv_doc_id__1_d1e5869
wird	bv_doc_id__1_d1e5871
<g/>
.	
Art.	bv_doc_id__1_d1e5882
XLI	bv_doc_id__1_d1e5884
<g/>
.	
Zum	bv_doc_id__1_d1e5891
Bundespräsidenten	bv_doc_id__1_d1e5893
sowie	bv_doc_id__1_d1e5895
zu	bv_doc_id__1_d1e5897
seinem	bv_doc_id__1_d1e5899
Stellvertreter	bv_doc_id__1_d1e5902
kann	bv_doc_id__1_d1e5904
nur	bv_doc_id__1_d1e5906
derjenige	bv_doc_id__1_d1e5908
deutschösterreichische	bv_doc_id__1_d1e5910
Bundesbürger	bv_doc_id__1_d1e5912
gewählt	bv_doc_id__1_d1e5915
werden	bv_doc_id__1_d1e5917
<g/>
,	
der	bv_doc_id__1_d1e5921
das	bv_doc_id__1_d1e5923
aktive	bv_doc_id__1_d1e5925
Wahlrecht	bv_doc_id__1_d1e5928
zur	bv_doc_id__1_d1e5930
Bundesversammlung	bv_doc_id__1_d1e5932
hat	bv_doc_id__1_d1e5934
und	bv_doc_id__1_d1e5936
am	bv_doc_id__1_d1e5938
1.	bv_doc_id__1_d1e5941
Jänner	bv_doc_id__1_d1e5943
des	bv_doc_id__1_d1e5945
Jahres	bv_doc_id__1_d1e5947
in	bv_doc_id__1_d1e5949
welchem	bv_doc_id__1_d1e5951
die	bv_doc_id__1_d1e5954
Wahl	bv_doc_id__1_d1e5956
statt	bv_doc_id__1_d1e5958
<g/>
.	
findet	bv_doc_id__1_d1e5962
<g/>
,	
das	bv_doc_id__1_d1e5967
40.	bv_doc_id__1_d1e5969
Lebensjahr	bv_doc_id__1_d1e5971
vollendet	bv_doc_id__1_d1e5973
hat	bv_doc_id__1_d1e5975
<g/>
.	
Art.	bv_doc_id__1_d1e5985
XLII	bv_doc_id__1_d1e5987
<g/>
.	
Der	bv_doc_id__1_d1e5994
Stimmzettel	bv_doc_id__1_d1e5996
für	bv_doc_id__1_d1e5998
die	bv_doc_id__1_d1e6000
Präsidentschaftswahl	bv_doc_id__1_d1e6002
ist	bv_doc_id__1_d1e6005
im	bv_doc_id__1_d1e6007
Falle	bv_doc_id__1_d1e6009
des	bv_doc_id__1_d1e6011
Art.	bv_doc_id__1_d1e6013
XL	bv_doc_id__1_d1e6015
<g/>
,	
Abs	bv_doc_id__1_d1e6020
<g/>
.	
2	bv_doc_id__1_d1e6024
<g/>
,	
gleichzeitig	bv_doc_id__1_d1e6028
jedoch	bv_doc_id__1_d1e6031
gesondert	bv_doc_id__1_d1e6033
von	bv_doc_id__1_d1e6035
dem	bv_doc_id__1_d1e6037
Stimmzettel	bv_doc_id__1_d1e6039
für	bv_doc_id__1_d1e6041
die	bv_doc_id__1_d1e6044
Wahl	bv_doc_id__1_d1e6046
zur	bv_doc_id__1_d1e6048
Bundesversammlung	bv_doc_id__1_d1e6050
abzugeben	bv_doc_id__1_d1e6052
<g/>
.	
Jeder	bv_doc_id__1_d1e6059
Wähler	bv_doc_id__1_d1e6061
darf	bv_doc_id__1_d1e6063
nur	bv_doc_id__1_d1e6065
einen	bv_doc_id__1_d1e6067
Kandidaten	bv_doc_id__1_d1e6070
für	bv_doc_id__1_d1e6072
die	bv_doc_id__1_d1e6074
Präsidentschaft	bv_doc_id__1_d1e6076
bezeichnen	bv_doc_id__1_d1e6078
<g/>
.	
Art.	bv_doc_id__1_d1e6088
XLIII	bv_doc_id__1_d1e6090
<g/>
.	
Als	bv_doc_id__1_d1e6097
zum	bv_doc_id__1_d1e6099
Bundespräsidenten	bv_doc_id__1_d1e6101
gewählt	bv_doc_id__1_d1e6103
gilt	bv_doc_id__1_d1e6105
derjenige	bv_doc_id__1_d1e6108
Kandidat	bv_doc_id__1_d1e6110
<g/>
,	
der	bv_doc_id__1_d1e6114
die	bv_doc_id__1_d1e6116
meisten	bv_doc_id__1_d1e6118
Stimmen	bv_doc_id__1_d1e6121
erhalten	bv_doc_id__1_d1e6123
hat	bv_doc_id__1_d1e6125
<g/>
.	
Derjenige	bv_doc_id__1_d1e6132
Kandidat	bv_doc_id__1_d1e6134
<g/>
,	
der	bv_doc_id__1_d1e6138
die	bv_doc_id__1_d1e6140
nächsthohe	bv_doc_id__1_d1e6143
Stimmziffer	bv_doc_id__1_d1e6145
erreicht	bv_doc_id__1_d1e6147
<g/>
,	
gilt	bv_doc_id__1_d1e6151
als	bv_doc_id__1_d1e6153
zum	bv_doc_id__1_d1e6156
Stellvertreter	bv_doc_id__1_d1e6160
des	bv_doc_id__1_d1e6162
Bundespräsidenten	bv_doc_id__1_d1e6164
gewählt	bv_doc_id__1_d1e6166
<g/>
.	
Art.	bv_doc_id__1_d1e6178
XLIV	bv_doc_id__1_d1e6180
<g/>
.	
Der	bv_doc_id__1_d1e6187
Bundespräsident	bv_doc_id__1_d1e6189
und	bv_doc_id__1_d1e6191
sein	bv_doc_id__1_d1e6193
Stellvertreter	bv_doc_id__1_d1e6195
dürfen	bv_doc_id__1_d1e6198
während	bv_doc_id__1_d1e6200
ihrer	bv_doc_id__1_d1e6202
Amtstätigkeit	bv_doc_id__1_d1e6204
keiner	bv_doc_id__1_d1e6206
politischen	bv_doc_id__1_d1e6208
Körperschaft	bv_doc_id__1_d1e6211
angehören	bv_doc_id__1_d1e6213
und	bv_doc_id__1_d1e6215
keinen	bv_doc_id__1_d1e6217
anderen	bv_doc_id__1_d1e6219
Beruf	bv_doc_id__1_d1e6221
ausüben	bv_doc_id__1_d1e6224
<g/>
.	
Art.	bv_doc_id__1_d1e6234
XLV	bv_doc_id__1_d1e6236
<g/>
.	
Das	bv_doc_id__1_d1e6243
Wahlverfahren	bv_doc_id__1_d1e6245
für	bv_doc_id__1_d1e6247
die	bv_doc_id__1_d1e6249
Präsidentschaftswahl	bv_doc_id__1_d1e6251
ist	bv_doc_id__1_d1e6254
in	bv_doc_id__1_d1e6256
dem	bv_doc_id__1_d1e6258
Gesetze	bv_doc_id__1_d1e6260
betreffend	bv_doc_id__1_d1e6262
die	bv_doc_id__1_d1e6264
Wahlordnung	bv_doc_id__1_d1e6267
für	bv_doc_id__1_d1e6269
die	bv_doc_id__1_d1e6271
Wahl	bv_doc_id__1_d1e6273
zur	bv_doc_id__1_d1e6275
Bundesversammlung	bv_doc_id__1_d1e6277
zu	bv_doc_id__1_d1e6280
regeln	bv_doc_id__1_d1e6282
<g/>
.	
Art.	bv_doc_id__1_d1e6292
XLVI	bv_doc_id__1_d1e6294
<g/>
.	
Der	bv_doc_id__1_d1e6301
Bundespräsident	bv_doc_id__1_d1e6303
vertritt	bv_doc_id__1_d1e6305
die	bv_doc_id__1_d1e6307
Republik	bv_doc_id__1_d1e6309
Deutschösterreich	bv_doc_id__1_d1e6312
nach	bv_doc_id__1_d1e6314
außen	bv_doc_id__1_d1e6316
<g/>
,	
empfängt	bv_doc_id__1_d1e6320
und	bv_doc_id__1_d1e6322
beglaubigt	bv_doc_id__1_d1e6325
die	bv_doc_id__1_d1e6327
Gesandten	bv_doc_id__1_d1e6329
und	bv_doc_id__1_d1e6331
ratifiziert	bv_doc_id__1_d1e6333
die	bv_doc_id__1_d1e6335
Staatsverträge	bv_doc_id__1_d1e6338
<g/>
.	
Art.	bv_doc_id__1_d1e6348
XLVII	bv_doc_id__1_d1e6350
<g/>
.	
Dem	bv_doc_id__1_d1e6357
Bundespräsidenten	bv_doc_id__1_d1e6359
obliegt	bv_doc_id__1_d1e6361
über	bv_doc_id__1_d1e6363
Vorschlag	bv_doc_id__1_d1e6365
der	bv_doc_id__1_d1e6368
Staatsregierung	bv_doc_id__1_d1e6370
<g/>
:	
die	bv_doc_id__1_d1e6377
Einberufung	bv_doc_id__1_d1e6379
<g/>
,	
die	bv_doc_id__1_d1e6383
Vertagung	bv_doc_id__1_d1e6385
<g/>
,	
die	bv_doc_id__1_d1e6390
Schließung	bv_doc_id__1_d1e6392
der	bv_doc_id__1_d1e6394
Session	bv_doc_id__1_d1e6396
und	bv_doc_id__1_d1e6398
die	bv_doc_id__1_d1e6401
Auflösung	bv_doc_id__1_d1e6403
der	bv_doc_id__1_d1e6405
Bundesversammlung	bv_doc_id__1_d1e6407
sowie	bv_doc_id__1_d1e6409
die	bv_doc_id__1_d1e6411
Einberufung	bv_doc_id__1_d1e6414
des	bv_doc_id__1_d1e6416
Bundesrates	bv_doc_id__1_d1e6418
<g/>
.	
Die	bv_doc_id__1_d1e6425
Ausschreibung	bv_doc_id__1_d1e6427
von	bv_doc_id__1_d1e6429
Neuwahlen	bv_doc_id__1_d1e6431
zur	bv_doc_id__1_d1e6433
Bundesversammlung	bv_doc_id__1_d1e6436
und	bv_doc_id__1_d1e6438
zur	bv_doc_id__1_d1e6440
Bundespräsidentschaft	bv_doc_id__1_d1e6442
<g/>
.	
Die	bv_doc_id__1_d1e6449
Ernennung	bv_doc_id__1_d1e6451
der	bv_doc_id__1_d1e6453
Bundesbeamten	bv_doc_id__1_d1e6455
von	bv_doc_id__1_d1e6457
der	bv_doc_id__1_d1e6460
VI	bv_doc_id__1_d1e6462
<g/>
.	
Rangsklasse	bv_doc_id__1_d1e6466
aufwärts	bv_doc_id__1_d1e6468
<g/>
.	
Die	bv_doc_id__1_d1e6476
Begnadigung	bv_doc_id__1_d1e6478
rechtskräftig	bv_doc_id__1_d1e6480
Verurteilter	bv_doc_id__1_d1e6482
<g/>
,	
die	bv_doc_id__1_d1e6487
Milderung	bv_doc_id__1_d1e6489
der	bv_doc_id__1_d1e6491
von	bv_doc_id__1_d1e6493
den	bv_doc_id__1_d1e6495
Gerichten	bv_doc_id__1_d1e6497
ausgesprochenen	bv_doc_id__1_d1e6500
Strafen	bv_doc_id__1_d1e6502
<g/>
,	
die	bv_doc_id__1_d1e6506
Nachsicht	bv_doc_id__1_d1e6510
von	bv_doc_id__1_d1e6513
Rechtsfolgen	bv_doc_id__1_d1e6515
und	bv_doc_id__1_d1e6517
die	bv_doc_id__1_d1e6519
Tilgung	bv_doc_id__1_d1e6521
von	bv_doc_id__1_d1e6523
Verurteilungen	bv_doc_id__1_d1e6526
<g/>
,	
ferner	bv_doc_id__1_d1e6530
die	bv_doc_id__1_d1e6532
Abolition	bv_doc_id__1_d1e6534
von	bv_doc_id__1_d1e6536
strafgerichtlichen	bv_doc_id__1_d1e6539
Verfahren	bv_doc_id__1_d1e6541
<g/>
.	
Art.	bv_doc_id__1_d1e6551
XLVIII	bv_doc_id__1_d1e6553
<g/>
.	
Der	bv_doc_id__1_d1e6560
Bundespräsident	bv_doc_id__1_d1e6562
ernennt	bv_doc_id__1_d1e6564
über	bv_doc_id__1_d1e6566
Vorschlag	bv_doc_id__1_d1e6568
der	bv_doc_id__1_d1e6571
zuständigen	bv_doc_id__1_d1e6573
Landesregierung	bv_doc_id__1_d1e6575
die	bv_doc_id__1_d1e6577
Landesbeamten	bv_doc_id__1_d1e6579
von	bv_doc_id__1_d1e6581
der	bv_doc_id__1_d1e6584
VI	bv_doc_id__1_d1e6586
<g/>
.	
Rangsklasse	bv_doc_id__1_d1e6590
aufwärts	bv_doc_id__1_d1e6592
<g/>
.	
Art.	bv_doc_id__1_d1e6602
XLIX	bv_doc_id__1_d1e6604
<g/>
.	
Alle	bv_doc_id__1_d1e6611
Akte	bv_doc_id__1_d1e6613
des	bv_doc_id__1_d1e6615
Bundespräsidenten	bv_doc_id__1_d1e6617
bedürfen	bv_doc_id__1_d1e6619
der	bv_doc_id__1_d1e6622
Gegenzeichnung	bv_doc_id__1_d1e6624
des	bv_doc_id__1_d1e6626
Bundeskanzlers	bv_doc_id__1_d1e6628
und	bv_doc_id__1_d1e6630
des	bv_doc_id__1_d1e6632
ressortmäßig	bv_doc_id__1_d1e6635
zuständigen	bv_doc_id__1_d1e6637
Staatssekretärs	bv_doc_id__1_d1e6639
<g/>
;	
die	bv_doc_id__1_d1e6643
im	bv_doc_id__1_d1e6645
Art.	bv_doc_id__1_d1e6648
XLVIII	bv_doc_id__1_d1e6650
erwähnte	bv_doc_id__1_d1e6652
Ernennung	bv_doc_id__1_d1e6654
von	bv_doc_id__1_d1e6656
Landesbeamten	bv_doc_id__1_d1e6658
der	bv_doc_id__1_d1e6661
Gegenzeichnung	bv_doc_id__1_d1e6663
des	bv_doc_id__1_d1e6665
zuständigen	bv_doc_id__1_d1e6667
Landeshauptmannes	bv_doc_id__1_d1e6669
<g/>
.	
Art.	bv_doc_id__1_d1e6680
L	bv_doc_id__1_d1e6682
<g/>
.	
Wenn	bv_doc_id__1_d1e6689
der	bv_doc_id__1_d1e6691
Bundespräsident	bv_doc_id__1_d1e6693
verhindert	bv_doc_id__1_d1e6695
oder	bv_doc_id__1_d1e6697
wenn	bv_doc_id__1_d1e6700
die	bv_doc_id__1_d1e6702
Stelle	bv_doc_id__1_d1e6704
des	bv_doc_id__1_d1e6706
Bundespräsidenten	bv_doc_id__1_d1e6708
dauernd	bv_doc_id__1_d1e6710
erledigt	bv_doc_id__1_d1e6713
ist	bv_doc_id__1_d1e6715
<g/>
,	
im	bv_doc_id__1_d1e6719
letzteren	bv_doc_id__1_d1e6721
Falle	bv_doc_id__1_d1e6723
bis	bv_doc_id__1_d1e6726
zur	bv_doc_id__1_d1e6728
Neuwahl	bv_doc_id__1_d1e6730
eines	bv_doc_id__1_d1e6732
Nachfolgers	bv_doc_id__1_d1e6734
<g/>
,	
werden	bv_doc_id__1_d1e6739
alle	bv_doc_id__1_d1e6741
Funktionen	bv_doc_id__1_d1e6743
des	bv_doc_id__1_d1e6745
Bundespräsidenten	bv_doc_id__1_d1e6747
von	bv_doc_id__1_d1e6749
seinem	bv_doc_id__1_d1e6752
Stellvertreter	bv_doc_id__1_d1e6754
übernommen	bv_doc_id__1_d1e6756
Wenn	bv_doc_id__1_d1e6761
sowohl	bv_doc_id__1_d1e6763
die	bv_doc_id__1_d1e6765
Stelle	bv_doc_id__1_d1e6767
des	bv_doc_id__1_d1e6769
Präsidenten	bv_doc_id__1_d1e6772
als	bv_doc_id__1_d1e6774
auch	bv_doc_id__1_d1e6776
die	bv_doc_id__1_d1e6778
seines	bv_doc_id__1_d1e6780
Stellvertreters	bv_doc_id__1_d1e6782
gleichzeitig	bv_doc_id__1_d1e6785
erledigt	bv_doc_id__1_d1e6787
sind	bv_doc_id__1_d1e6789
<g/>
,	
gehen	bv_doc_id__1_d1e6793
die	bv_doc_id__1_d1e6795
Funktionen	bv_doc_id__1_d1e6798
des	bv_doc_id__1_d1e6800
Präsidenten	bv_doc_id__1_d1e6802
auf	bv_doc_id__1_d1e6804
die	bv_doc_id__1_d1e6806
Bundesregierung	bv_doc_id__1_d1e6808
über	bv_doc_id__1_d1e6811
Art.	bv_doc_id__1_d1e6819
LI	bv_doc_id__1_d1e6821
<g/>
.	
Der	bv_doc_id__1_d1e6828
Bundespräsident	bv_doc_id__1_d1e6830
bleibt	bv_doc_id__1_d1e6832
auch	bv_doc_id__1_d1e6834
nach	bv_doc_id__1_d1e6836
Ablauf	bv_doc_id__1_d1e6839
der	bv_doc_id__1_d1e6841
Legislativperiode	bv_doc_id__1_d1e6843
und	bv_doc_id__1_d1e6845
nach	bv_doc_id__1_d1e6849
Auflösung	bv_doc_id__1_d1e6852
der	bv_doc_id__1_d1e6854
Bundesversammlung	bv_doc_id__1_d1e6856
u	bv_doc_id__1_d1e6858
<g/>
.	
zw	bv_doc_id__1_d1e6862
<g/>
.	
so	bv_doc_id__1_d1e6867
lange	bv_doc_id__1_d1e6869
im	bv_doc_id__1_d1e6871
Amte	bv_doc_id__1_d1e6873
<g/>
,	
bis	bv_doc_id__1_d1e6878
der	bv_doc_id__1_d1e6880
neue	bv_doc_id__1_d1e6882
Bundespräsident	bv_doc_id__1_d1e6884
gewählt	bv_doc_id__1_d1e6886
ist	bv_doc_id__1_d1e6888
und	bv_doc_id__1_d1e6891
sein	bv_doc_id__1_d1e6893
Amt	bv_doc_id__1_d1e6895
angetreten	bv_doc_id__1_d1e6897
hat	bv_doc_id__1_d1e6899
<g/>
.	
Eine	bv_doc_id__1_d1e6906
wiederholte	bv_doc_id__1_d1e6908
Wahl	bv_doc_id__1_d1e6910
zum	bv_doc_id__1_d1e6912
Bundespräsidenten	bv_doc_id__1_d1e6914
oder	bv_doc_id__1_d1e6917
zum	bv_doc_id__1_d1e6919
Stellvertreter	bv_doc_id__1_d1e6921
desselben	bv_doc_id__1_d1e6923
ist	bv_doc_id__1_d1e6925
zulässig	bv_doc_id__1_d1e6927
<g/>
.	
Art.	bv_doc_id__1_d1e6938
LII	bv_doc_id__1_d1e6940
<g/>
.	
Mit	bv_doc_id__1_d1e6947
der	bv_doc_id__1_d1e6949
Ausübung	bv_doc_id__1_d1e6951
der	bv_doc_id__1_d1e6953
Regierungs-	bv_doc_id__1_d1e6955
und	bv_doc_id__1_d1e6958
Vollzugsgewalt	bv_doc_id__1_d1e6960
des	bv_doc_id__1_d1e6962
Bundes	bv_doc_id__1_d1e6964
sind	bv_doc_id__1_d1e6966
<g/>
,	
soweit	bv_doc_id__1_d1e6971
diese	bv_doc_id__1_d1e6973
nicht	bv_doc_id__1_d1e6975
dem	bv_doc_id__1_d1e6977
Bundespräsidenten	bv_doc_id__1_d1e6979
übertragen	bv_doc_id__1_d1e6981
ist	bv_doc_id__1_d1e6984
<g/>
,	
die	bv_doc_id__1_d1e6988
Bundesregierung	bv_doc_id__1_d1e6990
u	bv_doc_id__1_d1e6992
<g/>
.	
zw	bv_doc_id__1_d1e6997
<g/>
.	
der	bv_doc_id__1_d1e7001
Bundeskanzler	bv_doc_id__1_d1e7003
und	bv_doc_id__1_d1e7005
die	bv_doc_id__1_d1e7007
Staatssekretäre	bv_doc_id__1_d1e7010
betraut	bv_doc_id__1_d1e7012
<g/>
.	
Sie	bv_doc_id__1_d1e7019
bilden	bv_doc_id__1_d1e7021
in	bv_doc_id__1_d1e7023
ihrer	bv_doc_id__1_d1e7025
Gesamtheit	bv_doc_id__1_d1e7027
die	bv_doc_id__1_d1e7030
Bundesregierung	bv_doc_id__1_d1e7032
unter	bv_doc_id__1_d1e7034
dem	bv_doc_id__1_d1e7036
Vorsitz	bv_doc_id__1_d1e7038
des	bv_doc_id__1_d1e7040
Bundeskanzlers	bv_doc_id__1_d1e7043
<g/>
.	
Die	bv_doc_id__1_d1e7050
Regierungs-	bv_doc_id__1_d1e7052
und	bv_doc_id__1_d1e7054
Vollzugsgewalt	bv_doc_id__1_d1e7056
des	bv_doc_id__1_d1e7058
Bundes	bv_doc_id__1_d1e7061
darf	bv_doc_id__1_d1e7063
nur	bv_doc_id__1_d1e7065
auf	bv_doc_id__1_d1e7067
Grund	bv_doc_id__1_d1e7069
der	bv_doc_id__1_d1e7071
Bundesverfassung	bv_doc_id__1_d1e7074
und	bv_doc_id__1_d1e7076
der	bv_doc_id__1_d1e7078
von	bv_doc_id__1_d1e7080
der	bv_doc_id__1_d1e7082
Bundesversammlung	bv_doc_id__1_d1e7084
beschlossenen	bv_doc_id__1_d1e7087
und	bv_doc_id__1_d1e7089
vom	bv_doc_id__1_d1e7091
Bundesrat	bv_doc_id__1_d1e7093
genehmigten	bv_doc_id__1_d1e7095
Gesetze	bv_doc_id__1_d1e7097
ausgeübt	bv_doc_id__1_d1e7100
werden	bv_doc_id__1_d1e7102
<g/>
.	
Art.	bv_doc_id__1_d1e7112
LIII	bv_doc_id__1_d1e7114
Die	bv_doc_id__1_d1e7119
Staatsregierung	bv_doc_id__1_d1e7121
wird	bv_doc_id__1_d1e7123
von	bv_doc_id__1_d1e7125
der	bv_doc_id__1_d1e7127
Bundesversammlung	bv_doc_id__1_d1e7130
über	bv_doc_id__1_d1e7132
den	bv_doc_id__1_d1e7134
Gesamtvorschlag	bv_doc_id__1_d1e7136
eines	bv_doc_id__1_d1e7138
besonderen	bv_doc_id__1_d1e7140
Ausschusses	bv_doc_id__1_d1e7143
<g/>
,	
dessen	bv_doc_id__1_d1e7147
Zusammensetzung	bv_doc_id__1_d1e7149
<g/>
,	
Wirkungskreis	bv_doc_id__1_d1e7153
und	bv_doc_id__1_d1e7156
Verfahren	bv_doc_id__1_d1e7158
im	bv_doc_id__1_d1e7160
Geschäftsordnungsgesetze	bv_doc_id__1_d1e7162
geregelt	bv_doc_id__1_d1e7164
ist	bv_doc_id__1_d1e7166
<g/>
,	
in	bv_doc_id__1_d1e7171
namentlicher	bv_doc_id__1_d1e7173
Abstimmung	bv_doc_id__1_d1e7175
gewählt	bv_doc_id__1_d1e7177
<g/>
.	
Die	bv_doc_id__1_d1e7184
Bestallungsurkunden	bv_doc_id__1_d1e7186
des	bv_doc_id__1_d1e7188
Bundeskanzlers	bv_doc_id__1_d1e7190
und	bv_doc_id__1_d1e7192
der	bv_doc_id__1_d1e7195
Staatssekretäre	bv_doc_id__1_d1e7197
sowie	bv_doc_id__1_d1e7199
der	bv_doc_id__1_d1e7201
Unterstaatsekretäre	bv_doc_id__1_d1e7203
werden	bv_doc_id__1_d1e7205
vom	bv_doc_id__1_d1e7208
Bun-	bv_doc_id__1_d1e7210
despräsidenten	bv_doc_id__1_d1e7214
mit	bv_doc_id__1_d1e7216
dem	bv_doc_id__1_d1e7218
Datum	bv_doc_id__1_d1e7221
des	bv_doc_id__1_d1e7223
Tages	bv_doc_id__1_d1e7225
der	bv_doc_id__1_d1e7227
Abgelobung	bv_doc_id__1_d1e7229
ausgefertigt	bv_doc_id__1_d1e7231
und	bv_doc_id__1_d1e7234
vom	bv_doc_id__1_d1e7236
neu	bv_doc_id__1_d1e7238
bestellten	bv_doc_id__1_d1e7240
Bundeskanzler	bv_doc_id__1_d1e7242
gegengezeichnet	bv_doc_id__1_d1e7244
<g/>
.	
Art.	bv_doc_id__1_d1e7255
LIV	bv_doc_id__1_d1e7257
<g/>
.	
Bis	bv_doc_id__1_d1e7264
die	bv_doc_id__1_d1e7266
neue	bv_doc_id__1_d1e7268
Bundesregierung	bv_doc_id__1_d1e7270
gebildet	bv_doc_id__1_d1e7272
ist	bv_doc_id__1_d1e7275
<g/>
,	
hat	bv_doc_id__1_d1e7279
der	bv_doc_id__1_d1e7281
Bundespräsident	bv_doc_id__1_d1e7283
entweder	bv_doc_id__1_d1e7285
die	bv_doc_id__1_d1e7288
scheidende	bv_doc_id__1_d1e7290
Regierung	bv_doc_id__1_d1e7292
unter	bv_doc_id__1_d1e7294
dem	bv_doc_id__1_d1e7296
Vorsitz	bv_doc_id__1_d1e7298
des	bv_doc_id__1_d1e7301
bisherigen	bv_doc_id__1_d1e7303
Bundeskanzlers	bv_doc_id__1_d1e7305
oder	bv_doc_id__1_d1e7307
eines	bv_doc_id__1_d1e7309
Staatssekretärs	bv_doc_id__1_d1e7311
mit	bv_doc_id__1_d1e7314
der	bv_doc_id__1_d1e7316
einstweiligen	bv_doc_id__1_d1e7318
Fortführung	bv_doc_id__1_d1e7320
der	bv_doc_id__1_d1e7322
Geschäfte	bv_doc_id__1_d1e7324
zu	bv_doc_id__1_d1e7327
beauftragen	bv_doc_id__1_d1e7329
<g/>
,	
oder	bv_doc_id__1_d1e7333
leitende	bv_doc_id__1_d1e7335
Beamte	bv_doc_id__1_d1e7337
der	bv_doc_id__1_d1e7340
Staatsämter	bv_doc_id__1_d1e7342
unter	bv_doc_id__1_d1e7344
dem	bv_doc_id__1_d1e7346
Vorsitz	bv_doc_id__1_d1e7348
eines	bv_doc_id__1_d1e7350
dieser	bv_doc_id__1_d1e7353
leitenden	bv_doc_id__1_d1e7355
Beamten	bv_doc_id__1_d1e7357
oder	bv_doc_id__1_d1e7359
eines	bv_doc_id__1_d1e7361
eigens	bv_doc_id__1_d1e7363
hiezu	bv_doc_id__1_d1e7366
bestellten	bv_doc_id__1_d1e7368
Beamten	bv_doc_id__1_d1e7370
mit	bv_doc_id__1_d1e7372
der	bv_doc_id__1_d1e7374
einstweiligen	bv_doc_id__1_d1e7376
Leitung	bv_doc_id__1_d1e7379
der	bv_doc_id__1_d1e7381
Verwaltung	bv_doc_id__1_d1e7383
zu	bv_doc_id__1_d1e7385
betrauen	bv_doc_id__1_d1e7387
<g/>
.	
Art.	bv_doc_id__1_d1e7397
LV	bv_doc_id__1_d1e7399
<g/>
.	
Versagt	bv_doc_id__1_d1e7406
die	bv_doc_id__1_d1e7408
Bundesversammlung	bv_doc_id__1_d1e7410
oder	bv_doc_id__1_d1e7412
der	bv_doc_id__1_d1e7414
